ChassyID	W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	Protein_name	ec_number
Chassy_YL_B_783	YALI1_B20717g	YALI0B15752g	Q6CEG8	uniprot|Q6CEG8 Yarrowia lipolytica YALI0B15752g CDC42 GTP-binding protein of RAS superfamily I2	
Chassy_YL_E_1277	YALI1_E31754g	YALI0E26829g	Q6C4H2	similar to uniprot|P04397 Saccharomyces cerevisiae YBR019c GAL10 UDP-glucose 4-epimerase I2	
Chassy_YL_C_1057	YALI1_C29104g	YALI0C21065g	Q6CB89	some similarities with uniprot|P47011 Saccharomyces cerevisiae YJL137C (ohnolog of YKR058W) GLG2 self- glucosylating initiator of glycogen synthesis I2	
Chassy_YL_D_834	YALI1_D21458g	YALI0D17446g	Q6C8S2	similar to uniprot|O74916 Schizosaccharomyces pombe Putative acetylornithine deacetylase I2	
Chassy_YL_E_1427	YALI1_E35410g	YALI0E29975g	Q6C438	weakly similar to uniprot|P11353 Saccharomyces cerevisiae YDR044w HEM13 coproporphyrinogen III oxidase I2	
Chassy_YL_B_586	YALI1_B15482g	YALI0B11682g	Q6CEZ3	highly similar to uniprot|Q872K3 Neurospora crassa 64C2.100 Probable clathrin assembly protein AP47 I2	
Chassy_YL_B_161	YALI1_B04248g	YALI0B02816g	Q6CFX3	similar to uniprot|Q00772 Saccharomyces cerevisiae YHR030C SLT2 (ohnolog of YKL161C) Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle I2	2.7.11.24
Chassy_YL_F_362	YALI1_F10150g	YALI0F06864g	Q6C2L3	some similarities with uniprot|P50896 Saccharomyces cerevisiae YDR505C (ohnolog of YLR177W) PSP1 Asn and gln rich protein of unknown function I2	
Chassy_YL_D_740	YALI1_D18646g			No description in CLIB122 I2	
Chassy_YL_C_852	YALI1_C23738g	YALI0C16621g	Q6CBQ1	"similar to uniprot|P00447 Saccharomyces cerevisiae YHR008c SOD2 superoxide dismutase (Mn) precursor, mitochondrial I2"	1.15.1.1
Chassy_YL_C_931	YALI1_C25782g	YALI0C18535g	Q6CBI1	"similar to uniprot|P08425 Saccharomyces cerevisiae YPR047w MSF1 phenylalanine--tRNA ligase alpha chain, mitochondrial I2"	
Chassy_YL_F_540	YALI1_F14342g	YALI0F10659g	Q6C258	similar to uniprot|P32266 Saccharomyces cerevisiae YOR211c MGM1 dynamin-like protein I2	
Chassy_YL_C_844	YALI1_C23511g			No description in CLIB122 I2	
Chassy_YL_E_1015	YALI1_E25453g	YALI0E21373g	Q6C535	some similarities with uniprot|P36046 Saccharomyces cerevisiae YKL195w I2	
Chassy_YL_B_406	YALI1_B10449g			No description in CLIB122 I2	
Chassy_YL_F_110	YALI1_F03428g	YALI0F02189g	Q6C368	similar to uniprot|P53337 Saccharomyces cerevisiae YGR284c : Hypothetical 35.0 kDa protein I2	
Chassy_YL_B_9	YALI1_B00242g	YALI0B00264g	Q6CG73	similar to uniprot|P32860 Saccharomyces cerevisiae YKL040c NFU1 iron homeostasis I2	
Chassy_YL_E_33	YALI1_E00963g	YALI0E00594g	Q6C7I4	"highly similar to uniprot|P33328 Saccharomyces cerevisiae YOR327C (ohnolog of YAL030W) SNC2 synaptobrevin (v-SNARE) homolog present on post-Golgi vesicles, possible transmembrane segment I2"	
Chassy_YL_A_133	YALI1_A03487g	YALI0A03113g	Q6CHZ4	highly similar to uniprot|P31109 Saccharomyces cerevisiae YAL030W SNC1 (ohnolog of YOR327C) Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane I2	
Chassy_YL_B_96	YALI1_B02375g	YALI0B01386g	Q6CG28	similar to uniprot|P32795 Saccharomyces cerevisiae YPR024W YME1 Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex I2	
Chassy_YL_E_581	YALI1_E15115g	YALI0E12221g	Q6C658	similar to uniprot|P32802 Saccharomyces cerevisiae YLR083C (ohnolog of YDR107C) EMP70 endosomal protein I2	
Chassy_YL_A_130	YALI1_A03422g	YALI0A03025g	Q6CHZ7	similar to uniprot|O14241 Schizosaccharomyces pombe Probable ARP2/3 complex 34 kDa subunit (P34-ARC) I2	
Chassy_YL_E_1543	YALI1_E38131g	YALI0E32164g	B5FVG3	"similar to uniprot|P81449 Saccharomyces cerevisiae YDR322C-A ATP21 ATP synthase e, mitochondrial I2"	
Chassy_YL_E_333	YALI1_E08472g	YALI0E07139g	Q6C6Q8	similar to uniprot|P33307 Saccharomyces cerevisiae YGL238w CSE1 importin-beta-like protein I2	
Chassy_YL_E_344	YALI1_E08828g	YALI0E07425g	Q6C6P9	similar to uniprot|Q12754 Saccharomyces cerevisiae YPL012w hypothetical protein I2	
Chassy_YL_D_1356	YALI1_D35787g	YALI0D27170g	Q6C7L2	weakly similar to uniprot|P07285 Saccharomyces cerevisiae YDR354w TRP4 anthranilate phosphoribosyltransferase I2	
Chassy_YL_F_427	YALI1_F11689g	YALI0F08327g	Q6C2F6	weakly similar to uniprot|Q08245 Saccharomyces cerevisiae YOL109w ZEO1 I2	
Chassy_YL_C_394	YALI1_C11271g	YALI0C08305g	Q6CCL9	"highly similar to uniprot|P06245 Saccharomyces cerevisiae YPL203w TPK2 cAMP-dependent protein kinase 2, catalytic chain I2"	
Chassy_YL_C_548	YALI1_C15445g	YALI0C11011g	Q6CCA8	similar to uniprot|P49334 Saccharomyces cerevisiae YNL131w TOM22 mitochondrial outer membrane import receptor complex subunit I2	
Chassy_YL_A_599	YALI1_A15105g	YALI0A15103g	Q6CGX7	"uniprot|Q6CGX7 Yarrowia lipolytica YALI0A15103g AAL9 Acyl/aryl-CoA ligase, putative I2"	
Chassy_YL_C_257	YALI1_C07137g	YALI0C05599g	Q6CCY2	similar to uniprot|Q03862 Saccharomyces cerevisiae YDR101c I2	3.-.-.-
Chassy_YL_E_1150	YALI1_E28465g	YALI0E23947g	Q6C4T2	similar to uniprot|P07703 Saccharomyces cerevisiae YPR110c RPC40 DNA-directed RNA polymerase I and III 40 kDa polypeptide I2	
Chassy_YL_B_105	YALI1_B02550g	YALI0B01628g	Q6CG19	similar to uniprot|P53258 Saccharomyces cerevisiae YGR100w MIC1 MAC1P interacting protein I2	
Chassy_YL_D_343	YALI1_D09004g	YALI0D07040g	Q6C9Z9	weakly similar to uniprot|Q12511 Saccharomyces cerevisiae YOR090c PTC5 putative 2C protein phosphatase (PP2Cs) I2	
Chassy_YL_A_389	YALI1_A09638g	YALI0A09845g	B5RSJ9	"similar to uniprot|P53633 Saccharomyces cerevisiae YNL044W YIP3, Prenylated Rab acceptor 1, interacts with YPT proteins I2"	
Chassy_YL_E_522	YALI1_E13765g	YALI0E10901g	Q6C6B2	weakly similar to uniprot|P40517 Saccharomyces cerevisiae YIL063C YRB2 Ran-specific GTPase-activating protein 2 involved in nuclear protein export I2	
Chassy_YL_F_990	YALI1_F25556g	YALI0F19140g	Q6C154	weakly similar to uniprot|K9HTF6 Agaricus bisporus hypothetical protein AGABI2DRAFT_217354 I2	
Chassy_YL_E_57	YALI1_E01614g	YALI0E01078g	Q6C7G2	similar to uniprot|P14743 Saccharomyces cerevisiae YLR195c NMT1 N-myristoyltransferase (Glycylpeptide N- tetradecanoyltransferase) I2	2.3.1.97
Chassy_YL_E_407	YALI1_E10755g	YALI0E08844g	Q6C6K5	weakly similar to uniprot|Q01477 Saccharomyces cerevisiae YER151c UBP3 ubiquitin-specific proteinase Ubiquitin carboxyl-terminal hydrolase 3 (Deubiquitinating enzyme 3) I2	
Chassy_YL_D_805	YALI1_D20768g	YALI0D16863g	Q6C8U8	uniprot|Q6C8U8 Yarrowia lipolytica YALI0D16863g CKII Caseine kinase II alpha subunit I2	
Chassy_YL_E_1311	YALI1_E32568g	YALI0E27632g	Q6C4D8	"uniprot|Q6C4D8 Yarrowia lipolytica YALI0E27632g SSL2 Multicopy suppressor of SLS2 secretory defects, putative calmodulin-dependent ser/thr protein kinase I2"	
Chassy_YL_F_1252	YALI1_F32363g	YALI0F25047g	Q6C0G0	highly similar to uniprot|P38689 Saccharomyces cerevisiae YHL011c PRS3 ribose-phosphate pyrophosphokinase I2	
Chassy_YL_E_1554	YALI1_E38308g	YALI0E32351g	Q6C3T1	highly similar to uniprot|P38620 Saccharomyces cerevisiae YER099C (ohnolog of YBL068W) PRS2 ribose- phosphate pyrophosphokinase I2	
Chassy_YL_F_1499	YALI1_F38263g	YALI0F30613g	Q6BZV4	similar to uniprot|Q9P5M9 Schizosaccharomyces pombe putative class II aldolase I2	
Chassy_YL_E_1051	YALI1_E26229g	YALI0E22264g	Q6C501	weakly similar to uniprot|Q7SB06 Neurospora crassa NCU07888 I2	
Chassy_YL_F_9	YALI1_F00288g	YALI0F00264g	Q6C3F1	uniprot|Q6C3F1 Yarrowia lipolytica YALI0F00264g MPC1 Subunit of the mitochondrial pyruvate carrier 1 I2	
Chassy_YL_E_1199	YALI1_E29665g	YALI0E24849g	Q6C4P1	weakly similar to uniprot|P53617 Saccharomyces cerevisiae YNL251c NRD1 involved in regulation of nuclear pre-mRNA abundance I2	
Chassy_YL_B_990	YALI1_B26430g	YALI0B20218g	Q6CDY6	similar to uniprot|Q9Y7U6 Schizosaccharomyces pombe Rho1 gdp-gtp exchange protein 1 I2	
Chassy_YL_F_1006	YALI1_F25908g	YALI0F19448g	Q6C141	similar to uniprot|P33317 Saccharomyces cerevisiae YBR252w DUT1 dUTP pyrophosphatase precursor I2	3.6.1.23
Chassy_YL_A_379	YALI1_A09408g	YALI0A09636g	Q6CHE9	similar to uniprot|Q05874 Saccharomyces cerevisiae YLR285w NNT1 nicotinamide N-methyltransferase I2	2.1.1.-
Chassy_YL_D_97	YALI1_D02362g	YALI0D02101g	Q6CAK0	uniprot|Q6CAK0 Yarrowia lipolytica YALI0D02101g SNF1 Regulator of lipid accumulation I2	2.7.11.1
Chassy_YL_E_80	YALI1_E02162g	YALI0E01584g	Q6C7E0	"similar to uniparc|UPI0001F2B0EF Aspergillus oryzae oxidoreductase, 2OG-Fe(II) oxygenase family I2"	
Chassy_YL_C_1209	YALI1_C32975g	YALI0C23947g	Q6CAV9	similar to uniprot|P32602 Saccharomyces cerevisiae YBL050w SEC17 transport vesicle fusion protein I2	
Chassy_YL_B_1001	YALI1_B26763g	YALI0B20460g	Q6CDX5	similar to uniprot|Q9USP9 Schizosaccharomyces pombe Hypothetical coiled-coil protein with RNA recognition motif I2	
Chassy_YL_C_267	YALI1_C07423g	YALI0C05753g	Q6CCX5	similar to uniprot|P40035 Saccharomyces cerevisiae YER053C PIC2 Mitochondrial phosphate carrier protein I2	
Chassy_YL_E_783	YALI1_E19958g			No description in CLIB122 I2	
Chassy_YL_F_1337	YALI1_F34202g	YALI0F26807g	Q6C089	similar to uniprot|C5JFF8 Ajellomyces dermatitidis pyruvate dehydrogenase kinase I2	
Chassy_YL_E_442	YALI1_E11674g	YALI0E09471g	O43108	uniprot|O43108 Yarrowia lipolytica YALI0E09471g PMR1/SCA1 Calcium-transporting ATPase 1 I2	3.6.3.8
Chassy_YL_D_1184	YALI1_D30866g	YALI0D23815g	Q6C806	"uniprot|Q6C806 Yarrowia lipolytica YALI0D23815g BKT1 Branched-chain keto acid dehydrogenase E1, putative I2"	2.3.1.-
Chassy_YL_B_213	YALI1_B05483g	YALI0B04092g	Q6CFT3	similar to uniprot|Q03219 Saccharomyces cerevisiae YMR178W Conserved protein of unknown function I2	
Chassy_YL_C_911	YALI1_C25307g	YALI0C18161g	Q6CBJ8	"highly similar to uniprot|P14741 Saccharomyces cerevisiae YKR026c GCN3 translation initiation factor eIF2B, 34 KD, alpha subunit I2"	
Chassy_YL_C_468	YALI1_C13410g	YALI0C09658g	Q6CCG1	some similarities with uniprot|Q04740 Saccharomyces cerevisiae YMR234w RNH1 ribonuclease H I2	
Chassy_YL_B_606	YALI1_B15964g	YALI0B12122g	W0TYP3	weakly similar to uniprot|Q9UTS6 Schizosaccharomyces pombe Cytoplasmic dynein light chain (TCTEX-1 protein homolog) I2	
Chassy_YL_B_287	YALI1_B07295g	YALI0B05302g	Q6CFN8	similar to uniprot|Q8J0J9 Parasitella parasitica Acyl-CoA thioester hydrolase I2	
Chassy_YL_F_755	YALI1_F19216g	YALI0F14399g	Q6C1Q1	similar to uniprot|G3ATC9 Spathaspora passalidarum hypothetical protein SPAPADRAFT_56842 I2	
Chassy_YL_F_714	YALI1_F17988g	YALI0F13475g	Q6C1T7	similar to uniprot|P27476 Saccharomyces cerevisiae YGR159c NSR1 nuclear localization sequence binding protein I2	
Chassy_YL_F_650	YALI1_F16600g	YALI0F12375g	Q6C1Y4	some similarities with uniprot|P34761 Saccharomyces cerevisiae YNL197C (ohnolog of YDL224C) I2	
Chassy_YL_F_1162	YALI1_F30004g	YALI0F22803g	Q6C0P6	similar to uniprot|P53303 Saccharomyces cerevisiae YGR211w ZPR1 I2	
Chassy_YL_F_1415	YALI1_F36132g	YALI0F28413g	Q6C023	similar to uniprot|P40016 Saccharomyces cerevisiae YER021w SUN2 26S proteasome regulatory subunit I2	
Chassy_YL_E_1082	YALI1_E27104g	YALI0E22935g	Q6C4X6	highly similar to uniprot|P32561 Saccharomyces cerevisiae YNL330c RPD3 histone deacetylase B I2	3.5.1.98
Chassy_YL_E_1110	YALI1_E27625g	YALI0E23452g	Q6C4V2	similar to uniprot|H6BY90 Exophiala dermatitidis alkanesulfonate monooxygenase I2	
Chassy_YL_E_348	YALI1_E08915g	YALI0E07513g	Q6C6P7	similar to uniprot|C5MA78 Candida tropicalis CTRG_02390 conserved hypothetical protein I2	
Chassy_YL_C_245	YALI1_C06870g	YALI0C05346g	Q6CCZ2	"similar to uniprot|P53040 Saccharomyces cerevisiae YGL112C TAF6 Subunit (60 kDa) of TFIID and SAGA complexes, involved in transcription initiation of RNA polymerase II and in chromatin modification I2"	
Chassy_YL_E_553	YALI1_E14469g	YALI0E11605g	Q6C685	some similarities with uniprot|C4R0Y5 Komagataella pastoris hypothetical protein I2	
Chassy_YL_D_446	YALI1_D11437g	YALI0D08954g	Q6C9R5	weakly similar to uniprot|Q03790 Saccharomyces cerevisiae YMR153W (ohnolog of YDL088C) NUP53 component of the karyopherin docking complex of the nuclear pore I2	
Chassy_YL_E_146	YALI1_E03672g	YALI0E03102g	Q6C778	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_B_169	YALI1_B04470g	YALI0B02992g	Q6CFW6	similar to uniprot|P36147 Saccharomyces cerevisiae YKR065c Hypothetical 22.0 kDa protein I2	
Chassy_YL_F_1132	YALI1_F29301g	YALI0F22121g	Q6C0S5	"uniprot|Q6C0S5 Yarrowia lipolytica YALI0F22121g MGH1 Methylglutaconyl-CoA hydratase, putative I2"	
Chassy_YL_E_1038	YALI1_E25905g	YALI0E21912g	P78979	uniprot|P78979 Yarrowia lipolytica YALI0E21912g SEC61 Protein-translocation complex alpha subunit I2	
Chassy_YL_B_634	YALI1_B16735g			No description in CLIB122 I2	
Chassy_YL_E_894	YALI1_E22592g	YALI0E18854g	Q6C5E0	some similarities with uniprot|P87058 Schizosaccharomyces pombe La protein homolog (La ribonucleoprotein) (La autoantigen homolog) I2	
Chassy_YL_B_714	YALI1_B18955g	YALI0B14399g	Q6CEN0	similar to uniprot|Q12740 Zalerion arboricola PRO3 Pyrroline-5-carboxylate reductase (P5C reductase) I2	1.5.1.2
Chassy_YL_E_1413	YALI1_E35082g	YALI0E29667g	Q6C450	"uniprot|Q6C450 Yarrowia lipolytica YALI0E29667g SDH3 Succinate dehydrogenase, putative I2"	
Chassy_YL_E_258	YALI1_E06365g	YALI0E05489g	Q6C6X5	weakly similar to uniprot|P43556 Saccharomyces cerevisiae YFL047w I2	
Chassy_YL_B_840	YALI1_B22088g	YALI0B16984g	Q6CEB4	uniprot|Q6CEB4 Yarrowia lipolytica YALI0B16984g RAS3 Ras GTP-binding protein I2	
Chassy_YL_E_688	YALI1_E17643g	YALI0E14707g	Q6C5W0	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_E_1280	YALI1_E31827g	YALI0E26895g	Q6C4G9	some similarities with uniprot| E9D8R5 Coccidioides posadasii glucosidase 2 subunit beta I2	
Chassy_YL_C_541	YALI1_C15359g	YALI0C10945g	Q6CCB1	similar to uniprot|C4R1W5 Komagataella pastoris Vacuolar membrane protein involved in vacuolar polyphosphate accumulation I2	
Chassy_YL_F_44	YALI1_F01456g	YALI0F00924g	F2Z619	uniprot|Q9UUT8 Yarrowia lipolytica YALI0F00924g NUIM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I) I2	
Chassy_YL_E_1329	YALI1_E33024g	YALI0E27940g	Q6C4C3	highly similar to uniprot|Q12522 Saccharomyces cerevisiae YPR016c TIF6 translation initiation factor 6 (eIF6) I2	
Chassy_YL_A_353	YALI1_A08781g	YALI0A09042g	F2Z6J4	uniprot|Q6H9P2 Yarrowia lipolytica YALI0A09042g COQ6 Ubiquinone biosynthesis monooxgenase I2	1.14.13.-
Chassy_YL_E_1231	YALI1_E30639g	YALI0E25845g	F2Z658	uniprot|Q9P8X2 Yarrowia lipolytica YALI0E25845g RAC1 GTP-binding protein of RAS superfamily I2	
Chassy_YL_C_1106	YALI1_C30255g	YALI0C21934g	Q6CB49	similar to uniprot|P38197 Saccharomyces cerevisiae YBL036c Putative non-specific single-domain racemase I2	
Chassy_YL_F_843	YALI1_F21690g	YALI0F16181g	Q6C1H5	highly similar to uniprot|P32366 Saccharomyces cerevisiae YLR447c VMA6 H+-ATPase V0 domain 36 KD subunit I2	
Chassy_YL_E_751	YALI1_E19337g	YALI0E16170g	Q6C5Q3	similar to uniprot|O74161 Candida albicans CHS5 Chitin biosynthesis protein I2	
Chassy_YL_F_262	YALI1_F07630g	YALI0F05038g	Q6C2U7	uniprot|Q6C2U7 Yarrowia lipolytica YALI0F05038g PDB2 3-methyl-2-oxobutanoate dehydrogenase (Lipoamide) E1 beta chain I2	
Chassy_YL_F_1384	YALI1_F35476g	YALI0F27841g	Q6C047	similar to uniprot|Q9P504 Neurospora crassa probable Alp11 homologue of tubulin-folding cofactor B I2	
Chassy_YL_B_478	YALI1_B12443g	YALI0B09317g	Q6CF87	similar to uniprot|G3AFL5 Spathaspora passalidarum hypothetical protein SPAPADRAFT_58131 I2	
Chassy_YL_E_582	YALI1_E15144g	YALI0E12243g	Q6C657	similar to uniprot|P40069 Saccharomyces cerevisiae YER110c KAP123 RAN-binding protein I2	
Chassy_YL_F_600	YALI1_F15708g	YALI0F11869g	Q6C206	similar to uniprot|P36123 Saccharomyces cerevisiae YKR028W (ohnolog of YJL098W) SAP190 Protein that forms a complex with the Sit4p protein phosphatase I2	
Chassy_YL_B_689	YALI1_B18384g	YALI0B13882g	Q6CEQ4	similar to uniprot|P39704 Saccharomyces cerevisiae YAL007C (ohnolog of YOR016C) ERP2 p24 protein involved in membrane trafficking I2	
Chassy_YL_A_196	YALI1_A05031g	YALI0A04917g	Q6CHU4	similar to uniprot|P40088 Saccharomyces cerevisiae YER145c FTR1 iron permease that mediates high-affinity iron uptake I2	
Chassy_YL_A_306	YALI1_A07472g	YALI0A07997g	Q6CHK3	weakly similar to uniprot|Q12276 Saccharomyces cerevisiae YOR227W (ohnolog of YPL137C) I2	
Chassy_YL_D_615	YALI1_D15622g	YALI0D12518g	Q6C9B4	similar to uniprot|Q12018 Saccharomyces cerevisiae YDL132w CDC53 controls G1/S transition I2	
Chassy_YL_F_557	YALI1_F14746g	YALI0F11099g	Q6C240	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_B_845	YALI1_B22276g	YALI0B17072g	Q6CEB0	weakly similar to uniprot|P38237 Saccharomyces cerevisiae YBR058c UBP14 ubiquitin specific protease I2	3.4.19.12
Chassy_YL_E_1588	YALI1_E39243g	YALI0E33077g	Q6C3Q0	similar to uniprot|Q12425 Saccharomyces cerevisiae YPR067w ISA2 mitochondrial protein required for iron metabolism I2	
Chassy_YL_E_1182	YALI1_E29179g	YALI0E24497g	Q6C4Q7	similar to uniprot|Q08645 Saccharomyces cerevisiae YOR241w MET7 tetrahydrofolylpolyglutamate synthase I2	6.3.2.17
Chassy_YL_A_274	YALI1_A06743g	YALI0A07084g	Q6CHM8	"similar to uniprot|P35180 Saccharomyces cerevisiae YGR082w TOM20 mitochondrial outer membrane import receptor subunit, translocase of outer membrane 20 kD subunit I2"	
Chassy_YL_D_160	YALI1_D04128g	YALI0D03245g	Q6CAF5	"highly similar to uniprot|Q6C2W4 Yarrowia lipolytica YALI0F04598g, unknown function I2"	
Chassy_YL_E_752	YALI1_E19371g	YALI0E16214g	Q6C5Q1	similar to uniprot|P53212 Saccharomyces cerevisiae YGR021w I2	
Chassy_YL_B_595	YALI1_B15692g	YALI0B11880g	Q6CEY4	"highly similar to uniprot|Q08235 Saccharomyces cerevisiae YOL077C BRX1 Nucleolar protein, constituent of 66S pre-ribosomal particles I2"	
Chassy_YL_F_658	YALI1_F16743g	YALI0F12551g	Q6C1X9	similar to uniprot|P35191 Saccharomyces cerevisiae YFL016C MDJ1 Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity I2	
Chassy_YL_C_913	YALI1_C25352g	YALI0C18205g	Q6CBJ6	highly similar to uniprot|P49017 Saccharomyces cerevisiae YML110c DBI56 Ubiquinone biosynthesis methyltransferase COQ5 I2	2.1.1.201
Chassy_YL_E_1451	YALI1_E35963g	YALI0E30602g	B5FVF9	similar to uniprot|O14455 Saccharomyces cerevisiae YPL249C-A RPL36B (ohnolog of YMR194W) Protein component of the large (60S) ribosomal subunit I2	
Chassy_YL_B_355	YALI1_B09044g	YALI0B06963g	Q6CFH3	similar to uniprot|P53043 Saccharomyces cerevisiae YGR123c PPT1 protein ser/thr phosphatase I2	3.1.3.16
Chassy_YL_E_1049	YALI1_E26205g	YALI0E22220g	Q6C503	similar to uniprot|P54837 Saccharomyces cerevisiae YML012w ERV25 component of the COPII-coated vesicles 25 Kda I2	
Chassy_YL_A_143	YALI1_A03721g	YALI0A03443g	Q6CHY6	weakly similar to uniprot|P40959 Saccharomyces cerevisiae YMR004w MVP1 required for vacuolar protein sorting I2	
Chassy_YL_D_1363	YALI1_D35965g	YALI0D27324g	Q6C7K5	similar to uniprot|O74907 Schizosaccharomyces pombe bcp1 I2	
Chassy_YL_B_202	YALI1_B05226g	YALI0B03762g	Q6CFU3	weakly similar to uniprot|P53169 Saccharomyces cerevisiae YGL060W (ohnolog of YBR216C) YBP2 central kinetochore associated protein I2	
Chassy_YL_F_615	YALI1_F15905g	YALI0F12067g	Q6C1Z7	weakly similar to uniprot|Q7SDB1 Neurospora crassa NCU02099.1 predicted protein I2	
Chassy_YL_B_384	YALI1_B09837g	YALI0B07557g2_1		"weakly similar to uniprot|P32769 Saccharomyces cerevisiae HBS1 YKR084C (ohnolog of YOR076C) GTP binding protein with sequence similarity to the elongation factor class of G proteins, EF-1alpha and Sup35p I2"	
Chassy_YL_F_327	YALI1_F09289g	YALI0F06226g	Q6C2P3	weakly similar to uniprot|C5DSJ5 Zygosaccharomyces rouxii ZYRO0C00638p I2	
Chassy_YL_E_1620	YALI1_E40032g	YALI0E33759g	Q6C3L8	weakly similar to uniprot|P32855 Saccharomyces cerevisiae YPR055w SEC8 protein transport protein I2	
Chassy_YL_E_1245	YALI1_E31005g	YALI0E26125g	Q6C4K0	"uniprot|Q6C4K0 Yarrowia lipolytica YALI0E26125g CWP12 GPI-anchored cell wall protein, putative I2"	
Chassy_YL_C_596	YALI1_C16621g	YALI0C11880g	Q6CC71	similar to uniprot|P46969 Saccharomyces cerevisiae YJL121c POS18 Ribulose-phosphate 3-epimerase I2	5.1.3.1
Chassy_YL_E_756	YALI1_E19483g	YALI0E16280g	Q6C5P8	weakly similar to uniprot|Q04177 Saccharomyces cerevisiae YDR398W snoRNA binding activity I2	
Chassy_YL_E_1099	YALI1_E27406g	YALI0E23265g	Q6C4W1	similar to uniprot|P40066 Saccharomyces cerevisiae YER107c GLE2 required for nuclear pore complex structure and function I2	
Chassy_YL_B_55	YALI1_B01428g	YALI0B00836g	Q6CG51	highly similar to uniprot|Q12265 Saccharomyces cerevisiae YOL061w PRS5 ribose-phosphate pyrophosphokinases I2	
Chassy_YL_A_144	YALI1_A03757g	YALI0A03509g	Q6CHY5	similar to uniprot|P37838 Saccharomyces cerevisiae YPL043w NOP4 nucleolar protein P15 I2	
Chassy_YL_F_827	YALI1_F21362g	YALI0F15873g	Q6C1I9	similar to uniprot|Q06493 Saccharomyces cerevisiae YPR125w MRS7 suppressor of MRS2-1 mutation I2	
Chassy_YL_B_828	YALI1_B21798g	YALI0B16742g	Q6CEC5	weakly similar to uniprot|P47141 Saccharomyces cerevisiae YJR101w RSM26 weak similarity to superoxide dismutases I2	
Chassy_YL_A_791	YALI1_A19885g	YALI0A18942g	Q6CGI9	some similarities with uniprot|P32342 Saccharomyces cerevisiae YKL122c SRP21 signal recognition particle subunit I2	
Chassy_YL_E_275	YALI1_E06759g	YALI0E05753g	Q6C6W3	similar to uniprot|P08524 Saccharomyces cerevisiae YJL167w ERG20 farnesyl-pyrophosphate synthetase I2	
Chassy_YL_D_678	YALI1_D17151g	YALI0D13838g	Q6C957	weakly similar to uniprot|P45978 Saccharomyces cerevisiae YPR129w SCD6 suppressor of clathrin deficiency I2	
Chassy_YL_F_1207	YALI1_F31405g	YALI0F23947g	Q6C0K3	similar to uniprot|P08431 Saccharomyces cerevisiae YBR018c GAL7 UDP-glucose--hexose-1-phosphate uridylyltransferase I2	
Chassy_YL_F_149	YALI1_F04259g	YALI0F03047g	Q6C331	weakly similar to uniprot|P42949 Saccharomyces cerevisiae Pam16p I2	
Chassy_YL_A_238	YALI1_A06099g	YALI0A06435g	Q6CHQ5	"similar to uniprot|P09232 Saccharomyces cerevisiae YEL060C (ohnolog of YOR003W) PRB1 protease B, vacuolar I2"	
Chassy_YL_B_991	YALI1_B26451g	YALI0B20240g	Q6CDY5	highly similar to uniprot|Q05933 Saccharomyces cerevisiae YLR370C ARC18 Subunit of the ARP2/3 complex I2	
Chassy_YL_B_999	YALI1_B26728g	YALI0B20416g	Q6CDX7	similar to uniprot|O94524 Schizosaccharomyces pombe Protein with glutathione S transferase domain I2	
Chassy_YL_F_1485	YALI1_F37916g	YALI0F30349g	Q6BZW6	"similar to uniprot|P49348 Kluyveromyces lactis APA2, 5, 5-P-1, P-4-tetraphosphate phosphorylase II I2"	
Chassy_YL_F_1124	YALI1_F29038g	YALI0F21945g	Q6C0T3	similar to uniprot|P24279 Saccharomyces cerevisiae YEL032w MCM3 replication initiation protein I2	3.6.4.12
Chassy_YL_C_1190	YALI1_C32517g	YALI0C23584g		"similar to uniprot|P25371 Saccharomyces cerevisiae YCR011c ADP1 ATP-dependent permease, frameshift I2"	
Chassy_YL_D_236	YALI1_D06302g	YALI0D04939g	Q6CA88	uniprot|Q6CA88 Yarrowia lipolytica YALI0D04939g NIAM Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I) I2	
Chassy_YL_C_150	YALI1_C04302g	YALI0C03223g	Q6CD72	uniprot|Q6CD72 Yarrowia lipolytica YALI0C03223g MPC2 Subunit of the mitochondrial pyruvate carrier 1 I2	
Chassy_YL_F_102	YALI1_F03215g	YALI0F02046g	B5RSK5	"weakly similar to uniprot|Q2U4N1 Aspergillus oryzae, identified by cDNA I2"	
Chassy_YL_E_1560	YALI1_E38491g	YALI0E32483g	Q6C3S5	similar to uniprot|P32335 Saccharomyces cerevisiae YLR203C MSS51 Nuclear encoded protein required for translation of COX1 mRNA I2	
Chassy_YL_E_1257	YALI1_E31351g	YALI0E26389g	Q6C4I9	similar to uniprot|Q04660 Saccharomyces cerevisiae YMR049c I2	
