"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"
"YALI0_B11396g"	-1.274138828	5.04728538	0.000228644	0.004355029	"similar to uniprot|P10363 Saccharomyces cerevisiaeYIR008c PRI1 DNA-directed DNA polymerase alpha 48kDasubunit (DNA primase)"
"YALI0_E02200g"	-1.268796836	6.83528151	0.004158776	0.030907614	"no similarity"
"YALI0_D10285g"	-1.267755087	5.534406784	0.001054059	0.012514399	"weakly similar to uniprot|P53971 Saccharomycescerevisiae YNL023c FAP1 Shuttle craft like transcriptionalregulator with 8 zf-NF-X1 zinc fingers and R3H domain"
"YALI0_D19470g"	-1.267357279	5.704456835	0.000450355	0.006958672	"similar to uniprot|Q871H9 Neurospora crassa B16M17.090 Related to Ste20-like kinase Don3"
"YALI0_D10813g"	-1.265970903	5.489353467	1.48255e-06	0.000124719	"similar to uniprot|Q9P866 Candida albicansPhosphatidylinositol phospholipase C"
"YALI0_A09812g"	-1.262083942	7.647205825	0.000984743	0.012074067	"similar to uniprot|Q04371 Saccharomyces cerevisiaeYMR027w HRT2 high level expression reduced Ty3transposition"
"YALI0_E28270g"	-1.262065649	5.198686375	0.003404174	0.02767662	"similar to uniprot|P32331 Saccharomyces cerevisiaeYPR058w YMC1 mitochondrial carrier protein (MCF)"
"YALI0_E15081g"	-1.26067273	7.749805987	1.32581e-05	0.000603791	"similar to uniprot|P33775 Saccharomyces cerevisiaeYDL095w PMT1 mannosyltransferase"
"YALI0_C08052g"	-1.260403813	5.985835534	0.003774329	0.0293495	"similar to uniprot|P10962 Saccharomyces cerevisiaeYAL025c MAK16 nuclear viral propagation protein"
"YALI0_B07513g"	-1.259463044	4.628591063	2.1322e-05	0.000792798	"similar to uniprot|P32863 Saccharomyces cerevisiaeYGL163c RAD54 DNA-dependent ATPase of the SNF2P family"
"YALI0_F02365g"	-1.259149322	6.665783709	0.000596296	0.008498265	"weakly similar to uniprot|P53692Schizosaccharomyces pombe DNA repair protein rad18"
"YALI0_D26950g"	-1.256395389	4.496246385	1.56199e-05	0.000671104	"weakly similar to uniprot|P25386 Saccharomycescerevisiae YDL058w USO1"
"YALI0_F32175g"	-1.256314124	5.218764163	0.000532017	0.007859571	"no similarity"
"YALI0_D17930g"	-1.254575196	7.225726649	0.000296029	0.00524283	"highly similar to uniprot|P28777 Saccharomycescerevisiae YGL148w ARO2 chorismate synthase"
"YALI0_F04884g"	-1.254466532	6.155749216	0.001195886	0.013590021	"no similarity"
"YALI0_E00308g"	-1.25430641	5.155682302	0.006433737	0.041212098	"weakly similar to uniprot|P38680 Neurospora crassaMTR N- amino acid transport system protein(Methyltryptophan resistance protein) possibletransmembrane segments"
"YALI0_B08184g"	-1.253818347	8.697763495	0.003403552	0.02767662	"highly similar to uniprot|Q8NJN1 Aspergillus nigerand to to uniprot|P08536 Saccharomyces cerevisiae YJR010wMET3 ATP sulfurylase"
"YALI0_F15059g"	-1.253022372	2.40074342	0.002642545	0.023642388	"weakly similar to DEHA0F02310g Debaryomyceshansenii IPF 8942.1"
"YALI0_D00297g"	-1.249997289	6.506016732	0.003169075	0.026846276	"similar to uniprot|P42842 Saccharomyces cerevisiaeYNL313c"
"YALI0_D07326g"	-1.247682707	7.604203654	0.000114107	0.002689293	"highly similar to uniprot|P25039 Saccharomycescerevisiae YLR069c MEF1 translation elongation factor Gmitochondrial"
"YALI0_E34067g"	-1.247416894	4.714636777	6.58378e-06	0.00036924	"some similarities with uniprot|P22209 Saccharomycescerevisiae YAR018c KIN3 ser/thr protein kinase"
"YALI0_A07821g"	-1.243173459	4.477049999	0.000248966	0.004639957	"weakly similar to uniprot|P38213 Saccharomycescerevisiae YBR007c Hypothetical 82.4 kDa protein inUGA5-FLR1 intergenic region"
"YALI0_B05126g"	-1.24279226	8.191326446	0.00012592	0.002889	"similar to uniprot|P10614 Saccharomyces cerevisiaeYHR007C Cytochrome P450 51 (EC 1.14.14.-) (CYPL1)(P450-L1A1) (Sterol 14- alpha demethylase)"
"YALI0_C13926g"	-1.242002704	6.897720022	3.20098e-07	4.30852e-05	"weakly similar to uniprot|P24870 Saccharomycescerevisiae YDL155w CLB3 cyclin G2/M-specific P6.2.f6.1"
"YALI0_E10725g"	-1.241629134	3.943721163	0.001008514	0.012193162	"weakly similar to uniprot|Q9UST8Schizosaccharomyces pombe Ribonuclease H (RNase H)"
"YALI0_F22781g"	-1.238468098	7.285939224	0.003126662	0.026598581	"similar to uniprot|P20051 Saccharomyces cerevisiaeDihydroorotase (EC 3.5.2.3) (DHOase) YLR420w URA4"
"YALI0_F02673g"	-1.23264704	3.977116757	0.002915042	0.025332012	"weakly similar to uniprot|P28742 Saccharomycescerevisiae YBL063w KIP1 kinesin-related protein"
"YALI0_D26752g"	-1.230410352	7.010829522	0.000719552	0.009685447	"weakly similar to uniprot|P39685 Saccharomycescerevisiae YMR129w POM152 nuclear pore membraneglycoprotein"
"YALI0_F01947g"	-1.229049295	6.081574397	5.80525e-06	0.000331721	"no similarity"
"YALI0_C00187g"	-1.228030097	7.352277885	0.000794377	0.010482666	"weakly similar to uniprot|Q8X227 Cryptococcusneoformans O-acetyltransferase or uniprot|Q8X226Cryptococcus neoformans O- acetyltransferase anduniprot|Q96PB1 Homo sapiens C7ORF12 or uniprot|Q8WZ77 Homosapiens O-acetyltransferase"
"YALI0_E30107g"	-1.226862933	5.821410924	0.006492779	0.041433365	"some similarities with uniprot|Q9VYU0 Drosophilamelanogaster CG32662 protein"
"YALI0_F12089g"	-1.225771682	4.758036647	0.000262841	0.004824328	"similar to uniprot|P39109 Saccharomyces cerevisiaeYDR135c YCF1 glutathione S-conjugate transporter vacuolar"
"YALI0_B04488g"	-1.225743597	6.923286487	0.000131537	0.002950815	"weakly similar to uniprot|Q12280 Saccharomycescerevisiae YPL242c IQG1 involved in cytokinesis hassimilarity to mammalian IQGAP proteins"
"YALI0_E20449g"	-1.225401701	6.034732907	8.90501e-06	0.000445766	"weakly similar to uniprot|P34161 Saccharomycescerevisiae YML027w YOX1 homoeodomain protein"
"YALI0_E04356g"	-1.221414931	7.574741402	0.000315473	0.005506687	"some similarities with uniprot|P38285 Saccharomycescerevisiae YBR158w CST13"
"YALI0_B04268g"	-1.216399666	6.900694034	0.000749875	0.010004395	"similar to uniprot|P53894 Saccharomyces cerevisiaeYNL161W Serine/threonine-protein kinase CBK1 (EC 2.7.1.-)(Cell wall biosynthesis kinase)"
"YALI0_A10310g"	-1.214589327	5.914482107	0.001084132	0.012721256	"similar to uniprot|P51601 Saccharomyces cerevisiaeYGR267c FOL2 GTP cyclohydrolase I"
"YALI0_E22957g"	-1.214298453	3.645315007	0.006035719	0.03936262	"similar to DEHA0F02662g Debaryomyces hanseniipossible UDP-galactose transporter HUT1"
"YALI0_C08228g"	-1.214269975	4.126002478	0.006609918	0.041922798	"similar to uniprot|P47159 Saccharomyces cerevisiaeYJR124c putative Multidrug-efflux transporter"
"YALI0_D22979g"	-1.209488427	4.430183699	0.000125394	0.002887887	"weakly similar to uniprot|P53038 Saccharomycescerevisiae YGR099w TEL2 involved in controlling telomerelength and position effect"
"YALI0_E04576g"	-1.206200808	7.323467731	0.001285446	0.014391766	"weakly similar to uniprot|P33418 Saccharomycescerevisiae YKL205w LOS1 pre-tRNA splicing protein"
"YALI0_E16731g"	-1.200742723	4.83784926	0.001325102	0.014574423	"no similarity"
"YALI0_D24123g"	-1.19961953	5.148436444	4.7521e-05	0.001476074	"weakly similar to uniprot|P49956 Saccharomycescerevisiae YMR078C CHL12 protein"
"YALI0_B18414g"	-1.198618383	4.814725169	0.000452786	0.006978435	"weakly similar to uniprot|Q8BH76 Mus musculus DNApolymerase delta subunit 3"
"YALI0_E06765g"	-1.197360729	6.928512728	0.004332553	0.031561326	"similar to uniprot|P38205 Saccharomyces cerevisiaeYBL024w NCL1 tRNA (cytosine-5-)-methyltransferase"
"YALI0_A16038g"	-1.197313222	3.197121792	0.000644118	0.008968781	"highly similar to uniprot|Q6C9L7 Yarrowialipolytica YALI0D10104g"
"YALI0_D01485g"	-1.1948416	6.668622885	0.001222592	0.013832167	"similar to CA5667|IPF1259 Candida albicans IPF1259Conserved hypothetical protein"
"YALI0_D11352g"	-1.190032312	5.090672545	0.000542606	0.007957776	"weakly similar to uniprot|P24309 Saccharomycescerevisiae YKL149c DBR1 lariat-debranching enzyme"
"YALI0_C15048g"	-1.187426987	6.977775871	0.000944009	0.011817763	"weakly similar to uniprot|P39112 Saccharomycescerevisiae YMR287C DSS1 3'-5' exoribonuclease, componentof the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p"
"YALI0_B14751g"	-1.186918866	6.83251783	0.002391949	0.022358077	"highly similar to uniprot|P53914 Saccharomycescerevisiae YNL132W Hypothetical 119.3 kDa protein inFPR1-TOM22 intergenic region"
"YALI0_D01089g"	-1.185590051	7.41856111	0.000193363	0.003878151	"similar to uniprot|P31116 Saccharomyces cerevisiaeYJR139c HOM6 homoserine dehydrogenase"
"YALI0_E03212g"	-1.183304911	6.928075595	0.002477855	0.022774458	"similar to uniprot|P32891 Saccharomyces cerevisiaeYDL174c DLD1 D-lactate ferricytochrome C oxidoreductase(D-LCR) possible transmembrane segment"
"YALI0_F20636g"	-1.182329465	4.789053385	0.001916205	0.019145493	"some similarities with uniprot|P38111 Saccharomycescerevisiae YBR136w ESR1 cell cycle checkpoint protein"
"YALI0_E06611g"	-1.180883047	4.858908804	0.001808781	0.018512684	"no similarity"
"YALI0_D11990g"	-1.179029262	6.426098496	0.001151605	0.013235811	"no similarity"
"YALI0_A12969g"	-1.178440301	1.864153942	0.000796967	0.010493973	"highly similar to uniprot|Q6C6A0 Yarrowialipolytica YALI0E11187g"
"YALI0_C18403g"	-1.177174132	5.359051379	9.971e-05	0.002455055	"some similarities with uniprot|P38909 Saccharomycescerevisiae YOR037w CYC2 cytochrome-c mitochondrial importfactor"
"YALI0_E28358g"	-1.176601114	4.689001277	8.09918e-05	0.002142216	"similar to KLLA0C02277g Kluyveromyces lactis IPF6652.1"
"YALI0_E34727g"	-1.176210757	3.991072574	0.001540546	0.016143746	"weakly similar to uniprot|P07866 Saccharomycescerevisiae YAL024c LTE1 GDP/GTP exchange factor"
"YALI0_E33231g"	-1.174953233	5.12852187	0.000288711	0.005128226	"weakly similar to DEHA0A13926g Debaryomyceshansenii IPF 7393.1"
"YALI0_E28446g"	-1.174376299	1.031685672	0.008071529	0.047557639	"some similarities with uniprot|Q04119 Saccharomycescerevisiae YDR452w PHM5 similarity to human sphingomyelinphosphodiesterase"
"YALI0_D25212g"	-1.172252032	5.04452336	4.85319e-05	0.001499783	"similar to uniprot|Q02648 Saccharomyces cerevisiaeYPL030W LPB1P"
"YALI0_A11869g"	-1.171665768	5.464709923	0.004083463	0.03055075	"some similarities with uniprot|P35207 Saccharomycescerevisiae YLR398C Antiviral protein SKI2"
"YALI0_F09581g"	-1.168670736	4.553680033	7.59834e-06	0.000402828	"some similarities with uniprot|P49777Schizosaccharomyces pombe ARS-binding protein 1"
"YALI0_C10780g"	-1.16769598	6.058033282	0.000281983	0.005053169	"similar to CA2103|CaISM1 Candida albicansisoleucyl-tRNA synthetase"
"YALI0_A20636g"	-1.164907153	5.513239301	0.000387806	0.006232898	"some similarities with uniprot|Q01454 Saccharomycescerevisiae YPR135w POB1 DNA-directed DNA polymerasealpha-binding protein"
"YALI0_E28371g"	-1.164178284	5.662813538	1.74496e-05	0.000699418	"similar to uniprot|P46675 Saccharomyces cerevisiaeYLR045c STU2 suppressor of a cs tubulin mutation"
"YALI0_D02321g"	-1.161796359	5.535300298	0.00232421	0.021825954	"highly similar to uniprot|Q96VU5 Cryptococcusneoformans UDP-glucose dehydrogenase Uxs2p (EC 1.1.1.22)"
"YALI0_D20680g"	-1.160457368	10.11882231	0.00020214	0.004004417	"similar to uniprot|P53334 Saccharomyces cerevisiaeYGR279C Probable family 17 glucosidase SCW4 precursor (EC3.2.1.-) (Soluble cell wall protein 4)"
"YALI0_B18810g"	-1.160365622	7.16414777	0.000527629	0.007825309	"weakly similar to uniprot|Q03690 Saccharomycescerevisiae YMR012w CLU1 translation initiation factoreIF3"
"YALI0_E07920g"	-1.159497406	7.219812656	0.000968064	0.011990931	"similar to DEHA0B03696g Debaryomyces hansenii"
"YALI0_E07139g"	-1.158321992	6.886922832	0.00369243	0.029122662	"similar to uniprot|P33307 Saccharomyces cerevisiaeYGL238w CSE1 importin-beta-like protein"
"YALI0_E09372g"	-1.155325563	5.629046384	0.008370137	0.048747999	"no similarity"
"YALI0_D18898g"	-1.154218832	5.728261422	0.000442715	0.006881381	"some similarities with uniprot|P36166 Saccharomycescerevisiae YKR090w related to chicken Lim protein kinaseand Islet proteins"
"YALI0_F02343g"	-1.15187717	9.476742927	0.000553385	0.008057338	"weakly similar to uniprot|O42970Schizosaccharomyces pombe SPBC1E8.05 Serine rich protein"
"YALI0_D26015g"	-1.151800158	6.274690665	9.36162e-06	0.000464782	"similar to uniprot|P32562 Saccharomyces cerevisiaeYMR001C Cell cycle protein kinase CDC5/MSD2 (EC 2.7.1.-)"
"YALI0_D05467g"	-1.150924331	8.629859868	0.000857124	0.011116422	"uniprot|Q9UUU3 Yarrowia lipolytica NUAM proteinprecursor"
"YALI0_B15576g"	-1.147511855	5.740186233	0.000109458	0.002630667	"weakly similar to uniprot|Q9P5J5 Neurospora crassaConserved hypothetical protein"
"YALI0_E30855g"	-1.144583128	6.911115804	0.006076659	0.039534179	"similar to wi|NCU00459.1 Neurospora crassaNCU00459. 1 hypothetical protein (40655 - 49819)"
"YALI0_F06402g"	-1.143485991	5.744711553	1.7533e-05	0.000699418	"similar to uniprot|Q06156 Saccharomyces cerevisiaeYLR272c YCS4 subunit of condensin"
"YALI0_E26048g"	-1.139618829	6.097147683	0.005863388	0.03860276	"similar to DEHA0D12364g Debaryomyces hansenii"
"YALI0_B11770g"	-1.137451561	6.696002514	0.002597997	0.023486666	"similar to uniprot|P32583 Saccharomyces cerevisiaeYKR092c SRP40 Suppressor protein"
"YALI0_F25465g"	-1.135302525	4.849035615	0.000264137	0.004833471	"no similarity"
"YALI0_B09053g"	-1.131455631	4.971775109	0.000807135	0.010581857	"similar to uniprot|Q80X98 Mus musculus5730550P09Rik protein and uniprot|P15938 Saccharomycescerevisiae YKR086w PRP16 RNA-dependent ATPase"
"YALI0_F20284g"	-1.131179941	5.883149983	0.002451441	0.022600271	"similar to uniprot|O94372 Schizosaccharomyces pombeConserved protein and wi|NCU00501.1 Neurospora crassaNCU00501.1 hypothetical protein"
"YALI0_A19646g"	-1.12984255	5.59460155	0.000189858	0.003820503	"weakly similar to uniprot|O14064Schizosaccharomyces pombe Bir1 protein (Chromosomesegregation protein cut17)"
"YALI0_D08338g"	-1.129261539	6.598903328	0.002619025	0.023536256	"similar to uniprot|O59907 Neurospora crassa AnnexinXIV"
"YALI0_C15939g"	-1.127885496	7.999914201	0.006896309	0.043018477	"no similarity"
"YALI0_E04048g"	-1.126049728	4.904047487	0.006220934	0.040170789	"similar to uniprot|P32332 Saccharomyces cerevisiaeYKL120w Mitochondrial oxaloacetate transport protein"
"YALI0_F17622g"	-1.124867256	6.057344262	0.003330832	0.027620488	"some similarities with uniprot|P38961 Saccharomycescerevisiae YDR083w protein involved in cleavage at site A2in pre-rRNA in the pathway of ribosomal RNA processing"
"YALI0_F28303g"	-1.123411132	6.002207805	5.60756e-05	0.001664952	"weakly similar to uniprot|Q12500 Saccharomycescerevisiae YLR114c unknown function"
"YALI0_D16885g"	-1.121945608	4.430428923	0.003257311	0.027288431	"weakly similar to uniprot|P53886 Saccharomycescerevisiae YNL172w APC1 subunit of anaphase-promotingcomplex (cyclosome)"
"YALI0_C23364g"	-1.121503808	8.281181969	0.001014813	0.012244463	"similar to uniprot|P31382 Saccharomyces cerevisiaeYAL023c PMT2 mannosyltransferase"
"YALI0_C05302g"	-1.121128767	5.029042273	0.000256977	0.004774569	"some similarities with uniprot|Q9P887 Candidaalbicans Sec20p"
"YALI0_C21846g"	-1.117116041	7.250727102	0.002166367	0.020795059	"highly similar to uniprot|Q08965 Saccharomycescerevisiae YPL217c BMS1 Ribosome biogenesis protein"
"YALI0_E04136g"	-1.114907841	5.618867619	5.85466e-05	0.001721441	"some similarities with uniprot|P31244 Saccharomycescerevisiae YBR114w RAD16 nucleotide excision repairprotein"
"YALI0_B07601g"	-1.113791105	6.76341951	1.27526e-05	0.000585173	"weakly similar to uniprot|Q06991 Saccharomycescerevisiae YLR414C SIMILARITY to hypothetical 81 kDaprotein in CNB1-ORD1 intergenic region"
"YALI0_C23430g"	-1.112280111	4.696241747	1.8349e-05	0.000718735	"no similarity"
"YALI0_F31449g"	-1.107818136	6.211296074	0.002805049	0.02462345	"weakly similar to KLLA0E22583g Kluyveromyces lactisIPF 2424.1"
"YALI0_F20042g"	-1.106765166	4.693653101	0.008529856	0.049461382	"similar to uniprot|P26793 Saccharomyces cerevisiaeYKL113c RAD27 ssDNA endonuclease and 5 -3 exonuclease"
"YALI0_E10769g"	-1.105929756	3.971661346	0.000365936	0.006055944	"similar to uniprot|P14242 Saccharomyces cerevisiaeYNL082w PMS1 DNA mismatch repair protein"
"YALI0_E06519g"	-1.104119275	5.90056601	0.001325823	0.014574423	"weakly similar to uniprot|P34244 Saccharomycescerevisiae YKL101w HSL1 ser/thr protein kinase couplingseptin ring assembly to cell cycle progression"
"YALI0_E26367g"	-1.103059562	6.143877639	0.002594838	0.023486666	"similar to uniprot|P21951 Saccharomyces cerevisiaeYNL262w POL2 DNA-directed DNA polymerase epsilon catalyticsubunit A"
"YALI0_B11462g"	-1.1022165	4.784339618	0.008000523	0.047369667	"no similarity"
"YALI0_E05357g"	-1.101576984	3.705669997	0.000215772	0.004175502	"no similarity"
"YALI0_E02376g"	-1.101387191	4.326687753	0.000417723	0.006592922	"some similarities with uniprot|Q7SAG2 Neurosporacrassa NCU06988.1"
"YALI0_C14960g"	-1.096936559	3.14032014	0.000671776	0.009247611	"weakly similar to uniprot|Q04149 Saccharomycescerevisiae YDR386w MUS81 involved in the repair of UV andmethylation induced DNA damage"
"YALI0_F22121g"	-1.096206366	4.039702077	0.00774537	0.04640327	"similar to uniprot|Q7S1U1 Neurospora crassaNCU09058.1 hypothetical protein"
"YALI0_D13750g"	-1.095366134	5.957062449	0.003760645	0.0293495	"similar to uniprot|Q02792 Saccharomyces cerevisiaeYOR048c RAT1 5 -3 exoribonuclease P2.117.f2.1"
"YALI0_E34199g"	-1.094804446	5.653623519	1.57333e-05	0.000671104	"weakly similar to DEHA0F17446g Debaryomyceshansenii IPF 7719.1"
"YALI0_E02860g"	-1.090549478	3.214504251	0.002835574	0.024819465	"no similarity"
"YALI0_F14179g"	-1.089123737	4.836062668	0.000120736	0.002812681	"similar to uniprot|P28742 Saccharomyces cerevisiaeYBL063w KIP1 kinesin-related protein"
"YALI0_F05126g"	-1.08770635	6.901093318	0.006420423	0.041209704	"weakly similar to KLLA0D16115g Kluyveromyces lactisIPF 4333.1"
"YALI0_E01430g"	-1.086966106	5.257024439	0.000384708	0.00621921	"some similarities with uniprot|Q04383 Saccharomycescerevisiae YDR501w PLM2 PLasmid Maintenance mutant shows2mu-m plasmid instability"
"YALI0_C02409g"	-1.086307181	6.242179219	0.000615393	0.008668454	"similar to uniprot|P39719 Saccharomyces cerevisiaeYAL053W Hypothetical 87.5 kDa protein in ACS1-GCV3intergenic region"
"YALI0_F20020g"	-1.085472428	9.071549225	0.003727631	0.029246455	"some similarities with uniprot|Q873L5 Neurosporacrassa B18E6.100 unknown function"
"YALI0_E21197g"	-1.084926363	6.845306437	8.44159e-05	0.00220391	"weakly similar to DEHA0D16533g Debaryomyceshansenii"
"YALI0_F10461g"	-1.084774715	4.166516137	4.9918e-05	0.001527036	"similar to uniprot|Q03516 Saccharomyces cerevisiaeYMR266w and DEHA0F12254g Debaryomyces hansenii"
"YALI0_E33473g"	-1.08044089	8.192880341	0.000473353	0.007185705	"similar to uniprot|P25618 Saccharomyces cerevisiaeYCR017c Hypothetical 107.9 kDa protein in POL4-SRD1intergenic region putative sensor/transporter proteinsingleton"
"YALI0_F27841g"	-1.079741754	6.172345926	0.002690153	0.023926957	"similar to uniprot|Q9P504 Neurospora crassaprobable Alp11 homologue of tubulin-folding cofactor B"
"YALI0_B18326g"	-1.07902936	6.306046158	0.003770121	0.0293495	"similar to uniprot|P40007 Saccharomyces cerevisiaeYER002w"
"YALI0_E12199g"	-1.076356096	7.160537811	0.001421496	0.015347591	"some similarities with uniprot|P50108 Saccharomycescerevisiae YDR245w MNN10 subunit of mannosyltransferasecomplex"
"YALI0_B08492g"	-1.075438669	2.750560569	0.006896045	0.043018477	"no similarity"
"YALI0_B21780g"	-1.074435115	6.619776955	0.003990512	0.030250978	"similar to uniprot|P14065 Saccharomyces cerevisiaeYOR120w GCY1 galactose-induced protein of aldo/ketoreductase family"
"YALI0_B10065g"	-1.07420072	6.872570176	0.002757045	0.024307749	"similar to uniprot|P47083 Saccharomyces cerevisiaeYJR002w MPP10 component of the U3 small nucleolarribonucleoprotein singleton"
"YALI0_E24563g"	-1.07366907	4.177736986	0.000631596	0.00883505	"similar to uniprot|Q12152 Saccharomyces cerevisiaeYPL150w"
"YALI0_E30723g"	-1.072985297	5.82843867	0.002508843	0.022968875	"similar to uniprot|P15565 Saccharomyces cerevisiaeYDR120C TRM1 N(2) N(2)-dimethylguanosine tRNAmethyltransferase mitochondrial precursor (EC 2.1.1.32)(tRNA(guanine-26 N(2)-N(2)) methyltransferase) (tRNA 22-dimethylguanosine-26 methyltransferase) (tRNA(m(22)G26)dimethyltransferase)"
"YALI0_D11088g"	-1.072623619	5.105076747	2.55943e-05	0.000917306	"weakly similar to uniprot|Q07533 Saccharomycescerevisiae YDL117w CYK3 similarity to hypothetical S.pombe protein protein possibly involved in cytokinesis"
"YALI0_B10296g"	-1.071462982	4.178435952	7.86024e-05	0.002115976	"some similarities with uniprot|Q9P6S5Schizosaccharomyces pombe SPBC27.02C Hypothetical 34.6 kDaprotein"
"YALI0_B18524g"	-1.068313335	5.032614743	0.004639112	0.032899893	"some similarities with uniprot|P53137 Saccharomycescerevisiae YGL110C Hypothetical 72.0 kDa protein inTAF60-MLC1 intergenic region"
"YALI0_C12595g"	-1.066537918	6.720352156	0.005860671	0.03860276	"similar to uniprot|Q02895 Saccharomyces cerevisiaeYPL088w putative aryl-alcohol dehydrogenase"
"YALI0_E00748g"	-1.064168988	3.50775881	0.003140879	0.026682056	"weakly similar to uniprot|Q12436 Saccharomycescerevisiae YLR130c ZRT2 low affininty zinc transporterpossible transmembrane segments"
"YALI0_E00660g"	-1.062716282	6.098070581	0.007449795	0.045340937	"similar to uniprot|P38074 Saccharomyces cerevisiaeYBR034c HNRNP arginine N-methyltransferase"
"YALI0_E04532g"	-1.062377701	7.168710216	3.91331e-05	0.001250292	"no similarity"
"YALI0_D21912g"	-1.060492253	5.721392906	0.004884701	0.033929627	"some similarities with uniprot|O42874Schizosaccharomyces pombe Putative mitotic spindleprotein"
"YALI0_D04114g"	-1.05767478	5.19523789	0.003959766	0.030093228	"weakly similar to uniprot|Q8X0V5 Neurospora crassaRelated to putative dual specificity protein kinase pom1"
"YALI0_E27632g"	-1.057519715	7.553315922	0.006975151	0.043243083	"uniprot|O93955 Yarrowia lipolytica SSL2 proteinmulticopy suppressor of SLS2 secretory defects putativecalmodulin-dependent ser/thr protein kinase"
"YALI0_D22462g"	-1.056352306	2.613194279	0.00616799	0.03991401	"weakly similar to uniprot|Q6CEI0 Yarrowialipolytica YALI0B15466g"
"YALI0_F01925g"	-1.053985148	6.044980425	0.004369886	0.031678451	"similar to uniprot|P87065 Candida albicans Chitinsynthase regulatory factor"
"YALI0_D16291g"	-1.053946247	6.001668011	0.002770571	0.024391495	"similar to uniprot|P53893 Saccharomyces cerevisiaeYNL163c translation elongation factor eEF4"
"YALI0_F16093g"	-1.053426958	4.010768819	0.001193926	0.013590021	"similar to uniprot|Q7RW58 Neurospora crassaNCU07247.1 hypothetical protein"
"YALI0_B18722g"	-1.052105985	5.204365902	0.000363743	0.006055944	"similar to uniprot|P38132 Saccharomyces cerevisiaeYBR202w CDC47 cell division control protein P6.3.f6.1"
"YALI0_D21428g"	-1.051308752	3.248109309	0.001155279	0.013252887	"similar to uniprot|Q8NJM6 Aspergillus fumigatusHypothetical DNA j domain containing protein"
"YALI0_C14190g"	-1.048345854	8.226272279	9.9284e-05	0.002454545	"similar to uniprot|P33336 Saccharomyces cerevisiaeYGR143w SKN1 glucan synthase subunit P2.4.f2.1 anduniprot|P32486 Saccharomyces cerevisiae YPR159w KRE6glucan synthase subunit P2.4.f2.1 associated protein"
"YALI0_D24970g"	-1.04784382	6.001832956	0.000864229	0.011161273	"similar to uniprot|Q9P7T6 Schizosaccharomyces pombeHypothetical protein C694.04c in chromosome I"
"YALI0_B17754g"	-1.045713973	7.766134609	0.001254121	0.014067056	"weakly similar to uniprot|Q03496 Saccharomycescerevisiae YMR259c"
"YALI0_C20691g"	-1.045475931	3.285902201	0.002716577	0.024085075	"similar to uniprot|P09230 Yarrowia lipolyticaAlkaline extracellular protease precursor"
"YALI0_A19096g"	-1.044581826	2.527320991	0.004322862	0.031561326	"weakly similar to to uniprot|Q89E40 Bradyrhizobiumjaponicum Hypothetical cytosolic protein"
"YALI0_F01540g"	-1.038797242	3.844312541	0.004907575	0.033971633	"no similarity"
"YALI0_F06138g"	-1.038671931	3.618775254	0.002867415	0.025050831	"some similarities with uniprot|P39731 Saccharomycescerevisiae YAL034wa"
"YALI0_F27995g"	-1.038580768	6.301377797	0.003361006	0.02767662	"some similarities with uniprot|P25270 Saccharomycescerevisiae YOR201c PET56 rRNA (guanosine-2-O-)-methyltransferase"
"YALI0_E28512g"	-1.037388501	5.184407232	0.000333523	0.005736199	"some similarities with DEHA0F18689g Debaryomyceshansenii IPF 7594.1 hypothical start"
"YALI0_D10879g"	-1.036164552	7.900861424	0.003673575	0.029048095	"weakly similar to uniprot|P41832 Saccharomycescerevisiae YNL271c BNI1 regulator of budding"
"YALI0_D10505g"	-1.034339788	6.126216091	0.003120285	0.026598581	"similar to uniprot|Q07896 Saccharomyces cerevisiaeChromosome XII reading frame ORF YLR002C"
"YALI0_A01760g"	-1.033647938	3.837787749	0.003702126	0.029122662	"weakly similar to uniprot|Q9XBG6 Bradyrhizobiumjaponicum YaeN protein"
"YALI0_C18051g"	-1.033622143	4.724988156	0.003384371	0.02767662	"similar to uniprot|P39109 Saccharomyces cerevisiaeYDR135c YCFI Metal resistance protein YDR135c probableATP-dependent glutathione S-conjugate transportervacuolar"
"YALI0_D01221g"	-1.033307678	5.366619758	0.001072711	0.012640882	"weakly similar to uniprot|P34225 Saccharomycescerevisiae YBL060w"
"YALI0_E33187g"	-1.028499255	5.568271867	0.000936213	0.011764823	"no similarity"
"YALI0_F07513g"	-1.024540342	6.402216052	0.000129547	0.002938814	"some similarities with uniprot|Q26079 Placopectenmagellanicus Myosin heavy chain and other Myosin heavychains"
"YALI0_C12661g"	-1.023240883	6.975306859	0.00134477	0.014729241	"uniprot|Q873M5 Yarrowia lipolyticaUDP-Glc:glycoprotein glucosyltransferase"
"YALI0_A04609g"	-1.020740825	7.048089411	4.40656e-05	0.001390131	"weakly similar to uniprot|Q12465 Saccharomycescerevisiae YLR084c RAX2"
"YALI0_E14036g"	-1.019775599	5.820212812	0.000957048	0.011952241	"similar to ca|CA4686|IPF9015 Candida albicansIPF9015"
"YALI0_F00660g"	-1.018749178	5.643053448	0.000857168	0.011116422	"weakly similar to uniprot|P53830 Saccharomycescerevisiae YNL286w (CUS2) cold sensitive U2 snRNASuppressor"
"YALI0_C13442g"	-1.018578465	4.996399932	0.006721715	0.042277702	"no similarity"
