"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"
"OG0003668"	"YALI1_B28098g"	-1.776183405	6.875548818	8.79524e-05	0.002257321	"weakly similar to uniprot|P35735 Saccharomycescerevisiae YKL051w"
"OG0003233"	"YALI1_E34979g"	-1.004617215	6.67636667	0.000399761	0.006371979	"some similarities with uniprot|Q05080 Saccharomycescerevisiae YMR032w HOF1 involved in cytokinesis"
"OG0001010"	"YALI1_C06716g"	-1.121128767	5.029042273	0.000256977	0.004774569	"some similarities with uniprot|Q9P887 Candidaalbicans Sec20p"
"OG0001651"	"YALI1_B22938g"	-1.045713973	7.766134609	0.001254121	0.014067056	"weakly similar to uniprot|Q03496 Saccharomycescerevisiae YMR259c"
"OG0002186"	"YALI1_E17811g"	-1.354224161	5.173529743	2.29388e-05	0.000842064	"similar to uniprot|P34220 Saccharomyces cerevisiaeYBL055c"
"OG0001005"	"YALI1_F03028g"	-1.053985148	6.044980425	0.004369886	0.031678451	"similar to uniprot|P87065 Candida albicans Chitinsynthase regulatory factor"
"OG0002452"	"YALI1_E15144g"	-0.963414399	7.566664546	0.004275947	0.031431323	"similar to uniprot|P40069 Saccharomyces cerevisiaeYER110c KAP123 RAN-binding protein"
"OG0003615"	"YALI1_C24460g"	-1.3216486	6.433966643	0.001291898	0.014436427	"similar to uniprot|Q06344 Saccharomyces cerevisiaeYDR365c"
"OG0003082"	"YALI1_F34387g"	-1.320578108	6.303653713	1.46288e-05	0.000651519	"similar to uniprot|P28743 Saccharomyces cerevisiaeYPL155c KIP2 kinesin-related protein"
"OG0001091"	"YALI1_E06365g"	-0.879251394	7.151653119	0.002678735	0.023926957	"weakly similar to uniprot|P43556 Saccharomycescerevisiae YFL047w"
"OG0002027"	"YALI1_D16173g"	1.370479499	7.399850529	0.004017718	0.030374023	"similar to |P43558 uniprot|P43558 Saccharomycescerevisiae YFL044c and Schizosaccharomyces pombeHypothetical zinc finger protein"
"OG0000770"	"YALI1_F27470g"	-1.367974813	6.95102193	0.000769991	0.010185811	"similar to uniprot|Q06706 Saccharomyces cerevisiaeYLR384c IKI3 confers sensitivity to killer toxin"
"OG0001577"	"YALI1_F03527g"	-0.914221951	5.992408865	0.001528693	0.016047306	"similar to uniprot|P11325 Saccharomyces cerevisiaeYLR382c NAM2 leucine--tRNA ligase precursor mitochondrial"
"OG0002861"	"YALI1_C24806g"	-1.307565542	2.767286061	0.000189424	0.003820503	"weakly similar to uniprot|Q9C2D8 Neurospora crassaConserved hypothetical protein"
"OG0002770"	"YALI1_A20631g"	-1.12984255	5.59460155	0.000189858	0.003820503	"weakly similar to uniprot|O14064Schizosaccharomyces pombe Bir1 protein (Chromosomesegregation protein cut17)"
"OG0002602"	"YALI1_B04937g"	-1.764423657	4.693543633	3.48609e-07	4.399e-05	"similar to uniprot|Q9Y7R3 Schizosaccharomyces pombeCondensin complex subunit 2 (p105)"
"OG0003412"	"YALI1_D00311g"	-1.249997289	6.506016732	0.003169075	0.026846276	"similar to uniprot|P42842 Saccharomyces cerevisiaeYNL313c"
"OG0002741"	"YALI1_E13808g"	-0.856359575	4.832907102	0.004817651	0.033656878	"weakly similar to uniprot|Q00916 Saccharomycescerevisiae YIL061c SNP1 U1 small nuclearribonucleoprotein"
"OG0001144"	"YALI1_C03495g"	-1.395155893	5.120834206	6.94415e-06	0.00038237	"similar to uniprot|P53730 Saccharomyces cerevisiaeYNR030w ECM39 involved in cell wall biogenesis andarchitecture singleton"
"OG0001809"	"YALI1_F27465g"	-1.182329465	4.789053385	0.001916205	0.019145493	"some similarities with uniprot|P38111 Saccharomycescerevisiae YBR136w ESR1 cell cycle checkpoint protein"
"OG0003219"	"YALI1_E19105g"	-0.973869945	4.780184312	0.007905652	0.046853753	"weakly similar to uniprot|P54791 Saccharomycescerevisiae YPR162c ORC4 origin recognition complex 56 KDsubunit"
"OG0000866"	"YALI1_F26957g"	-1.131179941	5.883149983	0.002451441	0.022600271	"similar to uniprot|O94372 Schizosaccharomyces pombeConserved protein and wi|NCU00501.1 Neurospora crassaNCU00501.1 hypothetical protein"
"OG0002936"	"YALI1_C19814g"	-0.896209329	5.461899477	0.003774684	0.0293495	"similar to uniprot|Q06510 Saccharomyces cerevisiaeYPR140w similarity to human BTHS gene involved in Barthsyndrome"
"OG0002904"	"YALI1_A21654g"	-1.164907153	5.513239301	0.000387806	0.006232898	"some similarities with uniprot|Q01454 Saccharomycescerevisiae YPR135w POB1 DNA-directed DNA polymerasealpha-binding protein"
"OG0001404"	"YALI1_B02091g"	-1.007130145	7.652507344	0.001914503	0.019145493	"similar to uniprot|P23615 Saccharomyces cerevisiaeYGR116w SPT6 transcription elongation protein singleton"
"OG0001055"	"YALI1_B15109g"	-1.274138828	5.04728538	0.000228644	0.004355029	"similar to uniprot|P10363 Saccharomyces cerevisiaeYIR008c PRI1 DNA-directed DNA polymerase alpha 48kDasubunit (DNA primase)"
"OG0001443"	"YALI1_C25782g"	-0.775289476	6.853325852	0.001918658	0.019145493	"similar to uniprot|P08425 Saccharomyces cerevisiaeYPR047w MSF1 phenylalanine--tRNA ligase alpha chainmitochondrial"
"OG0003069"	"YALI1_E22576g"	-1.360903937	4.816741919	5.34646e-06	0.000311696	"similar to uniprot|Q8X0K1 Neurospora crassa Relatedto POL12 (DNA-directed DNA polymerase alpha)"
"OG0001111"	"YALI1_A18439g"	0.970200736	6.208246096	0.00107059	0.012640479	"weakly similar to uniprot|O74919Schizosaccharomyces pombe Rna binding protein-putative premRNA splicing factor and to to uniprot|P38151Saccharomyces cerevisiae YBR233w PAB1-binding protein 2"
"OG0002159"	"YALI1_B00977g"	1.271264934	7.085008159	0.000858822	0.011116422	"weakly similar to uniprot|Q3E756 Saccharomycescerevisiae YBL029C-A predicted protein"
"OG0000775"	"YALI1_F20378g"	-1.453886254	5.529138568	1.41033e-08	4.0678e-06	"some similarities with uniprot|Q9HF02 Penicilliummarneffei Transcription factor AbaA"
"OG0001643"	"YALI1_D18770g"	-0.953048939	7.6624359	0.005812509	0.038434901	"similar to uniprot|Q12176 Saccharomyces cerevisiaeYDR060w MAK21 protein required for 60S ribosomal subunitbiogenesis"
"OG0000670"	"YALI1_A20089g"	-1.044581826	2.527320991	0.004322862	0.031561326	"weakly similar to to uniprot|Q89E40 Bradyrhizobiumjaponicum Hypothetical cytosolic protein"
"OG0001044"	"YALI1_D23934g"	-1.154218832	5.728261422	0.000442715	0.006881381	"some similarities with uniprot|P36166 Saccharomycescerevisiae YKR090w related to chicken Lim protein kinaseand Islet proteins"
"OG0002487"	"YALI1_F29483g"	-1.361168179	5.892781958	6.78103e-08	1.28352e-05	"similar to uniprot|P25693 Saccharomyces cerevisiaeYDL127W G1/S-specific cyclin PCL2"
"OG0000854"	"YALI1_E16359g"	1.172286814	8.671618454	0.007508647	0.045479875	"similar to uniprot|Q9HZP7 Pseudomonas aeruginosaElectron transfer flavoprotein alpha-subunit"
