"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0000989"	"YER055C"	-1.648976979	8.933211585	5.45967e-13	7.03678e-12	"ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)"	"MNL1 HTM1 YHR204W"	"FUNCTION: Alpha-1,2-specific exomannosidase involved in endoplasmic reticulum-associated degradation (ERAD). Delivers misfolded glycoproteins to proteasomes. Forms a complex with PDI1 to process unfolded protein-bound Man8GlcNAc2 oligosaccharides to Man7GlcNAc2, promoting degradation in unfolded protein response. {ECO:0000269|PubMed:11254655, ECO:0000269|PubMed:11375935, ECO:0000269|PubMed:15078901, ECO:0000269|PubMed:15215312, ECO:0000269|PubMed:15809311, ECO:0000269|PubMed:19124653, ECO:0000269|PubMed:21700223}."
"OG0001538"	"YIL031W"	0.803162086	6.665622303	1.92253e-08	1.34868e-07	"Ubiquitin-like-specific protease 2 (EC 3.4.22.-)"	"NOP6 YDL213C D1018"	"FUNCTION: Predicted to be involved in rRNA processing."
"OG0001275"	"YIL027C"	0.949725507	6.263348145	4.74714e-12	5.55895e-11	"ER membrane protein complex subunit 5 (Killer toxin-resistance protein 27)"	"ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2"	"FUNCTION: Component of a microsomal membrane bound long-chain fatty acid elongation system, which produces the 20-26-carbon very long-chain fatty acids (VLCFA) from long-chain fatty acid precursors and is involved ceramide and inositol sphingolipid biosynthesis. Component of elongase III, which synthesizes 20-26-carbon fatty acids from 18-carbon-fatty acyl-CoA primers such as stearoyl-CoA by incorporation of malonyl-CoA (PubMed:9211877, PubMed:12684876). Affects plasma membrane H(+)-ATPase activity. May act on a glucose-signaling pathway that controls the expression of several genes that are transcriptionally regulated by glucose such as PMA1, HXT3 and SNF3 (PubMed:8027068). {ECO:0000269|PubMed:12684876, ECO:0000269|PubMed:8027068, ECO:0000269|PubMed:9211877}."
"OG0002503"	"YKL025C"	0.76384949	7.860769615	2.42243e-08	1.67593e-07	"PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)"	"RPO31 RPC1 RPC160 YOR116C O3254 YOR3254C"	"FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Largest and catalytic core component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs. Forms the polymerase active center together with the second largest subunit. A single-stranded DNA template strand of the promoter is positioned within the central active site cleft of Pol III. A bridging helix emanates from RPC1 and crosses the cleft near the catalytic site and is thought to promote translocation of Pol III by acting as a ratchet that moves the RNA-DNA hybrid through the active site by switching from straight to bent conformations at each step of nucleotide addition (By similarity). {ECO:0000250}."
"OG0002817"	"YMR022W"	0.779241921	6.993897022	1.79815e-08	1.27918e-07	"Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)"	"RBG1 FUN11 YAL036C"	"FUNCTION: Involved in ribosomal function. {ECO:0000269|PubMed:19448108}."
"OG0002995"	"YKL047W"	0.883789866	6.595417809	2.57561e-10	2.43369e-09	"Uncharacterized protein ANR2 (AVL9-related family protein 2)"	"ODC2 YOR222W YOR50-12"	"FUNCTION: Transports C5-C7 oxodicarboxylates across the inner membranes of mitochondria. Can transport 2-oxoadipate, 2-oxoglutarate, adipate, glutarate, 2-oxopimelate, oxaloacetate, citrate and malate. The main physiological role is probably to supply 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol where they are used in the biosynthesis of lysine and glutamate, respectively, and in lysine catabolism."
"OG0002859"	"YMR024W"	-1.054455278	7.749005253	2.83313e-05	0.000108477	"54S ribosomal protein L3, mitochondrial (Mitochondrial large ribosomal subunit protein mL44) (YmL3)"	"YIL071W-A"	""
"OG0001052"	"YKL060C"	-1.172788796	12.17517651	2.19109e-07	1.27176e-06	"Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)"	"KRE33 NAT10 RRA1 YNL132W N1216 N1858"	"FUNCTION: RNA cytidine acetyltransferase with specificity toward both 18S rRNA and tRNAs. Catalyzes the formation of N(4)-acetylcytidine (ac4C) at positions 1280 and 1773 in 18S rRNA. Required for early nucleolar cleavages of precursor rRNA at sites A0, A1 and A2 during 18S rRNA synthesis (PubMed:25086048, PubMed:25653167). Catalyzes the formation of ac4C at position 12 in serine and leucine tRNAs. Requires the tRNA-binding adapter protein TAN1 for full tRNA acetyltransferase activity but not for 18S rRNA acetylation (PubMed:25653167). {ECO:0000255|HAMAP-Rule:MF_03211, ECO:0000269|PubMed:25086048, ECO:0000269|PubMed:25653167}."
"OG0002940"	"YNL305C"	1.341007187	7.192126914	2.17599e-10	2.08224e-09	"Bax inhibitor 1 (BH3 domain-containing protein BXI1)"	"YPS3 YLR121C L2964 L9233.10"	"FUNCTION: Cleaves proteins C-terminally to mono- and paired-basic residues. Required for cell wall integrity. {ECO:0000269|PubMed:10191273, ECO:0000269|PubMed:16087741}."
"OG0000671"	"YOL127W"	-2.596929014	9.646395798	1.93587e-12	2.3587e-11	"60S ribosomal protein L25 (Large ribosomal subunit protein uL23) (RP16L) (YL25) (YP42')"	"SAC1 RSD1 YKL212W"	"FUNCTION: Phosphoinositide phosphatase that hydrolyzes PtdIns(3)P and PtdIns(4)P. Has low activity towards PtdIns(3,5)P2. May be involved in the coordination of the activities of the secretory pathway and the actin cytoskeleton. {ECO:0000269|PubMed:10625610, ECO:0000269|PubMed:11514624}."
"OG0000888"	"YIL070C"	-0.732623259	7.888722931	4.03116e-05	0.000149131	"Mitochondrial acidic protein MAM33"	"RSP5 MDP1 NPI1 YER125W SYGP-ORF41"	"FUNCTION: E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Component of a RSP5 ubiquitin ligase complex which specifies polyubiquitination and intracellular trafficking of the general amino acid permease GAP1 as well as other cell surface proteins like GAP1, FUR4, MAL61, PMA1 and STE2. The RSP5-BUL1/2 complex is also necessary for the heat-shock element (HSE)-mediated gene expression, nitrogen starvation GLN3-dependent transcription, pressure-induced differential regulation of the two tryptophan permeases TAT1 and TAT2 and sorting efficiency into multivesicular bodies. Also acts on RBP1. Plays a role in tolerance to o-dinitrobenzene. Involved in actin cytoskeleton organization and dynamics. Ubiquitinates the LAS17-binding proteins LSB1 and PIN3/LSB2 without directing them for degradation and affects LAS17 levels in a SLA1-dependent and LSB1/2-independent manner. {ECO:0000269|PubMed:12163175, ECO:0000269|PubMed:12821147, ECO:0000269|PubMed:14560004, ECO:0000269|PubMed:15020711, ECO:0000269|PubMed:15247235, ECO:0000269|PubMed:15933713, ECO:0000269|PubMed:16864574, ECO:0000269|PubMed:17079730, ECO:0000269|PubMed:22000681, ECO:0000269|PubMed:7708685, ECO:0000269|PubMed:9858558, ECO:0000269|PubMed:9931424}."
"OG0001475"	"YER079W"	1.517681277	6.947767384	0.004961634	0.011135231	"Uncharacterized protein YER079W"	""	""
"OG0000991"	"YOR275C"	0.524035963	7.233118058	0.001339088	0.003486146	"pH-response regulator protein palA/RIM20 (Regulator of IME2 protein 20)"	"YNR025C N3235"	""
"OG0002096"	"YHR169W"	-1.33671432	6.601485436	6.71316e-06	2.96888e-05	"ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)"	"RPA34 YJL148W J0637"	"FUNCTION: DNA-dependent RNA polymerases catalyze the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Component of RNA polymerase I (Pol I) which synthesizes ribosomal RNA precursors. Besides, RNA polymerase I has intrinsic RNA cleavage activity. The heterodimer formed by RPA34 and RPA49 stimulates transcript elongation by Pol I. {ECO:0000269|PubMed:18160037, ECO:0000269|PubMed:20797630, ECO:0000269|PubMed:24153182, ECO:0000269|PubMed:24153184, ECO:0000269|PubMed:9121426}."
"OG0003450"	"YHR170W"	-0.951026704	8.018133483	0.022502907	0.042063664	"60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)"	"YNL195C N1390"	""
"OG0000733"	"YHR171W"	0.931090671	5.270565733	1.07096e-07	6.58436e-07	"Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)"	"CHS3 CAL1 CSD2 DIT101 KIT2 YBR023C YBR0305"	"FUNCTION: Appears to be responsible for the synthesis of the majority of the chitin found in the cell wall periphery. It is involved in the synthesis of the chitin ring that forms in the cell wall just before bud emergence. This ring remains at the base of the bud as the bud grows and ultimately forms part of the bud scar marking the division site on the mother cell. Also catalyzes the synthesis of chitin laid down during mating and spore cell-wall synthesis. {ECO:0000269|PubMed:1293886, ECO:0000269|PubMed:2050737, ECO:0000269|PubMed:2050738}."
"OG0001434"	"YGR253C"	0.60266173	8.66751036	6.19151e-05	0.000219697	"Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain subunit PUP2) (Multicatalytic endopeptidase complex subunit PUP2) (Proteasome component PUP2) (Proteinase YSCE subunit PUP2)"	"CDC40 PRP17 SLU4 XRS2 YDR364C D9481.11"	"FUNCTION: May function in the second step of pre-mRNA splicing. Regulatory protein involved in replication and mitotic spindle formation and/or maintenance. Required for initiation and completion of S-phase and for initiation and completion of DNA replication. Might be required for the maintenance of microtubules. Essential only at elevated temperatures."
"OG0001057"	"YGL012W"	-0.75018802	7.538312066	1.34178e-06	6.75833e-06	"Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Sterol Delta(24(28))-reductase)"	"DOP1 YDR141C YD9302.17C"	"FUNCTION: Involved in cellular morphogenesis. Required for traffic between late Golgi and early endosomes, and for the normal structure and organization of the endoplasmic reticulum. {ECO:0000269|PubMed:10931277, ECO:0000269|PubMed:16301316}."
"OG0000650"	"YJR125C"	1.227578583	8.34648998	1.1331e-16	2.19298e-15	"Epsin-3"	"AIM45 YPR004C LPZ4C YP9723.04C"	"FUNCTION: The electron transfer flavoprotein serves as a specific electron acceptor for several dehydrogenases, including five acyl-CoA dehydrogenases, glutaryl-CoA and sarcosine dehydrogenase. It transfers the electrons to the main mitochondrial respiratory chain via ETF-ubiquinone oxidoreductase (ETF dehydrogenase) (By similarity). {ECO:0000250}."
"OG0000777"	"YLR407W"	-1.072157886	6.434091919	4.33915e-08	2.84503e-07	"Uncharacterized protein YLR407W"	"TED1 YIL039W"	"FUNCTION: Acts together with EMP24 and ERV25 in cargo exit from the endoplasmic reticulum. {ECO:0000269|PubMed:17989219}."
"OG0002646"	"YLR405W"	-1.086923144	5.912653222	1.53156e-06	7.66287e-06	"tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+] (EC 1.3.1.90) (tRNA-dihydrouridine synthase 4)"	"DIS3 RRP44 YOL021C O2197"	"FUNCTION: Catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and cryptic unstable transcripts (CUTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytoplasm. In the cytoplasm, the RNA exosome complex is involved in general mRNA turnover and in RNA surveillance pathways, preventing translation of aberrant mRNAs. The catalytic inactive RNA exosome core complex of 9 subunits (Exo-9) is proposed to play a pivotal role in the binding and presentation of RNA for ribonucleolysis, and to serve as a scaffold for the association with catalytic subunits and accessory proteins or complexes. DIS3 has both 3'-5' exonuclease and endonuclease activities. The exonuclease activity of DIS3 is down-regulated upon association with Exo-9 possibly involving a conformational change in the catalytic domain and threading of the RNA substrate through the complex central channel. Structured substrates can be degraded if they have a 3' single-stranded extension sufficiently long (such as 35 nt poly(A)) to span the proposed complex inner RNA-binding path and to reach the exonuclease site provided by DIS3. Plays a role in mitotic control. {ECO:0000269|PubMed:17173052, ECO:0000269|PubMed:8896453, ECO:0000269|PubMed:9390555}."
"OG0003613"	"YLR401C"	-1.376489806	7.238249334	2.81211e-10	2.6447e-09	"tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (tRNA-dihydrouridine synthase 3)"	"ERP3 YDL018C D2850"	"FUNCTION: Involved in vesicular protein trafficking. {ECO:0000250}."
"OG0001418"	"YDL072C"	0.811608471	7.946083788	1.33832e-07	8.0634e-07	"Endoplasmic reticulum transmembrane protein 3"	"NTE1 YML059C YM9958.03C"	"FUNCTION: Intracellular phospholipase B that catalyzes the double deacylation of phosphatidylcholine (PC) to glycerophosphocholine (GroPCho). Plays an important role in membrane lipid homeostasis. Responsible for the rapid PC turnover in response to inositol, elevated temperatures, or when choline is present in the growth medium. {ECO:0000269|PubMed:15044461, ECO:0000269|PubMed:15611060, ECO:0000269|PubMed:16777854}."
"OG0002794"	"YLR397C"	-1.427781125	6.404100425	2.7181e-26	1.35209e-24	"ATPase family gene 2 protein"	"RPS15 RPS21 YOL040C"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel (PubMed:22096102). uS19 is involved in the nuclear export of the small ribosomal subunit precursor. Has a role in the late stage of the assembly of pre-40S particles within the nucleus and controls their export to the cytoplasm (PubMed:15167894). {ECO:0000269|PubMed:15167894, ECO:0000305|PubMed:22096102}."
"OG0003272"	"YLR395C"	-0.616540288	8.052243702	0.000252811	0.000782351	"Cytochrome c oxidase polypeptide VIII, mitochondrial (EC 1.9.3.1)"	"MIC10 MCS10 MIO10 MOS1 YCL057C-A"	"FUNCTION: Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. {ECO:0000269|PubMed:21944719, ECO:0000269|PubMed:21987634, ECO:0000269|PubMed:22114354}."
"OG0001414"	"YPR183W"	-0.522181242	6.893670274	0.000258617	0.00079663	"Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) (Dolichol-phosphate mannose synthase) (DPM synthase) (Dolichyl-phosphate beta-D-mannosyltransferase) (Mannose-P-dolichol synthase) (MPD synthase)"	"RTC6 TAE4 YPL183W-A YPL183BW"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane (PubMed:25609543, PubMed:24675956). bL36m may be involved in a process influencing telomere capping (PubMed:18845848, PubMed:20691087). {ECO:0000269|PubMed:18845848, ECO:0000269|PubMed:20691087, ECO:0000305|PubMed:24675956, ECO:0000305|PubMed:25609543}."
"OG0002053"	"YPR188C"	0.627990407	6.467842809	2.12654e-06	1.0314e-05	"Myosin light chain 2 (Calmodulin-like myosin light chain MLC2) (MYO1 light chain 2) (Myosin-1 light chain)"	"LAS1 YKR063C"	"FUNCTION: Regulates cell surface growth, bud formation and morphogenesis. May act indirectly by regulating factor(s) involved in these processes. {ECO:0000269|PubMed:8582632}."
"OG0000790"	"YHR204W"	-1.234720234	6.319831183	2.38386e-20	6.37709e-19	"ER degradation-enhancing alpha-mannosidase-like protein 1 (EC 3.2.1.24)"	"PUT4 YOR348C O6345"	"FUNCTION: Required for high-affinity proline transport. May be responsible for proline recognition and probably also for proline translocation across the plasma membrane. Also function as non-specific GABA permease. Can also transport alanine and glycine. {ECO:0000269|PubMed:10654085}."
"OG0003401"	"YJR143C"	-0.94028004	7.868815265	1.52665e-06	7.6447e-06	"Dolichyl-phosphate-mannose--protein mannosyltransferase 4 (EC 2.4.1.109)"	"VAC17 YCL063W YCL63W/YCL62W"	"FUNCTION: Vacuole-specific MYO2 receptor required for vacuole inheritance. Binds simultaneously to MYO2 and to VAC8, a vacuolar membrane protein, forming a transport complex which moves the attached vacuole membrane along actin cables into the bud. Once the vacuole arrives in the bud, VAC17 is degraded, depositing the vacuole in its correct location. {ECO:0000269|PubMed:12594460, ECO:0000269|PubMed:12642614, ECO:0000269|PubMed:18804442}."
"OG0001980"	"YJR140C"	-1.43452558	5.763421455	1.54713e-13	2.15062e-12	"Histone transcription regulator 3"	"ADO1 YJR105W J1973"	"FUNCTION: ATP dependent phosphorylation of adenosine and other related nucleoside analogs to monophosphate derivatives. ADO1 does not play a major role in adenine utilization in yeast. Its physiological role could primarily be to recycle adenosine produced by the methyl cycle."
"OG0001724"	"YJR137C"	-1.615856983	10.30581145	1.47822e-12	1.82699e-11	"Sulfite reductase [NADPH] subunit beta (EC 1.8.1.2) (Extracellular mutant protein 17)"	"YHR175W-A"	""
"OG0000725"	"YJR134C"	0.601034119	7.663965183	1.25317e-05	5.17696e-05	"Protein SGM1 (Slow growth on galactose and mannose protein 1)"	"SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05"	"FUNCTION: Involved in translation termination. Stimulates the activity of ERF1. Binds guanine nucleotides. Recruited by polyadenylate-binding protein PAB1 to poly(A)-tails of mRNAs. Interaction with PAB1 is also required for regulation of normal mRNA decay through translation termination-coupled poly(A) shortening. {ECO:0000269|PubMed:12923185, ECO:0000269|PubMed:15337765, ECO:0000269|PubMed:7556078}."
"OG0001140"	"YJR132W"	-0.584963681	6.730896449	6.07607e-06	2.72112e-05	"Nonsense-mediated mRNA decay protein 5 (Karyopherin-119)"	"NUP120 RAT2 YKL057C YKL313 YKL314"	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. NUP120 is involved in nuclear poly(A)+ RNA and pre-ribosome export, in GSP1 nuclear import, in NPC assembly and distribution, as well as in nuclear envelope organization. {ECO:0000269|PubMed:11071906, ECO:0000269|PubMed:11823431, ECO:0000269|PubMed:12730220, ECO:0000269|PubMed:8557737, ECO:0000269|PubMed:8565072}."
"OG0003009"	"YJR129C"	-2.524381316	3.927274195	5.54105e-38	6.41376e-36	"Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)"	""	""
"OG0002363"	"YLR408C"	0.979691825	4.470766699	0.000604786	0.001710623	"Biogenesis of lysosome-related organelles complex 1 subunit BLS1 (BLOC-1 subunit BLS1) (BLOS1-homolog)"	"LEU4 YNL104C N2173"	"FUNCTION: Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)."
"OG0000850"	"YLR409C"	-1.19045675	7.645179935	0.000211693	0.000665715	"U3 small nucleolar RNA-associated protein 21 (U3 snoRNA-associated protein 21) (U three protein 21)"	"MRP7 MRPL2 YNL005C N2007"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:24675956, ECO:0000305|PubMed:25609543}."
"OG0003676"	"YKL181W"	-0.56088863	8.238734173	0.001785957	0.004499654	"Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1)"	"PER1 COS16 YCR044C YCR44C"	"FUNCTION: Involved in the lipid remodeling steps of GPI-anchor maturation. Lipid remodeling steps consist in the generation of 2 saturated fatty chains at the sn-2 position of GPI-anchors proteins. Required for phospholipase A2 activity that removes an acyl-chain at the sn-2 position of GPI-anchors during the remodeling of GPI. Required for efficient transport of GPI-anchor proteins. {ECO:0000269|PubMed:17021251}."
"OG0003109"	"YKL182W"	-2.711565046	9.37123176	1.39557e-64	5.24996e-62	"Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]"	"RPL16A RPL13 RPL21A YIL133C"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"OG0003020"	"YKL183W"	-1.23289693	5.238552964	2.899e-15	4.91269e-14	"Protein LOT5 (Low temperature-responsive protein 5)"	"TAT2 LTG3 SAB2 SCM2 TAP2 YOL020W"	"FUNCTION: Required for high-affinity tryptophan transport. Also transports cysteine, phenyalanine and tyrosine. {ECO:0000269|PubMed:10467005, ECO:0000269|PubMed:10654085}."
"OG0002230"	"YKL185W"	-1.053623134	7.685998768	3.59562e-14	5.38359e-13	"Transcriptional regulatory protein ASH1 (Daughter cells HO repressor protein)"	"YDL071C"	""
"OG0001753"	"YKL186C"	0.618005792	7.48132411	0.000127944	0.000422431	"mRNA transport regulator MTR2"	"LSM2 SMX5 SNP3 YBL026W YBL0425"	"FUNCTION: Component of LSm protein complexes, which are involved in RNA processing and may function in a chaperone-like manner. Component of the cytoplasmic LSM1-LSM7 complex which is involved in mRNA degradation by activating the decapping step. Component of the nuclear LSM2-LSM8 complex, which is involved in splicing of nuclear mRNAs. LSM2-LSM8 associates with multiple snRNP complexes containing the U6 snRNA (U4/U6 snRNP, U4/U6.U5 snRNP, and free U6 snRNP). It binds directly to the U6 snRNA and plays a role in the biogenesis and stability of the U6 snRNP and U4/U6 snRNP complexes. It probably also is involved in degradation of nuclear pre-mRNA by targeting them for decapping. LSM2 binds specifically to the 3'-terminal U-tract of U6 snRNA. LSM2-LSM8 probably is involved in processing of pre-tRNAs, pre-rRNAs and U3 snoRNA. LSM2, probably in a complex that contains LSM2-LSM7 but not LSM1 or LSM8, associates with the precursor of the RNA component of RNase P (pre-P RNA) and may be involved in maturing pre-P RNA. LSM2 is required for processing of pre-tRNAs, pre-rRNAs and U3 snoRNA. {ECO:0000269|PubMed:10747033, ECO:0000269|PubMed:12077351, ECO:0000269|PubMed:12438310, ECO:0000269|PubMed:14627812, ECO:0000269|PubMed:15485930, ECO:0000269|PubMed:24240276, ECO:0000269|PubMed:24247251, ECO:0000269|PubMed:24513854}."
"OG0001061"	"YLR414C"	0.883714179	6.957077677	1.63801e-05	6.59917e-05	"Protein PUN1 (Plasma membrane protein up-regulated during nitrogen stress 1)"	"TOP2 TOR3 YNL088W N2244"	"FUNCTION: Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks. Essential during mitosis and meiosis for proper segregation of daughter chromosomes. {ECO:0000269|PubMed:23022727, ECO:0000269|PubMed:9685374}."
"OG0002097"	"YKL188C"	0.569829472	5.381786744	0.006543363	0.01419773	"Peroxisomal long-chain fatty acid import protein 1 (Peroxisomal ABC transporter 2)"	"PRI2 YKL045W YKL258"	"FUNCTION: DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication. In a complex with DNA polymerase alpha (DNA polymerase alpha:primase) constitutes a replicative polymerase. Both primase components participate in formation of the active center, but the ATP-binding site is exclusively located on p48."
"OG0000757"	"YKL189W"	0.685377509	6.054116357	0.004837267	0.010912861	"Protein HYM1"	"MRPS8 YMR158W YM8520.07"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}."
"OG0001035"	"YPL206C"	1.244768863	7.80790722	1.60799e-11	1.77913e-10	"Phosphatidylglycerol phospholipase C (EC 3.1.4.-)"	"ATP1 YBL099W YBL0827"	"FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Subunits alpha and beta form the catalytic core in F(1). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits. Subunit alpha does not bear the catalytic high-affinity ATP-binding sites (By similarity). {ECO:0000250}."
"OG0000732"	"YGL064C"	-0.719338391	6.245337147	2.28372e-06	1.09966e-05	"ATP-dependent RNA helicase MRH4, mitochondrial (EC 3.6.4.13) (Mitochondrial RNA helicase 4)"	"HGH1 YGR187C G7538"	""
"OG0002542"	"YGL130W"	0.638599418	7.22974661	3.62789e-07	2.03507e-06	"mRNA-capping enzyme subunit alpha (GTP--RNA guanylyltransferase) (GTase) (mRNA guanylyltransferase) (EC 2.7.7.50)"	"MCM10 DNA43 YIL150C"	"FUNCTION: Required for DNA synthesis. Required for entry into or completion of S phase. Involved in DNA replication and seems to participate in the activation of the pre-replication complex (pre-RC) and in transcription elongation. May play a role as a key coordinator in assembling the replication fork. Proposed to function at replication origins following the binding of the MCM2-7 complex prior to the recruitment of CDC45. Probably is required to stimulate phosphorylation of the MCM2-7 complex by the CDC7-DBF4 kinase complex. May recruit the DNA polymerase alpha:primase complex to replication origins and is required to maintain it on chromatin independently of CDC45. May also play a role in transcriptional silencing. {ECO:0000269|PubMed:10783164, ECO:0000269|PubMed:11168584, ECO:0000269|PubMed:15201046, ECO:0000269|PubMed:15494305, ECO:0000269|PubMed:16085704, ECO:0000269|PubMed:16328881, ECO:0000269|PubMed:16675460, ECO:0000269|PubMed:9154825}."
"OG0001641"	"YGL131C"	-0.87135747	6.047950166	0.007235845	0.015504646	"E3 ubiquitin-protein ligase SNT2 (EC 2.3.2.27) (Histone E3 ligase SNT2) (RING-type E3 ubiquitin transferase SNT2) (SANT domain-containing protein 2)"	"AIM29 YKR074W"	"FUNCTION: May be involved in mitochondrial organization and biogenesis."
