NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	Protein_name	ec_number	Coverage	MW
KMXK_0E01250	W0TD69	KLMA_50117	0.913044372	1.146343168	1.127939871	0	0.293393974	0.142789787	0	0	0.152442587	0.15855039	0.147356896	0.344433969	 Gamma-glutamyl phosphate reductase - PRO2		30	"487,999,992,370,605"
KMXK_0B00980	W0T8X3	KLMA_20086	2.525420653	2.044215313	0.120683743	0	0.137768005	0	0	0.831164133	0.219134457	0.697716286	0.648458237	0.161734681	 Homoserine kinase - THR1		34	"385,999,984,741,211"
KMXK_0G02080	W0TK22	KLMA_80198	0.8955173	1.176643705	1.035741024	0	0.386227856	0.187970436	0.22785499	2.330140015	0.614335903	0	0	0	 Probable family 17 glucosidase SCW4 - SCW4		15	39
KMXK_0C00720			0.428735123	0.41971042	0.710875318	0.393438456	0.811508426	0.394947155	1.465599023	0.831164133	1.290789242	1.342506327	0.407579478	0.952681692	No description in DMKU3-1042- NA		5	"277,999,992,370,605"
KMXK_0H03310	W0TGI1	KLMA_70330	0.425843271	0.136176853	0.119869722	0	0.044699422	0.203874183	0	0.269674782	0	0.435581959	0.644084336	0.491780228	 TTL domain-containing protein YBR094W - PBY1		12	"82,5"
KMXK_0E03440	W0TFW5	KLMA_50340	0.437003793	0.298413675	0.505431616	0.091377357	0.061566949	0.280807019	0.111191034	0.193040565	0.097928689	0.101852324	0.094661655	0.072277383	 Signal recognition particle subunit SRP68 - SRP68		11	"675,999,984,741,211"
KMXK_0B00750	W0T537	KLMA_20062	1.815464691	1.777249885	0.983297637	0.282833525	3.436305575	0.869161042	0	0	0	0	0.896961023	0.223714799	 Inorganic pyrophosphatase - PPA2		22	"332,999,992,370,605"
KMXK_0F01080	W0TG07	KLMA_60455	0.381136252	0.163585223	0.047037376	0.079695472	0.164380339	0.080001076	0.296873891	0.515407597	0.261464165	0	0.082559898	0.063037281	 Phospholipid:diacylglycerol acyltransferase - LRO1		10	73
KMXK_0H00280	W0TE18	KLMA_70029	0.237123618	0.024769722	0.041953173	0.071081302	0.282103893	0.218436263	0.086494113	0.88452482	0.448715823	0.079229647	0.225422913	0.172118037	 Rho-GTPase-activating protein RGD2 - RGD2		11	"79,5"
KMXK_0E03130	W0TBF1	KLMA_50308	0.906488593	1.138112273	0.255165557	0.141222997	0.095151243	0.141764538	0	0.574054189	0.151348029	0	0.146298854	0.111704136	 Glycylpeptide N-tetradecanoyltransferase - NMT1	2.3.1.97	16	"524,000,015,258,789"
KMXK_0D03660	W0TC56	KLMA_40342	0.529599673	0.695854923	0.065359774	0.339006698	0	0.34030667	0	0.233943553	0.118678608	0.377868448	0.351191326	0.515952343	 Aspartokinase - HOM3	2.7.2.4	17	"572,999,992,370,606"
KMXK_0E02210	W0TDJ9	KLMA_50217	0.830573737	0.265602219	0.449857933	0.762194725	0.988126309	0.765117475	0.302963236	1.012059912	0.266827202	0.84956828	0.789589638	0.60287846	 Serine hydrolase YJU3 - YJU3		16	"357,999,992,370,605"
KMXK_0F05070			0.138170587	0.135262152	0.229097303	0.388159779	0.261528832	0.389648235	0.472325842	0.087499617	0.41598903	0.432656151	0.402111074	0.307025438	No description in DMKU3-1042- NA		4	"542,000,007,629,395"
KMXK_0B04620	W0T792	KLMA_20450	0.309918857	0.303395189	0.167859216	0.28440403	0.062594706	0.093258998	0.113047181	0.377638297	0.099563444	0.103552577	0.294626121	0.073483933	 ADP-ribosylation factor-binding protein GGA2 - GGA2		14	"650,999,984,741,211"
KMXK_0B04370	W0T5J3	KLMA_20424	0.265860052	0.135262152	0.074836384	0.388159779	0.08543039	0.127281572	0.154288844	0.515407597	0.41598903	0.141330436	0.131352653	0.307025438	 Protein transport protein SEC61 subunit alpha - SEC61		9	"527,000,007,629,395"
KMXK_0C03420	W0T9A8	KLMA_30348	1.65698695	0.529873979	2.046977895	0	0	0	0.961613446	0.545346028	0.846916702	0	0	0	 Aquaporin-2 - AQY1		18	"337,999,992,370,605"
KMXK_0A01340	W0T5L5	KLMA_10706	0.193987561	0.365402952	0.618893234	0.544965249	2.162830655	0.547055	0	0.37607253	0.190780056	0.198423898	0.564552469	0.431054951	 UV excision repair protein RAD23 - RAD23		12	"417,999,992,370,605"
KMXK_0B07300	W0T6C1	KLMA_20714	1.322441978	0.672821458	0.372251395	0.107073556	0.220850533	0.107484145	0	0.226199797	0	0	0.339566556	0	 Signal recognition particle 54 kDa protein - SRP54		19	"585,999,984,741,211"
KMXK_0B07560			1.724026481	0.551311989	0.305023948	0.516802366	0.348203823	0	0.628862458	2.100738333	1.695520413	0.576045573	1.63895556	0.40877876	No description in DMKU3-1042- NA		23	"227,999,992,370,605"
KMXK_0B02670	W0T9D8	KLMA_20251	1.228128428	1.202276816	0.345703273	5.489191898	3.698430453	1.799962316	0	9.347829294	0	0.652869526	0	0	 UPF0587 protein YCR090C - KLMA_20251		45	"212,000,007,629,395"
KMXK_0A02850	W0T440	KLMA_10553	0.599651081	0.032554233	0.055138017	0.093420395	0.192689445	0.287085373	0.113677071	0.604169602	0.589736097	0.104129564	0.296267754	0.226210476	 Vacuolar protein 8 - VAC8		15	"637,000,007,629,395"
KMXK_0H01820	W0TF91	KLMA_70182	2.432373695	1.660977741	4.033059878	0.508608583	0.342683132	0.510558919	0	0.350983328	0	0.566912503	0.526889067	2.369693504	 Protein THO1 - THO1		27	"221,000,003,814,697"
KMXK_0D02870	W0T9J6	KLMA_40263	0.292423223	0.048599062	0.158383176	0.426942418	0.287659253	0.139998797	0	0.096242063	0.048823205	0.050779368	0	0.036034522	 SED5-binding protein 3 - SFB3		9	"102,099,998,474,121"
KMXK_0B05260	W0T844	KLMA_20513	0.095864011	5.180543394	0	0.269308787	3.271985831	0	1.003203141	1.094707243	0	0	0	0	 Protein GVP36 - GVP36		59	"340,999,984,741,211"
KMXK_0E03060	W0TC20	KLMA_50301	0.296644456	0.290400209	0.705127711	0	0	0	0	0.575087551	0.291739562	0.099117228	0.542621457	0.215321705	 D-lactate dehydrogenase [cytochrome] - DLD1		11	"651,999,969,482,422"
KMXK_0E01670	W0TDE7	KLMA_50162	0.332679661	0.325676887	0.180186993	0.305290995	0.205694669	0.100108048	0.121349499	0.210676841	0	0.340287773	0.316263808	0.24147814	 FACT complex subunit POB3 - POB3		14	"632,999,992,370,606"
KMXK_0C01490	W0T753	KLMA_30147	0.95192355	0.65003327	0.359643393	0	0.134111031	0.199810193	0.242206968	0.420499462	0.213317657	1.306870253	1.214606564	0.481977173	 60S ribosomal protein L2 - MRPL2		18	42
KMXK_0G01190	W0TFL0	KLMA_80111	0.188867415	0.184891832	0.033415429	0.333489575	0.224693912	0.33476839	0.068891997	0	0	0.193186659	0.17954788	0.137090894	 Ubiquitin carboxyl-terminal hydrolase 1 - UBP1		7	"884,000,015,258,789"
KMXK_0B05490	W0T5V4	KLMA_20534	0.422982878	0.181545964	0.052201817	0.088445588	0.18242838	0.088784746	0	0.359520486	0.094786726	0.098584474	0.280490954	0.069958422	 Aspartic proteinase 3 - YPS1		12	"627,999,992,370,606"
KMXK_0B06180	W0T616	KLMA_20604	0.808435614	0.791418368	0.696646289	3.613350301	1.530204263	1.184854619	1.436263288	2.493520081	0.413206407	0	0	0.304971692	 Isoamyl acetate-hydrolyzing esterase - IAH1		16	"273,999,996,185,303"
KMXK_0B06760	W0TAI7	KLMA_20661	1.212308372	1.186789765	1.263420077	1.112502122	1.442272663	0.364800855	0	0.250782061	0	0	3.528121505	1.693176211	 Proteasome endopeptidase complex - PRE8	3.4.25.1	25	"271,000,003,814,697"
KMXK_0A02010	W0T4C7	KLMA_10638	0.658147372	0.644293634	0.356467828	0.603963782	1.245739175	0.198045918	0.240068339	0.136146511	0.211434113	0.219905486	0.204380386	0.919204635	 Cell division control protein 73 - CDC73		21	"415,999,984,741,211"
KMXK_0F00650	W0TEM0	KLMA_60499	0.219829163	0.944453003	0.701337659	0	0.800620595	2.720675672	0.24547328	0.426170159	0.661837819	0	0.208981842	0.159564722	 Serine/threonine-protein phosphatase - PPH21	3.1.3.16	23	"402,999,992,370,606"
KMXK_0A03540	W0T4X6	KLMA_10486	0.072294478	0.023118446	0.230646558	0	1.033750742	0.894739461	0	0.269674782	0.418802128	0	0	0	 Uncharacterized protein YGR266W - KLMA_10486		13	"80,5"
KMXK_0F04390	W0TGF0	KLMA_60129 KLMA_80119	2.035757768	3.170709772	3.375440621	0.970904164	0.654162141	0.974627241	1.181428762	2.051097711	1.040513478	0	1.005800542	0.767962816	 Histone H3 - HHT1		12	"153,000,001,907,349"
KMXK_0A03290	W0T7Q5	KLMA_10512	0.108358164	0.324735307	0.550013303	0.304408353	0.627874423	0.935461529	1.133952663	0.210067743	0.998700106	1.038714274	0.96538212	0.737101981	 Uncharacterized mitochondrial membrane protein FMP10 - FMP10		12	31
KMXK_0G01570	W0TJX5	KLMA_80148	1.38049852	0.229430932	1.189605152	2.015549144	0.443603793	2.023278069	2.452587824	2.676293109	2.160054646	2.246599937	0.682058633	0.520774892	 PRA1 family protein - YIP3		21	19
KMXK_0G00340	W0TFE1	KLMA_80026	0.347666984	0.036316984	0	0.104218306	0.413616369	0.980438957	0.388223991	0.220167898	0.341918453	0.116165285	0	0.082434278	 Phosphoacetylglucosamine mutase - PCM1	5.4.2.3	8	"59,5"
KMXK_0C03210	W0T7L9	KLMA_30327	0.139104957	0.070772708	0	0.390784683	0.263297403	0.203874183	0	0.429052106	0.955225166	0.073947793	0	0.052475514	 Glycerol-3-phosphate O-acyltransferase 1 - SCT1		7	"804,000,015,258,789"
KMXK_0D05160	W0TA58	KLMA_40493	0.401177531	0.392732904	0.665182742	0.36814961	0.759347506	0.369561335	0.447976798	0.25405465	0.394544225	1.256214722	0.381381697	0.891446649	 26S proteasome regulatory subunit RPN10 - RPN10		12	"273,999,996,185,303"
KMXK_0F02050	W0TDD1	KLMA_60366	1.038220285	0.708962108	0.392246904	0.217091539	0.146268881	0.217924009	0.808688479	0.458619887	0.232655993	0.241977646	0.224894274	0.525670867	 Uncharacterized protein YGL082W - KLMA_60366		15	"389,000,015,258,789"
KMXK_0E03490	W0TFW9	KLMA_50345	0.203180781	0.382719681	0.648223064	0.186453427	0.384579913	0.187168411	0.226882786	0.393894899	0.611714676	0.20782736	0.193154963	0.147480363	 L-asparaginase 1 - ASP1		9	"410,999,984,741,211"
KMXK_0A00950	W0T6F8	KLMA_10744	0.596328386	0.583775912	0.073595001	0.12469208	0.084013275	0.383184767	0.151729507	0.506858037	0	0.425479268	0.129173781	0.098628561	 Mitochondrial import inner membrane translocase subunit TIM50 - TIM50		16	"562,999,992,370,605"
KMXK_0E02960	W0TC11	KLMA_50291	0.162871514	0.074666503	0.009412998	0	0	0	0	0.033692132	0.395279033	0.017776688	0	0	 rRNA biogenesis protein RRP5 - RRP5		10	"193,600,006,103,516"
KMXK_0D04580	W0TAM6	KLMA_40436	0.048514213	0.047493008	0.080440241	0.136289978	0.540900805	0.805880722	0.165842218	0.094051716	0.447138896	0.465054075	0.141188532	0.107802231	 Delta(24(24(1)))-sterol reductase - ERG4		3	"537,999,992,370,605"
KMXK_0B05080	W0T7C8	KLMA_20495	4.698903748	2.891262578	11.16935501	0	0	0	10.09608388	5.725647106	0	0	4.467039522	6.562746106	 60S ribosomal protein L22-A - RPL22A		52	"121,999,998,092,651"
KMXK_0C05610	W0T8C0	KLMA_30562	0.301512529	1.29538961	0.163306155	0.276689774	0.570701921	0.277750782	1.030698081	2.565295809	0.296527144	0	0	0	 UPF0010 protein YMR099C - KLMA_30562	5.1.3.15	35	"337,999,992,370,605"
KMXK_0A00120	W0T4X9	KLMA_10833	0.649508632	0.399646407	0.676892336	1.824651188	0.772714737	1.831648087	0	0.134359473	0	0	0	0	 Uncharacterized protein C800.11 - KLMA_10833		11	"402,999,992,370,606"
KMXK_0E04990	W0TGA0	KLMA_50495	0.006955418	0	0.011532611	0.006382797	0.013165193	0.019614641	0.023776579	0.025945287	0.006840413	0.021779632	0.006612208	0.005048645	 Nuclear migration protein NUM1 - NUM1		0	"346,299,987,792,969"
KMXK_0E00880	W0TCG8	KLMA_50079	0.440626865	0.431351846	0.238653694	1.237843955	0.834017077	0.405901727	0.492028085	0.279036824	0.433341282	0.450703642	0.418884431	0.319832465	 Mitochondrial peculiar membrane protein 1 - MPM1		8	"262,999,992,370,605"
KMXK_0E01320	W0TCL3	KLMA_50124	0.217872066	0.213285946	0.118004547	2.686153559	0.793492823	1.8809006	0.744779399	0.137972362	0	0	0.634062372	0.158144148	 Hsp90 co-chaperone AHA1 - AHA1		22	"405,999,984,741,211"
KMXK_0C06290	W0T948	KLMA_30630	0.466075842	0.456265132	0.252437448	1.30933724	0.288173061	1.31435809	0.520445806	0.295152958	1.403210632	1.459432021	0.443077645	0.338304805	 Conserved hypothetical membrane protein - KLMA_30630		10	"232,000,007,629,395"
KMXK_0A04980	W0T321	KLMA_10365	1.95395018	1.912820311	0.345703273	0.585725386	0.394641806	0.587971438	0.712730302	2.380901971	0	0.652869526	0.606777613	0.46329528	 Presequence translocated-associated motor subunit PAM17 - PAM17		15	"211,000,003,814,697"
KMXK_0H03010	W0TJ13	KLMA_70301	0.424886335	1.273329014	2.156673086	0.202638997	0.136531251	0	0	0.139838201	1.279201727	0	0.209922277	0.160282776	 Peroxisomal adenine nucleotide transporter 1 - ANT1		19	"400,999,984,741,211"
KMXK_0C00500	W0T6V5	KLMA_30047	0.532891449	0.038829151	0.065766023	0.111427436	0.229830872	0.111854722	0	0	0	0.380217124	0.353374188	1.184124884	 Phosphomethylpyrimidine kinase THI20 - THI20		13	"580,999,984,741,211"
KMXK_0F01640	W0THU3	KLMA_60408	0.300692236	0.294362785	0.162861865	0.090136933	0.185916957	0.276995135	0	0.062202176	0.096599332	0.307568822	0.550025648	0.071296236	 Retrograde regulation protein 2 - RTG2		13	"654,000,015,258,789"
KMXK_0B05270	W0T5T6	KLMA_20514	0.70149737	0.174911143	0.050294037	0.085213235	0.538059695	0.503864659	0	0.180018458	0	0.094981583	0.088275981	0	 PKHD-type hydroxylase TPA1 - TPA1		19	"709,000,015,258,789"
KMXK_0C04780	W0T8N2	KLMA_30480	0.462766162	0.453025119	1.100001154	0.138720982	0	0	0.168800346	0.095729317	0.455114514	0.154623146	0.846490955	0.1097251	" Dihydroorotate dehydrogenase (quinone), mitochondrial - URA9"	1.3.5.2	14	"489,000,015,258,789"
KMXK_0E03550	W0TFX2	KLMA_50350	2.373385332	0.204996665	0.668079217	0	0.129474098	0.590531703	0	0	0	0.655712385	1.172611148	0.151997933	 54S ribosomal protein L35 - MRPL35		25	"429,000,015,258,789"
KMXK_0B04210	W0T647	KLMA_20407	5.58855912	2.562008276	0.322985237	1.675253023	1.128728401	0	0	1.156067556	0.586468342	0.609965929	0	0	 Glutathione peroxidase - HYR1		35	"218,999,996,185,303"
KMXK_0G01790	W0TI38	KLMA_80170	0.274814142	0.269029414	0.286400484	0.252189396	0	0.082695489	0	0.056848949	0.088285826	0.540874683	0.261253624	0.199476	 Putative ribosomal RNA methyltransferase Nop2 - NOP2		11	"704,000,015,258,789"
KMXK_0C03310	W0T7M9	KLMA_30337	0	0.036919834	0.062532159	0.03460882	0.071384352	0.325584218	0.128921442	0.140680617	0.218475533	0.038576174	0.035852736	0.083802661	 Uncharacterized protein YMR196W - KLMA_30337		6	"124,900,001,525,879"
KMXK_0C05110	W0TAK1	KLMA_30516	0.913044372	0.893825153	1.513896747	0.837875763	1.728207374	0.841088723	3.121174049	1.770066628	2.748895041	2.859032958	2.657188187	2.028853273	 H/ACA ribonucleoprotein complex subunit 2 - NHP2		15	"162,000,007,629,395"
KMXK_0D01740	W0TDH6	KLMA_40150	0.034790197	0.10426169	0.17659095	0.299198215	0.06585077	0.098110163	0.118927692	0.39728236	0.616975369	0.333496553	0.309952041	0.236658892	 tRNA (guanine(26)-N(2))-dimethyltransferase - TRM1	2.1.1.216	10	"630,999,984,741,211"
KMXK_0B04820	W0TA08	KLMA_20471	0.013326902	0.039938991	0.06764579	0.114612327	0.07722188	0.037582557	0	0.242125938	0.122829498	0.245810914	0.03878463	0.090655709	 Probable ATP-dependent permease - ADP1		7	"114,300,003,051,758"
KMXK_0D01180	W0TBC1	KLMA_40097	0.216904076	0.133462329	0.117480261	0.065020196	0	0.065269526	0.242206968	0.137359361	0	0.072473732	0.206201091	0.051429476	 Putative Xaa-Pro aminopeptidase - FRA1		9	"819,000,015,258,789"
KMXK_0C05150	W0T8V7	KLMA_30520	0.599651081	0.587028666	0.994266926	0.875499832	0.192689445	0.287085373	0.348000654	0.197356615	0.306492767	0.975862024	0.296267754	0.226210476	 54S ribosomal protein L7 - rplE		17	"327,999,992,370,605"
KMXK_0E04150	W0TCC7	KLMA_50411	1.019701415	0.579910975	0.223805448	0	0.083457058	0.124341531	0	0.085478488	0.132747201	0.138065884	0.128318575	0	" 1,3-beta-glucanosyltransferase - GAS5"	2.4.1.-	17	"517,000,007,629,395"
KMXK_0D05660	W0TC06	KLMA_40539	0.041056837	0.123041994	0.068075346	0	0.237901205	0.115782413	0.140349733	0.243663457	0.378406812	0.757281645	0.119485696	0.854985228	" Alpha-1,3-mannosyltransferase ALG2 - ALG2"		12	58
KMXK_0A08150	W0T4A3	KLMA_10034	2.273647404	6.813825182	0	3.319560297	2.236606612	0	1.319485294	4.407789498	0	0	0	2.625695685	 Cytochrome b-c1 complex subunit 7 - QCR7		71	"14,5"
KMXK_0C05730	W0TA18	KLMA_30573	0	0	0.073717633	0.382357068	0.257619163	0.241246823	0	0.08619156	0.043724626	0	0.248963065	0.098792908	 Conserved hypothetical transmembrane protein - KLMA_30573		9	"105,199,996,948,242"
KMXK_0D04080	W0TE85	KLMA_40385	1.178643704	2.463900912	0	0	0.166052329	0	0.299893535	0.520650049	0	0.274706084	0	1.826897254	 54S ribosomal protein L3 - MRPL3		36	"352,999,992,370,605"
KMXK_0F02850	W0TDY3	KLMA_60289	0.168802347	0.085881909	0.047515816	0.474212949	0.054242261	0.247399097	0	0.170074315	0.26412364	0.274706084	0.083399653	0.194939459	 Protein BCH1 - BUD7		7	"730,999,984,741,211"
KMXK_0G03600	W0TH06	KLMA_80354	1.670053425	3.145781352	0.295474747	0.500623146	1.032588184	0.502542861	0	1.057598708	0.536515498	0.558011662	0.518616616	0.39598137	 Proteasome component PUP3 - PUP3		31	"222,999,992,370,605"
KMXK_0E05460	W0TDR1	KLMA_50549	0.440626865	0.618384841	0.459203979	0.132084402	0.272438048	0.132590899	0.160724732	0.09114951	0	0.147225787	0	0.615403592	 Mitochondrial-processing peptidase subunit beta - MAS1		13	"517,000,007,629,395"
KMXK_0B03450	W0T6W3	KLMA_20330	0.171404899	0.414079257	0	0.051381147	0.034618866	0	0	0.63937911	0.16857079	0.057271181	0	0	 N-terminal acetyltransferase A complex subunit NAT1 - NAT1		13	"960,999,984,741,211"
KMXK_0B03240	W0T7I0	KLMA_20308	0.438608068	0.429375544	0.727245409	0.640374548	0.140940537	0.209985382	0.254541181	0.850304244	0.686286426	0.233162783	0	0.165459119	 C-5 sterol desaturase - ERG3		10	"41,5"
KMXK_0D01170	W0T9M2	KLMA_40096	0.033627773	0.032919922	0.170690625	0.55646481	0.063650539	0.290310275	0	0.065192231	0.596360749	0.105299278	0.097865257	0.074723442	 Polyamine transporter 1 - TPO1		8	"637,999,992,370,605"
KMXK_0G03540	W0TG81	KLMA_80346	0.55644816	0.342385762	0.301385185	0.510637206	0.112386543	0.167443176	0.202972148	0.11510868	0.547247519	0.185924928	0.528990602	0.131937758	 UBX domain-containing protein 1 - SHP1		12	"444,000,015,258,789"
KMXK_0F01280	W0TED6	KLMA_60434	1.398723866	1.369281288	0.528447685	0	0.197058156	0	0	0.617867509	1.846296231	0.326000092	0.302984823	0.231339185	 Pyrroline-5-carboxylate reductase - PRO3	1.5.1.2	27	"298,999,996,185,303"
KMXK_0H00700	W0TGK0	KLMA_70073	0.202685971	0.008579667	0.014531624	0.024620944	0.016588753	0.075661345	0	0.052013333	0.026386151	0.027443345	0.078081362	0.019474599	 Elongator complex protein 1 - IKI3		8	"150,300,003,051,758"
KMXK_0D04300	W0TCB5	KLMA_40407	0.710817344	0.695854923	0.200086471	1.037804291	0.699237168	0	0	0.233943553	0.363311902	0.377868448	0.351191326	0.820879275	 Mitochondrial acidic protein MAM33 - MAM33		14	"29,5"
KMXK_0G02290	W0TFW7	KLMA_80221	2.6108876	0.650997927	1.102613459	0.31715326	0.21368706	0	0	0	0.339891674	0.353509859	1.005800542	0.767962816	 Ribose-5-phosphate isomerase - RKI1		25	"297,000,007,629,394"
KMXK_0B05550	W0T7G9	KLMA_20540	0.757085506	0.125823266	0.213110398	1.105356521	0.744751558	0.362457739	0.439365923	0.249171288	0	0	1.145085406	0.874311532	 Proteasome endopeptidase complex - PRE9	3.4.25.1	20	"278,999,996,185,303"
KMXK_0B04800	W0T5P0	KLMA_20469	0.25052202	0	0.135688516	0.703786339	1.451633756	0.706485113	0.279746605	0.158648676	0.246379742	0.784464298	1.402858331	0.556678773	 ATP-dependent (S)-NAD(P)H-hydrate dehydratase - KLMA_20469	4.2.1.93	13	"365,999,984,741,211"
KMXK_0E04250	W0TDD8	KLMA_50424	0.031314711	0	0.051922164	0	0	0	0	0.116810968	0.288616975	0.430338348	0.175354261	0.069583644	 U3 small nucleolar RNA-associated protein 22 - UTP22		6	"136,5"
KMXK_0A02620	W0T7X4	KLMA_10577	0.614112805	0.861858592	0.332617689	0	0.124033145	0	0.685751985	1.706762363	0.603958703	0	0	0	 Ceramide very long chain fatty acid hydroxylase - SCS7	1.-.-.-	16	"442,000,007,629,395"
KMXK_0E02440	W0TBW9	KLMA_50241	1.386963195	3.350620033	0.245388916	0.415762674	1.650057978	0	0.505913972	1.69002436	0.445570925	0	0	0	' Pyridoxamine 5''-phosphate oxidase - PDX3'		43	"267,000,007,629,395"
KMXK_0A05660	W0T754	KLMA_10297	0	0.238259787	0	0.683730555	1.410266581	1.320640623	0	0.90787336	0.732750857	0.762109436	0	1.040605935	 Uridine nucleosidase - URH1		16	"372,999,992,370,605"
KMXK_0E01980	W0TB58	KLMA_50193	0.036230773	0.208921414	0.060073367	0.311587276	0.209936889	0	0.123852195	0.215021812	0.642522799	0.347305824	0.322786391	0.246458354	 Putative 6-phosphofructo-2-kinase/fructose-2 - KLMA_50193		6	63
KMXK_0G03770	W0TKI2	KLMA_80373	0.044385789	0.022582247	0.038248185	0	0.043662684	0.021249875	0	0.01460821	0.022686398	0.138986053	0.067133129	0.156917869	 Nucleoporin NUP170 - NUP170		2	"163,899,993,896,484"
KMXK_0G00490	W0TG78	KLMA_80039	1.644085244	1.609477907	1.713400941	0.492838801	0.33205799	0.494728665	0.599702789	2.003329377	0	0	0.510552485	1.193372166	 GTP-binding protein YPT7 - YPT7		18	"227,999,992,370,605"
KMXK_0A00450	W0T8L0	KLMA_10797	0.618825053	0.265602219	0.233796444	0.396121539	0.0871827	0.129892315	0	0.273357668	0.138673227	0.144229343	0.1340469	0.313323007	 Tyrosine--tRNA ligase - MSY1	6.1.1.1	11	"534,000,015,258,789"
KMXK_0B04760	W0T7A3	KLMA_20465	0.208496668	0.106077268	0.179666046	0.304408353	0.066997473	0.305575653	0	0.404200503	0.106566507	0.110836227	0	0.240779992	 Chitin biosynthesis protein CHS5 - CHS5		10	"61,5"
KMXK_0F05520	W0TGU7	KLMA_60028	1.318446865	1.290694086	1.136133911	1.92495277	1.296967582	0.631211754	0.765145575	1.328381691	0.673882598	0.700882547	0.651400964	0.497366722	 Sm-like protein LSm1 - LSM1		22	20
KMXK_0F04980	W0TE88	KLMA_60077	0.532891449	3.072869412	5.204605162	1.497040946	3.087805278	1.502781574	1.821649652	3.162595623	0	0	1.550847809	0	 Thioredoxin - TRX2		39	"111,000,003,814,697"
KMXK_0D01480	W0TAT4	KLMA_40124	0.694636532	0.222131999	1.15176	0.208227546	1.314805735	0	0	0.143694777	0.683151003	0	0	0.504207374	 Putative phosphoglycerate mutase DET1 - DET1		16	"40,5"
KMXK_0G02120	W0THH0	KLMA_80202	0.058905664	0.057665723	0.097670054	0	0.489322723	0.166117033	0.06577729	0.114197024	0	0.18445241	0	0.042757138	 Mitochondrial escape protein 2 - YME2		8	"924,000,015,258,789"
KMXK_0H01480	W0TG09	KLMA_70150	0.51090848	0.163379144	0.532448712	0.468846691	0.103188836	0.470644554	0	0.105688194	0.164132664	0.52259254	0.158656977	0.121139981	 Methionine aminopeptidase 2 - MAP2		17	"479,000,015,258,789"
KMXK_0B01860	W0T740	KLMA_20173	0.319612866	0.448551295	0.056547611	0	0	0	0	0.389450514	1.379487281	0.106791617	0.09925224	0	 Probable metalloprotease ARX1 - ARX1		18	"632,000,007,629,395"
KMXK_0H01400	W0TF56	KLMA_70142	0.204928118	0	0.036256974	0.18805691	0.126706338	0.188778043	0	0.042392099	0.065834488	0.403328701	0.06363816	0.148748682	 Protein YME1 - YME1		6	"813,000,030,517,578"
KMXK_0E04610	W0TDH2	KLMA_50459	2.825658874	2.766179885	1.530442154	0	0.570701921	0.850280998	1.030698081	0	0.907761246	0.944131835	0.877477104	2.051026651	' Deoxyuridine 5''-triphosphate nucleotidohydrolase - DUT1'		40	"156,000,003,814,697"
KMXK_0F05130	W0TGX6	KLMA_60063	2.998112823	1.525355875	2.583538053	0.467079763	0.314702428	0	0	0.322324898	0	0.520623062	0.483867612	0.369449327	 54S ribosomal protein L6 - rplF		31	"237,999,992,370,605"
KMXK_0H00900	W0TGL9	KLMA_70093	0.032796646	0.03210629	0.320315879	0.282053532	0.062077383	0.092488246	0.112112887	0.194641009	0.302275459	0.314386504	0.292191141	0.223097843	 Carboxypeptidase S - CPS1		6	"656,999,969,482,422"
KMXK_0G02360	W0TK50	KLMA_80228	2.690260959	0.670788856	1.807587066	0.326795008	0	0	0.39765513	0.225516445	0	0	1.036377794	0.258487319	 Uncharacterized protein - RAS2		25	"292,000,007,629,395"
KMXK_0B06430	W0T644	KLMA_20629	2.370806069	4.465747869	0.419455637	0.710684087	0.478834721	0	2.647371873	0.490432671	0	0	0	1.720868176	" 6,7-dimethyl-8-ribityllumazine synthase - RIB4"	2.5.1.78	47	"178,999,996,185,303"
KMXK_0E03280			1.795571472	1.757775411	5.728547912	0	3.398651757	0	6.13802708	3.480971176	0	5.622506609	0	0	No description in DMKU3-1042- NA		20	"108,999,996,185,303"
KMXK_0H01470			1.277651409	1.250757358	0.692005533	0	0.789967392	1.17696163	1.426695522	2.476909327	1.256525969	4.000733806	1.214606564	2.839037535	No description in DMKU3-1042- NA		14	"133,000,001,907,349"
KMXK_0C05280			0	0.097479106	0	1.227665732	0.188475463	0.540313029	0	0.193040565	0.299789987	0.311801447	0	0.072277383	No description in DMKU3-1042- NA		10	"648,000,030,517,578"
KMXK_0D00280	W0TAH4	KLMA_40014	0.247307763	0.242102033	0.410055008	0.694756591	0.243278785	0.362457739	0	0.081393704	0.126403575	0	0	0.093293597	 UBP3-associated protein BRE5 - BRE5		10	"550,999,984,741,211"
KMXK_0A07980	W0T4C5	KLMA_10054	1.033367097	0.409935719	0.694319632	0	0	0	0	0	0.134526233	0.824162118	0	0	 RNA-binding protein SRO9 - SRO9		19	"53,5"
KMXK_0B01260	W0T4N6	KLMA_20114	0.284765945	0.144880941	0.080158163	0.135812053	0.091505533	0.136332845	0.165260663	0.093721907	0.145549146	0.151380754	0.140693429	0.107424204	 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 - OST1	2.4.99.18	8	"517,000,007,629,395"
