GeneName_CENPK	uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C	uniprotID_CENPK	Protein_name	Coverage	MW
CENPK1137D_1941	Q08926	YPL186C	0	0.593329111	0.226085322	2.674641698	2.792153149	0.697661507	1.039185853	3.489275396	2.6879761	0	0	0	N1NVN8	ULP1-interacting protein 4 - UIP4	46	"340,999,984,741,211"
CENPK1137D_2671	P12687	YNL005C	0.733102892	0.431348106	0.498524608	0.404498352	0.220651805	0.507197379	1.011525903	0.836345051	0.406514975	0	0.212999773	0.176813576	N1NWR4	"54S ribosomal protein L2, mitochondrial - MRP7"	21	"430,999,984,741,211"
CENPK1137D_5144	P40477	YIL115C	0.009150907	0.025882617	0.10955512	0.180313746	0.10984594	0.226094022	0.0200113	0.067191961	0.024392529	0.044489931	0.008064182	0.061582992	N1P0W1	Nucleoporin NUP159 - NUP159	12	"156,199,996,948,242"
CENPK1137D_1721	Q12233	YPR020W	0.519610678	1.469677761	4.646169793	2.637508574	1.438747586	0.569756426	2.174563716	2.407310802	2.650657849	5.722767783	4.212483953	2.206356205	N1NVJ4	"ATP synthase subunit g, mitochondrial - ATP20"	41	"128,000,001,907,349"
CENPK1137D_1972	Q08220	YOL049W	0.295351442	0.623923877	0.31831702	0.134960637	0.046451394	0.169226107	0.482390475	0.373617663	0.41138543	0.560405334	0.136004225	0.342429256	N1P2R6	Glutathione synthetase - GSH2	20	"557,000,007,629,395"
CENPK1137D_5	P49435	YML022W	1.384996905	2.925777624	2.856619953	1.919547319	0.660678923	0.793555071	2.262082459	1.752012123	2.757337751	1.160062844	0.637767095	1.605759761	N1P593	Adenine phosphoribosyltransferase 1 - APT1	36	"20,5"
CENPK1137D_4505	P25343	YCR009C	0.414191694	0.739173423	0.539021329	0.693162731	0.723617113	0.454163838	0.57149635	0.330590669	0.696618488	0.663921904	0.36500397	0.919001141	N1P999	Reduced viability upon starvation protein 161 - RVS161	28	"301,000,003,814,697"
CENPK1137D_124	P49017	YML110C	0.626334904	0.584075077	0.222559115	0.547718658	0.298777758	0.358868123	0.715706384	0.4999146	0.872401544	0.524613338	0.288416379	0.45818333	N1NXB0	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial - COQ5"	21	"347,000,007,629,395"
CENPK1137D_1529	Q99257	YPL169C	0.112262976	0.200346384	0.231547562	0.297762133	0.310844431	0.373361653	0.154899004	0.089603661	0.098661398	0.407645462	0.032617507	0.157163654	N1NWZ9	mRNA export factor MEX67 - MEX67	13	"671,999,969,482,422"
CENPK1137D_4185	Q06338	YDR361C	0.372832962	0.665363938	0.485197848	0.623947602	0.112216535	0.408813724	0.514430106	0.297579841	0.108029663	1.812641454	2.440856793	2.026183465	N1P8Q3	Protein BCP1 - BCP1	32	"325,999,984,741,211"
CENPK1137D_2941			7.077067501	6.599566336	4.812547239	6.188768813	6.460674841	7.76004971	9.764846335	5.6486224	11.90274003	5.927697765	6.236623698	5.17709349	N1P3A3	Rpl30p	78	"469,999,980,926,514"
CENPK1137D_1076	P00431	YKR066C	0.456632489	0.425822758	0.310519212	0.632873378	1.264367572	0.50070044	0.521789198	0.8256319	0.401307726	0.38247189	0.210271355	0.334040771	N1P0Z0	"Cytochrome c peroxidase, mitochondrial - CCP1"	19	"419,000,015,258,789"
CENPK1137D_5008	P40185	YIL051C	1.087450627	1.014078578	1.415187919	1.819882574	0.327304593	1.192396557	2.378048576	1.661045966	1.828955582	0.910840352	0.958309406	3.448701178	N1P1M0	"Protein MMF1, mitochondrial - MMF1"	49	"158,000,001,907,349"
CENPK1137D_2877	P21827	YGL097W	0.3042289	0.283702085	0.468654277	0.139017185	0.277731419	0.057470734	0.114616396	0.041833556	0.267369079	0.254819806	0.424908841	0.222552838	N1P1U3	Guanine nucleotide exchange factor SRM1 - SRM1	21	"529,000,015,258,789"
CENPK1137D_2578	P50945	YNL100W	0.967329225	0.902061961	1.042545635	0.442020421	1.399580726	0	1.579915785	1.749016737	1.347361459	2.457474488	1.931083096	1.121517557	N1NXX3	MICOS complex subunit MIC27 - MIC27	39	"268,999,996,185,303"
CENPK1137D_44	P54781	YMR015C	0.133322695	0	0.274984203	0.038439082	0	0.146189186	0.096124316	0.106412658	0.355383117	0.111670072	0.117489833	0.09752967	N1NX58	Cytochrome P450 61 - ERG5	17	"612,000,007,629,395"
CENPK1137D_3634	P03962	YEL021W	0.78317195	0.730330075	1.206449764	0.684869847	1.13313269	0	1.279136094	1.416044108	0.359654038	1.989627769	0.360637124	1.737687949	N1P5L4	Orotidine 5'-phosphate decarboxylase - URA3	38	"292,000,007,629,395"
CENPK1137D_3445	P40030	YER044C	2.013982027	0.981374466	1.369548	0.920287695	0.960720902	1.153941677	0.758755535	0.839966372	0.924875781	0.290618604	0.305764387	0.253818556	N1P6W7	Ergosterol biosynthetic protein 28 - ERG28	15	17
CENPK1137D_1166	P33421	YKL141W	0.660433167	1.178620073	0.859475379	1.105255524	1.153815366	1.385871417	0.476165641	0.527130423	1.110765765	1.058630706	1.113801953	0.159286713	N1P155	"Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial - SDH3"	13	22
CENPK1137D_608	P19073	YLR229C	1.338858994	0.215095839	0.910450855	1.170808218	0.210569029	1.468067438	0.50440702	0.558394523	0.614840769	2.540376026	1.179861536	0.979416712	N1NZF8	Cell division control protein 42 - CDC42	20	"212,000,007,629,395"
CENPK1137D_1583	P15496	YPL117C	0.693779723	0.338065433	0.747725804	0.961549446	0.633353462	1.20567947	0.26137731	1.25441506	0.966343242	0.920986819	0.61138926	0.507521298	N1NW25	Isopentenyl-diphosphate Delta-isomerase - IDI1	39	"332,000,007,629,395"
CENPK1137D_575	P14743	YLR195C	0.057479378	0.053601152	0.039087125	0.152456161	0.159154383	0.063026505	0.041442051	0.045877661	0.15321623	0.63305307	0.666045054	0.947454849	N1P6S8	Glycylpeptide N-tetradecanoyltransferase - NMT1	29	"527,000,007,629,395"
CENPK1137D_3463	P40037	YER057C	1.311276527	3.708842088	2.704568276	3.477980988	2.290876778	1.437823086	2.86751343	4.537293162	1.152404646	2.101889584	0.380985542	0.959239285	N1PA41	Protein HMF1 - HMF1	52	"138,000,001,907,349"
CENPK1137D_4307	P11491	YDR481C	0.040527546	0.347677321	0.083589932	0.32603575	0.112216535	0.044438713	0.268808799	0.297579841	0.108029663	0.19703706	0.207305778	0.521951161	N1P5R2	Repressible alkaline phosphatase - PHO8	21	"629,000,015,258,789"
CENPK1137D_3688	P19881	YDL236W	0.318927754	1.289340789	0.657803192	0.091952013	0.095991961	0.349706318	0.697434597	0.487151918	0.280287046	0.511220105	0.852453133	1.011435822	N1PA86	4-nitrophenylphosphatase - PHO13	23	"34,5"
CENPK1137D_4704	P20434	YBR154C	0.190845464	1.637223207	1.193898754	1.535312383	1.011279676	0.20926327	1.809282416	0.884170334	0.508715007	0.484837888	1.547184244	0.42344451	N1P8J6	"DNA-directed RNA polymerases I, II, and III subunit RPABC1 - RPB5"	27	25
CENPK1137D_2853	P32505	YGL122C	0.285971211	0.139348237	0.194466135	0.566504921	0.413757576	0.951076552	0.32677633	0.039322999	0.131325823	0.041265787	0.043416382	0.209196775	N1P9P0	Nuclear polyadenylated RNA-binding protein NAB2 - NAB2	13	"552,999,992,370,606"
CENPK1137D_4204	Q06405	YDR377W	1.94002011	1.809123823	4.001380897	3.24668422	5.371712651	0	2.676814692	1.548443766	3.262870535	4.928570135	3.271789327	6.15250888	N1P7B1	"ATP synthase subunit f, mitochondrial - ATP17"	37	"111,999,998,092,651"
CENPK1137D_5104	P40582	YIR038C	0	2.043463195	0.657803192	1.340677523	1.399580726	3.217121544	3.352621922	1.22366521	3.300151828	0.810227581	0	0	N1P0S6	Glutathione S-transferase 1 - GTT1	25	"267,000,007,629,395"
CENPK1137D_3598	P40098	YER182W	0.90465259	0.4408197	0.615181829	0.791102492	0.431542408	1.572143175	0.652245377	1.144379674	0.795046526	0.75773011	0.797219722	0.661781315	N1PA68	Uncharacterized mitochondrial membrane protein FMP10 - FMP10	14	"276,000,003,814,697"
CENPK1137D_1246	P47044	YJL055W	0.910619408	0.443727215	0.981426245	0.796320367	1.317530101	0.998499996	0.656547392	0.726818726	1.268372196	0.762727871	0	1.055768426	N1P1B3	LOG family protein YJL055W - YJL055W	25	"26,5"
CENPK1137D_2883	P49687	YGL092W	0.060869418	0.009779042	0.12554598	0.120581456	0.088068945	0	0.043886235	0.04858345	0.009216053	0.115494769	0.085014783	0.023267457	N1P9Q0	Nucleoporin NUP145 - NUP145	6	"145,399,993,896,484"
CENPK1137D_780	Q06685	YLR410W	0.076048027	0.037056732	0.117149401	0.150650066	0.036276853	0.188898961	0	0.031717158	0.066834187	0.063697248	0.106214364	0.055631481	N1P7D4	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase - VIP1	7	"129,600,006,103,516"
CENPK1137D_4572			2.213989571	2.064608122	2.881244642	3.705180666	2.021157311	2.427653703	4.841575898	1.767114851	3.72365281	5.624582353	0	3.099496408	N1P6E8	Etr1p	51	"108,000,001,907,349"
CENPK1137D_3470	P40040	YER063W	1.717166073	0.174064565	0.736774979	1.501630985	1.567605741	0.204672491	0.408187295	2.62291612	0.952190654	0.15634393	0.164491898	1.256160026	N1P6Y8	Protein THO1 - THO1	48	24
CENPK1137D_3215	P53315	YGR248W	1.336058506	0.786119264	0.573255257	2.235935621	1.219691571	2.093958135	1.37684803	1.066386608	1.67829207	0.121644983	0.127984592	0.106241491	N1P673	6-phosphogluconolactonase 4 - SOL4	32	"282,999,992,370,605"
CENPK1137D_4724	P33755	YBR170C	0.226218675	0.110231983	0.243808712	0.313529547	0.467825028	0.248050222	0	0.180558385	0.10388582	0.574702603	0.604653614	0.374879399	N1P8L2	Nuclear protein localization protein 4 - NPL4	14	"655,999,984,741,211"
CENPK1137D_1366	P05375	YJR073C	1.18624707	0.57803524	0.421515863	0.542054778	0.565870172	0.679678326	0.446911401	0.946813319	1.04252353	0.993591498	0.546246237	0.867776375	N1P1M1	Phosphatidyl-N-methylethanolamine N-methyltransferase - OPI3	16	"231,000,003,814,697"
CENPK1137D_1692	Q12532	YPL009C	0.089380298	0.04355329	0.096330223	0.078161471	0.081595526	0.155328827	0.011102124	0.071339655	0.078551144	0.118651604	0.124835211	0.253818556	N1P1W0	Ribosome quality control complex subunit 2 - RQC2	9	"118,599,998,474,121"
CENPK1137D_398	P14747	YML057W	0.212002243	0.10330459	0.228486855	0.562306846	0.30673554	0.36842638	0.079870561	0.169211416	0.186316436	0.092787671	0.097623362	0.081038282	N1NZ01	Serine/threonine-protein phosphatase 2B catalytic subunit A2 - CMP2	19	"684,000,015,258,789"
CENPK1137D_4361	Q04432	YDR533C	0.49526214	0.461846004	1.02150099	1.31361484	0.149065685	0.179045867	2.652748658	3.636539636	2.526450157	0.136768426	0.143896204	0.119449904	N1P7K8	Glutathione-independent glyoxalase HSP31 - HSP31	47	"256,000,003,814,697"
CENPK1137D_543	P10507	YLR163C	0.170129638	0.303616196	0.22140353	0.148775322	0.155311825	0.357004787	0.372041298	0.135790436	0.14951704	0.432209876	0.286918847	0.377480604	N1NZC6	Mitochondrial-processing peptidase subunit beta - MAS1	13	51
CENPK1137D_4916	P38169	YBL098W	0.519610678	0.305732093	0.505046176	0.149812135	0.47435405	0.061933446	0.040723327	0.26167858	0.652709799	0	0.049774887	0.125322411	N1P8U1	Kynurenine 3-monooxygenase - BNA4	21	"522,999,992,370,606"
CENPK1137D_3556	P40087	YER143W	0.367964406	0.543834768	0.250223145	0.321778285	0.175528427	0.403475321	0.265298619	0.293693961	0.323382507	0.161048108	0.324266447	0.426616431	N1P542	DNA damage-inducible protein 1 - DDI1	16	"472,000,007,629,395"
CENPK1137D_10	P50109	YML017W	0.118863078	0.212125036	0.154686188	0.450620808	0.108510439	0.395312123	0.259931041	0.287751882	0.104461844	0.190529656	0.104747382	0.166403532	N1P597	Protein PSP2 - PSP2	14	"639,000,015,258,789"
CENPK1137D_4596	P38234	YBR052C	1.150284695	1.700068811	1.239727134	0.525621796	0.5487152	1.261294513	0.433362794	1.455102696	1.602194191	0.503448624	1.013681554	0.841468787	N1P810	Protein RFS1 - RFS1	39	"227,999,992,370,605"
CENPK1137D_3337	P43558	YFL044C	0	0.314997748	0.995818989	0.895938718	0.590136982	0.122116559	0.738680377	0.515961731	0.097875526	1.226567492	1.290490877	1.071251408	N1P319	Ubiquitin thioesterase OTU1 - OTU1	29	"334,000,015,258,789"
CENPK1137D_5386	P32902	YHL004W	0.665807875	0.391752602	0.647145518	0	0	0	0.918673107	0.057766246	0.192920174	0.79710034	0.193447506	1.477282633	N1P348	"37S ribosomal protein MRP4, mitochondrial - MRP4"	32	"440,999,984,741,211"
CENPK1137D_3158	P16451	YGR193C	0.624705419	0.06332473	0.26803891	0.180112643	0.359832778	0.225841861	0.148498633	0.712682069	0.181010593	0.330148166	0.059842191	0.653189652	N1P9Y0	"Pyruvate dehydrogenase complex protein X component, mitochondrial - PDX1"	26	"452,000,007,629,395"
CENPK1137D_5242	P38809	YHR097C	0.472714511	0.230344633	1.24787045	1.604718112	0.977583654	1.572143175	0.340822386	0.37730116	0.41544128	0.068212938	0.071767901	0	N1P4L9	Uncharacterized protein YHR097C - YHR097C	32	"405,999,984,741,211"
CENPK1137D_380	Q03640	YML072C	0.024632813	0.043960131	0.154098948	0.041223782	0.022487365	0.081923251	0.005855462	0.019660892	0.125657849	0.00680244	0	0.00594107	N1P662	Tricalbin-3 - TCB3	8	"170,899,993,896,484"
CENPK1137D_4095	Q05584	YDR272W	0.392629212	0.366137886	1.157491002	0.113201332	0	0	0.858605729	1.819016785	0.660353097	2.443133048	1.500003108	2.133767391	N1P8I8	"Hydroxyacylglutathione hydrolase, cytoplasmic isozyme - GLO2"	32	"312,000,007,629,395"
CENPK1137D_5155	P40485	YIL105C	0.091635212	0.085452436	0.062313774	0.465134124	0.083654043	0.100478595	0.200388854	0.024114019	0.080532856	0.146885187	0.154540206	0.290608562	N1P9B2	"Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 - SLM1"	17	"771,999,969,482,422"
CENPK1137D_1165	P35719	YKL142W	0	1.589617448	0.731396924	0.940551074	0.981874561	3.577046802	2.352028803	0	4.543842493	3.497140454	0.163291197	0.135549912	N1P8C0	Uncharacterized protein MRP8 - MRP8	46	25
CENPK1137D_639	Q07825	YLL029W	0.0258816	0.073204061	0.231423858	0.297603053	0.415970518	0.086076436	0.056598157	0.020657622	0.068989632	0.285048772	0.069178209	0.109897719	N1NYH5	Putative Xaa-Pro aminopeptidase FRA1 - FRA1	11	"848,000,030,517,578"
CENPK1137D_70	P40202	YMR038C	0.457611419	0.426735638	0.311184904	0.765826996	0.137733443	0.501773843	0.631406326	0.69898677	1.219802619	0.733520852	0.403267345	1.015340051	N1P5D6	Superoxide dismutase 1 copper chaperone - CCS1	26	"272,000,007,629,395"
CENPK1137D_5289	(P0CX28-P0CX27)	YHR141C YNL162W	0.592015038	0	1.221058303	3.0050282	1.639227682	0.64914827	2.477574993	2.742753868	0.520287572	1.503998654	3.028264692	2.513797558	N1P172	60S ribosomal protein L42- NA	30	"121,000,003,814,697"
CENPK1137D_1980	Q01855	YOL040C	3.410562822	1.048590984	2.319250832	1.881819121	1.026522811	2.359598551	2.458981335	0.897497535	0.988222578	1.802435239	0.990923804	0.822577315	N1NWC7	40S ribosomal protein S15 - RPS15	16	"158,999,996,185,303"
CENPK1137D_2343	P19524	YOR326W	0.02391034	0	0.016259509	0.063418894	0.021827816	0.079520464	0.017239113	0	0.063735068	0.06074359	0.021070845	0.017491152	N1NXH2	Myosin-2 - MYO2	8	"180,399,993,896,484"
CENPK1137D_1412	P47154	YJR117W	0.175572566	0.163726402	0.36212651	0.29382617	0.48614206	0.36842638	0.041735329	0.140134756	0.295291038	0.147058242	0.296098192	0.128436755	N1P3N5	CAAX prenyl protease 1 - STE24	16	"522,000,007,629,395"
CENPK1137D_2468	P11938	YNL216W	0.133587583	0.065094644	0.090842224	0.116819949	0.12195248	0.146479637	0.152649142	0.168987428	0.186069805	0.019276754	0.020281375	0.016835804	N1NXQ0	DNA-binding protein RAP1 - RAP1	10	90
CENPK1137D_1123	P34231	YKL187C	0.149909255	0.221559107	0.161565717	0.508895097	0.136852581	0.260518585	0.056477404	0.189634238	0.131746522	0	0	0	N1P0M4	Uncharacterized protein YKL187C - YKL187C	13	"809,000,015,258,789"
CENPK1137D_4809	P33317	YBR252W	1.063863702	0.992083101	1.384492335	2.821752432	0.971204168	1.166533343	1.467905396	0.84913198	1.789285332	2.702717792	1.794176198	0.778249161	N1P8T1	Deoxyuridine 5'-triphosphate nucleotidohydrolase - DUT1	23	"151,999,998,092,651"
CENPK1137D_3993	P11075	YDR170C	0.094435327	0	0.021172598	0.082582002	0.028423466	0.077338209	0.035577938	0.004281311	0.014298165	0.004492833	0.027437763	0.003923921	N1PAE7	Protein transport protein SEC7 - SEC7	6	"225,800,003,051,758"
CENPK1137D_2928	P07273	YGL043W	0.619858064	0.916122215	0.421515863	0.09338525	0.565870172	0.117095048	1.355512196	0.784116441	0.284655823	0.271295177	0.546246237	1.027200864	N1P9R9	Transcription elongation factor S-II - DST1	18	"347,000,007,629,395"
CENPK1137D_4303	P06782	YDR477W	0.102767287	0.095833412	0.211962266	0.272576122	0.030931248	0.112684987	0.224732594	0.082024596	0.273935048	0.164729167	0.173314138	0.143870071	N1PAK9	Carbon catabolite-derepressing protein kinase - SNF1	11	"719,000,015,258,789"
CENPK1137D_1193	P14164	YKL112W	0.081617715	0.076110836	0.106215768	0.414285987	0.323014728	0.387979647	0.058845548	0.197585755	0.071729061	0.068362375	0.071925126	0.019684986	N1P0S4	ARS-binding factor 1 - ABF1	10	"815,999,984,741,211"
CENPK1137D_2646 CENPK1137D_4554	P61830	YBR010W	3.654598956	1.123620855	0.270145292	1.053679795	1.099973638	1.321201008	0.868734181	1.840474623	1.058932906	1.009230682	0.350083739	0.881435222	N1P868	Histone H3 - HHT1	35	"153,000,001,907,349"
CENPK1137D_940	P35723	YKL065C	1.18624707	1.753219576	0.806671698	0.542054778	1.082928289	1.300727487	0.855272151	0.946813319	0.544757188	0.519188387	0.546246237	0.453445322	N1P7U3	Endoplasmic reticulum transmembrane protein 1 - YET1	28	"233,999,996,185,303"
CENPK1137D_3941	Q2V2P9	YDR119W-A	3.833484993	3.574833574	4.988825712	3.352313987	3.49959924	4.203440776	2.763903947	3.059729076	3.369026917	3.210897794	3.378235879	0.924579888	N1P6C3	Uncharacterized protein YDR119W-A - YDR119W-A	17	"740,000,009,536,743"
CENPK1137D_1075	P36147	YKR065C	0.665807875	0.620884743	1.373259431	1.114250265	0.607817883	0.240701113	0.918673107	1.611833317	1.119805349	0.183865246	1.122866246	0.487059028	N1P851	"Presequence translocated-associated motor subunit PAM17, mitochondrial - PAM17"	25	"218,999,996,185,303"
CENPK1137D_4389	Q07589	YDL144C	0.49414912	0.460808082	0.33603127	0.684869847	1.02191088	0.283130265	0.186167689	0.206093519	0.074817613	0.937607756	0.075022121	0.361485346	N1P7U9	Uncharacterized protein YDL144C - YDL144C	27	"397,000,007,629,394"
CENPK1137D_4002	P37298	YDR178W	0.762496345	0.234432507	0.99229849	2.022416885	0.696085059	0.836082111	1.667435101	0.200652686	0.670113673	2.768750537	1.28592863	1.067464234	N1P4W3	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial - SDH4"	24	"202,000,007,629,395"
CENPK1137D_930	P36016	YKL073W	0	0.171226834	0.041167021	0.307286573	0.105763354	0.287774484	0.13238505	0.09246979	0.017541086	0.153795093	0.102095563	0.044285387	N1P7T4	Heat shock protein 70 homolog LHS1 - LHS1	11	"99,5"
CENPK1137D_747	P32915	YLR378C	0.306260616	0.149234871	0.208263335	0.139945577	0.146094142	0.175476685	0.115381833	0.127731338	0.140643274	0.256521556	0.141027711	0.117068735	N1P1R5	Protein transport protein SEC61 - SEC61	9	"527,999,992,370,606"
CENPK1137D_4164	P23595	YDL188C	0.077668984	0.072428532	0.485884762	0.394242496	0.411563697	0.494337639	0.325043655	0.359833605	0.20703336	0.065054948	0.207599269	0.172330555	N1P775	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit - PPH22	25	"429,000,015,258,789"
CENPK1137D_3689	P23594	YDL134C	0.080382005	0.074958502	0.165791591	0.070292625	0.073380959	0.088139382	0.057954614	0.06415759	0.070643068	0.067327355	0.070836165	0.17835016	N1P5T1	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit - PPH21	16	"417,999,992,370,605"
CENPK1137D_4148	P38986	YDR321W	0.231628638	0.41336834	0.30143718	0.06678227	0.211454435	0.083737776	0.319598203	0.060953615	0.203564933	0.194010381	0.39063518	0.324270783	N1PAH8	L-asparaginase 1 - ASP1	19	"412,999,992,370,605"
CENPK1137D_3663	P89886	YER007C-A	1.459219629	2.156660686	0.17095328	0.219839989	2.111272579	2.535893009	0.54975216	1.845903388	0.670113673	1.937101936	0.671945375	1.067464234	N1PA81	Translation machinery-associated protein 20 - TMA20	23	"202,000,007,629,395"
CENPK1137D_428	Q12525	YLL062C	0.098985803	0.53579649	0.885095071	0.086561313	0.27408133	0.329204734	0.216463206	0.079006372	0.800290415	0.762727871	0.802477944	0.219627934	N1NZ30	Homocysteine S-methyltransferase 1 - MHT1	31	"365,999,984,741,211"
CENPK1137D_1634	Q08985	YPL273W	0	0.278595801	0.066981085	0	0	0	0	0	0.262556769	0	0	0	N1NX90	Homocysteine S-methyltransferase 2 - SAM4	6	"36,5"
CENPK1137D_3703	P25037	YDL122W	0.022878017	0.064708664	0.047186964	0.116127263	0.063346835	0.145611084	0.016494819	0.018260286	0.020106158	0.176284887	0.061150016	0.220062676	N1PA89	Ubiquitin carboxyl-terminal hydrolase 1 - UBP1	15	"925,999,984,741,211"
CENPK1137D_3609	P37303	YEL046C	0.225906848	0.403157137	0.293990949	0.197551493	0.067994212	0	0.494015493	0.345065467	0.379946988	1.098315218	1.155554651	0.501238083	N1P5I7	Low specificity L-threonine aldolase - GLY1	20	"427,999,992,370,606"
CENPK1137D_341	P25045	YMR296C	0.545182657	0.117271031	0.085516585	0.333550503	0.114802998	0	0	0	0	0.20157854	0.336129695	0.176053333	N1NZ74	Serine palmitoyltransferase 1 - LCB1	13	"620,999,984,741,211"
CENPK1137D_2276	P09032	YOR260W	0.227473007	0.036544922	0.080829267	0.198921072	0.329119423	0.249425605	0.085699078	0.181559541	0.104461844	0.190529656	0.200459237	0.376958022	N1NVX3	Translation initiation factor eIF-2B subunit gamma - GCD1	11	"655,999,984,741,211"
CENPK1137D_4061	P36519	YDR237W	1.075552124	0.33068274	0.46148122	0.59344884	0	0	1.108388455	0.54165352	0.945240183	0.09792649	0.598037706	0.496438019	N1P6M9	"54S ribosomal protein L7, mitochondrial - MRPL7"	19	33
CENPK1137D_4465	P25369	YCL034W	0.260550439	0.464982669	0.537397289	0.227846694	0.455196854	0.09419351	0.814393568	0.397982441	0.438213164	0.661921546	0.229608527	0.364760142	N1P986	LAS seventeen-binding protein 5 - LSB5	21	"397,999,992,370,605"
CENPK1137D_1184	P32342	YKL122C	0.867369825	1.547922692	1.788990243	1.451570481	0.791824355	0.313569259	1.196785682	1.324879597	0.762280873	1.390336488	1.462794804	1.214282891	N1NZR1	Signal recognition particle subunit SRP21 - SRP21	24	"182,999,992,370,605"
CENPK1137D_3333	P43555	YFL048C	0.059560973	0	0.122847252	0.30232746	0.1649181	0.379086081	0.395052624	0.144189283	0.481544565	0.289573882	0.052487753	0.252906123	N1PA15	Protein EMP47 - EMP47	13	"502,000,007,629,395"
CENPK1137D_4308	Q12515	YDL173W	0.348853716	0.622570174	0.453991705	0.583817584	0.96593943	1.658318196	0.762877009	1.207107385	0.306587234	0.292197212	0.10135789	0.48838118	N1PAL0	Protein PAR32 - PAR32	21	"317,999,992,370,605"
CENPK1137D_5102	P40580	YIR036C	0.419245244	0.748192071	0.545597923	1.111990458	0.382730163	0.459705087	0.916809949	1.014937607	0.705117924	0.351156619	0.121809834	0.306690846	N1P4B2	Benzil reductase ((S)-benzoin forming) IRC24 - IRC24	34	"287,000,007,629,395"
CENPK1137D_3131	P17891	YGR167W	2.954157512	0.156476391	0.662328313	1.349900233	0.46461508	1.067979258	1.112960957	3.017795158	0	0.140546319	0.147870984	0.372307192	N1P3U4	Clathrin light chain - CLC1	28	"263,999,996,185,303"
CENPK1137D_489	Q12452	YLR100W	0.815940717	0.480088793	0.554855983	0.077561382	0	0.097253621	0.840851179	0.070791941	0.077948063	0.225324972	0.078161128	0.064882457	N1NY57	3-keto-steroid reductase - ERG27	19	"395,999,984,741,211"
CENPK1137D_5258	P38716	YHR112C	0.077340328	0.218751009	0.305275933	0.392574261	0.649523015	0.492245852	0.323668234	0.187230764	0.2061573	0	0.206720814	0.171601339	N1P289	Uncharacterized trans-sulfuration enzyme YHR112C - YHR112C	22	"422,999,992,370,606"
CENPK1137D_5023	P06102	YIL038C	0.125996876	0.061395839	0.085680392	0.249598027	0.182298637	0.138156379	0.090842474	0.052549197	0.057861221	0.167259806	0.111033998	0.048162558	N1P1N3	General negative regulator of transcription subunit 3 - NOT3	8	"941,999,969,482,422"
CENPK1137D_2965	P38929	YGL006W	0.038283864	0	0.112862789	0.145137632	0.034949447	0.08033593	0.009100452	0.010074488	0.033645461	0.010572227	0.033737428	0.009233502	N1P5M0	Calcium-transporting ATPase 2 - PMC1	8	"130,600,006,103,516"
CENPK1137D_1221	P80428	YJL081C	0	0.439377531	0.202161454	0.412027976	0.614796919	0.32597767	0.214341302	0.2372826	0.136522585	0	0.261982866	0.659616256	N1P193	Actin-related protein 4 - ARP4	22	"547,000,007,629,395"
CENPK1137D_1185	P28273	YKL215C	0.063235198	0.093458766	0.02246972	0.125268032	0.05772759	0.069337798	0.007854584	0.050471718	0.055573736	0.052965319	0.055725642	0.046258501	N1P8D6	5-oxoprolinase - OXP1	4	"140,199,996,948,242"
CENPK1137D_1363	P47119	YJR069C	0.665807875	1.883184987	1.373259431	0.582237065	0.607817883	0.730062587	0.918673107	1.611833317	2.536722661	1.067246007	0.193447506	1.477282633	N1P150	Inosine triphosphate pyrophosphatase - HAM1	46	22
CENPK1137D_3003	P53221	YGR034W	2.573001515	2.39939695	0.914279143	3.566071623	1.227387486	2.821312592	5.626667027	4.652214157	0.389570321	0.371285394	0.39063518	1.882230089	N1P9U7	60S ribosomal protein L26-B - RPL26B	43	"141,999,998,092,651"
CENPK1137D_2960	P25340	YGL012W	0.313548167	0.292392566	0.111414839	0.143275618	0.049313283	0.179652198	0.038946511	0.043115019	0.143989917	0.137231586	0	0	N1P5L7	Delta(24(24(1)))-sterol reductase - ERG4	7	"559,000,015,258,789"
CENPK1137D_1880	P20435	YPR187W	0.977338754	0.911396131	1.271890386	1.635606917	1.70746796	1.071658185	0.704651367	0.780071347	0.858926167	0.818611487	0.861273972	0.714953489	N1NW71	"DNA-directed RNA polymerases I, II, and III subunit RPABC2 - RPO26"	16	"177,999,992,370,605"
CENPK1137D_5257	P38820	YHR111W	0.557932065	0.056556092	0.12508954	0.160860809	0.321371063	0.201702134	0.253811562	0.14682112	0.053300103	0.294859373	0.491674318	0.583371682	N1P4N4	Adenylyltransferase and sulfurtransferase UBA4 - UBA4	16	"492,000,007,629,395"
