W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number	Coverage	MW
YALI1_F03428g	Q6C368	YALI0F02189g1_1	1.864416422	0	1.718901018	0.529200293	2.392731836	0.540362678	1.390130644	0.684193249	1.160683671	3.358496407	1.523138087	similar to uniprot|P53337 Saccharomyces cerevisiae YGR284c : Hypothetical 35.0 kDa protein		15	"357,000,007,629,395"
YALI1_C15359g	Q6CCB1	YALI0C10945g1_1	0.935457746	0	0.142733189	0.425273041	0.385912144	0.27112315	0.359100951	0.792320115	0.480221206	0.278881039	0.393459664	similar to uniprot|C4R1W5 Komagataella pastoris Vacuolar membrane protein involved in vacuolar polyphosphate accumulation		12	83
YALI1_E34028g	Q6C492	YALI0E28721g1_1	8.664285576	10.85042134	0	14.8599405	3.574349606	2.511164619	1.069149162	3.179571701	5.393910219	22.49100424	22.01993105	weakly similar to uniprot|A2QGN2 Aspergillus niger ssDNA binding protein		38	"138,000,001,907,349"
YALI1_D26316g	Q6C8C8	YALI0D20702g1_1	0.457954764	0	0.422211959	0.404377121	0.366950234	0.59501233	0.788090187	1.015466502	0.658012551	0.265178135	0.374126903	"weakly similar to uniprot|Q06488 Saccharomyces cerevisiae YLR357W (ohnolog of YGR056W) RSC2 member of RSC complex, which remodels the structure of chromatin"		12	"86,5"
YALI1_D33418g	Q6C7U8	YALI0D25190g1_1	0.695576313	0	1.994984712	0.614198539	4.001813564	2.811480057	3.723788116	2.47032632	1.347108504	1.252987542	0.568252222	highly similar to uniprot|P17157 Saccharomyces cerevisiae YPL031c PHO85		24	"335,999,984,741,211"
YALI1_D26730g	Q6C8B1	YALI0D21142g1_1	0	0.401265072	0.918993206	1.70957699	1.279250101	0.898739057	1.190374376	0.710494195	0.319488323	1.121088246	0.814330516	similar to uniprot|Q01852 Saccharomyces cerevisiae YIL022w TIM44 mitochondrial inner membrane import receptor subunit singleton		15	"522,999,992,370,606"
YALI1_F03481g	Q6C365	YALI0F02255g1_1	0.654975702	0.820236391	0.603855656	0.578347928	0.840574668	1.83713593	2.433275288	2.326134005	3.946115755	1.17985098	1.664594233	weakly similar to uniprot|C4R4B9 Komagataella pastoris hypothetical protein		31	"35,5"
YALI1_F03765g	Q6C356	YALI0F02453g1_1	0.370413274	0.463874379	2.063486566	1.017506926	2.131074383	1.038969128	0.859183794	0.821352459	0.36933802	0.667249888	0.94139034	highly similar to uniprot|P12385 Saccharomyces cerevisiae YBR143c SUP45 translational release factor		20	"48,5"
YALI1_E19263g	Q6C5Q6	YALI0E16060g1_1	0.195625434	0	0	0.537373382	0.251059365	0.548708161	0	0.223330491	0.3788638	0.352393011	0.965670204	similar to uniprot|P39105 Saccharomyces cerevisiae YMR008C (ohnolog of YOL011W) PLB1 phospholipase B (lysophospholipase)	3.1.1.5	9	"694,000,015,258,789"
YALI1_B29867g	Q6CDM0	YALI0B22902g1_1	0.363499359	0	0.335128682	0	2.091297014	1.980341411	1.350422627	2.507457083	0.703981819	2.935395184	2.873913448	similar to uniprot|Q05979 Saccharomyces cerevisiae YLR231c Probable kynureninase		18	"482,999,992,370,606"
YALI1_E35082g	Q6C450	YALI0E29667g1_1	0	0	9.410411035	0	4.21080291	6.827845906	2.017310303	1.928484673	1.684344662	5.910385038	4.293156152	"uniprot|Q6C450 Yarrowia lipolytica YALI0E29667g SDH3 Succinate dehydrogenase, putative"		38	"18,5"
YALI1_E30639g	F2Z658	YALI0E25845g1_1	4.347243974	1.750011975	7.784707169	3.838645519	1.793404621	2.447241096	1.668808081	3.09863339	2.706356282	15.21024817	15.92103626	uniprot|Q9P8X2 Yarrowia lipolytica YALI0E25845g RAC1 GTP-binding protein of RAS superfamily		33	"211,000,003,814,697"
YALI1_E39676g	Q6C3M9	YALI0E33495g1_1	0.584385233	2.276669114	0.538774686	0.516016071	2.333120554	1.639137306	0.697876302	1.295812764	1.131766999	1.052691706	2.884713899	highly similar to uniprot|Q870U4 Neurospora crassa B11H7.020 Probable arsenite translocating ATPase		24	"359,000,015,258,789"
YALI1_F26519g	Q6C121	YALI0F19888g1_1	0.921070968	0	0.849182514	0.13460151	0	0.13744065	0.058516497	0.541371613	0.472835692	0.854229853	0.387408491	hypothetical protein conserved in the Yarrowia clade		12	"813,000,030,517,578"
YALI1_E11674g	O43108	YALI0E09471g1_1	0.329513427	0.412654856	0.590067075	0.290962561	0.135936907	0.185496559	0.126492709	0.234870946	0.205137033	0.190804339	0.26919654	uniprot|O43108 Yarrowia lipolytica YALI0E09471g PMR1/SCA1 Calcium-transporting ATPase 1	3.6.3.8	7	"999,000,015,258,789"
YALI1_C32223g	B5FVD6	YALI0C23379g1_1	0.172071688	0.215488086	0.493519375	0.47267241	0.989968754	0.695504017	0.639256976	0.196440994	0.33324774	0	0.140574251	similar to uniprot|Q8TGE9 Aspergillus fumigatus (Sartorya fumigata) Hypothetical protein AfA14E5.29b		14	"770,999,984,741,211"
YALI1_E32568g	Q6C4D8	YALI0E27632g1_1	0	0.534900379	1.225050094	0.377157767	1.064707925	4.519764403	1.586810688	0.947113618	2.573378642	0.247328516	0.348943746	"uniprot|Q6C4D8 Yarrowia lipolytica YALI0E27632g SSL2 Multicopy suppressor of SLS2 secretory defects, putative calmodulin-dependent ser/thr protein kinase"		33	"440,999,984,741,211"
YALI1_F21482g	Q6C1I3	YALI0F16005g1_1	0.387898804	0	0.35762378	1.065538812	0.966918492	2.720001585	0.899741963	0.860124782	0.751235727	1.357190235	0.985829107	similar to uniprot|Q7S9Y9 Neurospora crassa NCU07929.1 hypothetical protein		27	"467,999,992,370,605"
YALI1_D24997g	Q6C8H0	YALI0D19734g1_1	6.731602466	8.430091831	6.206209189	5.944050022	2.77704381	3.789493826	2.584109073	11.07427451	6.712061649	1.252987542	1.767779043	similar to uniprot|G7XQE8 Aspergillus kawachii arsenate reductase		43	"167,000,007,629,395"
YALI1_F19811g	Q6C1N0	YALI0F14861g1_1	1.135061911	1.421455915	0	1.002267263	0.468256506	1.023408016	1.355497649	4.031151234	5.073620569	9.1660554	0.92729071	highly similar to uniprot|P38624 Saccharomyces cerevisiae YJL001w PRE3 20S proteasome subunit (beta1)		28	"237,000,007,629,395"
YALI1_D02206g	Q6CAK6	YALI0D01980g1_1	0.913009248	0	0.841750001	7.802123986	3.645130851	3.69033166	1.090321045	1.04231234	0.910358921	1.644663843	0.745884419	similar to uniprot|P40579 Saccharomyces cerevisiae YIR035c similarity to human corticosteroid 11-beta- dehydrogenase		28	"262,000,007,629,395"
YALI1_E15555g	Q6C643	YALI0E12573g1_1	0.39247848	1.529031848	1.125668818	1.078118954	2.258020684	1.586375782	0.910364647	0.870279731	0.760105092	1.373213722	0.997468168	uniprot|Q6C643 Yarrowia lipolytica YALI0E12573g IVD1 Isovaleryl-CoA dehydrogenase		21	"447,000,007,629,395"
YALI1_C11271g	Q6CCL9	YALI0C08305g1_1	0.575711967	2.242879493	0.530778358	1.581452274	2.298493098	1.614809736	0.687518637	1.27658071	1.785786647	0.333365296	1.46314866	"highly similar to uniprot|P06245 Saccharomyces cerevisiae YPL203w TPK2 cAMP-dependent protein kinase 2, catalytic chain"		17	"380,999,984,741,211"
YALI1_D23067g	Q6C8M8	YALI0D18403g1_1	0.704974464	0	0.649952076	0.431979622	0.020854024	0.045577957	0.270623662	0.179529214	0.097900156	0.029271213	0	uniprot|Q6C8M8 Yarrowia lipolytica YALI0D18403g UGT51/ATG26 UDP-glucose:sterol glucosyltransferase		5	"159,5"
YALI1_D35593g	Q6C7L9	YALI0D27016g1_1	0.421019127	0.16948405	0.388159103	0.371762706	0.77862269	0.379604271	0.502783532	0.480645111	0.262103477	0.07836644	0.11056339	uniprot|Q6C7L9 Yarrowia lipolytica YALI0D27016g PAH1 Phosphatidate phosphatase		14	"875,999,984,741,211"
YALI1_F23024g	Q6C1D4	YALI0F17270g1_1	0.989914404	3.856544317	0.912652804	0.874101043	0.408377601	0.28690629	1.182161637	2.195031029	5.964063723	3.463537781	4.886536617	similar to uniprot|Q00245 Saccharomyces cerevisiae YIL118w RHO3 GTP-binding protein of the rho family		27	"262,000,007,629,395"
YALI1_E14505g	Q6C682	YALI0E11671g1_1	0.919044819	1.150934307	0	4.903518761	3.669227481	6.444472988	3.414308406	0.337265995	1.779895415	1.655536116	0.750815188	uniprot|Q6C682 Yarrowia lipolytica YALI0E11671g SOL3 6-phosphogluconolactonase		40	"267,000,007,629,395"
YALI1_F33103g	Q6C0D2	YALI0F25729g1_1	0.883767088	3.443011767	0.814790156	0.780372252	5.084519199	3.572136507	3.283249452	1.008928818	0.881201647	0.51174423	0	weakly similar to uniprot|Q04740 Saccharomyces cerevisiae YMR234w RNH1 ribonuclease H		34	"287,000,007,629,395"
YALI1_E04312g	Q6C757	YALI0E03586g1_1	2.070813251	8.067549115	5.939306292	5.688421486	2.657614861	1.867111264	2.472977434	2.364087998	0.663730191	3.730292642	5.262888048	weakly similar to uniprot|Q9HEM5 Neurospora crassa NCU01320.1		15	"166,000,003,814,697"
YALI1_C32517g		YALI0C23584g1_1	0.267926422	0.335528479	0.247015095	0.236580823	0.110529909	0.077652952	0.102850859	0.190972893	0.166796333	0.15514246	0.218882934	"similar to uniprot|P25371 Saccharomyces cerevisiae YCR011c ADP1 ATP-dependent permease, frameshift"		4	"115,800,003,051,758"
YALI1_A03170g	Q6CI09	YALI0A02673g1_1	5.107558063	1.058571023	0.779316921	4.510007947	0.348714838	0.762141167	1.009451308	4.326032908	1.637057561	0.4894646	2.148272422	similar to uniprot|A5DWP6 Lodderomyces elongisporus conserved hypothetical protein		33	"297,999,992,370,605"
YALI1_F13908g	Q6C272	YALI0F10219g1_1	18.4164229	14.39967211	1.754444167	10.15319561	2.442208347	3.332584607	2.272536258	4.219632447	1.897444487	3.427942838	1.554633283	similar to uniprot|G3B299 Candida tenuis hypothetical protein CANTEDRAFT_120384		26	"172,999,992,370,605"
YALI1_B26926g	Q6CDX0	YALI0B20570g1_1	0.163077129	0	0.908464917	0.447964799	0.40650368	0.285589764	0.378261893	0.834596805	0.72893951	0.570578419	0.414453921	weakly similar to uniprot|P38678 Neurospora crassa Glucan synthase-1		9	"776,999,969,482,422"
YALI1_F21362g	Q6C1I9	YALI0F15873g1_1	0.29738765	0.37242324	0.852938497	0.262595285	1.187301115	0.83414016	0.689798848	0.339504576	0.575944615	0.53570401	0.242951334	similar to uniprot|Q06493 Saccharomyces cerevisiae YPR125w MRS7 suppressor of MRS2-1 mutation		11	"557,000,007,629,395"
YALI1_C08548g	Q6CCU5	YALI0C06446g1_1	0	0.320930253	0.236267922	0.226287627	1.023139284	1.796997736	0.098376008	0.094044343	0.496311807	0.461635057	2.026127859	"uniprot|Q6CCU5 Yarrowia lipolytica YALI0C06446g DLD2 Lactate dehydrogenase, putative"		21	"597,000,007,629,395"
YALI1_D10226g	Q6C9V6	YALI0D07964g1_1	2.093465328	2.621679615	1.930072939	1.848543893	0.277615177	1.178497093	0.803633722	1.492182542	1.30327699	2.354513691	0.549762728	hypothetical protein conserved in the Yarrowia clade		13	"335,999,984,741,211"
YALI1_B26728g	Q6CDX7	YALI0B20416g1_1	0	0	0.48887055	8.801241034	0.680513954	1.487311816	7.43177611	1.175787792	0.528717155	0	0	similar to uniprot|O94524 Schizosaccharomyces pombe Protein with glutathione S transferase domain		28	"407,000,007,629,395"
YALI1_E17920g	Q6C5V3	YALI0E14927g1_1	0	0	0.975879123	0.300445175	1.358436013	0.954371236	1.821551343	0.12486396	1.055420569	0.612919175	2.690117654	weakly similar to uniprot|P34223 Saccharomyces cerevisiae YBL058w SHP1 potential regulatory subunit for GLC7P		20	48
YALI1_C28621g	Q6CBA5	YALI0C20669g1_1	0.208300694	0.260858241	0.597427906	0.572191695	0.831627159	1.134820406	0.483159199	0.739776035	0.207696029	0.120616257	0.529387782	similar to uniprot|Q9C2D7 Neurospora crassa Related to lincomycin-condensing protein lmbA		20	"665,999,984,741,211"
YALI1_A12437g	Q6CH56	YALI0A12177g1_1	0	0	1.299416488	0	2.606547558	5.696795724	5.236082496	0.166260641	0.877427778	0.816122882	0	"weakly similar to uniprot|Q12358 Saccharomyces cerevisiae YLL057C JLP1 Fe(II)-dependent sulfonate/alpha- ketoglutarate dioxygenase, involved in sulfonate catabolism for use as a sulfur source"		26	"427,000,007,629,395"
YALI1_D28842g	Q6C854	YALI0D22594g1_1	0.983113354	0	0.291356497	0.279049181	0.787749585	0.284935145	0.377394855	0.360777513	0.612032593	0.569270561	1.559984457	similar to uniprot|P32915 Saccharomyces cerevisiae SEC61 YLR378C  Essential subunit of Sec61 complex		9	"512,999,992,370,605"
YALI1_C30205g	Q6CB51	YALI0C21890g1_1	0	0	0	0.991077261	0.463028568	1.458300087	3.350868232	1.281345418	2.797793185	0.208916052	0	similar to uniprot|D5G9E6 Tuber melanosporum GSTUM_00003272001 hypothetical protein		25	48
YALI1_E17484g	Q6C5W8	YALI0E14487g1_1	2.048553381	15.50130586	5.875462687	10.92995655	2.629047263	8.280136721	4.751676009	0.751766813	3.967391683	0	0	weakly similar to uniprot|Q7S3S1 Neurospora crassa NCU04946.1 predicted protein		22	"166,000,003,814,697"
YALI1_D17854g	Q6C933	YALI0D14608g1_1	0.969734966	0	0.894048347	8.286873822	0.40005281	1.698253961	2.249326971	0.355867986	5.842486085	1.746847624	0.792226588	hypothetical protein conserved in the Yarrowia clade		37	"267,999,992,370,605"
YALI1_E32816g	Q6C4C9	YALI0E27808g1_1	0	1.591024008	0	0	1.017999292	1.650692861	1.517197459	0.466228431	0.407205398	0.735661484	0	similar to uniprot|P38911 Saccharomyces cerevisiae YML074C (ohnolog of YLR449W) NPI46 proline cis-trans isomerase		14	"450,999,984,741,211"
YALI1_D13226g	Q6C9K1	YALI0D10571g1_1	2.580870516	3.232064811	2.379436753	0	2.068001283	0.748012132	0.318472369	0.304449484	0.827212054	0.480390608	0.677759692	similar to uniprot|Q03392 Schizosaccharomyces pombe Proliferating cell nuclear antigen (PCNA)		13	29
YALI1_B14150g	Q6CF39	YALI0B10494g1_1	0.234595449	0.293787578	1.30687692	0.644422086	0.301072225	0.211518738	0.280155273	0.267819557	0.727685796	0.135842202	0.596214838	similar to uniprot|P27929 Saccharomyces cerevisiae YNL137c NAM9 Mitochondrial ribosomal component of the small subunit		11	"649,000,015,258,789"
YALI1_C02831g	Q6CDB3	YALI0C02057g1_1	0.010492272	0	0.030092919	0.055981004	0.026154171	0.009460167	0.038979439	0.023265509	0.06321413	0.036710628	0.026665684	uniprot|Q6CDB3 Yarrowia lipolytica YALI0C02057g TRA1 Component of the Ada-Spt transcriptional regulatory complex		3	"428,600,006,103,516"
YALI1_E38749g	B5FVG6	YALI0E32736g1_1	5.357302059	0	0	9.188200126	2.210092262	3.015844025	6.39772181	3.818583714	1.717104678	0.997181989	1.406875459	'similar to uniprot|P49776 Schizosaccharomyces pombe Bis(5''''-nucleosyl)-tetraphosphatase (Ap4A hydrolase)'''		28	"186,000,003,814,697"
YALI1_C27579g		YALI0C19668g1_1	0	0	0.466649954	0.446937991	3.925016998	5.355993171	4.700931783	0	0.980259526	0	0	similar to uniprot|Q12335 Saccharomyces cerevisiae YDR032C (ohnolog of YBR052C) PST2 Protein with similarity to a family of flavodoxin-like proteins		33	"354,000,015,258,789"
YALI1_E14698g	Q6C674	YALI0E11891g1_1	0	0	0	0	2.298493098	5.023520714	4.154240459	2.044630328	5.555413752	10.03646795	4.551717417	uniprot|Q6C674 Yarrowia lipolytica YALI0E11891g NUJM Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I)		28	"172,000,007,629,395"
YALI1_D22237g	Q6C8Q1	YALI0D17930g1_1	0	0	0.430539263	1.282790238	1.864415737	1.887535099	1.08318927	1.035494589	2.087388317	0.270408254	0.381505824	highly similar to uniprot|P28777 Saccharomyces cerevisiae YGL148w ARO2 chorismate synthase	4.2.3.5	22	"400,999,984,741,211"
YALI1_B22697g	Q99161	YALI0B17512g1_1	0.427129002	0.534900379	1.225050094	0.377157767	0.17620707	0.385113129	0.990737488	0.947113618	0.827212054	0.247328516	0.348943746	uniprot|Q99161 Yarrowia lipolytica YALI0B17512g SEC62 ER protein-translocation complex subunit		12	"447,999,992,370,606"
YALI1_F09177g	Q6C2P8	YALI0F06116g1_1	0.740389944	0	1.325832858	0.653769275	0.305439206	0.416795723	0.284218859	0.845246175	0.738240704	0.137812561	0.604862792	similar to uniprot|P32864 Saccharomyces cerevisiae YOR370c MRS6 Rab escort protein		14	"629,000,015,258,789"
YALI1_F29905g	Q6C0Q1	YALI0F22693g1_1	1.553172083	0.625239752	2.781300043	1.371461342	0.640742964	0.874343969	0.596227435	1.107071723	0.497817562	0.899362357	0.407876887	hypothetical protein conserved in the Yarrowia clade		14	"405,999,984,741,211"
YALI1_E31396g	Q6C4I6	YALI0E26477g1_1	2.487631782	3.115300475	2.293475187	13.27263792	14.3119287	2.242928143	2.970744589	2.839937612	2.480410565	8.703789568	6.322215471	highly similar to uniprot|P04912 Saccharomyces cerevisiae YBL003c HTA2 histone H2A		33	"141,999,998,092,651"
YALI1_C25758g	Q6CBI2	YALI0C18513g1_1	2.859061709	0	0.847314503	4.903518761	2.290910469	1.609482549	4.920133288	2.037885182	1.779895415	0.532171756	0.750815188	similar to uniprot|P38523 Saccharomyces cerevisiae YOR232w MGE1 heat shock protein - chaperone		29	"273,999,996,185,303"
YALI1_B19021g	Q6CEM7	YALI0B14465g1_1	0	0.253383317	0.580308537	0.178660344	1.164062341	0.817813725	0.241625847	0.074250612	0.904404276	0.117159984	0.514218111	similar to uniprot|P46151 Saccharomyces cerevisiae YPL023c MET12 methylenetetrahydrofolate reductase	1.5.1.20	12	"694,000,015,258,789"
YALI1_C20396g	Q6CBX5	YALI0C14652g1_1	2.070813251	0	1.909188828	0.587784449	2.657614861	5.808406959	0.794938105	0.759935618	0.663730191	1.199101829	0.54381409	similar to uniprot|C4R743 Komagataella pastoris PAS_chr4_0193 Uncharacterized protein		33	"339,000,015,258,789"
YALI1_A03396g	Q6CHZ9	YALI0A02981g1_1	1.574599525	0	1.451703972	0.446937991	2.020790188	0.886406351	1.174039783	1.797599005	0.504685415	0.91176989	1.286371692	weakly similar to uniprot|Q9C232 Neurospora crassa Conserved hypothetical protein		20	"417,999,992,370,605"
YALI1_D24836g	Q6C8H5	YALI0D19558g1_1	1.09637261	0.706889783	0.52041021	0.498427338	0.074854048	0.052588823	0.069653573	0.207144652	0.180920799	0.326853387	0.461141511	"similar to uniprot|P32901 Saccharomyces cerevisiae YKR093W PTR2 Integral membrane peptide transporter, mediates transport of di- and tri-peptides"		4	"738,000,030,517,578"
YALI1_D17355g	Q6C950	YALI0D14058g1_1	0	0	0	4.510007947	2.107063299	0.762141167	1.960675366	1.874343469	1.637057561	2.957525124	2.148272422	highly similar to uniprot|P25043 Saccharomyces cerevisiae YOR157c PUP1 20S proteasome subunit (beta2)		11	"277,999,992,370,605"
YALI1_C05133g			2.487631782	3.115300475	2.293475187	2.196595509	3.192546305	4.35647953	0.954945258	5.516061722	2.480410565	13.94038934	2.032274908	No description in CLIB122		30	15
YALI1_F00207g	Q6C3F5	YALI0F00176g1_1	0	0.546145575	1.25080429	0	0.559687598	0.393209352	0.520803379	0.160040699	1.949364307	0.785591079	2.152772261	similar to uniprot|P20107 Saccharomyces cerevisiae YMR243C (ohnolog of YOR316C) ZRC1 zinc- and cadmium resistance protein		12	"429,000,015,258,789"
YALI1_D30843g	Q6C807	YALI0D23793g1_1	2.093465328	0.842738392	1.930072939	1.848543893	0.863634619	1.178497093	2.500028679	0.768248352	0.67099056	0.389667392	3.321868591	similar to uniprot|P40335 Saccharomyces cerevisiae YJL053w PEP8 vacuolar protein sorting/targeting protein singleton		11	"344,000,015,258,789"
YALI1_C11862g	Q6CCK5	YALI0C08635g1_1	0.861443679	1.078799492	0.794209062	2.366343142	2.147327642	2.416256251	4.611763906	3.059401181	5.190049743	0.498817888	0.703757842	similar to uniprot|P87216 Schizosaccharomyces pombe VIP1 protein (P53 antigen homolog)		28	"286,000,003,814,697"
YALI1_B08461g	Q6CFJ6	YALI0B06391g1_1	0	0	0	0	0	0	0	1.295812764	1.131766999	1.418885655	2.001836604	similar to uniprot|P49374 Kluyveromyces lactis High- affinity glucose transporter		14	"602,000,007,629,395"
YALI1_B26350g	Q6CDY7	YALI0B20196g1_1	0.590284982	0.739223183	1.692998296	1.621483623	0.757552686	1.033739985	0.704921817	0.673882901	1.143192923	2.065304159	1.500185386	"uniprot|Q6CDY7 Yarrowia lipolytica YALI0B20196g ELO1 Fatty acid elongase required for sphingolipid formation, putative"	2.3.1.199	11	"372,999,992,370,605"
YALI1_C26890g		YALI0C19580g1_1	0.456968565	0	1.310633045	0.403506301	0.188517033	0.132442921	0.175419838	4.057237979	2.042606742	1.598853279	1.16136711	some similarities with uniprot|Q8NKS0 Pyrobaculum calidifontis Esterased		24	"424,000,015,258,789"
YALI1_B15482g	Q6CEZ3	YALI0B11682g1_1	0.3464644	0.433882827	0.319423281	0.305930384	0.863634619	1.887535099	0.413749836	0.395531722	0.67099056	0.200619779	0.880525248	highly similar to uniprot|Q872K3 Neurospora crassa 64C2.100 Probable clathrin assembly protein AP47		16	"507,999,992,370,606"
YALI1_F37320g	Q6BZY9	YALI0F29821g1_1	0	0	0	0	0	0	0	6.587908264	6.977761364	8.35361749	4.714343231	hypothetical protein conserved in the Yarrowia clade		42	"357,000,007,629,395"
YALI1_B11983g	Q6CFA1	YALI0B08921g1_1	0	0.900991519	0	0.635288294	0.92333217	1.259959077	6.682016284	0.821352459	0.717371856	1.296011416	0.587764317	uniprot|Q6CFA1 Yarrowia lipolytica YALI0B08921g SOD2 Superoxide dismutase		28	"320,999,984,741,211"
YALI1_D23274g	Q6C8L8	YALI0D18612g1_1	0.41504881	0	0.123004297	0.366490876	0.532660241	0.233647918	0.495653744	0.682803906	0.413843986	0.077255154	0.108995531	weakly similar to uniprot|P25298 Saccharomyces cerevisiae YMR061w RNA14 component of pre-mRNA 3		12	"90,5"
YALI1_B12409g	Q6CF88	YALI0B09273g1_1	4.066175226	5.092135301	2.340601712	1.154152633	0.173331176	0.378827656	0.161289016	0	0	0	0	"similar to uniprot|Q99385 Saccharomyces cerevisiae YDL128w VCX1 Ca2+-transport (H+/Ca2+ exchange) protein, vacuolar"		5	"427,000,007,629,395"
YALI1_F34281g	Q6C086	YALI0F26917g1_1	2.399701467	0.966015786	2.212407725	0.681136845	0.989968754	0.695504017	0.921190811	0.8806292	0.769144351	0.446668688	1.960440092	similar to uniprot|Q6BLV3 Debaryomyces hansenii DEHA2F10428g		9	"307,999,992,370,605"
YALI1_B14441g	Q6CF28	YALI0B10780g1_1	0.593270921	0.742962522	0	0.523862193	0	0.17194735	2.204038204	3.036244379	1.840252329	1.068698083	0.484673662	similar to uniprot|P39926 Saccharomyces cerevisiae YMR183C (ohnolog of YPL232W) SSO2 syntaxin (T-SNARE)		26	"365,999,984,741,211"
YALI1_E41057g	Q6C3I4	YALI0E34551g1_1	0.058541349	0	0.053972269	0.160810188	0.075130077	0.016967004	0.022472692	0.519764823	0.058371413	0.033898295	0.047825452	similar to uniprot|Q9P424 Ajellomyces capsulata Putative calcium transporting ATPase	3.6.3.1	4	"150,300,003,051,758"
YALI1_F10990g	Q6C2I3	YALI0F07667g1_1	0	0	0	0	0.066967716	0.146362724	0.376531014	1.441270092	0.978015753	0.567967525	1.849461836	similar to uniprot|P25375 Saccharomyces cerevisiae YCL057w PRD1 proteinase yscD		9	"821,999,969,482,422"
YALI1_F08635g	Q6C2R3	YALI0F05803g1_1	6.304799087	2.538038806	1.868496818	5.567179782	2.600971071	3.549228781	2.420268963	0.743738525	0.649583599	1.173544449	0	highly similar to uniprot|Q01855 Saccharomyces cerevisiae YOL040c RPS21 40S small subunit ribosomal protein		20	"176,000,003,814,697"
YALI1_E01286g	Q6C7H1	YALI0E00880g1_1	0	0	0	0.140116367	0.203646046	0.641379532	0.368064905	1.094598207	0.956025564	0.091884023	0.403281287	"similar to uniprot|O43129 Aspergillus fumigatus MDR2 Multidrug resistance protein 2, possible transmembrane segment"		12	"786,999,969,482,422"
YALI1_E39433g	Q6C3N9	YALI0E33319g1_1	2.654553492	0.343503882	0.252886563	0.753474637	0.352021276	0.24731307	1.019022706	0.60822018	0.531221444	0.494105597	0	weakly similar to uniprot|Q7S6Y5 Neurospora crassa NCU05578.1 predicted protein		13	"58,5"
YALI1_E20049g	Q6C5M4	YALI0E16797g1_1	0.593270921	0.238825155	0.546966856	0.523862193	0.244746975	0.33397642	0.442349723	0.217715288	0.36933802	0.343532786	0.484673662	"uniprot|Q6C5M4 Yarrowia lipolytica YALI0E16797g LRO1 Phospholipid:diacylglycerol acyltransferase, putative"		8	"724,000,015,258,789"
YALI1_F11787g	Q6C2F3	YALI0F08393g1_1	1.845609853	0	0	5.069798901	2.368596092	5.176735812	2.204038204	0.677291718	3.574355078	1.068698083	9.110525206	similar to uniprot|Q02642 Saccharomyces cerevisiae YPL037C (ohnolog of YDR252W) DNA-binding enhancer protein		37	"172,000,007,629,395"
YALI1_D08050g	Q6CA34	YALI0D06281g1_1	0.983113354	1.231168343	2.819670643	2.700563715	2.450614626	2.757526515	0.377394855	1.122344799	0.980259526	1.770946999	2.498542792	highly similar to uniprot|B9W8I3 Candida dubliniensis putative dolichol-phosphate mannose synthase		15	"266,000,003,814,697"
YALI1_E03870g	Q6C773	YALI0E03212g1_1	0	0	0	0.203057598	1.323022768	0.645017284	0.53340218	0.816704205	0.229294019	0.414244946	1.135164405	"similar to uniprot|P32891 Saccharomyces cerevisiae YDL174c DLD1 D-lactate ferricytochrome C oxidoreductase (D- LCR), possible transmembrane segment"		12	"622,000,007,629,395"
YALI1_D11686g	Q6C9Q2	YALI0D09229g1_1	0.931310499	1.166294811	5.188115114	4.9689617	1.195213823	3.764304281	2.160200362	0	0.928607046	0.539274183	0	"weakly similar to uniprot|P36136 Saccharomyces cerevisiae YKR043c possible phosphoglycerate mutase  fungal-specific, cation exchanger"		29	"27,5"
YALI1_B05226g	Q6CFU3	YALI0B03762g1_1	0.530256409	0.213458244	0	0.468219957	0.424884134	0.298502979	0.395365367	0.605352903	0.169956025	0.098699333	0.841400183	weakly similar to uniprot|P53169 Saccharomyces cerevisiae YGL060W (ohnolog of YBR216C) YBP2 central kinetochore associated protein		6	"788,000,030,517,578"
YALI1_E37026g	Q6C3X7	YALI0E31427g1_1	0	0	1.690159055	0	1.211296377	2.647374686	1.127141728	1.077511745	0.097244066	1.061536075	0.247861361	similar to uniprot|G3BFJ9 Candida tenuis DEAD- domain-containing protein		27	"542,999,992,370,605"
YALI1_E31827g	Q6C4G9	YALI0E26895g1_1	0	0	0.346744264	0	0.15515494	1.520167906	0.144375572	2.594365708	3.62921326	0.217779235	0.955838531	some similarities with uniprot| E9D8R5 Coccidioides posadasii glucosidase 2 subunit beta		22	"472,999,992,370,606"
YALI1_A21919g	B5RSK4	YALI0A20867g1_1	1.093690586	1.369645953	3.136817566	0.965736106	4.366489505	0.98610631	4.063128246	2.425143795	4.888694617	3.826632537	0.893492338	similar to uniprot|Q12159 Saccharomyces cerevisiae YDR381w YRA1 RNA annealing protein		30	"241,000,003,814,697"
YALI1_D14915g	Q6C9D6	YALI0D12056g1_1	4.168052466	0	3.842741108	3.680418218	1.719481262	2.346366882	3.107748564	2.970909068	5.988868453	4.687795144	0	similar to uniprot|P36627 Schizosaccharomyces pombe BYR3_SCHPO Cellular nucleic acid binding protein		43	"207,999,992,370,605"
