genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YKL211C	-0.257810379	8.016345566	0.051524211	0.087089083	"Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]"	SLM4 EGO3 GSE1 YBR077C YBR0723	"FUNCTION: Component of the GSE complex, a GTPase complex required for intracellular sorting of GAP1 out of the endosome. Component of the EGO complex, a complex involved in the regulation of microautophagy. {ECO:0000269|PubMed:15989961, ECO:0000269|PubMed:16732272}."
YOR077W	-0.319466509	4.807622327	0.051544571	0.087099038	Zinc finger protein RTS2	TSA2 YDR453C D9461.38	"FUNCTION: Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events (PubMed:10681558, PubMed:11741925, PubMed:15210711). Can act alternatively as peroxidase and molecular chaperone. Oxidative stress and heat shock exposure cause a reversible shift of the protein structure from low MW species to high MW complexes, triggering a peroxidase-to-chaperone functional switch. The chaperone function of the protein enhances resistance to heat shock (PubMed:15163410). {ECO:0000269|PubMed:10681558, ECO:0000269|PubMed:11741925, ECO:0000269|PubMed:15163410, ECO:0000269|PubMed:15210711}."
YGL141W	0.307967642	7.236398706	0.051571157	0.087119504	Probable E3 ubiquitin-protein ligase HUL5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase HUL5)	ESS1 PIN1 PTF1 YJR017C J1452	"FUNCTION: Essential PPIase specific for phosphoserine and phosphothreonine N-terminal to the proline residue. Required for efficient pre-mRNA 3'-end processing and transcription termination, probably by inducing conformational changes by proline-directed isomerization in the C-terminal domain (CTD) of RPB1, thereby altering cofactor binding with the RNA polymerase II transcription complex. Also targets the SIN3-RPD3 histone deacetylase complex (HDAC)."
YHR164C	0.311181951	6.579371821	0.051632646	0.087198904	DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	PFA4 YOL003C UNE378	"FUNCTION: Mediates the reversible addition of palmitate to target proteins, thereby regulating their membrane association and biological function. Palmitoylates several amino acid permeases (PubMed:16751107). Palmitoylates chitin synthase CHS3, which is required for its proper export from the ER (PubMed:16818716). Can palmitoylate RAS2 in vitro (PubMed:12379641). {ECO:0000255|HAMAP-Rule:MF_03199, ECO:0000269|PubMed:12379641, ECO:0000269|PubMed:16751107, ECO:0000269|PubMed:16818716}."
YML091C	-0.265736602	8.557900602	0.051752804	0.087377314	"Ribonuclease P protein component, mitochondrial (RNase P) (EC 3.1.26.5)"	BAG7 YOR134W O3320 YOR3320W	FUNCTION: Acts in signal transduction. Activates RHO1. {ECO:0000269|PubMed:11591390}.
YNR040W	-0.31509263	6.031958641	0.051834105	0.087490039	Uncharacterized protein YNR040W	KIP2 YPL155C P2581	FUNCTION: Required for assembly of the mitotic spindle.
YKL094W	0.404559743	8.317885193	0.052045064	0.087821486	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol hydrolase) (MAG hydrolase) (MGH) (Monoacylglycerol lipase) (MAG lipase) (MAGL) (Serine hydrolase YJU3)	SDH7 ACN9 YDR511W D9719.16	"FUNCTION: Plays an essential role in the assembly of succinate dehydrogenase (SDH), an enzyme complex (also referred to as respiratory complex II) that is a component of both the tricarboxylic acid (TCA) cycle and the mitochondrial electron transport chain, and which couples the oxidation of succinate to fumarate with the reduction of ubiquinone (coenzyme Q) to ubiquinol. Promotes maturation of the iron-sulfur protein subunit SDH2 of the SDH catalytic dimer, protecting it from the deleterious effects of oxidants. Acts together with SDHAF1 (SDH6). {ECO:0000269|PubMed:24954417}."
YIL085C	0.25348303	7.423754016	0.052247528	0.088120549	Probable mannosyltransferase KTR7 (EC 2.4.1.-)	PKH1 YDR490C	FUNCTION: Activates YPK1 by phosphorylating of a threonine residue. {ECO:0000269|PubMed:10074427}.
YKR026C	0.361101902	7.160905145	0.052251576	0.088120549	Translation initiation factor eIF-2B subunit alpha (GCD complex subunit GCN3) (Guanine nucleotide exchange factor subunit GCN3) (Transcriptional activator GCN3) (eIF-2B GDP-GTP exchange factor subunit alpha)	ASF1 CIA1 YJL115W J0755	"FUNCTION: Histone chaperone that facilitates histone deposition and histone exchange and removal during nucleosome assembly and disassembly. Facilitates histone deposition through both replication-dependent and replication-independent chromatin assembly pathways. Cooperates with chromatin assembly factor 1 (CAF-1) to promote replication-dependent chromatin assembly and with the HIR complex to promote replication-independent chromatin assembly, which may occur during transcription and DNA repair. May be required for the maintenance of a subset of replication elongation factors, including DNA polymerase epsilon, the RFC complex and PCNA, at stalled replication forks. Also required for acetylation of histone H3 on 'Lys-9' and 'Lys-56'. {ECO:0000269|PubMed:10591219, ECO:0000269|PubMed:11172707, ECO:0000269|PubMed:11331602, ECO:0000269|PubMed:11404324, ECO:0000269|PubMed:11412995, ECO:0000269|PubMed:11731479, ECO:0000269|PubMed:11731480, ECO:0000269|PubMed:11756556, ECO:0000269|PubMed:11856374, ECO:0000269|PubMed:12093919, ECO:0000269|PubMed:14585955, ECO:0000269|PubMed:14680630, ECO:0000269|PubMed:15071494, ECO:0000269|PubMed:15175160, ECO:0000269|PubMed:15452122, ECO:0000269|PubMed:15542829, ECO:0000269|PubMed:15542840, ECO:0000269|PubMed:15632066, ECO:0000269|PubMed:15766286, ECO:0000269|PubMed:15821127, ECO:0000269|PubMed:15840725, ECO:0000269|PubMed:15891116, ECO:0000269|PubMed:15901673, ECO:0000269|PubMed:16020781, ECO:0000269|PubMed:16039596, ECO:0000269|PubMed:16141196, ECO:0000269|PubMed:16143623, ECO:0000269|PubMed:16303565, ECO:0000269|PubMed:16407267, ECO:0000269|PubMed:16501045, ECO:0000269|PubMed:16582440, ECO:0000269|PubMed:16627621, ECO:0000269|PubMed:16678113, ECO:0000269|PubMed:16815704, ECO:0000269|PubMed:16936140, ECO:0000269|PubMed:17046836, ECO:0000269|PubMed:17107956, ECO:0000269|PubMed:17320445, ECO:0000269|PubMed:9290207}."
YDR326C	0.26069425	7.568479572	0.052285334	0.08815278	Membrane-anchored lipid-binding protein YSP2 (Lipid transfer at contact site protein 4) (Lipid transfer protein anchored at membrane contact sites 3) (Yeast suicide protein 2)	YOS9 YDR057W D4222	"FUNCTION: Lectin involved in the quality control of the secretory pathway. As a member of the endoplasmic reticulum-associated degradation lumenal (ERAD-L) surveillance system, targets misfolded endoplasmic reticulum lumenal glycoproteins for degradation. The recognition of targets is N-glycan specific. {ECO:0000269|PubMed:12077121, ECO:0000269|PubMed:15556621, ECO:0000269|PubMed:16168370, ECO:0000269|PubMed:16168371, ECO:0000269|PubMed:16168372, ECO:0000269|PubMed:16873065}."
YCR020W-B	0.315230937	6.215712734	0.052338172	0.088217154	High temperature lethal protein 1 (Chromatin structure-remodeling complex protein HTL1)	YDR109C	
YDR463W	0.266053405	8.274909043	0.052444755	0.088372055	Transcription factor STP1	PET191 YJR034W J1604	FUNCTION: Involved in the assembly of cytochrome c oxidase.
YKL046C	0.276497967	7.53736053	0.052629977	0.088659343	"Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)"	MAP2 YBL091C YBL0701	"FUNCTION: Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Plays only a minor role in N-terminal methionine removal. Less efficient when the second residue is Val, Gly, Cys or Thr. {ECO:0000255|HAMAP-Rule:MF_03175, ECO:0000269|PubMed:11811952, ECO:0000269|PubMed:12874831, ECO:0000269|PubMed:15547949, ECO:0000269|PubMed:8618900, ECO:0000269|PubMed:9177176}."
YDR341C	-0.636988367	8.589291787	0.05267407	0.088684136	"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)"		
YGR221C	-0.336052462	5.704799526	0.052674163	0.088684136	Protein TOS2 (Target of SBF 2)	FKH1 YIL131C	
YDR090C	0.348397589	6.005166974	0.052725225	0.088745282	Uncharacterized membrane protein YDR090C	CLP1 YOR250C	"FUNCTION: Component of the cleavage factor IA (CF IA) complex, which is involved in the endonucleolytic cleavage during polyadenylation-dependent pre-mRNA 3'-end formation. Associates with HRB1/CF IB to form the cleavage factor I (CF I) complex. CF I is required for correct positioning of a larger protein complex, the cleavage and polyadenylation factor (CPF) complex, which contains the catalytic subunits executing mRNA cleavage and polyadenylation. CLP1 mediates interactions between CF IA and CPF factors. CLP1 is also involved in maintaining the CF IA interaction with the C-terminal domain of RNA Pol II largest subunit via PCF11, which links pre-mRNA 3'-end processing to transcription termination. {ECO:0000255|HAMAP-Rule:MF_03035, ECO:0000269|PubMed:11344258, ECO:0000269|PubMed:21993299, ECO:0000269|PubMed:21993300, ECO:0000269|PubMed:22216186}."
YMR075W	-0.274238736	6.528181697	0.052841392	0.088915945	Transcriptional regulatory protein RCO1	PRP3 RNA3 YDR473C D8035.16	"FUNCTION: Participates in pre-mRNA splicing. Part of the U4/U5/U6 tri-snRNP complex, one of the building blocks of the spliceosome. {ECO:0000269|PubMed:9326489}."
YDL129W	0.298312854	5.456746185	0.052925143	0.089031982	Uncharacterized protein YDL129W	YDR132C	
YIL164C	0.522025552	4.959397355	0.053114523	0.089325598	Putative nitrilase-like protein NIT1	YJL202C J0323	
YML021C	-0.409179819	6.153696742	0.05320866	0.089458918	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	YJR149W J2213	FUNCTION: Catalyzes the oxidation of alkyl nitronates to produce the corresponding carbonyl compounds and nitrites. {ECO:0000250}.
YLR244C	-0.314718598	8.838930633	0.053490437	0.089907552	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	YFR052C-A	
YCR076C	-0.258246726	5.928220857	0.053763718	0.090341659	Silencing boundary-establishment protein FUB1 (Function of boundary protein 1) (Proteasome inhibitor PI31-like protein FUB1)	RPT3 YNT1 YTA2 YDR394W D9509.14	FUNCTION: The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}.
YMR003W	-0.493259457	5.657752966	0.054046599	0.090791649	"Altered inheritance of mitochondria protein 34, mitochondrial"	CBP1 YJL209W HRA654 J0242	FUNCTION: Responsible for conferring a stable 5'-end on cytochrome b mRNA.
YKL071W	0.329491314	4.485094413	0.054120503	0.090890432	Uncharacterized oxidoreductase YKL071W	AHP1 YLR109W L2916 L9354.5	"FUNCTION: Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Preferentially eliminates organic peroxides rather than hydrogen peroxide (PubMed:10391912, PubMed:9988687, PubMed:10681558). Relays alkyl hydroperoxides as a signal to the transcription factor CAD1/YAP2 by inducing the formation of intramolecular disulfide bonds in CAD1, which causes its nuclear accumulation and activation (PubMed:20145245). Involved in cellular Mn(2+) homeostasis (PubMed:10635552). {ECO:0000269|PubMed:10391912, ECO:0000269|PubMed:10635552, ECO:0000269|PubMed:10681558, ECO:0000269|PubMed:20145245, ECO:0000269|PubMed:9988687}."
YDR104C	-0.261999982	5.935264562	0.054183514	0.090970871	Sporulation-specific protein 71	HXT7 YDR342C D9651.11	FUNCTION: High-affinity glucose transporter.
YGL047W	0.514513823	5.122485713	0.054278987	0.091105752	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	YKL070W YKL343	
YLR385C	-0.738519937	2.091986478	0.054425625	0.091322618	SWR1-complex protein 7	SGN1 RBP29 YIR001C YIB1C	FUNCTION: mRNA-binding protein that may play a role in modulating the expression of cytoplasmic mRNA.
YDR535C	0.534895338	2.51657587	0.054438537	0.091322618	Putative uncharacterized protein YDR535C	SIL1 PER100 SLS1 YOL031C	"FUNCTION: Required for protein translocation and folding in the endoplasmic reticulum (ER). Functions as a nucleotide exchange factor for the ER lumenal chaperone KAR2. {ECO:0000269|PubMed:10958688, ECO:0000269|PubMed:11101517, ECO:0000269|PubMed:14704430}."
YGL075C	-0.295760997	5.029861938	0.054664491	0.091676113	Monopolar spindle protein 2	UBP8 YMR223W YM9959.05	"FUNCTION: Functions as histone deubiquitinating component of the transcription regulatory histone acetylation (HAT) complexes SAGA and SLIK. SAGA is involved in RNA polymerase II-dependent transcriptional regulation of approximately 10% of yeast genes. At the promoters, SAGA is required for recruitment of the basal transcription machinery. It influences RNA polymerase II transcriptional activity through different activities such as TBP interaction (SPT3, SPT8 and SPT20) and promoter selectivity, interaction with transcription activators (GCN5, ADA2, ADA3 and TRA1), and chromatin modification through histone acetylation (GCN5) and deubiquitination (UBP8). SAGA acetylates nucleosomal histone H3 to some extent (to form H3K9ac, H3K14ac, H3K18ac and H3K23ac). SAGA interacts with DNA via upstream activating sequences (UASs). SLIK is proposed to have partly overlapping functions with SAGA. It preferentially acetylates methylated histone H3, at least after activation at the GAL1-10 locus. Together with SGF11, is required for histone H2B deubiquitination. {ECO:0000269|PubMed:10026213, ECO:0000269|PubMed:14660634, ECO:0000269|PubMed:15657441}."
YOR207C	-0.453242502	7.255933906	0.054860407	0.09197905	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 130 kDa polypeptide)	HBS1 YKR084C YKR404	"FUNCTION: Involved in protein translation. Together with DOM34, may function in recognizing stalled ribosomes and triggering endonucleolytic cleavage of the mRNA, a mechanism to release non-functional ribosomes and degrade damaged mRNAs. {ECO:0000269|PubMed:16554824}."
YDR267C	-0.255050351	6.3787135	0.055062013	0.092291355	Cytosolic iron-sulfur protein assembly protein 1	SLD5 YDR489W	"FUNCTION: Required for DNA replication. Functions as part of the GINS complex which plays an essential role in the initiation of DNA replication by binding to DNA replication origins and facilitating the assembly of the DNA replication machinery. {ECO:0000250|UniProtKB:P40359, ECO:0000269|PubMed:12730134}."
YKR023W	0.242322642	6.704497397	0.055081093	0.092297633	Uncharacterized protein YKR023W	YHR112C	
YLR128W	-0.490981541	4.971162436	0.055130008	0.092353888	Defective in cullin neddylation protein 1	REC8 SPO69 YPR007C LPZ7C	"FUNCTION: Replaces the SCC1 mitosis-specific cohesin to ensure sister chromatid cohesion during meiosis. Is cleaved by ESP1 shortly before the first meiotic division, and dissociates from chromatin, allowing sister chromatids to segregate. Is protected from cleavage by SPO13. {ECO:0000269|PubMed:10412984, ECO:0000269|PubMed:10691741, ECO:0000269|PubMed:11081626, ECO:0000269|PubMed:11163190, ECO:0000269|PubMed:12101124, ECO:0000269|PubMed:12663816, ECO:0000269|PubMed:12665553, ECO:0000269|PubMed:12717442, ECO:0000269|PubMed:15062096, ECO:0000269|PubMed:15120066, ECO:0000269|PubMed:15620644, ECO:0000269|PubMed:15819623, ECO:0000269|PubMed:16027219, ECO:0000269|PubMed:9784122}."
YNL147W	-0.245062935	6.263221346	0.055252248	0.092531442	U6 snRNA-associated Sm-like protein LSm7	PEX29 YDR479C	"FUNCTION: Involved in the regulation of peroxisome number, size and distribution. {ECO:0000269|PubMed:12707309}."
YNL314W	0.342806918	5.53779958	0.055266745	0.092531442	Protein DAL82	RFC5 YBR087W YBR0810	"FUNCTION: Component of ATP-dependent clamp loader (RFC and RFC-like) complexes for DNA clamps, such as the POL30/PCNA homotrimer and the checkpoint clamp DDC1:MEC3:RAD17 complex. During a clamp loading circle, the RFC:clamp complex binds to DNA and the recognition of the double-stranded/single-stranded junction stimulates ATP hydrolysis by RFC. The complex presumably provides bipartite ATP sites in which one subunit supplies a catalytic site for hydrolysis of ATP bound to the neighboring subunit. Dissociation of RFC from the clamp leaves the clamp encircling DNA. Component of the replication factor C (RFC or activator 1) complex which loads POL30/PCNA and acts during elongation of primed DNA templates by DNA polymerase delta and epsilon. RFC has an essential but redundant activity in sister chromatid cohesion establishment. Component of the RFC-like complex CTF18-RFC which is required for efficient establishment of chromosome cohesion during S-phase and may load or unload POL30/PCNA. Component of the RFC-like RAD24-RFC complex which loads the checkpoint clamp DDC1:MEC3:RAD17 complex and is involved in DNA repair pathways. Component of the RFC-like ELG1-RFC complex which appears to have a role in DNA replication, replication fork re-start, recombination and repair. {ECO:0000269|PubMed:10913172, ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:12665596, ECO:0000269|PubMed:15964801}."
YNL049C	-0.246178035	6.8951058	0.055313148	0.09257088	SED5-binding protein 2 (SEC24-related protein 2)	NTR2 YKR022C	"FUNCTION: Involved in pre-mRNA splicing and spliceosome disassembly. Promotes release of excised lariat intron from the spliceosome by acting as a receptor for PRP43. This targeting of PRP43 leads to disassembly of the spliceosome with the separation of the U2, U5, U6 snRNPs and the NTC complex. {ECO:0000269|PubMed:16357217, ECO:0000269|PubMed:16880513}."
YKL175W	0.2560857	7.622085564	0.055321059	0.09257088	Zinc-regulated transporter 3 (Vacuolar membrane zinc transporter)	BMH2 YDR099W YD8557.08	
YER184C	-0.539446626	4.230256159	0.05548377	0.092817347	Uncharacterized transcriptional regulatory protein YER184C	ARG2 YJL071W HRB574 J1091	"FUNCTION: N-acetylglutamate synthase involved in arginine biosynthesis. {ECO:0000269|PubMed:11553611, ECO:0000269|PubMed:205532}."
YCR032W	-0.491514713	6.086258329	0.055685882	0.09312957	Beige protein homolog 1	PBY1 YBR094W YBR0821	"FUNCTION: Probable P-body-associated tubulin--tyrosine ligase. {ECO:0000250, ECO:0000269|PubMed:17307817}."
YPL270W	-0.285230139	7.214392592	0.055716027	0.093154102	"ATP-dependent permease MDL2, mitochondrial (Multidrug resistance-like protein 2)"	FPR1 FKB1 RBP1 YNL135C N1213 N1845	FUNCTION: PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.
YOR185C	0.937033198	6.073648776	0.055748328	0.093168701	GTP-binding nuclear protein GSP2/CNR2	MED11 YMR112C YM9718.11C	"FUNCTION: Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. The Mediator complex, having a compact conformation in its free form, is recruited to promoters by direct interactions with regulatory proteins and serves for the assembly of a functional preinitiation complex (PIC) with RNA polymerase II and the general transcription factors. The Mediator complex unfolds to an extended conformation and partially surrounds RNA polymerase II, specifically interacting with the unphosphorylated form of the C-terminal domain (CTD) of RNA polymerase II. The Mediator complex dissociates from the RNA polymerase II holoenzyme and stays at the promoter when transcriptional elongation begins. The essential MED11/22 heterodimer specifically functions in promoting stable PIC formation. {ECO:0000269|PubMed:16076843, ECO:0000269|PubMed:16263706, ECO:0000269|PubMed:16885025, ECO:0000269|PubMed:18691966}."
YFL039C	-0.434356191	10.08248225	0.055781281	0.093168701	Actin	YLR257W	
YHR054C	0.754444474	0.254888739	0.055784664	0.093168701	Uncharacterized protein YHR054C	FAA2 FAM1 YER015W	"FUNCTION: Esterification, concomitant with transport, of endogenous long-chain fatty acids into metabolically active CoA thioesters for subsequent degradation or incorporation into phospholipids. Preferentially acts on C9:0-C13:0 fatty acids although C7:0-C17:0 fatty acids are tolerated."
YLR179C	-0.4103147	7.223901705	0.055786675	0.093168701	Uncharacterized protein YLR179C	YNL146W N1203 N1785	
YNR003C	-0.432852879	5.641626688	0.055980245	0.093466045	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (C34) (DNA-directed RNA polymerase III 36 kDa polypeptide)	MBR1 YKL093W YKL440	"FUNCTION: Participates in mitochondrial biogenesis and stress response. {ECO:0000269|PubMed:8208248, ECO:0000269|PubMed:9267436}."
YHR097C	0.846175512	6.941850182	0.056128489	0.09368757	Uncharacterized protein YHR097C	RRN9 YMR270C YM8156.12C	FUNCTION: Component of the UAF (upstream activation factor) complex which interacts with the upstream element of the RNA polymerase I promoter and forms a stable preinitiation complex. Together with SPT15/TBP UAF seems to stimulate basal transcription to a fully activated level. {ECO:0000269|PubMed:9837969}.
YLR031W	0.83878627	4.028429467	0.056160521	0.093715047	Putative uncharacterized protein YLR031W	MRPL16 RML16 YBL038W YBL0411	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:24675956, ECO:0000305|PubMed:25609543}."
YOR304C-A	0.408154891	5.137477629	0.056182448	0.093725653	Uncharacterized protein YOR304C-A	MGT1 YDL200C D1204	"FUNCTION: Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated. Prefers double-stranded DNA over single-stranded DNA as substrate. {ECO:0000269|PubMed:1993655, ECO:0000269|PubMed:2065659, ECO:0000269|PubMed:2403555}."
YDL062W	-0.902087441	0.634510069	0.056271906	0.093848879	Putative uncharacterized protein YDL062W	ECI1 YLR284C	FUNCTION: Essential for the beta oxidation of unsaturated fatty acids. {ECO:0000269|PubMed:9837886}.
YFL010C	0.403272734	7.102349449	0.056381907	0.094004136	WW domain-containing protein WWM1 (WW domain-containing protein interacting with metacaspase)	YHL042W	
YML100W	1.10102125	7.769362414	0.056396234	0.094004136	"Trehalose synthase complex regulatory subunit TSL1 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 123 kDa subunit)"	HOC1 YJR075W J1830	"FUNCTION: The M-Pol II complex possesses alpha-1,6-mannosyltransferase activity and is probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins."
YOL109W	0.313813267	10.74193055	0.056472994	0.094106021	Protein ZEO1 (Zeocin resistance protein 1)	TFB4 YPR056W	"FUNCTION: Acts as component of the general transcription and DNA repair factor IIH (TFIIH) core, which is essential for both basal and activated transcription, and is involved in nucleotide excision repair (NER) of damaged DNA. TFIIH has CTD kinase and DNA-dependent ATPase activity, and is essential for polymerase II transcription in vitro. {ECO:0000269|PubMed:10506223, ECO:0000269|PubMed:7961739, ECO:0000269|PubMed:8631896}."
YNL325C	-0.412357555	5.183149169	0.056489679	0.094107771	"Polyphosphoinositide phosphatase (EC 3.1.3.-) (Factor-induced gene 4 protein) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase)"	ROT1 YMR200W YM8325.01	"FUNCTION: Required for normal levels of the cell wall 1,6-beta-glucan. Involved in a protein folding machinery chaperoning proteins acting in various physiological processes including cell wall synthesis and lysis of autophagic bodies. Controls actin cytoskeleton polarization to the mother-bud neck and CLB2 protein stability. {ECO:0000269|PubMed:15470097, ECO:0000269|PubMed:16567426, ECO:0000269|PubMed:16874095, ECO:0000269|PubMed:17397129, ECO:0000269|PubMed:17606994, ECO:0000269|PubMed:17914748, ECO:0000269|PubMed:9038344, ECO:0000269|PubMed:9545237}."
YPR201W	0.385046897	3.875766677	0.056511419	0.09411794	Arsenical-resistance protein 3 (Arsenic compounds resistance protein 3) (As(III)/H(+) and Sb(III)/H(+)antiporter)	BIT61 YJL058C J1141	"FUNCTION: Component of TORC2, which regulates cell cycle-dependent polarization of the actin-cytoskeleton and cell wall integrity. TORC2 controls polarity of the actin cytoskeleton, which is required for orienting the secretory pathway toward discrete growth sites, via the RHO1/PKC1/MAPK cell integrity pathway. {ECO:0000269|PubMed:14736892}."
YNL162W-A	-0.854269569	3.785971917	0.056576445	0.094200172	Uncharacterized protein YNL162W-A	STF1 AIS2 YDL130W-A YDL130BW	"FUNCTION: This is 1 of 2 proteins that can stabilize the ATPase-inhibitor complex, which normally dissociates when externally added ATP has been consumed."
YJL148W	-0.545783346	7.424272889	0.056637247	0.094258216	DNA-directed RNA polymerase I subunit RPA34 (A34) (DNA-directed DNA-dependent RNA polymerase 34.5 kDa polypeptide) (A34.5)	SHR3 YDL212W D1022	"FUNCTION: Involved in amino acid permease processing and required for the efficient translocation of structurally related amino acid permeases from the endoplasmic reticulum to the plasma membrane. SHR3 may function as a permease-specific ""adaptor"" molecule that functions in conjunction with the SEC62/SEC63 complex. Yeast cells may require SHR3 to expedite the processing of permeases to ensure their rapid expression at the plasma membrane in response to changing environmental conditions."
YKR028W	-0.285949157	8.082681088	0.056642626	0.094258216	SIT4-associating protein SAP190	YPL216W	FUNCTION: May be required for the activity of an ISWI chromatin-remodeling complex. {ECO:0000250}.
YGR189C	-0.325483498	9.184981346	0.057110115	0.095000398	Probable glycosidase CRH1 (EC 3.2.-.-) (Congo red hypersensitive protein 1)	IRC19 RRG4 YLL033W	"FUNCTION: Involved in sporulation and maintenance of the mitochondrial DNA. Is probably involved in a pathway contributing to genomic integrity. {ECO:0000269|PubMed:11921089, ECO:0000269|PubMed:12432101, ECO:0000269|PubMed:19751518}."
YOR198C	-0.291596474	9.133404556	0.057120193	0.095000398	Nuclear segregation protein BFR1 (Brefeldin A resistance protein 1)	YPT6 YLR262C L8479.11	FUNCTION: Protein transport. Might participate in post-Golgi transport.
YFR002W	0.308607012	7.987589905	0.05713665	0.095001519	Nucleoporin NIC96 (96 kDa nucleoporin-interacting component) (Nuclear pore protein NIC96)	SWP1 YMR149W YM9375.19	FUNCTION: Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity.
YGL019W	0.254365059	7.320584797	0.057157865	0.095010546	Casein kinase II subunit beta (CK II beta)	HEF3 YEF3B ZRG7 YNL014W N2846	"FUNCTION: Weakly expressed functional homolog of translation elongation factor 3A (YEF3), not required for survival. Can complement loss of YEF3 when expressed from the YEF3 or ADH1 promoters. Required for the ATP-dependent release of deacylated tRNA from the ribosomal E-site during protein biosynthesis. Stimulates the eEF1A-dependent binding of aminoacyl-tRNA to the ribosomal A-site, which has reduced affinity for tRNA as long as the E-site is occupied."
