Orthogroup	A_s288c	B_s288c
OG0003943	Q2V2P7 YD461_YEAST Uncharacterized protein YDR461C-A GN=YDR461C-A PE=4 SV=1	Q2V2P7 YD461_YEAST Uncharacterized protein YDR461C-A GN=YDR461C-A PE=4 SV=1
OG0003944	P48568 YD186_YEAST Uncharacterized protein YDL186W GN=YDL186W PE=4 SV=1	P48568 YD186_YEAST Uncharacterized protein YDL186W GN=YDL186W PE=4 SV=1
OG0003945	P40028 YEN1_YEAST Holliday junction resolvase YEN1 GN=YEN1 PE=1 SV=2	P40028 YEN1_YEAST Holliday junction resolvase YEN1 GN=YEN1 PE=1 SV=2
OG0003946	P32792 YHH7_YEAST UPF0744 protein YSC83 GN=YSC83 PE=1 SV=1	P32792 YHH7_YEAST UPF0744 protein YSC83 GN=YSC83 PE=1 SV=1
OG0003947	P53110 YGP9_YEAST Uncharacterized protein YGL159W GN=YGL159W PE=1 SV=1	P53110 YGP9_YEAST Uncharacterized protein YGL159W GN=YGL159W PE=1 SV=1
OG0003948	P40560 YIA1_YEAST Ankyrin repeat-containing protein YIL001W GN=YIL001W PE=1 SV=1	P40560 YIA1_YEAST Ankyrin repeat-containing protein YIL001W GN=YIL001W PE=1 SV=1
OG0003949	P38831 YHS5_YEAST Uncharacterized protein YHR125W GN=YHR125W PE=4 SV=1	P38831 YHS5_YEAST Uncharacterized protein YHR125W GN=YHR125W PE=4 SV=1
OG0003950	P53093 YIP4_YEAST Protein YIP4 GN=YIP4 PE=1 SV=2	P53093 YIP4_YEAST Protein YIP4 GN=YIP4 PE=1 SV=2
OG0003951	P0C5P0 YJ197_YEAST Uncharacterized protein YJL197C-A GN=YJL197C-A PE=1 SV=1	P0C5P0 YJ197_YEAST Uncharacterized protein YJL197C-A GN=YJL197C-A PE=1 SV=1
OG0003952	P47114 YJ24_YEAST Uncharacterized vacuolar membrane protein YJR054W GN=YJR054W PE=1 SV=1	P47114 YJ24_YEAST Uncharacterized vacuolar membrane protein YJR054W GN=YJR054W PE=1 SV=1
OG0003953	Q3E814 YL006_YEAST Uncharacterized protein YLL006W-A GN=YLL006W-A PE=4 SV=1	Q3E814 YL006_YEAST Uncharacterized protein YLL006W-A GN=YLL006W-A PE=4 SV=1
OG0003954	Q05867 YL283_YEAST Uncharacterized protein YLR283W_ mitochondrial GN=YLR283W PE=1 SV=1	Q05867 YL283_YEAST Uncharacterized protein YLR283W_ mitochondrial GN=YLR283W PE=1 SV=1
OG0003955	Q3E795 YL361_YEAST Uncharacterized protein YLR361C-A GN=YLR361C-A PE=1 SV=1	Q3E795 YL361_YEAST Uncharacterized protein YLR361C-A GN=YLR361C-A PE=1 SV=1
OG0003956	Q3E747 YL363_YEAST Uncharacterized protein YLR363W-A GN=YLR363W-A PE=1 SV=1	Q3E747 YL363_YEAST Uncharacterized protein YLR363W-A GN=YLR363W-A PE=1 SV=1
OG0003957	O13544 YL302_YEAST Uncharacterized protein YLR302C GN=YLR302C PE=4 SV=1	O13544 YL302_YEAST Uncharacterized protein YLR302C GN=YLR302C PE=4 SV=1
OG0003958	Q06170 YL326_YEAST Uncharacterized membrane protein YLR326W GN=YLR326W PE=1 SV=1	Q06170 YL326_YEAST Uncharacterized membrane protein YLR326W GN=YLR326W PE=1 SV=1
OG0003959	Q3E742 YL412_YEAST Uncharacterized protein YLR412C-A GN=YLR412C-A PE=4 SV=1	Q3E742 YL412_YEAST Uncharacterized protein YLR412C-A GN=YLR412C-A PE=4 SV=1
OG0003960	P32795 YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 GN=YME1 PE=1 SV=1	P32795 YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 GN=YME1 PE=1 SV=1
OG0003961	Q04436 YMZ3_YEAST Uncharacterized protein YMR103C GN=YMR103C PE=4 SV=1	Q04436 YMZ3_YEAST Uncharacterized protein YMR103C GN=YMR103C PE=4 SV=1
OG0003962	Q06247 YL173_YEAST Putative uncharacterized protein YLR173W GN=YLR173W PE=1 SV=1	Q06247 YL173_YEAST Putative uncharacterized protein YLR173W GN=YLR173W PE=1 SV=1
OG0003963	P53750 YN93_YEAST Uncharacterized hydrolase YNR064C GN=YNR064C PE=3 SV=1	P53750 YN93_YEAST Uncharacterized hydrolase YNR064C GN=YNR064C PE=3 SV=1
OG0003964	P53908 YNO3_YEAST Uncharacterized membrane protein YNL143C GN=YNL143C PE=1 SV=1	P53908 YNO3_YEAST Uncharacterized membrane protein YNL143C GN=YNL143C PE=1 SV=1
OG0003965	Q99247 YO087_YEAST Uncharacterized WD repeat-containing protein YOL087C GN=YOL087C PE=1 SV=1	Q99247 YO087_YEAST Uncharacterized WD repeat-containing protein YOL087C GN=YOL087C PE=1 SV=1
OG0003966	Q12506 YO314_YEAST Uncharacterized protein YOR314W GN=YOR314W PE=4 SV=1	Q12506 YO314_YEAST Uncharacterized protein YOR314W GN=YOR314W PE=4 SV=1
OG0003967	Q3E806 YO316_YEAST Uncharacterized protein YOR316C-A GN=YOR316C-A PE=4 SV=1	Q3E806 YO316_YEAST Uncharacterized protein YOR316C-A GN=YOR316C-A PE=4 SV=1
OG0003968	Q99210 YO111_YEAST Maf-like protein YOR111W GN=YOR111W PE=1 SV=1	Q99210 YO111_YEAST Maf-like protein YOR111W GN=YOR111W PE=1 SV=1
OG0003969	Q8TGS2 YO19A_YEAST Uncharacterized protein YOL019W-A GN=YOL019W-A PE=4 SV=1	Q8TGS2 YO19A_YEAST Uncharacterized protein YOL019W-A GN=YOL019W-A PE=4 SV=1
OG0003970	Q12169 YO015_YEAST Uncharacterized protein YOR015W GN=YOR015W PE=4 SV=1	Q12169 YO015_YEAST Uncharacterized protein YOR015W GN=YOR015W PE=4 SV=1
OG0003971	Q99248 YO019_YEAST Uncharacterized protein YOR019W GN=YOR019W PE=2 SV=1	Q99248 YO019_YEAST Uncharacterized protein YOR019W GN=YOR019W PE=2 SV=1
OG0003972	Q3E824 YO020_YEAST Uncharacterized protein YOR020W-A GN=YOR020W-A PE=1 SV=1	Q3E824 YO020_YEAST Uncharacterized protein YOR020W-A GN=YOR020W-A PE=1 SV=1
OG0003973	Q08172 YO024_YEAST Putative uncharacterized protein YOL024W GN=YOL024W PE=4 SV=1	Q08172 YO024_YEAST Putative uncharacterized protein YOL024W GN=YOL024W PE=4 SV=1
OG0003974	Q12015 YO223_YEAST Transmembrane protein YOR223W GN=YOR223W PE=1 SV=1	Q12015 YO223_YEAST Transmembrane protein YOR223W GN=YOR223W PE=1 SV=1
OG0003975	Q3E805 YO376_YEAST Uncharacterized protein YOR376W-A GN=YOR376W-A PE=4 SV=1	Q3E805 YO376_YEAST Uncharacterized protein YOR376W-A GN=YOR376W-A PE=4 SV=1
OG0003976	P0C272 YO13A_YEAST Uncharacterized protein YOL013W-A GN=YOL013W-A PE=4 SV=1	P0C272 YO13A_YEAST Uncharacterized protein YOL013W-A GN=YOL013W-A PE=4 SV=1
OG0003977	Q08448 YO059_YEAST Putative lipase YOR059C GN=YOR059C PE=1 SV=1	Q08448 YO059_YEAST Putative lipase YOR059C GN=YOR059C PE=1 SV=1
OG0003978	Q12402 YOP1_YEAST Protein YOP1 GN=YOP1 PE=1 SV=3	Q12402 YOP1_YEAST Protein YOP1 GN=YOP1 PE=1 SV=3
OG0003979	A5Z2X5 YP010_YEAST UPF0495 protein YPR010C-A GN=YPR010C-A PE=3 SV=1	A5Z2X5 YP010_YEAST UPF0495 protein YPR010C-A GN=YPR010C-A PE=3 SV=1
OG0003980	Q12204 YOR22_YEAST Probable phospholipase YOR022C_ mitochondrial GN=YOR022C PE=1 SV=1	Q12204 YOR22_YEAST Probable phospholipase YOR022C_ mitochondrial GN=YOR022C PE=1 SV=1
OG0003981	Q02873 YP107_YEAST UPF0651 protein YPL107W_ mitochondrial GN=YPL107W PE=1 SV=1	Q02873 YP107_YEAST UPF0651 protein YPL107W_ mitochondrial GN=YPL107W PE=1 SV=1
OG0003982	Q02864 YP071_YEAST Uncharacterized protein YPL071C GN=YPL071C PE=1 SV=1	Q02864 YP071_YEAST Uncharacterized protein YPL071C GN=YPL071C PE=1 SV=1
OG0003983	Q06522 YP147_YEAST Uncharacterized protein YPR147C GN=YPR147C PE=1 SV=1	Q06522 YP147_YEAST Uncharacterized protein YPR147C GN=YPR147C PE=1 SV=1
OG0003984	Q06537 YP153_YEAST Uncharacterized protein YPR153W GN=YPR153W PE=2 SV=2	Q06537 YP153_YEAST Uncharacterized protein YPR153W GN=YPR153W PE=2 SV=2
OG0003985	Q06616 YP174_YEAST Nuclear envelope protein YPR174C GN=YPR174C PE=1 SV=1	Q06616 YP174_YEAST Nuclear envelope protein YPR174C GN=YPR174C PE=1 SV=1
OG0003986	P38279 YPQ3_YEAST Probable vacuolar amino acid transporter YPQ3 GN=RTC2 PE=1 SV=1	P38279 YPQ3_YEAST Probable vacuolar amino acid transporter YPQ3 GN=RTC2 PE=1 SV=1
OG0003987	P38815 YPT35_YEAST PX domain-containing protein YPT35 GN=YPT35 PE=1 SV=1	P38815 YPT35_YEAST PX domain-containing protein YPT35 GN=YPT35 PE=1 SV=1
OG0003988	P40341 YTA12_YEAST Mitochondrial respiratory chain complexes assembly protein YTA12 GN=YTA12 PE=1 SV=2	P40341 YTA12_YEAST Mitochondrial respiratory chain complexes assembly protein YTA12 GN=YTA12 PE=1 SV=2
OG0003989	Q03205 YD042_YEAST Uncharacterized protein YDR042C GN=YDR042C PE=4 SV=1	Q03205 YD042_YEAST Uncharacterized protein YDR042C GN=YDR042C PE=4 SV=1
OG0003990	P0C270 YE38A_YEAST Putative uncharacterized protein YER138W-A GN=YER138W-A PE=4 SV=1	P0C270 YE38A_YEAST Putative uncharacterized protein YER138W-A GN=YER138W-A PE=4 SV=1
OG0003991	Q04597 YDR14_YEAST Uncharacterized protein YDR114C GN=YDR114C PE=4 SV=1	Q04597 YDR14_YEAST Uncharacterized protein YDR114C GN=YDR114C PE=4 SV=1
OG0003992	Q04925 YDR22_YEAST SVF1-like protein YDR222W GN=YDR222W PE=1 SV=1	Q04925 YDR22_YEAST SVF1-like protein YDR222W GN=YDR222W PE=1 SV=1
OG0003993	P40057 YER4_YEAST Uncharacterized protein YER084W GN=YER084W PE=1 SV=1	P40057 YER4_YEAST Uncharacterized protein YER084W GN=YER084W PE=1 SV=1
OG0003994	Q07451 YET3_YEAST Endoplasmic reticulum transmembrane protein 3 GN=YET3 PE=1 SV=1	Q07451 YET3_YEAST Endoplasmic reticulum transmembrane protein 3 GN=YET3 PE=1 SV=1
OG0003995	Q05451 YH50_YEAST Putative uncharacterized protein YHR050W-A GN=YHR050W-A PE=4 SV=1	Q05451 YH50_YEAST Putative uncharacterized protein YHR050W-A GN=YHR050W-A PE=4 SV=1
OG0003996	P53100 YGT5_YEAST Putative 2-hydroxyacid dehydrogenase YGL185C GN=YGL185C PE=1 SV=1	P53100 YGT5_YEAST Putative 2-hydroxyacid dehydrogenase YGL185C GN=YGL185C PE=1 SV=1
OG0003997	P53307 YG4O_YEAST Uncharacterized protein YGR219W GN=YGR219W PE=1 SV=1	P53307 YG4O_YEAST Uncharacterized protein YGR219W GN=YGR219W PE=1 SV=1
OG0003998	P38740 YHC6_YEAST Uncharacterized protein YHL026C GN=YHL026C PE=1 SV=2	P38740 YHC6_YEAST Uncharacterized protein YHL026C GN=YHL026C PE=1 SV=2
OG0003999	P53071 YGY5_YEAST Uncharacterized protein YGL235W GN=YGL235W PE=4 SV=1	P53071 YGY5_YEAST Uncharacterized protein YGL235W GN=YGL235W PE=4 SV=1
OG0004000	P38750 YHA8_YEAST Uncharacterized transporter YHL008C GN=YHL008C PE=1 SV=1	P38750 YHA8_YEAST Uncharacterized transporter YHL008C GN=YHL008C PE=1 SV=1
OG0004001	P40538 YIC9_YEAST Uncharacterized protein YIL029C GN=YIL029C PE=4 SV=1	P40538 YIC9_YEAST Uncharacterized protein YIL029C GN=YIL029C PE=4 SV=1
OG0004002	P38727 YHE4_YEAST DUP240 protein YHL044W GN=YHL044W PE=1 SV=1	P38727 YHE4_YEAST DUP240 protein YHL044W GN=YHL044W PE=1 SV=1
OG0004003	P0CI67 YHU3_YEAST Uncharacterized protein YHR213W GN=YHR213W PE=3 SV=1	P0CI67 YHU3_YEAST Uncharacterized protein YHR213W GN=YHR213W PE=3 SV=1
OG0004004	Q3E7Z3 YI018_YEAST Uncharacterized protein YIR018C-A GN=YIR018C-A PE=1 SV=1	Q3E7Z3 YI018_YEAST Uncharacterized protein YIR018C-A GN=YIR018C-A PE=1 SV=1
OG0004005	Q8TGN5 YI105_YEAST Uncharacterized protein YIL105W-A GN=YIL105W-A PE=4 SV=1	Q8TGN5 YI105_YEAST Uncharacterized protein YIL105W-A GN=YIL105W-A PE=4 SV=1
OG0004006	P25637 YIH1_YEAST Protein IMPACT homolog GN=YIH1 PE=1 SV=1	P25637 YIH1_YEAST Protein IMPACT homolog GN=YIH1 PE=1 SV=1
OG0004007	Q08956 YIG1_YEAST Protein YIG1 GN=YIG1 PE=4 SV=1	Q08956 YIG1_YEAST Protein YIG1 GN=YIG1 PE=4 SV=1
OG0004008	P53108 YIP5_YEAST Protein YIP5 GN=YIP5 PE=1 SV=1	P53108 YIP5_YEAST Protein YIP5 GN=YIP5 PE=1 SV=1
OG0004009	P47048 YJE9_YEAST Uncharacterized protein YJL049W GN=YJL049W PE=1 SV=1	P47048 YJE9_YEAST Uncharacterized protein YJL049W GN=YJL049W PE=1 SV=1
OG0004010	P40575 YIU0_YEAST Uncharacterized protein YIR020C GN=YIR020C PE=4 SV=1	P40575 YIU0_YEAST Uncharacterized protein YIR020C GN=YIR020C PE=4 SV=1
OG0004011	P40570 YIT4_YEAST Putative uncharacterized protein YIR014W GN=YIR014W PE=4 SV=2	P40570 YIT4_YEAST Putative uncharacterized protein YIR014W GN=YIR014W PE=4 SV=2
OG0004012	Q3E737 YJ047_YEAST Uncharacterized protein YJL047C-A GN=YJL047C-A PE=4 SV=1	Q3E737 YJ047_YEAST Uncharacterized protein YJL047C-A GN=YJL047C-A PE=4 SV=1
OG0004013	Q04471 YM04_YEAST Putative peptidase YMR114C GN=YMR114C PE=1 SV=1	Q04471 YM04_YEAST Putative peptidase YMR114C GN=YMR114C PE=1 SV=1
OG0004014	Q06146 YL257_YEAST Uncharacterized protein YLR257W GN=YLR257W PE=1 SV=1	Q06146 YL257_YEAST Uncharacterized protein YLR257W GN=YLR257W PE=1 SV=1
OG0004015	P38746 YLF2_YEAST Obg-like ATPase homolog GN=YLF2 PE=1 SV=1	P38746 YLF2_YEAST Obg-like ATPase homolog GN=YLF2 PE=1 SV=1
OG0004016	Q3E7B5 YM230_YEAST Uncharacterized protein YMR230W-A GN=YMR230W-A PE=4 SV=1	Q3E7B5 YM230_YEAST Uncharacterized protein YMR230W-A GN=YMR230W-A PE=4 SV=1
OG0004017	P53947 YNF8_YEAST Vacuolar membrane protein YNL058C GN=YNL058C PE=1 SV=1	P53947 YNF8_YEAST Vacuolar membrane protein YNL058C GN=YNL058C PE=1 SV=1
OG0004018	Q03703 YMD7_YEAST Uncharacterized protein YML037C GN=YML037C PE=1 SV=1	Q03703 YMD7_YEAST Uncharacterized protein YML037C GN=YML037C PE=1 SV=1
OG0004019	Q8TGJ2 YN075_YEAST Putative UPF0377 protein YNR075C-A GN=YNR075C-A PE=3 SV=1	Q8TGJ2 YN075_YEAST Putative UPF0377 protein YNR075C-A GN=YNR075C-A PE=3 SV=1
OG0004020	P53929 YNK8_YEAST Uncharacterized protein YNL108C GN=YNL108C PE=1 SV=1	P53929 YNK8_YEAST Uncharacterized protein YNL108C GN=YNL108C PE=1 SV=1
OG0004021	P53921 YNM2_YEAST 54S ribosomal protein bL35m GN=YNL122C PE=1 SV=1	P53921 YNM2_YEAST 54S ribosomal protein bL35m GN=YNL122C PE=1 SV=1
OG0004022	P53876 YNS4_YEAST Uncharacterized protein YNL184C GN=YNL184C PE=1 SV=1	P53876 YNS4_YEAST Uncharacterized protein YNL184C GN=YNL184C PE=1 SV=1
OG0004023	P53906 YNO6_YEAST Uncharacterized protein YNL146W GN=YNL146W PE=1 SV=2	P53906 YNO6_YEAST Uncharacterized protein YNL146W GN=YNL146W PE=1 SV=2
OG0004024	P40009 YND1_YEAST Golgi apyrase GN=YND1 PE=1 SV=1	P40009 YND1_YEAST Golgi apyrase GN=YND1 PE=1 SV=1
OG0004025	P40166 YNT8_YEAST Uncharacterized protein YNL198C_ mitochondrial GN=YNL198C PE=1 SV=1	P40166 YNT8_YEAST Uncharacterized protein YNL198C_ mitochondrial GN=YNL198C PE=1 SV=1
OG0004026	Q8TGJ1 YO16A_YEAST UPF0320 protein YOL166W-A GN=YOL166W-A PE=3 SV=1	Q8TGJ1 YO16A_YEAST UPF0320 protein YOL166W-A GN=YOL166W-A PE=3 SV=1
OG0004027	Q08560 YO186_YEAST Putative uncharacterized protein YOR186W GN=YOR186W PE=4 SV=1	Q08560 YO186_YEAST Putative uncharacterized protein YOR186W GN=YOR186W PE=4 SV=1
OG0004028	Q3E736 YO192_YEAST Uncharacterized protein YOR192C-C GN=YOR192C-C PE=1 SV=1	Q3E736 YO192_YEAST Uncharacterized protein YOR192C-C GN=YOR192C-C PE=1 SV=1
OG0004029	Q3E807 YO011_YEAST Uncharacterized protein YOR011W-A GN=YOR011W-A PE=4 SV=1	Q3E807 YO011_YEAST Uncharacterized protein YOR011W-A GN=YOR011W-A PE=4 SV=1
OG0004030	Q12351 YO012_YEAST Uncharacterized protein YOR012W GN=YOR012W PE=4 SV=1	Q12351 YO012_YEAST Uncharacterized protein YOR012W GN=YOR012W PE=4 SV=1
OG0004031	Q08110 YO014_YEAST Putative uncharacterized protein YOL014W GN=YOL014W PE=4 SV=1	Q08110 YO014_YEAST Putative uncharacterized protein YOL014W GN=YOL014W PE=4 SV=1
OG0004032	Q12282 YO214_YEAST Cell wall protein YOR214C GN=YOR214C PE=1 SV=1	Q12282 YO214_YEAST Cell wall protein YOR214C GN=YOR214C PE=1 SV=1
OG0004033	Q08734 YO268_YEAST Uncharacterized protein YOR268C GN=YOR268C PE=4 SV=1	Q08734 YO268_YEAST Uncharacterized protein YOR268C GN=YOR268C PE=4 SV=1
OG0004034	Q8TGJ0 YO394_YEAST Uncharacterized protein YOR394C-A GN=YOR394C-A PE=4 SV=1	Q8TGJ0 YO394_YEAST Uncharacterized protein YOR394C-A GN=YOR394C-A PE=4 SV=1
OG0004035	Q12040 YO283_YEAST Broad-specificity phosphatase YOR283W GN=YOR283W PE=1 SV=1	Q12040 YO283_YEAST Broad-specificity phosphatase YOR283W GN=YOR283W PE=1 SV=1
OG0004036	Q12012 YO289_YEAST Uncharacterized protein YOR289W GN=YOR289W PE=1 SV=1	Q12012 YO289_YEAST Uncharacterized protein YOR289W GN=YOR289W PE=1 SV=1
OG0004037	Q3E769 YO59A_YEAST Uncharacterized protein YOL159C-A GN=YOL159C-A PE=1 SV=1	Q3E769 YO59A_YEAST Uncharacterized protein YOL159C-A GN=YOL159C-A PE=1 SV=1
OG0004038	Q12219 YORA4_YEAST Uncharacterized protein YOR114W GN=YOR114W PE=4 SV=1	Q12219 YORA4_YEAST Uncharacterized protein YOR114W GN=YOR114W PE=4 SV=1
OG0004039	Q12145 YP013_YEAST Zinc finger protein YPR013C GN=YPR013C PE=1 SV=1	Q12145 YP013_YEAST Zinc finger protein YPR013C GN=YPR013C PE=1 SV=1
OG0004040	Q02961 YP113_YEAST Putative 2-hydroxyacid dehydrogenase YPL113C GN=YPL113C PE=2 SV=1	Q02961 YP113_YEAST Putative 2-hydroxyacid dehydrogenase YPL113C GN=YPL113C PE=2 SV=1
OG0004041	Q06107 YP114_YEAST Uncharacterized TLC domain-containing protein YPR114W GN=YPR114W PE=1 SV=1	Q06107 YP114_YEAST Uncharacterized TLC domain-containing protein YPR114W GN=YPR114W PE=1 SV=1
OG0004042	Q12492 YP064_YEAST Uncharacterized protein YPR064W GN=YPR064W PE=4 SV=1	Q12492 YP064_YEAST Uncharacterized protein YPR064W GN=YPR064W PE=4 SV=1
OG0004043	Q07688 YPD1_YEAST Phosphorelay intermediate protein YPD1 GN=YPD1 PE=1 SV=1	Q07688 YPD1_YEAST Phosphorelay intermediate protein YPD1 GN=YPD1 PE=1 SV=1
OG0004044	P40323 YP073_YEAST Uncharacterized protein YPL073C GN=YPL073C PE=1 SV=2	P40323 YP073_YEAST Uncharacterized protein YPL073C GN=YPL073C PE=1 SV=2
OG0004045	Q12303 YPS3_YEAST Aspartic proteinase yapsin-3 GN=YPS3 PE=1 SV=1	Q12303 YPS3_YEAST Aspartic proteinase yapsin-3 GN=YPS3 PE=1 SV=1
OG0004046	Q06594 YP195_YEAST Uncharacterized protein YPR195C GN=YPR195C PE=4 SV=1	Q06594 YP195_YEAST Uncharacterized protein YPR195C GN=YPR195C PE=4 SV=1
OG0004047	Q08954 YP199_YEAST Smr domain-containing protein YPL199C GN=YPL199C PE=1 SV=1	Q08954 YP199_YEAST Smr domain-containing protein YPL199C GN=YPL199C PE=1 SV=1
OG0004048	Q08993 YP202_YEAST Putative uncharacterized protein YPR202W GN=YPR202W PE=5 SV=1	Q08993 YP202_YEAST Putative uncharacterized protein YPR202W GN=YPR202W PE=5 SV=1
OG0004049	P32793 YSC84_YEAST Protein YSC84 GN=YSC84 PE=1 SV=2	P32793 YSC84_YEAST Protein YSC84 GN=YSC84 PE=1 SV=2
OG0004050	P40022 YEM4_YEAST Uncharacterized protein YER034W GN=YER034W PE=1 SV=1	P40022 YEM4_YEAST Uncharacterized protein YER034W GN=YER034W PE=1 SV=1
OG0004051	Q03049 YD541_YEAST Putative uncharacterized oxidoreductase YDR541C GN=YDR541C PE=3 SV=2	Q03049 YD541_YEAST Putative uncharacterized oxidoreductase YDR541C GN=YDR541C PE=3 SV=2
OG0004052	Q12301 YD180_YEAST Uncharacterized membrane protein YDL180W GN=YDL180W PE=1 SV=1	Q12301 YD180_YEAST Uncharacterized membrane protein YDL180W GN=YDL180W PE=1 SV=1
OG0004053	Q3E818 YD194_YEAST Uncharacterized protein YDR194W-A GN=YDR194W-A PE=4 SV=1	Q3E818 YD194_YEAST Uncharacterized protein YDR194W-A GN=YDR194W-A PE=4 SV=1
OG0004054	P40049 YEQ6_YEAST Putative uncharacterized protein YER076C GN=YER076C PE=3 SV=1	P40049 YEQ6_YEAST Putative uncharacterized protein YER076C GN=YER076C PE=3 SV=1
OG0004055	P43551 YFF2_YEAST Uncharacterized transcriptional regulatory protein YFL052W GN=YFL052W PE=3 SV=1	P43551 YFF2_YEAST Uncharacterized transcriptional regulatory protein YFL052W GN=YFL052W PE=3 SV=1
OG0004056	P43564 YFD4_YEAST Uncharacterized membrane protein YFL034W GN=YFL034W PE=1 SV=2	P43564 YFD4_YEAST Uncharacterized membrane protein YFL034W GN=YFL034W PE=1 SV=2
OG0004057	P43578 YFB5_YEAST Uncharacterized protein YFL015C GN=YFL015C PE=4 SV=1	P43578 YFB5_YEAST Uncharacterized protein YFL015C GN=YFL015C PE=4 SV=1
OG0004058	P43597 YFI6_YEAST Uncharacterized protein YFR016C GN=YFR016C PE=1 SV=1	P43597 YFI6_YEAST Uncharacterized protein YFR016C GN=YFR016C PE=1 SV=1
OG0004059	P43622 YFM4_YEAST Uncharacterized protein YFR054C GN=YFR054C PE=1 SV=1	P43622 YFM4_YEAST Uncharacterized protein YFR054C GN=YFR054C PE=1 SV=1
OG0004060	P43625 YFM7_YEAST Uncharacterized protein YFR057W GN=YFR057W PE=4 SV=1	P43625 YFM7_YEAST Uncharacterized protein YFR057W GN=YFR057W PE=4 SV=1
OG0004061	P53326 YG5L_YEAST Uncharacterized protein YGR266W GN=YGR266W PE=1 SV=1	P53326 YG5L_YEAST Uncharacterized protein YGR266W GN=YGR266W PE=1 SV=1
OG0004062	P53249 YG2G_YEAST Putative uncharacterized protein YGR079W GN=YGR079W PE=3 SV=1	P53249 YG2G_YEAST Putative uncharacterized protein YGR079W GN=YGR079W PE=3 SV=1
OG0004063	P10356 YEY2_YEAST Uncharacterized protein YER152C GN=YER152C PE=1 SV=2	P10356 YEY2_YEAST Uncharacterized protein YER152C GN=YER152C PE=1 SV=2
OG0004064	P53273 YG35_YEAST Uncharacterized vacuolar membrane protein YGR125W GN=YGR125W PE=1 SV=1	P53273 YG35_YEAST Uncharacterized vacuolar membrane protein YGR125W GN=YGR125W PE=1 SV=1
OG0004065	Q3E7Z6 YH015_YEAST Uncharacterized protein YHL015W-A GN=YHL015W-A PE=1 SV=1	Q3E7Z6 YH015_YEAST Uncharacterized protein YHL015W-A GN=YHL015W-A PE=1 SV=1
OG0004066	P53155 YGI2_YEAST Uncharacterized protein YGL082W GN=YGL082W PE=1 SV=1	P53155 YGI2_YEAST Uncharacterized protein YGL082W GN=YGL082W PE=1 SV=1
OG0004067	P53089 YGV4_YEAST Uncharacterized protein YGL204C GN=YGL204C PE=4 SV=1	P53089 YGV4_YEAST Uncharacterized protein YGL204C GN=YGL204C PE=4 SV=1
OG0004068	Q2V2P4 YI156_YEAST Uncharacterized protein YIL156W-B GN=YIL156W-B PE=3 SV=1	Q2V2P4 YI156_YEAST Uncharacterized protein YIL156W-B GN=YIL156W-B PE=3 SV=1
OG0004069	P38729 YHE2_YEAST Putative uncharacterized protein YHL042W GN=YHL042W PE=3 SV=1	P38729 YHE2_YEAST Putative uncharacterized protein YHL042W GN=YHL042W PE=3 SV=1
OG0004070	P38842 YHU0_YEAST UPF0641 membrane protein YHR140W GN=YHR140W PE=1 SV=2	P38842 YHU0_YEAST UPF0641 membrane protein YHR140W GN=YHR140W PE=1 SV=2
OG0004071	P38775 YHK5_YEAST Putative uncharacterized protein YHR045W GN=YHR045W PE=4 SV=1	P38775 YHK5_YEAST Putative uncharacterized protein YHR045W GN=YHR045W PE=4 SV=1
OG0004072	P47174 YJ9K_YEAST Uncharacterized protein YJR146W GN=YJR146W PE=1 SV=1	P47174 YJ9K_YEAST Uncharacterized protein YJR146W GN=YJR146W PE=1 SV=1
OG0004073	Q05777 YL194_YEAST Cell wall protein YLR194C GN=YLR194C PE=1 SV=1	Q05777 YL194_YEAST Cell wall protein YLR194C GN=YLR194C PE=1 SV=1
OG0004074	O13578 YL415_YEAST Putative uncharacterized protein YLR415C_ mitochondrial GN=YLR415C PE=4 SV=1	O13578 YL415_YEAST Putative uncharacterized protein YLR415C_ mitochondrial GN=YLR415C PE=4 SV=1
OG0004075	Q07895 YL001_YEAST FAS1 domain-containing protein YLR001C GN=YLR001C PE=1 SV=1	Q07895 YL001_YEAST FAS1 domain-containing protein YLR001C GN=YLR001C PE=1 SV=1
OG0004076	Q12177 YL056_YEAST Uncharacterized protein YLL056C GN=YLL056C PE=2 SV=1	Q12177 YL056_YEAST Uncharacterized protein YLL056C GN=YLL056C PE=2 SV=1
OG0004077	Q05948 YL225_YEAST Uncharacterized SVF1-like protein YLR225C GN=YLR225C PE=1 SV=1	Q05948 YL225_YEAST Uncharacterized SVF1-like protein YLR225C GN=YLR225C PE=1 SV=1
OG0004078	Q07834 YL032_YEAST KH domain-containing protein YLL032C GN=YLL032C PE=1 SV=1	Q07834 YL032_YEAST KH domain-containing protein YLL032C GN=YLL032C PE=1 SV=1
OG0004079	O13574 YL255_YEAST Uncharacterized protein YLR255C GN=YLR255C PE=4 SV=1	O13574 YL255_YEAST Uncharacterized protein YLR255C GN=YLR255C PE=4 SV=1
OG0004080	Q04838 YM88_YEAST Uncharacterized protein YMR254C GN=YMR254C PE=4 SV=1	Q04838 YM88_YEAST Uncharacterized protein YMR254C GN=YMR254C PE=4 SV=1
