W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_D17854g	YALI0D14608g1_1	Q6C933	46.92028148	0	17.99844312	50.55142741	30.97294588	30.15217615	32.27752994	30.98687765	17.18504333	0	36.22350264	hypothetical protein conserved in the Yarrowia clade	
YALI1_D30324g	YALI0D23463g1_1	Q6C820	3.880524604	4.144913789	4.543888056	0	7.819431819	1.861808115	1.993042455	1.913348475	6.54964789	4.336247051	6.827623278	similar to uniprot|A3GHG4 Scheffersomyces stipitis SEC7 Guanine nucleotide exchange protein for ADP- robosylation factor	
YALI1_B26235g	YALI0B20086g1_1	Q6CDZ0	10.60038918	0	12.41249231	34.86241559	10.5637558	10.28382082	33.60461956	54.2040703	11.8515372	23.95154868	12.35453151	weakly similar to uniprot|P10662 Saccharomyces cerevisiae YDR347W MRP1 Mitochondrial ribosomal protein of the small subunit	
YALI1_E19371g	YALI0E16214g1_1	Q6C5Q1	25.55533108	27.29647535	0	27.53305017	12.59475841	12.26100273	13.12525109	38.46342875	28.57158843	43.11016905	44.96355292	similar to uniprot|P53212 Saccharomyces cerevisiae YGR021w	
YALI1_D20381g	YALI0D16467g1_1	Q6C8W0	35.25436776	0	41.28099084	37.98269227	35.13253385	34.20153683	36.61232023	17.38267314	59.50321645	39.39458291	0	weakly similar to uniprot|P29547 Saccharomyces cerevisiae YPL048w CAM1 translation elongation factor eEF1 gamma	
YALI1_E12987g	YALI0E10307g1_1	Q6C6D8	22.55984299	0	26.41637706	24.30574219	33.93964171	21.88611936	35.36918335	11.1234551	0	25.20923396	26.29302437	similar to uniprot|A1D414 Neosartorya fischeri NFIA_018580 Putative L-serine dehydratase	
YALI1_E16493g	YALI0E13508g1_1	Q6C608	40.71021076	0	11.65907528	21.69141843	40.56952225	29.48644843	20.90881689	9.927017118	22.50961211	22.49773069	0	similar to uniprot|P25294 Saccharomyces cerevisiae YNL007c SIS1 heat shock protein	
YALI1_E01614g	YALI0E01078g1_1	Q6C7G2	7.601679319	0	8.901162443	16.56039045	0	7.374663954	24.09831724	23.1347197	17.18504333	8.494408074	27.04436987	similar to uniprot|P14743 Saccharomyces cerevisiae YLR195c NMT1 N-myristoyltransferase (Glycylpeptide N- tetradecanoyltransferase)	2.3.1.97
YALI1_F34675g	YALI0F27313g1_1	Q6C071	28.87892682	0	33.81568835	31.11385795	28.77912549	13.85560608	45.27620418	28.79207047	15.96782303	15.95939461	33.65778419	weakly similar to uniprot|O13850 Schizosaccharomyces pombe hypothetical protein	
YALI1_D08946g	YALI0D06974g1_1	Q6CA02	50.4409521	26.64526986	29.21004624	13.29167347	24.8594551	36.53443461	12.81212511	24.87063699	0	0	0	similar to uniprot|Q05584 Saccharomyces cerevisiae YDR272W (ohnolog of YOR040W) GLO2 glyoxalase II (hydroxyacylglutathione hydrolase)	
YALI1_B29310g	YALI0B22484g1_1	Q6CDN9	4.573688128	0	0	2.436975419	2.254108813	0	4.749860656	2.255122721	10.33969277	12.96343677	8.047215961	similar to uniprot|Q06409 Saccharomyces cerevisiae YLR422W DOCK-like protein	
YALI1_D04331g	YALI0D03399g1_1	Q6CAE9	0	15.13600444	33.55147219	15.26718613	14.12156172	20.75360346	22.21647465	6.986985131	7.835213706	15.83469716	8.167750143	similar to uniprot|Q91YE4 Mus musculus PAF67 67 kDa polymerase-associated factor	
YALI1_E20070g	YALI0E16819g1_1	Q6C5M3	55.50815068	0	25.62500216	23.57759714	21.80837324	10.49956257	22.72694444	0	24.46693691	12.09378077	25.50534484	similar to uniprot|G8BF03 Candida parapsilosis CPAR2_201040 hypothetical protein	
YALI1_C20396g	YALI0C14652g1_1	Q6CBX5	24.61007025	26.28681169	58.26909174	13.11286091	37.02405939	23.87511895	64.8271912	37.04071297	13.60747402	13.60029148	14.18499253	similar to uniprot|C4R743 Komagataella pastoris PAS_chr4_0193 Uncharacterized protein	
YALI1_B09894g	YALI0B07579g1_1	Q6CFF2	12.46437638	0	9.667921136	8.895466557	8.227965455	3.961324267	0	12.42688848	0	9.226128372	14.52696954	some similarities with uniprot|P14922 Saccharomyces cerevisiae YBR112c CYC8 general repressor of transcription	
YALI1_D24361g	YALI0D19206g1_1	Q6C8J1	39.8304939	0	0	16.91836834	39.69284557	0	8.065137394	0	26.50410682	17.54725704	27.62897483	similar to uniprot|P36209 Schizosaccharomyces pombe Delta(24(24(1)))-sterol reductase ERG4 homologue	
YALI1_B12529g	YALI0B09383g1_1	Q6CF84	1.100627277	0	2.605947529	3.619727998	1.09682367	4.365654762	2.311228086	1.097317026	2.4881775	1.229883139	3.915683615	weakly similar to uniprot|Q03767 Saccharomyces cerevisiae YDR150W NUM1 tubulin binding	
YALI1_B25906g	YALI0B19800g1_1	Q6CE01	6.039481326	13.04406387	7.071911626	13.15711499	0	5.859119198	12.68242135	6.021316963	20.61177379	27.59304602	21.48656369	similar to uniprot|P19145 Saccharomyces cerevisiae YKR039W GAP1 General amino acid permease	
YALI1_D29237g	YALI0D22748g1_1	Q6C849	21.39246468	0	16.59294096	0	14.12156172	20.75360346	22.21647465	6.986985131	7.835213706	7.831077985	33.3948018	weakly similar to uniprot|O42947 Schizosaccharomyces pombe Hypothetical protein	
YALI1_E13823g	YALI0E11033g1_1	Q6C6A8	0	0	62.92256023	28.63213969	0	52.13170075	27.59912488	53.57486056	183.3939175	29.69645208	30.97315608	some similarities with uniprot|Q06090 Saccharomyces cerevisiae YPR100w	
YALI1_E35520g	YALI0E30129g1_1	Q6C433	0	0	6.785571932	12.62438714	11.677074	11.36763657	18.37073148	5.777515548	13.10057517	6.475493215	6.75388634	similar to uniprot|P32477 Saccharomyces cerevisiae YJL101c GSH1 glutamate--cysteine ligase	
YALI1_B08094g	YALI0B05962g1_1	Q6CFL0	12.90875762	27.88031783	30.56397542	42.45414627	26.0117279	38.22786011	13.40598621	0	14.4323589	14.42474095	15.04488657	hypothetical protein conserved in the Yarrowia clade	
YALI1_F34051g	YALI0F26609g1_1	Q6C097	0	23.44526073	0	35.70075974	0	21.29426707	34.41271721	33.03668712	12.13653371	0	12.65162364	similar to uniprot|P28789 Saccharomyces cerevisiae YDL205c HEM3 porphobilinogen deaminase	2.5.1.61
YALI1_E15115g	YALI0E12221g1_1	Q6C658	11.45764625	0	13.41629477	12.34434991	11.4180503	5.497179102	17.96322745	5.649357293	12.80997503	19.32829847	13.35364666	similar to uniprot|P32802 Saccharomyces cerevisiae YLR083C (ohnolog of YDR107C) EMP70 endosomal protein	
YALI1_E08709g	YALI0E07315g1_1	Q6C6Q2	19.769453	0	15.33406138	6.977576656	13.05018168	19.17906114	20.53094666	6.456893874	14.64107242	7.236946768	15.26245816	similar to uniprot|P39994 Saccharomyces cerevisiae YEL020c	
YALI1_F07630g	YALI0F05038g1_1	Q6C2U7	18.59267626	0	55.22161702	30.2405273	18.52842271	18.03742748	29.14948371	0	31.38119077	0	0	uniprot|Q6C2U7 Yarrowia lipolytica YALI0F05038g PDB2 3-methyl-2-oxobutanoate dehydrogenase (Lipoamide) E1 beta chain	
YALI1_B01084g	YALI0B00726g1_1	Q6CG56	10.60038918	22.8947067	12.41249231	23.09313199	32.24639756	20.79422381	11.00870241	10.56850742	23.96419789	11.84528151	24.98126893	highly similar to uniprot|P38791 Saccharomyces cerevisiae YHR068w DYS1 Deoxyhypusine synthase	2.5.1.46
YALI1_E11341g	YALI0E09196g1_1	Q6C6I8	12.46437638	0	14.59512225	13.42899058	25.11627969	36.91187415	26.1741803	25.1275771	13.93552801	13.92817231	29.37401005	similar to uniprot|P07273 Saccharomyces cerevisiae YGL043w DST1 TFIIS (transcription elongation factor)	
YALI1_A03029g			54.3277116	0	63.6148627	28.94716344	0	79.56622261	0	0	0	30.02318588	0	No description in CLIB122	
YALI1_D17410g	YALI0D14102g1_1	Q6C948	41.39572042	0	0	44.59932229	41.25266289	40.15948508	42.99022982	41.27121851	22.88864617	69.83186792	48.24584489	similar to uniprot|P40018 Saccharomyces cerevisiae YER029c SMB1 associated with U1 snRNP as part of the Sm- core that is common to all spliceosomal snRNPs	
YALI1_E26205g	YALI0E22220g1_1	Q6C503	35.4240974	0	41.47973522	18.87484503	17.45850786	34.36619768	36.78858764	35.31755577	39.60515041	39.58424532	20.41808707	similar to uniprot|P54837 Saccharomyces cerevisiae YML012w ERV25 component of the COPII-coated vesicles 25 Kda	
YALI1_B26926g	YALI0B20570g1_1	Q6CDX0	5.0856321	0	5.955004881	16.72555759	5.068056903	9.976215994	0	10.25238719	23.24739205	17.34727914	5.927197667	weakly similar to uniprot|P38678 Neurospora crassa Glucan synthase-1	
YALI1_E17431g	YALI0E14443g1_1	Q6C5X0	33.79645201	17.8528665	9.679030665	0	16.65633471	8.019132221	0	8.241125541	18.68683584	18.67697223	29.4077641	similar to uniprot|P38221 Saccharomyces cerevisiae YBR029c CDS1 CDP-diacylglycerol synthase singleton	2.7.7.41
YALI1_A20089g	YALI0A19096g1_1	Q6CGI2	0	0	70.48506098	0	0	34.75659282	24.64587204	35.7187582	40.05505931	0	13.67874097	"uniprot|Q6CGI2 Yarrowia lipolytica YALI0A19096g HTD2 Hydroxyacyl-thioester dehydratase, putative"	
YALI1_D30653g	YALI0D23705g1_1	Q6C811	14.74649344	0	11.43803197	10.52414779	0	9.476474857	15.31450922	0	10.92111544	10.91535086	5.63028504	similar to uniprot|P15303 Saccharomyces cerevisiae YPR181c SEC23 component of COPII coat of ER-golgi vesicles	
YALI1_F33764g	YALI0F26345g1_1	Q6C0A9	26.13298007	0	20.26989418	9.223566867	8.53144566	8.305366023	8.890791138	8.535283141	19.35384119	29.2019944	0	weakly similar to uniprot|P80428 Saccharomyces cerevisiae YJL081c ACT3 actin-related protein	
YALI1_E30462g	YALI0E25696g1_1	Q6C4L9	15.11491486	0	17.69876192	16.2846534	7.449275474	14.6635254	23.69707073	0	8.357384162	34.15210638	8.712082177	similar to uniprot|Q9HGM9 Schizosaccharomyces pombe DNAJ domain protein	
YALI1_E23790g	YALI0E19899g1_1	Q6C598	21.06325274	0	12.19760058	34.25885872	10.38087038	10.10578179	10.81811384	20.99990283	11.64635702	11.64020964	24.54877978	weakly similar to uniprot|Q7RZL5 Neurospora crassa NCU00350.1	
YALI1_E40467g	YALI0E34111g1_1	Q6C3K3	72.67824457	0	27.87910068	0	47.97625387	23.09799424	24.72611585	0	53.82482976	53.79641898	27.74891773	similar to uniprot|P06787 Saccharomyces cerevisiae CMD1 CaM YBR109C Calmodulin	
YALI1_D09785g	YALI0D07568g1_1	Q6C9X5	28.87892682	0	33.81568835	62.91324377	58.19233798	56.65026608	29.99130558	28.79207047	32.28746318	65.25185155	68.05714627	weakly similar to uniprot|P40502 Saccharomyces cerevisiae YIL087c	
YALI1_D14004g	YALI0D11132g1_1	Q6C9H6	15.28458518	10.8144411	17.89743685	5.394654306	4.989848367	4.857619533	10.51461416	4.992092822	5.598139021	5.595184112	5.835731162	similar to uniprot|P36037 Saccharomyces cerevisiae YKL213c DOA1 involved in ubiquitin-dependent proteolysis	
YALI1_B19021g	YALI0B14465g1_1	Q6CEM7	17.74686243	12.55659844	13.76525076	12.66542476	17.68553188	11.40458892	12.20847074	5.796296302	6.499973791	6.49654286	6.775840947	similar to uniprot|P46151 Saccharomyces cerevisiae YPL023c MET12 methylenetetrahydrofolate reductase	1.5.1.20
YALI1_C31971g	YALI0C23144g1_1	Q6CAZ5	7.166701338	0	5.558810261	2.529468466	7.141934271	6.952676088	0	2.340713724	0	0	5.532853099	similar to uniprot|P22147 Saccharomyces cerevisiae YGL173c KEM1 multifunctional nuclease	3.1.13.-
YALI1_D12832g	YALI0D10131g1_1	Q6C9L5	18.4982472	0	29.012245	26.69420359	24.69111469	24.03681078	12.72536543	0	0	0	0	"uniprot|Q6C9L5 Yarrowia lipolytica YALI0D10131g PDC1 Pyruvate decarboxylase, putative"	
YALI1_D30161g	YALI0D23309g1_1	Q6C827	12.87815656	9.111798837	4.940012314	0	4.204238957	4.092828434	13.37420643	0	4.716759394	4.71426971	15.00922167	similar to uniprot|P37898 Saccharomyces cerevisiae YHR047C (ohnolog of YKL157W) AAP1 alanine/arginine aminopeptidase	3.4.11.-
YALI1_F21362g	YALI0F15873g1_1	Q6C1I9	0	0	17.48042042	24.28075259	7.35737718	14.48262822	39.32412276	14.88355024	16.69043152	16.68162168	8.604605216	similar to uniprot|Q06493 Saccharomyces cerevisiae YPR125w MRS7 suppressor of MRS2-1 mutation	
YALI1_D33229g	YALI0D25058g1_1	Q6C7V4	13.51047704	29.17991063	7.823834455	14.55604864	20.32552931	6.482091559	21.18164296	20.33467182	0	15.09712531	0	similar to uniprot|Q04636 Saccharomyces cerevisiae YML069w POB3 protein that binds to DNA polymerase I (PolI)	
YALI1_F02545g	YALI0F01650g1_1	Q6C392	35.82651013	25.34865545	41.95093914	25.56834878	35.70269897	23.02303418	24.64587204	0	0	0	0	"weakly similar to uniprot|P32573 Saccharomyces cerevisiae YNL202w SPS19 peroxisomal 2,4-dienoyl-CoA reductase"	
YALI1_F10688g	YALI0F07337g1_1	Q6C2J6	22.28459674	23.80289826	26.09407833	24.00919473	22.20758445	21.61909302	23.14297048	10.98774097	12.32166622	24.90166325	12.84461341	"similar to uniprot|P40339 Saccharomyces cerevisiae YOL094c RFC4 DNA replication factor C, 37 kDa subunit"	
YALI1_F07384g	YALI0F04774g1_1	Q6C2V6	0	151.0665156	81.90154994	37.2682963	69.70300173	67.85590219	35.92369885	105.2740722	38.67404507	78.15891369	40.31542074	"weakly similar to uniprot|Q12349 Saccharomyces cerevisiae YLR295c ATP14 F1F0-ATPase complex, subunit h"	
YALI1_C05386g	YALI0C04092g1_1	Q6CD37	15.84004006	0	18.54784499	34.50780245	31.91839401	15.36699557	16.45017784	15.7923995	35.80942623	54.03096233	18.46123484	similar to uniprot|Q00317 Candida boidinii PMP30B Peroxisomal membrane protein (Peroxin-11B)	
YALI1_E24343g	YALI0E20493g1_1	Q6C573	13.58644362	0	15.90900334	29.59830345	13.53949087	26.65180915	14.10977579	27.38961012	15.19003115	15.18201328	64.74208601	"similar to uniprot|P51998 Saccharomyces cerevisiae YML025c YML6 ribosomal protein, mitochondrial"	
YALI1_F01456g	YALI0F00924g1_1	F2Z619	32.59746284	0	18.87699096	71.01413909	16.06542165	15.63969489	51.10610212	0	36.44489242	36.42565543	18.78884384	uniprot|Q9UUT8 Yarrowia lipolytica YALI0F00924g NUIM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I)	
YALI1_E39433g	YALI0E33319g1_1	Q6C3N9	7.021779257	0	25.09846757	7.565192561	14.1492014	20.79422381	7.292249077	0	15.87406884	7.8464055	8.183736616	weakly similar to uniprot|Q7S6Y5 Neurospora crassa NCU05578.1 predicted protein	
YALI1_D12750g	YALI0D10065g1_1	Q6C9L9	48.77780421	0	28.24692749	25.99003398	48.60923529	23.40274086	25.05234332	48.63109993	54.53497519	54.50618957	28.11502695	"similar to uniprot|Q12487 Saccharomyces cerevisiae YOR150w MRPL23 ribosomal protein of the large subunit, mitochondrial"	
YALI1_B05226g	YALI0B03762g1_1	Q6CFU3	10.56935835	0	6.12065065	17.1907995	5.209031125	10.25371669	10.97647631	0	11.81684385	11.81060647	0	weakly similar to uniprot|P53169 Saccharomyces cerevisiae YGL060W (ohnolog of YBR216C) YBP2 central kinetochore associated protein	
YALI1_F23024g	YALI0F17270g1_1	Q6C1D4	15.5685083	0	36.86144856	33.91626579	31.37124529	0	16.16818703	31.38535621	35.19557699	17.39684839	36.68932205	similar to uniprot|Q00245 Saccharomyces cerevisiae YIL118w RHO3 GTP-binding protein of the rho family	
YALI1_E19263g	YALI0E16060g1_1	Q6C5Q6	5.693466246	0	13.48038034	6.134081821	0	5.523437459	18.04903234	11.47775129	12.87116439	12.8643705	0	similar to uniprot|P39105 Saccharomyces cerevisiae YMR008C (ohnolog of YOL011W) PLB1 phospholipase B (lysophospholipase)	3.1.1.5
YALI1_D18037g	YALI0D14850g1_1	Q6C926	0	0	81.13833827	0	0	67.22357695	35.58893856	69.08452457	77.47147069	0	121.9180579	uniprot|Q6C926 Yarrowia lipolytica YALI0D14850g ACPM1-- ACP11 Mitochonrial acyl-carrier protein	
YALI1_E25453g	YALI0E21373g1_1	Q6C535	12.46437638	0	0	27.15386048	12.42130133	36.91187415	52.92505314	0	42.53890236	28.16322236	44.34430748	some similarities with uniprot|P36046 Saccharomyces cerevisiae YKL195w	
YALI1_E36984g	YALI0E31405g1_1	Q6C3X8	0	0	13.06426682	5.944734467	22.48187949	10.82381972	11.58676453	5.501124739	0	6.165711824	0	similar to uniprot|A3LYR0 Scheffersomyces stipitis hypothetical protein PICST_85080	
YALI1_F28744g	YALI0F21725g1_1	Q6C0U3	14.56888663	0	0	31.73857262	7.180169447	21.33701646	30.59348127	14.5250692	8.055472593	16.27983279	0	"similar to uniprot|P40010 Saccharomyces cerevisiae YER006w NUG1 GTPase that associates with nuclear 60S pre- ribosomes, required for export of 60S ribosomal subunits from the nucleus"	
YALI1_D15398g	YALI0D12386g1_1	Q6C9C1	10.41686955	0	12.19760058	22.69333129	20.99046123	30.84840879	33.02283833	31.70238407	11.64635702	11.64020964	0	similar to uniprot|P53111 Saccharomyces cerevisiae YGL157w ARI1 NADPH-dependent aldehyde reductase	
YALI1_F12895g	YALI0F09251g1_1	Q6C2B4	11.81325578	0	42.22499827	38.85127472	11.7724309	11.46046655	12.26828705	23.8149496	13.20755662	13.20058517	42.02782639	similar to uniprot|P78609 Pichia jadinii Uricase (Urate oxidase)	1.7.3.3
YALI1_F32342g	YALI0F25025g1_1	Q6C0G1	0	30.13450589	49.87131665	61.46105937	13.90424282	41.31867086	59.24361473	13.91049701	15.59924843	0	16.26130038	similar to uniprot|O59760 Schizosaccharomyces pombe haloacid dehalogenase-like hydrolase	
YALI1_E16433g	YALI0E13464g1_1	Q6C610	0	17.3736268	9.4192082	17.52420165	8.016296223	23.82170028	34.15607531	0	18.18520919	0	0	similar to uniprot|P43590 Saccharomyces cerevisiae YFR006w Putative X-Pro aminopeptidase	
YALI1_A12437g	YALI0A12177g1_1	Q6CH56	9.586389484	20.70467147	11.22515256	10.32827717	19.31700649	47.6986408	9.95564476	9.557557428	10.71785664	10.71219935	11.17273611	"weakly similar to uniprot|Q12358 Saccharomyces cerevisiae YLL057C JLP1 Fe(II)-dependent sulfonate/alpha- ketoglutarate dioxygenase, involved in sulfonate catabolism for use as a sulfur source"	
YALI1_B19390g	YALI0B14773g1_1	Q6CEL3	0	14.93180063	16.36908124	15.06121251	6.889622896	6.707050856	7.17981461	6.892721879	7.729506779	7.725426854	16.29264494	some similarities with uniprot|P38830 Saccharomyces cerevisiae YHR124W NDT80 Meiosis-specific transcription factor	
YALI1_F05661g	YALI0F03839g1_1	Q99150	19.45296472	0	7.462083943	20.95842358	19.38573813	6.182379192	13.38213735	6.35352575	14.40668415	14.39907976	7.427239343	uniprot|Q99150 Yarrowia lipolytica YALI0F03839g SRP54 Signal recognition particle 54 kDa protein	
YALI1_E19483g	YALI0E16280g1_1	Q6C5P8	9.888719399	10.5624609	5.726496803	5.268957006	9.854545437	9.593404226	0	14.88355024	11.0558701	5.464814398	5.699756619	weakly similar to uniprot|Q04177 Saccharomyces cerevisiae YDR398W snoRNA binding activity	
YALI1_B02487g	YALI0B01540g1_1	Q6CG23	110.2567379	0	129.1047798	0	109.8757068	52.89926242	56.62800317	54.3636706	60.96348698	123.2051084	128.5019181	similar to uniprot|P22289 Saccharomyces cerevisiae YGR183c QCR9 ubiquinol--cytochrome-c reductase subunit 9	
YALI1_A07575g	YALI0A08041g1_1	Q6CHK1	5.804347981	0	13.74291425	12.64487291	0	17.18893554	12.18866038	5.786890806	0	6.486001092	6.76484597	"weakly similar to uniprot|P06776 Saccharomyces cerevisiae YOR360c PDE2 high affinity 3,5-cyclic- nucleotide phosphodiesterase"	3.1.4.-
YALI1_C07423g	YALI0C05753g1_1	Q6CCX5	31.08035502	0	0	33.48565399	52.04007405	0	10.57395461	0	11.38350476	11.37749612	0	similar to uniprot|P40035 Saccharomyces cerevisiae YER053C PIC2 Mitochondrial phosphate carrier protein	
YALI1_F19216g	YALI0F14399g1_1	Q6C1Q1	27.78464915	0	49.11529277	45.19104347	27.68862949	13.33059071	28.85487776	27.70108395	0	0	16.01478731	similar to uniprot|G3ATC9 Spathaspora passalidarum hypothetical protein SPAPADRAFT_56842	
YALI1_B15509g	YALI0B11704g1_1	Q6CEZ2	12.86290994	0	30.45542219	0	39.12898863	25.23249134	27.01106847	25.93100139	29.07905681	0	0	similar to uniprot|P53081 Saccharomyces cerevisiae YGL221c NIF3 NGG1P-interacting factor 3 singleton	
YALI1_D34487g	YALI0D26103g1_1	Q6C7R2	0	0	4.566319476	4.201476369	11.8628354	11.54847537	12.3624994	3.887952561	0	8.811318507	4.544996803	similar to uniprot|Q00313 Candida albicans DNA topoisomerase I	
YALI1_C04302g	YALI0C03223g1_1	Q6CD72	56.18147412	0	65.78552008	60.52934086	84.52093853	54.50367935	58.34551156	27.70108395	94.82451756	31.04763279	98.84899071	uniprot|Q6CD72 Yarrowia lipolytica YALI0C03223g MPC2 Subunit of the mitochondrial pyruvate carrier 1	
YALI1_A00789g	YALI0A00616g1_1	Q6CI88	9.234321128	0	7.162547541	6.59026912	0	2.934775014	6.352499757	6.098488115	3.382166596	3.380381361	0	similar to uniprot|P47037 Saccharomyces cerevisiae YJL074c SMC3 required for structural maintenance of chromosomes	
YALI1_D17593g	YALI0D14454g1_1	Q6C940	0	0	25.85742961	23.79145393	22.00618257	0	22.93308552	10.88809251	24.68886032	0	12.72812486	weakly similar to uniprot|Q0ULN6 Phaeosphaeria nodorum hypothetical protein SNOG_07328	
YALI1_B20527g	YALI0B15664g1_1	Q6CEH1	12.44295299	0	14.57003659	0	0	0	0	18.72793721	21.00153178	13.90423299	7.171990711	similar to uniprot|P27697 Saccharomyces cerevisiae YGL119W (ohnolog of YBR230W-A) ABC1 ubiquinol--cytochrome- c reductase complex assembly protein singleton	
YALI1_E02162g	YALI0E01584g1_1	Q6C7E0	0	23.02992563	25.24670219	23.22952285	21.48641787	53.0554736	45.27620418	0	0	0	0	"similar to uniparc|UPI0001F2B0EF Aspergillus oryzae oxidoreductase, 2OG-Fe(II) oxygenase family"	
YALI1_C30706g	YALI0C22341g1_1	Q6CB30	12.97814041	13.86237136	15.19671262	13.98251464	0	12.59056325	6.665589698	0	7.17591241	7.172124692	7.48046726	weakly similar to uniprot|Q12108 Saccharomyces cerevisiae YOR118w	
YALI1_C30514g	YALI0C22165g1_1	Q6CB38	20.64612157	0	11.95604248	22.24391848	10.17529033	0	10.60387474	10.17986722	34.84704786	23.07076824	36.3260009	similar to uniprot|P53199 Saccharomyces cerevisiae YGL001c ERG26 C-3 sterol dehydrogenase (C-4 decarboxylase)	
YALI1_A07538g	YALI0A08019g1_1	Q6CHK2	31.82097712	16.80932828	27.81871839	8.385131915	7.75592548	7.550396794	8.082605958	0	8.701416534	8.696823597	0	weakly similar to uniprot|C4R5D1 Komagataella pastoris hypothetical protein	
YALI1_F02794g	YALI0F01793g1_1	Q6C386	3.99610349	8.63077909	4.679224788	8.705580874	8.052328479	3.876764479	4.150028208	8.055950451	4.467757583	4.465399332	4.657374898	weakly similar to uniprot|P38217 Saccharomyces cerevisiae YBR017c KAP104 beta-karyopherin	
YALI1_F29038g	YALI0F21945g1_1	Q6C0T3	0	0	16.04936441	19.77912365	4.474601332	8.808028448	14.23426273	0	0	5.017430679	0	similar to uniprot|P24279 Saccharomyces cerevisiae YEL032w MCM3 replication initiation protein	3.6.4.12
YALI1_D04533g			17.43511103	18.62300578	20.41558832	37.98269227	17.37485785	8.365062592	18.10668887	0	19.492951	19.48266189	0	No description in CLIB122	
YALI1_E30014g	YALI0E25069g1_1	Q6C4N2	7.283040556	5.153035699	2.793746906	7.84667279	2.377641761	9.463657063	5.010169424	0	2.667489699	2.666081697	0	similar to uniprot|P39109 Saccharomyces cerevisiae YDR135c YCF1 Metal resistance protein	
YALI1_F38986g	YALI0F31273g1_1	Q6BZS4	51.97609805	36.77511977	40.31495852	0	34.31038393	50.42389197	53.97814986	34.3258169	19.03678897	0	0	highly similar to uniprot|P18562 Saccharomyces cerevisiae YHR128w FUR1 uracil phosphoribosyltransferase	
YALI1_C31918g	YALI0C23122g1_1	Q6CAZ6	13.38572212	0	31.69328094	14.42163897	13.33946303	12.985973	13.90132276	26.98496534	30.26097327	30.24500038	31.54528747	"similar to uniprot|Q9P7L4 Schizosaccharomyces pombe Similar to prokaryotic 2-hydroxyhepta-2, 4-diene-1, 7- dioate isomerase"	
YALI1_E32568g	YALI0E27632g1_1	Q6C4D8	28.21233383	0	21.88273285	20.13433038	18.62348352	18.12996923	29.2990363	9.21442012	20.89379118	10.32760786	32.88088403	"uniprot|Q6C4D8 Yarrowia lipolytica YALI0E27632g SSL2 Multicopy suppressor of SLS2 secretory defects, putative calmodulin-dependent ser/thr protein kinase"	
YALI1_C03988g	YALI0C02959g1_1	Q6CD82	8.116733804	17.53051105	9.504263869	26.69420359	8.088683564	7.874336932	8.429379851	8.092321889	18.34942205	9.069949714	19.12819487	"similar to uniprot|P35197 Saccharomyces cerevisiae YDL226C GCS1 (ohnolog of YNL204C) ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport"	
YALI1_D15952g	YALI0D12771g1_1	Q6C9A2	12.50744351	27.01356012	14.64555156	13.47539065	12.46421962	12.13392316	26.26461776	25.21439833	42.68588348	13.97629716	29.47550362	similar to uniprot|Q04599 Saccharomyces cerevisiae YDR116c	
YALI1_D02087g	YALI0D01804g1_1	Q6CAL1	23.80902319	25.43118743	27.87910068	12.686043	11.73410331	11.42315463	24.72611585	23.7374151	13.16455668	13.15760793	13.72327721	"weakly similar to uniprot|P33759 Saccharomyces cerevisiae YBR251w MRPS5 ribosomal protein S5, mitochondrial"	
YALI1_F17265g	YALI0F12837g1_1	Q6C1W6	5.914706078	0	14.00420834	6.372443334	2.915019723	5.738070219	3.03780069	0	6.612809953	0	3.409176028	some similarities with uniprot|P39730 Saccharomyces cerevisiae FUN12 YAL035W yIF2 GTPase	
YALI1_B08801g	YALI0B06754g1_1	Q6CFI3	0	0	0	9.931991599	18.57583244	45.86849208	19.35824865	18.58418793	10.30662329	0	32.79675317	weakly similar to uniprot|P40087 Saccharomyces cerevisiae YER143w DDI1 induced in response to DNA alkylation damage	3.4.23.-
YALI1_D09004g	YALI0D07040g1_1	Q6C9Z9	12.61641435	0	7.306088233	6.722341094	12.57281388	12.23963972	19.77993697	0	6.97590575	6.972223603	7.271972063	weakly similar to uniprot|Q12511 Saccharomyces cerevisiae YOR090c PTC5 putative 2C protein phosphatase (PP2Cs)	
YALI1_E23325g	YALI0E19492g1_1	Q6C5B4	45.19805936	0	35.05761219	0	45.0418615	14.3644707	0	29.84949559	0	67.64830815	34.89390879	weakly similar to uniprot|H6BKF6 Exophiala dermatitidis HMPREF1120_00801 hypothetical protein	
YALI1_E13765g	YALI0E10901g1_1	Q6C6B2	8.135097224	0	19.26141298	8.764669857	33.14635036	32.26798635	17.0830449	8.110630079	9.095270531	18.38122863	0	weakly similar to uniprot|P40517 Saccharomyces cerevisiae YIL063C YRB2 Ran-specific GTPase-activating protein 2 involved in nuclear protein export	
YALI1_F19697g	YALI0F14729g1_1	Q6C1N6	31.70651873	0	12.16250108	22.62802954	20.93005962	0	21.81163615	0	11.61284377	23.46915747	0	"uniprot|Q6C1N6 Yarrowia lipolytica YALI0F14729g TES1 Peroxisomal Acyl-CoA thioesterase, putative"	
