NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
KMXK_0D06030	W0TC44	KLMA_40574	165.8491629	340.7506275	453.2173609	781.0967809	685.8703915	187.2746359	1100.677464	385.0686046	1230.859758	344.3977193	164.4954007	278.0337	 Peroxiredoxin TSA1 - TSA1	
KMXK_0D00690	W0TD84	KLMA_40055	28.96841858	12.62592841	6.111615426	4.92897549	0.586440172	NA	26.72401829	2.247714279	6.086916444	0.14898467	3.031855633	3.791179843	 Malate dehydrogenase - MDH3	1.1.1.37
KMXK_0C05510	W0TCN1	KLMA_30554	4.067644212	9.298177502	4.030413982	1.558764003	0.243608801	3.436179925	3.888506374	9.301374997	0.530783073	4.840978911	19.9359065	16.2742956	 Cell wall protein ECM33 - ECM33	
KMXK_0A01810	W0T651	KLMA_10659	1711.556439	2804.251232	1221.056637	1141.312349	852.9691645	328.2404284	2131.382155	3283.722617	1490.342546	1643.753317	2251.916205	1736.050514	 Obg-like ATPase 1 - OLA1	
KMXK_0H01260	W0TF43	KLMA_70127	9.697723049	83.7838305	8.40917388	6.334235302	6.042362862	NA	65.02356186	69.20765904	1.393909239	10.16543273	10.81846336	7.632937328	 Histidyl-tRNA synthetase - HARS	
KMXK_0F00520	W0TFI3	KLMA_60512	37.15929948	11.27954309	1.431068527	7.308052081	1.369439775	2.392877946	13.3375193	3.890058317	4.554402308	11.74506362	14.95391514	2.042881311	 DNA-directed RNA polymerase subunit - RPB1	2.7.7.6
KMXK_0F03620	W0TDS4	KLMA_60209	0.243507196	0.172248956	0.437734217	0.116373329	NA	0.319835423	0.174862505	0.271802014	0.190703581	0.196228146	0.247678823	0.013902156	 DNA-directed RNA polymerase subunit - RPA190	2.7.7.6
KMXK_0A00740	W0T470	KLMA_10765	337.900646	394.5245299	205.9648354	143.8378787	416.4524623	39.15920516	352.6752272	439.7440964	281.474303	202.1024316	221.8747379	372.2310336	 ATP synthase subunit 4 - ATP4	
KMXK_0A02290	W0T3Q1	KLMA_10610	24.01036993	10.86481317	14.51411963	1.483871239	0.217319185	1.307397503	6.554661889	6.293338099	39.05551398	9.182737282	7.673661523	3.738917958	 Protein SCP160 - SCP160	
KMXK_0G01920	W0TFS8	KLMA_80181	450.3065735	418.690127	312.4566168	471.2282716	229.2455565	107.5653264	302.4178256	334.1662576	170.9123827	362.780304	350.5174904	308.3127601	 Zuotin - ZUO1	
KMXK_0A06580			48.26136914	56.44587688	33.98134081	53.55268117	27.38193072	11.28588117	22.0027909	40.02509456	2.917052936	65.02673188	116.5107911	64.59910949	No description in DMKU3-1042- NA	
KMXK_0C04280	W0TA81	KLMA_30431	1485.162522	2141.867554	775.3606517	609.900339	582.5548991	52.30620834	2369.241566	1694.964566	891.8887734	852.6637379	600.971105	992.7342683	 ATP synthase subunit 5 - atpH	
KMXK_0F00670	W0TFF0	KLMA_60497	179.0946901	194.7035545	65.3741316	59.69690166	87.51820983	39.59031698	121.9626907	278.4192585	73.39916688	106.4236347	157.0919612	90.3915917	 V-type proton ATPase catalytic subunit A - VMA1	
KMXK_0G02720	W0TG05	KLMA_80261	4.684474549	36.69227167	24.93181512	19.95397132	85.22003588	NA	21.77340757	70.14944052	NA	92.35914614	74.55104064	69.58518253	 Uncharacterized protein YMR031C - EIS1	
KMXK_0A01450	W0T415	KLMA_10695	29.44446377	116.3827693	17.77283111	125.8393212	16.95967286	1.54020008	34.21886515	88.95280176	88.2023078	243.1100294	200.5471495	174.9714394	 External NADH-ubiquinone oxidoreductase 1 - NDE1	
KMXK_0D00530	W0TAJ8	KLMA_40039	642.3792891	2002.247101	1350.611922	1417.918947	110.3440747	80.52903663	501.5751661	1621.718088	742.9461188	1856.621037	3749.814319	746.7112892	 60S ribosomal protein L38 - RPL38	
KMXK_0E03890	W0TDA2	KLMA_50384	490.7318477	384.9941584	926.8852874	822.8188117	614.1227186	92.03549204	532.7305023	579.4826306	246.2350051	486.5701078	102.5278381	146.384211	 Mannose-6-phosphate isomerase - PMI40	5.3.1.8
KMXK_0F04410	W0TJU9	KLMA_80118	1590.440004	2899.469538	1428.883195	484.7007742	1490.155135	402.1214913	3328.987407	3507.709521	942.5937062	1750.775174	2343.303613	1306.543067	 Histone H4 - HHF1	
KMXK_0G03640	W0TKG9	KLMA_80358	349.8653373	395.5288868	244.1870492	901.6157908	1149.279302	250.3152583	717.6299678	935.4356203	695.7985501	256.1530188	231.2471664	41.55695024	 Mitochondrial peroxiredoxin PRX1 - PRX1b	
KMXK_0F01250	W0THX4	KLMA_60438	1333.424392	1400.559851	577.1359831	619.4399616	819.5323274	385.7922149	1420.072505	1319.61958	1853.91896	602.0816031	493.1629944	392.2091296	 40S ribosomal protein S5 - RPS5	
KMXK_0G02660	W0TG01	KLMA_80256	1366.400709	2944.65029	552.0175837	2171.903741	1513.834933	652.4113446	1230.400735	2116.668089	1645.88553	1048.541888	342.6154286	716.3957457	 Translationally-controlled tumor protein homolog - KLMA_80256	
KMXK_0D04740			1816.301254	3523.358495	1788.085794	1000.846296	1409.938114	322.5234512	1434.308662	2039.726734	1834.509406	2404.921366	2383.462849	1678.74802	No description in DMKU3-1042- NA	
KMXK_0B00860	W0T4J6	KLMA_20074	10.53162904	15.64102043	3.203910653	70.68282593	140.577907	97.33748624	11.80477632	23.80136863	1.699034418	42.43612426	63.51517089	23.83145332	 Trehalose synthase complex regulatory subunit TPS3 - TSL1	
KMXK_0F00190	W0TES3	KLMA_60549	6779.85571	5986.217534	4035.502135	9756.79292	12264.9987	7089.621377	10615.48589	9751.759817	13714.91832	4862.008462	6299.526442	3041.58491	 Protoplast secreted protein 2 - PST2	
KMXK_0E03280			762.1690759	1140.353166	581.2226832	259.0469266	326.8131867	167.6538876	468.9488447	787.7948366	720.5123419	545.1251107	650.773761	462.7338136	No description in DMKU3-1042- NA	
KMXK_0A04530			619.6332787	4201.856383	330.1926521	510.7101444	1965.870363	9.341213664	1153.662893	2932.709543	535.3048386	744.5811542	724.4084757	517.6192245	No description in DMKU3-1042- NA	
KMXK_0B04290	W0T5I6	KLMA_20414	NA	21.75922039	13.34932483	11.03765645	5.070181803	NA	4.122021378	6.470864322	2.05201484	3.743059826	0.159868253	7.651934365	 Phospho-2-dehydro-3-deoxyheptonate aldolase - ARO4	2.5.1.54
KMXK_0D01290	W0TBD2	KLMA_40107	2.450781203	24.4691361	65.96156384	31.958827	101.8088394	28.79783399	15.90736049	32.90628948	26.04674676	65.2692991	47.55876624	27.78770985	 Phospho-2-dehydro-3-deoxyheptonate aldolase - ARO3	2.5.1.54
KMXK_0E00470	W0TB85	KLMA_50041	408.2322529	394.5335763	352.235336	158.2627316	141.1905936	36.261783	249.8692236	324.9824459	95.71692389	621.0595661	807.9085992	443.2205907	 ATP-dependent RNA helicase DED1 - DED1	
KMXK_0B03030	W0T7F7	KLMA_20288	55.00402831	119.9351488	36.94497003	39.79636614	5.849864771	1.389560741	50.76789801	63.01685697	27.67926999	67.62837717	56.11093281	30.08793037	 Cystathionine beta-synthase - CYS4	4.2.1.22
KMXK_0C04080	W0TA66	KLMA_30411	188.4158579	154.7793334	75.99082464	56.79597821	59.2289968	58.33945607	123.9588593	135.027297	40.07587121	193.6561676	211.495712	137.1524324	 Uncharacterized protein YMR152W - YIM1	
KMXK_0H00530	W0TIE6	KLMA_70056	306.3336344	379.6253756	361.5337574	210.0517763	281.6246458	177.305625	263.3411704	325.2595467	67.34147108	299.9273698	342.7608094	255.459855	 Tubulin beta chain - TUB2	
KMXK_0D02170	W0TAZ5	KLMA_40189	1150.996176	4637.712299	351.6845228	527.4899259	2792.273206	248.674803	3216.66383	2042.575462	1429.166779	656.8624415	286.9667267	352.5808362	 40S ribosomal protein S28 - RPS28	
KMXK_0A08030	W0T4B9	KLMA_10049	2.464013845	21.21448794	34.29710659	19.69237227	50.48962109	4.710961236	51.56237958	20.43307212	53.75299748	8.904838667	8.486771311	27.51596768	 Protein disulfide-isomerase - PDI1	5.3.4.1
KMXK_0D05850	W0TAB6	KLMA_40558	130.5965521	515.0548247	124.9881676	79.00724197	160.6138833	6.725832527	482.6749112	347.5248806	155.7680077	200.0398845	227.9253429	226.6256595	 Ribosomal protein - RPL10A	
KMXK_0F00790	W0TI19	KLMA_60483	15.15143963	172.1082074	NA	26.60648147	67.290456	NA	79.2253592	234.7125762	28.75893105	21.56762131	0.664872492	111.9550776	 Hit family protein 1 - HNT1	
KMXK_0F01210	W0TF85	KLMA_60442	805.0625085	483.6268619	815.8874287	958.737428	371.6856782	175.8274529	1073.827055	743.0053589	159.9939605	1010.58055	839.7290708	518.2237211	 Eukaryotic translation initiation factor 2 subunit gamma - GCD11	
KMXK_0E01590	W0TCR6	KLMA_50154	18.43105985	43.13850346	37.06658542	36.25306506	2.965163134	0.907906644	40.69369123	28.77194679	9.731015223	15.87940275	10.62968479	2.495543727	 3-isopropylmalate dehydratase - LEU1	4.2.1.33
KMXK_0B01110	W0T6W1	KLMA_20098	39.76581994	368.7465523	269.9084845	15.69143355	96.17755368	NA	66.91530915	362.7576412	19.53329693	160.3167346	162.2635805	257.3268804	 Phosphoglycerate mutase - GPM1	5.4.2.11
KMXK_0B01430	W0T598	KLMA_20132	4.500502257	19.0174363	0.217943711	1.032518354	6.937760712	NA	12.5402821	23.69357368	14.60457003	1.769329893	0.253024151	0.356579502	 Protein BMH2 - BMH2	
KMXK_0A01580	W0T8A7	KLMA_10682	84.16504476	266.425764	275.4024481	107.4649174	66.35604033	40.62825863	128.5003441	104.2030071	159.8428725	101.6998626	131.5139537	124.8451668	 Thioredoxin reductase - TRR1	1.8.1.9
KMXK_0C00720			188.4023099	153.9074379	20.8882676	4.54381326	0.11679681	0.818050552	111.631194	88.80607639	51.66180607	38.32398119	57.03090584	0.475850295	No description in DMKU3-1042- NA	
KMXK_0F03950			3.633345819	16.85269004	5.244424505	0.710670543	2.944777426	3.888804246	27.53954253	71.61934458	4.602358767	19.33371278	31.85066151	15.89370513	No description in DMKU3-1042- NA	
KMXK_0D00300	W0T9F4	KLMA_40016	37.15110464	62.85528104	52.29788228	28.67713007	8.809686101	5.946731905	105.3502624	76.24676606	28.48726885	89.25098242	81.42053894	28.34446737	 Saccharopine dehydrogenase [NADP - LYS9	
KMXK_0C06530	W0TCX6	KLMA_30654	49.41679794	29.54638494	204.4896418	26.30398255	29.98322347	29.30940989	152.6187264	53.28017954	112.9570605	11.45994755	48.17027331	32.28971384	 Carnitine O-acetyltransferase - CAT2	
KMXK_0A07560	W0T6J7	KLMA_10097	865.4226652	918.8693907	618.4782704	188.1211917	280.5205352	187.633608	2314.830332	2149.86111	717.9562101	1597.008417	1430.500477	958.9504065	 Putative 2-hydroxyacid dehydrogenase YNL274C - GOR1	
KMXK_0G04120	W0TKL8	KLMA_80408	1199.103646	1522.441015	1065.693615	2271.597646	527.2013291	29.61563625	2112.665947	2710.985744	492.5942529	793.5462125	1185.264972	958.5580918	" Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial - SDH2"	1.3.5.1
KMXK_0H03480	W0TJ61	KLMA_70351	148.6818553	71.50425747	186.437323	50.66871138	15.30195463	14.24735986	120.4827728	120.1068826	54.31290146	132.8909638	229.124032	143.3951639	 KH domain-containing protein YBL032W - HEK2	
KMXK_0C01370	W0T9G3	KLMA_30136	NA	2.841678075	10.42471155	0.64350339	9.544038027	4.720610019	NA	4.371022068	0.044101578	64.62414293	74.2627267	30.64148203	 Putative succinate-semialdehyde dehydrogenase C1002.12c [NADP+] - gabD	
KMXK_0F03610	W0TFA6	KLMA_60210	66.05357785	63.89926031	114.2419348	55.11313465	44.64210712	60.12791046	87.46828749	122.0826289	14.1472764	146.7056729	220.3229003	181.1507916	 Eukaryotic translation initiation factor 5B - FUN12	
KMXK_0F03880	W0TCW7	KLMA_60181	108.0336021	63.66625526	34.30905324	106.5946305	9.414151689	5.544451666	143.8822402	42.6147469	48.22411225	42.50700776	30.68508022	0.300525746	" Arginine biosynthesis bifunctional protein ArgJ, mitochondrial - KLMA_60181"	2.3.1.1; 2.3.1.35
KMXK_0F01350	W0TF72	KLMA_60427	544.3141905	291.553854	356.3418774	66.17420824	13.27435887	25.93220966	300.5405293	245.9814809	264.1176793	126.2570482	5.060722225	68.07172945	 Adenosine kinase - ADO1	
KMXK_0B01180	W0T8Z6	KLMA_20106	149.2220564	332.4656759	271.1977273	198.6825417	15.99722603	44.44945092	310.2075141	355.7399243	157.5428	193.4586829	333.1048731	227.048153	 Flavoprotein-like protein YCP4 - YCP4	
KMXK_0F00560	W0TI65	KLMA_60508	285.3438369	444.7623209	58.04228076	471.8199781	114.9669545	76.44856053	459.2636422	88.08022114	91.99557028	722.0061696	96.97974655	71.98317815	 Protein transport protein SEC31 - SEC31	
KMXK_0B03460	W0T9M7	KLMA_20331	1.488621466	2.136034597	0.497069732	3870.869115	NA	NA	0.49343782	2.265589188	NA	151.1714921	0.550075025	1.243187926	 Galactose-1-phosphate uridylyltransferase - GAL7	2.7.7.12
KMXK_0B05050	W0T6B8	KLMA_20492	1017.88428	2085.433831	2621.475548	819.7754728	760.8129258	759.9217037	668.1472333	1425.3066	2153.791439	1670.586926	1817.876177	475.8286321	 40S ribosomal protein S26 - RPS26A	
KMXK_0C01500	W0T8S2	KLMA_30148	109.3559054	195.1202869	155.783418	58.65436405	43.322903	43.79194568	38.27017775	56.23241856	45.0049921	55.85047226	90.6969007	82.60229114	 Acetolactate synthase small subunit - ILV6	
KMXK_0E06060	W0TGM4	KLMA_50610	8.295346294	6.911770765	0.353554158	NA	NA	NA	29.48130953	4.680356278	11.44030556	4.423427174	5.040526025	0.674326824	 Adenylosuccinate synthetase - KLMA_50610	6.3.4.4
KMXK_0B06720	W0T670	KLMA_20659	0.589889858	239.3164584	23.83227605	1.281056177	23.83108856	0.854903959	216.2941325	355.9233664	2.485045668	55.94648116	67.49631424	42.11830812	 Meiotic sister chromatid recombination protein 1 - MSC1	
KMXK_0G04090	W0TIR2	KLMA_80405	84.44384065	10.83081227	88.84324024	20.61529838	53.7364344	55.30629226	62.11148569	83.39496587	38.01809221	38.50764936	77.14552553	21.59370373	 Putative aspartyl aminopeptidase - APE4	
KMXK_0C00270	W0T7F3	KLMA_30025	186.0661316	421.371905	529.4479667	133.1009537	137.6717023	68.57888133	814.7478626	793.129843	154.3491182	1563.785562	2466.904874	1425.258531	 Mitochondrial phosphate carrier protein - MIR1	
KMXK_0G01390	W0TI04	KLMA_80130	31.83801052	65.7202196	13.02881057	NA	NA	NA	80.98813374	15.0715446	27.90634084	6.809977535	40.64960667	8.80417466	 Homoisocitrate dehydrogenase - LYS12	
KMXK_0E02190	W0TFJ8	KLMA_50215	2.579456557	0.752791051	15.06480406	5.676871282	2.159978663	NA	0.196434126	NA	0.341897232	3.406726814	0.210246847	NA	 Cell wall protein CWP1 - CWP1	
KMXK_0D01910	W0TAX2	KLMA_40164	33.57304555	110.6262158	94.93550657	131.4009311	30.24756217	0.311156529	203.7523559	174.9832257	45.51698068	77.02346297	73.10885894	54.64897161	 Fimbrin - SAC6	
KMXK_0C05220	W0TCK9	KLMA_30529	1.931551751	12.23161111	31.17302343	14.8910271	89.56219087	15.52447695	10.91170949	49.97879946	31.15403465	14.46617459	31.04798574	47.87200809	 Reticulon-like protein - RTN1	
KMXK_0B05040	W0TA28	KLMA_20491	12.47033866	84.28790969	8.580536661	1.273555585	NA	NA	44.44110344	35.50307988	7.245535243	3.537167778	39.36640985	11.3417706	 Cytochrome c oxidase subunit 4 - COX4	
KMXK_0H01760	W0TGT0	KLMA_70178	1145.622704	10736.52259	8203.524179	1531.257376	1834.308918	581.2371481	2896.08814	5562.120248	2954.869706	5473.721114	654.473807	1076.974982	 Uncharacterized protein YIL057C - RGI1	
KMXK_0C02730	W0TBT9	KLMA_30274	6.675133783	26.22238913	0.394842409	51.77772881	9.238650158	NA	5.356558186	7.174542273	1.6176291	3.351815981	1.259672714	1.5712328	 Fumarate reductase - KLMA_30274	
KMXK_0E03160	W0TC29	KLMA_50311	124.8629094	55.48331995	55.62437256	59.41783268	12.32254297	NA	49.79373236	58.6093409	60.72156412	72.25465234	54.17776002	55.23953537	 Nucleolar protein 56 - NOP56	
KMXK_0C05420	W0TAM9	KLMA_30546	45.94521443	39.99963232	18.20369772	12.38439453	10.78124048	6.61300369	23.6117887	19.12699115	19.09096242	9.93676153	32.33326552	11.3442867	 Ribosome-associated complex subunit SSZ1 - SSZ1	
KMXK_0B07870	W0T6I3	KLMA_20774	476.5778717	212.5077727	267.1776805	7.359079984	125.3270731	104.4488854	386.3143046	120.4365051	99.8466206	3.533532709	18.42577661	16.70526541	 D-amino-acid oxidase - dao1	
KMXK_0B07840	W0TAV4	KLMA_20771	385.2525832	1702.48124	581.9281874	573.9777779	43.87586303	35.56617998	2109.425726	1683.070922	330.1120021	424.9472018	97.38069199	113.4619424	 12 kDa heat shock protein - HSP12	
KMXK_0G01870	W0THF0	KLMA_80177	623.5921513	528.5346479	681.3076201	3137.74417	62.35530606	59.03850577	544.956456	308.2554342	774.3180774	853.2335541	658.7287287	576.1331909	 Succinate/fumarate mitochondrial transporter - SFC1	
KMXK_0H02970			47.69250547	5.207955239	8.717800147	3.069608748	15.22454575	2.430296822	2.751038955	5.256391875	49.34889406	22.67568549	9.209259071	9.079195802	No description in DMKU3-1042- NA	
KMXK_0A01590	W0T5I8	KLMA_10681	2.903707834	24.75136371	19.91707594	7.471630374	30.22691795	5.200476983	17.81152377	34.22152422	93.24312304	14.04000432	40.35509981	55.83927013	 Cell division control protein 12 - CDC12	
KMXK_0F03260	W0THE8	KLMA_60248	84.21713269	44.04739924	0.550139339	69.43431846	15.94663783	6.548216602	36.48962851	41.06860098	6.343767286	65.68310351	65.08226271	25.20494179	 Mitochondrial import receptor subunit TOM70 - TOM70	
KMXK_0B01680	W0T6B9	KLMA_20155	74.8484802	24.48467582	11.9311597	157.2026785	13.69285297	2.980221244	66.2451785	32.22643511	1.48077843	4.948398534	5.904146228	1.335364048	 Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] - GFA1	
KMXK_0D01210	W0TAQ8	KLMA_40099	2.296436732	23.57233145	18.10617736	14.64810474	46.9437419	13.58734139	14.44258207	28.41982936	0.305777932	57.38472165	67.76740228	30.48225315	 Heat shock protein 104 - HSP104	
KMXK_0C00810	W0T7J6	KLMA_30075	42.63829243	15.44245523	20.20208347	12.02373048	5.088669543	NA	33.96026469	155.0473529	163.3447261	17.08453288	83.81891063	99.43233308	 Adenylosuccinate lyase - ADE13	4.3.2.2
KMXK_0C07040	W0T8P1	KLMA_30697	7.268719082	11.70946965	6.938110432	1.206354467	NA	0.302567814	2.169388607	3.201467321	11.11143127	18.21470973	18.41385467	7.336404314	" Bifunctional purine biosynthetic protein ADE5 - ADE5,7"	
KMXK_0F00600	W0TEN7	KLMA_60504	1689.115545	5208.868728	6144.453226	3859.828187	969.3230057	22.41622539	777.9522659	1071.107981	741.4095176	6371.339539	7668.419979	2526.260221	 60S ribosomal protein L35 - RPL35B	
KMXK_0H01910			4345.013732	1825.793955	6.197771275	1068.594358	814.4078058	435.8060034	1307.867707	1245.728357	6302.302734	1724.337429	2498.200974	2306.230108	No description in DMKU3-1042- NA	
KMXK_0D05310	W0TAU2	KLMA_40506	1224.631413	1781.535562	1086.470653	394.9842594	921.8017476	548.5854767	1030.974228	1866.449003	388.3120547	1223.121818	2206.120197	1353.899876	 Nascent polypeptide-associated complex subunit alpha - EGD2	
KMXK_0C02660	W0T7G1	KLMA_30267	36.21163497	132.6493485	3.749314694	2.906459899	69.44365135	6.57738815	29.56858208	155.6856919	10.69453367	2.903697944	2.679270796	17.46844725	 Cytochrome c1 - CYT1	
KMXK_0H00160	W0TEU3	KLMA_70017	55.31605376	27.68663923	36.57496427	42.29438238	43.32821926	19.54571038	58.38270107	61.95565715	14.08403048	36.78981516	17.82163838	18.43020063	 Leucyl-tRNA synthetase - CDC60	
KMXK_0A04610			11.29878072	33.83883098	11.25123842	14.0895738	0.185429567	0.210267806	17.40040993	48.49544709	20.25838067	4.853191387	9.717744178	11.6273596	No description in DMKU3-1042- NA	
KMXK_0G00270	W0TG62	KLMA_80019	847.8898976	288.0903383	1539.763683	127.6507329	6.002592085	153.7941011	376.8313369	104.630981	30.3024837	200.4203123	18.12503203	229.7939052	 Probable chaperone protein HSP31 - HSP31	
KMXK_0A07750	W0T6H3	KLMA_10077	803.7105198	3332.362945	2885.49476	4293.934267	14896.16371	7192.374731	2337.010436	8293.033903	1746.126619	5460.905315	2749.472742	6795.656829	 Carboxypeptidase Y inhibitor - TFS1	
KMXK_0B05110	W0T833	KLMA_20498	5.995681954	1.420095931	5.635055168	2.011593753	0.415626088	0.796514783	4.417530774	1.81718757	2.386010715	3.055218597	4.822707057	1.279758456	 Protein transport protein SEC23 - SEC23	
KMXK_0B01690	W0T938	KLMA_20156	25.31018568	27.61539954	19.84817681	46.73752839	36.84674845	17.44137769	40.46628328	68.79991683	142.1979811	16.06447034	18.72275982	11.70578604	 Vacuolar aminopeptidase 1 - LAP4	
KMXK_0F00440	W0TI75	KLMA_60523	2.937324505	3.999537242	8.95957661	2.343453608	2.618237172	0.088211355	3.29488439	1.492847736	0.070092896	5.612615542	5.446481178	0.058020297	 Coatomer subunit alpha - COP1	
KMXK_0F04390	W0TGF0	KLMA_60129 KLMA_80119	17433.74216	12955.19487	10503.16596	3390.034684	3643.407379	2542.549873	5211.217057	5577.27083	4523.131182	7502.663716	17054.80661	6718.805449	 Histone H3 - HHT1	
KMXK_0B03690	W0T5D8	KLMA_20354	785.2961427	210.1169173	148.3730777	134.984059	62.78772292	44.83063506	147.0620647	434.9912786	143.4323916	211.5647058	58.92195722	138.1733161	 Cystathionine gamma-lyase - CYS3	
KMXK_0A04130	W0T5E8	KLMA_10424	1.16269767	24.87084194	38.04263536	19.90916973	12.03352864	0.760282395	24.56185282	22.34566214	2.385854041	25.19730717	40.94503228	46.39598286	 Glucose-signaling factor 2 - GSF2	
KMXK_0E04870	W0TBW3	KLMA_50483	48.14661063	131.7198819	69.23718516	59.35022331	253.0150604	91.69228482	83.34667681	129.9980861	4.252138982	146.8569579	64.67786249	162.7158037	 Prohibitin-1 - PHB1	
KMXK_0F00860	W0TDP3	KLMA_60476	58.42103868	109.1455539	162.9230439	31.82201934	25.02004241	2.570322549	123.6404109	75.85708122	121.1859727	94.43290103	136.7367708	78.33420158	 Threonyl-tRNA synthetase - THS1	
KMXK_0G03260	W0THS9	KLMA_80317	11.42736524	22.70038215	56.19493111	326.2797793	93.46172891	88.61437736	31.58559662	125.9227185	42.74475851	51.27413011	148.1522432	46.95828684	 Trehalose-6-phosphate synthase - TPS1	2.4.1.15
KMXK_0C05770	W0T8D0	KLMA_30577	8.504542225	589.3664203	178.1277896	49.04979152	552.0942209	185.0384818	237.2400007	1164.099986	11.14837332	2957.302223	1262.328811	2565.262194	 D-arabinose dehydrogenase [NAD(P)+] heavy chain - ARA1	
KMXK_0G00760	W0THU7	KLMA_80065	0.657139991	63.02035207	28.37935203	NA	5.255746702	NA	NA	46.26753301	33.41184093	NA	92.11579614	38.87253986	 Pyruvate dehydrogenase complex protein X component - PDX1	
KMXK_0G02340	W0TFX1	KLMA_80226	91.93950164	50.64208028	NA	41.71987707	NA	10.68817799	23.58838893	22.21887832	36.13776569	8.82442024	7.135444098	NA	 Mitochondrial carnitine carrier - CRC1	
KMXK_0C07310	W0TD37	KLMA_30724	66.67992775	94.107039	28.33261782	2.824431256	20.1948346	NA	74.02370515	55.17515542	39.98691325	24.61980601	11.68463801	10.475553	 Probable pyridoxine biosynthesis protein SNZ3 - SNZ3	
KMXK_0A02820	W0T444	KLMA_10558	296.3577247	747.4661288	804.3913523	1191.824291	1111.268343	585.3110763	823.7892451	998.4026958	525.8987951	1553.200319	1781.164718	1531.094743	 D-arabinitol 2-dehydrogenase [ribulose-forming] - ARDH	
KMXK_0A06390			2183.39902	1085.602169	109.0034665	12.54304853	116.7571099	284.6340538	13.39524515	59.75313378	553.7123422	439.3465718	439.7660683	227.6176546	No description in DMKU3-1042- NA	
KMXK_0G01070	W0TGD1	KLMA_80099	4.332652058	2.376883686	3.920929537	2.352312164	1.675840959	1.599617932	5.404358388	1.346470192	3.134519548	11.31109989	4.771931934	7.16971646	 Chorismate synthase - ARO2	4.2.3.5
KMXK_0D02830	W0TB52	KLMA_40259	116.8086132	47.5814349	48.59097196	18.48809871	0.281106048	NA	48.61761999	15.70720092	40.11482424	11.56750408	45.7379078	7.8415226	 Dihydroxy-acid dehydratase - ILV3	
KMXK_0E02340	W0TBW1	KLMA_50231	875.5903942	964.5460384	316.8364552	991.0354998	627.3937215	346.9849805	717.8219144	444.5245074	213.077222	1289.431375	1147.472515	798.9191172	 Aminomethyltransferase - GCV1	2.1.2.10
KMXK_0D06100	W0TB05	KLMA_40581	891.1819579	4211.646404	2462.06098	999.753636	1730.676054	793.1447644	2010.105969	3424.013341	1266.901114	1653.386694	2607.038889	2823.7852	 40S ribosomal protein S17-B - RPS17A	
KMXK_0A06740	W0T459	KLMA_10181	7.984972443	17.09787832	10.62486222	17.97472545	10.49003574	9.534702338	34.7381211	28.73871304	11.27226264	32.76635541	12.27511283	24.8230071	 Dipeptidyl peptidase 3 - KLMA_10181	3.4.14.4
KMXK_0H01420	W0TG06	KLMA_70145	NA	0.122549506	1.377390632	1.803645447	1.845673665	0.972259007	2.296245478	28.87849903	NA	13.96660809	18.03937512	4.221052601	 Conserved hypothetical membrane protein - ywtG	
KMXK_0G01090	W0TFK2	KLMA_80101	18.2289287	127.6567916	169.8688989	4.81489659	0.346274978	19.09772031	289.0662386	90.38031995	NA	123.970145	195.8871625	120.2608598	 Uncharacterized protein - ywtG	
KMXK_0B04900	W0T813	KLMA_20478	6.351286148	19.72138682	2.253933763	1.519437365	7.100317115	3.105820582	10.53665518	8.48738589	0.714106997	7.538329144	10.16627891	5.761084006	 Centromere/microtubule-binding protein CBF5 - CBF5	
KMXK_0G00700	W0THU2	KLMA_80060	NA	NA	5.805885887	NA	NA	27.44729678	NA	0.713953866	NA	NA	NA	0.806264688	 Uncharacterized oxidoreductase YGL039W - KLMA_80060	
KMXK_0A04500			96.16566877	191.5173039	566.5604117	193.9671501	146.2687799	37.45935159	313.5370963	272.1546419	451.2857059	220.071159	310.7985772	215.6866959	No description in DMKU3-1042- NA	
KMXK_0E04730	W0TCH5	KLMA_50471	79.56540105	77.95589822	62.17420774	24.77571126	9.834832144	2.117441726	64.22384182	74.85389561	39.6975433	78.82360044	55.84761022	53.90530641	 Sulfite reductase [NADPH] flavoprotein component - MET10	
KMXK_0E05650	W0TDS6	KLMA_50569	39.46220073	78.34234998	38.29795088	11.97274062	12.4059859	11.50732075	40.6544533	50.28837406	19.22676994	51.48943978	82.17818627	39.40461971	 RuvB-like helicase - RVB1	3.6.4.12
KMXK_0A03160	W0T5Q1	KLMA_10524	80.82740135	61.04408782	54.33790542	40.98117635	30.97037176	11.19553793	46.50435495	89.54214177	39.71824288	95.89055284	97.66276471	37.18477686	 Seryl-tRNA synthetase - SES1	
KMXK_0C00770	W0T9A1	KLMA_30071	8.006761466	33.61694617	8.417119303	4.802636457	7.08396379	3.375505934	19.52780314	41.61400014	8.301478409	8.330739501	10.66592367	2.913034538	 Vacuolar protein sorting-associated protein 1 - VPS1	
