W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_E14385g	Q6C688	YALI0E11539g1_1	14.17641913	1.476214124	16.48368791	17.23025151	15.02014974	16.34628642	15.35838987	13.78606575	7.502455622	8.686170875	7.830097149	weakly similar to uniprot|Q03707 Saccharomyces cerevisiae YML034W SRC1 (ohnolog of YDR458C) Inner nuclear membrane protein that functions in regulation of subtelomeric genes	
YALI1_E01793g	Q6C7F4	YALI0E01254g1_1	123.0239628	4.411337093	112.3352143	81.44197924	98.23777126	139.283114	116.604544	89.09059392	59.63345148	55.9501366	96.76029302	similar to uniprot|P07172 Saccharomyces cerevisiae YIL116w HIS5 histidinol-phosphate aminotransferase	
YALI1_A00325g	Q6CIA1	YALI0A00286g1_1	98.58377581	15.91958016	63.02502046	79.73379639	140.3573832	124.4770937	71.80271063	31.67840488	57.2639568	59.23628597	34.70697694	highly similar to uniprot|P39729 Saccharomyces cerevisiae YAL036c FUN11 probable GTP-binding protein	
YALI1_B10607g	Q6CFD4	YALI0B08118g1_1	223.1854432	NA	128.8784096	64.1714538	205.9588619	220.5433431	132.6483168	107.7276186	64.96878771	131.9219501	149.8204372	weakly similar to uniprot|C4R5M6 Komagataella pastoris hypothetical protein	
YALI1_B20052g	Q6CEJ2	YALI0B15224g1_1	259.4402211	NA	258.2384943	200.3921341	249.0154032	181.2778699	245.0501701	121.2012281	293.0295905	297.3943487	249.8170108	"highly similar to uniprot|P30656 Saccharomyces cerevisiae YPR103W PRE2 Beta 5 subunit of the 20S proteasome, responsible for the chymotryptic activity of the proteasome"	
YALI1_E38706g	Q99158	YALI0E32703g1_1	31.8270911	NA	11.96146528	45.39627725	54.78583094	143.9230208	180.819423	206.0891197	109.5152536	86.18840601	108.8044558	uniprot|Q99158 Yarrowia lipolytica YALI0E32703g SLS1 Nucleotide exchange factor for Kar2p	
YALI1_D02444g	Q6CAJ7	YALI0D02167g1_1	192.1838913	2.219797163	82.63855259	146.8776736	244.8798883	286.0477355	195.7354459	12.5159669	26.40509661	11.76263148	9.513256113	some similarities with uniprot|P38113 Saccharomyces cerevisiae YBR145W (ohnolog of YOL086C) ADH5 alcohol dehydrogenase V	
YALI1_C06259g	Q6CD10	YALI0C04774g1_1	64.84353216	11.27809843	31.70173587	50.97375085	46.37106218	55.60255405	39.43508337	87.77894272	54.71848418	80.87521579	88.46142944	similar to uniprot|Q9C1M3 Emericella nidulans cdc11p Septin	
YALI1_B16068g	Q6CEX2	YALI0B12210g1_1	34.58743405	4.13055328	13.32351568	111.1467967	60.02462732	68.958766	144.2250832	130.2713924	88.92472456	88.297135	93.51035754	similar to uniprot|P41391 Schizosaccharomyces pombe Ran GTPase activating protein 1 (Protein rna1)	
YALI1_E30914g	Q6C4K4	YALI0E26026g1_1	53.55310582	NA	34.8615582	591.1231691	90.11376214	55.36775675	601.2995624	328.3696544	353.285634	42.21092499	46.12054349	"uniprot|Q6C4K4 Yarrowia lipolytica YALI0E26026g YET3 Endoplasmic reticulum transmembrane protein, putative"	
YALI1_B20730g	Q6CEG7	YALI0B15774g1_1	36.69414709	NA	48.10649803	30.42447244	55.05122449	62.19842267	56.4222464	63.75914739	33.83123056	27.56810758	62.80292077	highly similar to uniprot|P12612 Saccharomyces cerevisiae YDR212w CCT1 component of chaperonin-containing T-complex	
YALI1_B05995g	Q6CFR7	YALI0B04444g1_1	235.7686967	7.281875466	88.60699987	324.4850837	352.723483	141.7986705	160.7345398	118.4289508	389.9244726	357.2745096	150.5467434	"similar to uniprot|P38264 Saccharomyces cerevisiae YBR106W PHO88 Probable membrane protein, involved in phosphate transport"	
YALI1_E31565g	Q6C4I0	YALI0E26609g1_1	109.9879398	4.042494992	119.6487293	101.996549	102.6919263	109.282638	89.67256719	112.3374705	113.1654377	111.1550308	103.6180382	similar to uniprot|P23292 Saccharomyces cerevisiae YNL154C (ohnolog of YHR135C) YCK2 casein kinase I isoform	
YALI1_B22088g	Q6CEB4	YALI0B16984g1_1	84.41251115	NA	103.9845614	87.46982589	93.00293185	71.32286069	83.1683657	108.0012198	101.5830321	102.789213	67.74050677	uniprot|Q6CEB4 Yarrowia lipolytica YALI0B16984g RAS3 Ras GTP-binding protein	
YALI1_C23707g	Q6CBQ3	YALI0C16566g1_1	2.96873926	0.762262738	7.230315248	2.992964464	2.546956307	5.93741273	6.421585727	2.443625978	NA	2.68287869	2.881430709	"highly similar to uniprot|P04050 Saccharomyces cerevisiae YDL140c RPO21 DNA-directed RNA polymerase II, 215 KD subunit"	2.7.7.6
YALI1_A03170g	Q6CI09	YALI0A02673g1_1	274.2684789	2.262956912	220.7761737	264.9662512	115.4469813	174.5350683	155.2022331	399.2832148	206.6389334	173.3312716	224.8479372	similar to uniprot|A5DWP6 Lodderomyces elongisporus conserved hypothetical protein	
YALI1_F11658g	Q6C2F7	YALI0F08305g1_1	80.69133214	NA	38.29682116	54.03710323	48.29313465	32.43260529	36.89697477	45.61326591	24.21044797	22.97387772	39.32087899	similar to uniprot|P29295 Saccharomyces cerevisiae YPL204w HRR25 casein kinase I	
YALI1_E31897g	Q6C4G6	YALI0E26961g1_1	46.20519999	6.901544248	46.6467685	44.26591705	32.2450444	62.21493589	44.64019361	16.96167685	41.38285168	30.54574851	14.27955722	highly similar to uniprot|P02557 Saccharomyces cerevisiae YFL037w TUB2 beta-tubulin	
YALI1_D11614g	Q6C9Q7	YALI0D09119g1_1	46.86150197	1.973872184	54.68243623	27.08160671	70.70975001	114.0644757	55.96506108	85.3551343	10.89766887	25.13439764	55.70591955	highly similar to uniprot|P33297 Saccharomyces cerevisiae YOR117w YTA1 26S proteasome regulatory subunit	
YALI1_D20202g	Q6C8W6	YALI0D16335g1_1	20.06090949	2.746220588	6.528664125	9.82117816	28.77216615	11.80521382	12.78572536	2.507221693	0.818140878	6.672239176	0.634785399	similar to uniprot|P50101 Saccharomyces cerevisiae YMR304w UBP15	
YALI1_E10492g	Q6C6K9	YALI0E08617g1_1	80.98823591	13.73073972	66.77495773	46.89293338	58.33003461	99.38277805	77.39412889	82.41815828	50.55057165	40.40745728	43.96920166	"weakly similar to uniprot|P41807 Saccharomyces cerevisiae YPR036w VMA13 H+-ATPase V1 domain 54 KD subunit, vacuolar"	
YALI1_C29052g	Q6CB92	YALI0C20999g1_1	107.5548985	3.712634186	65.17059099	43.19024509	108.9926295	112.2883316	83.61914356	106.3994437	50.904919	79.14840775	91.69171522	highly similar to uniprot|P42943 Saccharomyces cerevisiae YJL111w CCT7 component of chaperonin-containing T-complex	
YALI1_D17885g	Q6C932	YALI0D14630g1_1	296.7461145	NA	223.4220528	195.8449313	223.2369378	232.4483363	230.2915529	171.446424	129.8064559	161.2798595	133.9126896	similar to uniprot|P51996 Saccharomyces cerevisiae YGL210W (ohnolog of YER031C) YPT32 small GTP-binding protein essential for Golgi function	
YALI1_D04128g	Q6CAF5	YALI0D03245g1_1	360.7483921	45.53228729	323.8144509	513.6613629	566.023345	364.1813109	665.4546546	58.3850299	69.86031942	59.7216286	49.46950367	"highly similar to uniprot|Q6C2W4 Yarrowia lipolytica YALI0F04598g, unknown function"	
YALI1_D24626g	Q6C8I3	YALI0D19382g1_1	405.1959344	58.17352257	284.7622156	379.9440302	902.4011615	681.835332	386.155125	241.4350026	181.0631808	380.6310313	180.3665156	some similarities with uniprot|G3BCN3 Candida tenuis CANTEDRAFT_96280 hypothetical protein	
YALI1_E00510g	Q6C7K0	YALI0E00176g1_1	51.38451523	5.181088992	46.50361065	19.31903654	15.45189017	42.76609437	18.39888154	69.99531647	32.59766278	43.97282762	59.39134027	similar to uniprot|P19524 Saccharomyces cerevisiae YOR326W (ohnolog of YAL029C) MYO2 myosin heavy chain	
YALI1_A03396g	Q6CHZ9	YALI0A02981g1_1	211.2916582	5.742079414	159.2325584	172.4253888	166.2452427	166.5840292	178.1955954	221.7469773	194.5135524	216.5602789	237.2240356	weakly similar to uniprot|Q9C232 Neurospora crassa Conserved hypothetical protein	
YALI1_C09133g			132.6241957	NA	125.9394251	209.131951	165.9676882	150.9842208	124.0746096	53.57543251	63.19231088	55.27948677	55.82401661	No description in CLIB122	
YALI1_B14441g	Q6CF28	YALI0B10780g1_1	56.56027441	13.22038919	14.79092858	83.44620733	47.09093643	27.52119919	50.59512328	72.67681529	117.6602731	41.12868053	36.96251032	similar to uniprot|P39926 Saccharomyces cerevisiae YMR183C (ohnolog of YPL232W) SSO2 syntaxin (T-SNARE)	
YALI1_B08193g	Q6CFK6	YALI0B06116g1_1	171.0296077	2.025179287	104.4517315	100.2449396	110.6570025	144.4180479	63.2299067	132.3899292	81.34025906	144.5008277	108.7446269	similar to uniprot|P38120 Saccharomyces cerevisiae YBR146W MRPS9 Mitochondrial ribosomal protein of the small subunit	
YALI1_D22704g	Q6C8P0	YALI0D18150g1_1	136.8003109	11.01610058	121.5908841	152.1619465	162.789587	168.7159469	128.4933227	235.4371814	146.1109902	174.7665019	241.3993969	"weakly similar to uniprot|P36516 Saccharomyces cerevisiae YMR024w MRPL3 ribosomal protein of the large subunit, mitochondrial"	
YALI1_E34525g	Q6C470	YALI0E29249g1_1	15.96294787	4.373985299	17.27173646	9.089191454	29.33424271	21.76593601	13.47094105	18.128189	9.460270849	9.342389089	10.15349005	similar to uniprot|P18759 Saccharomyces cerevisiae YBR080C SEC18 ATPase required for the release of Sec17p during the priming step in homotypic vacuole fusion and for ER to Golgi transport	
YALI1_F21482g	Q6C1I3	YALI0F16005g1_1	60.29019305	NA	23.74866221	47.43515195	63.13289892	86.11540285	57.45096306	66.20008452	52.86855895	51.74476758	54.04071829	similar to uniprot|Q7S9Y9 Neurospora crassa NCU07929.1 hypothetical protein	
YALI1_E35082g	Q6C450	YALI0E29667g1_1	347.2658948	184.5876876	141.8671101	291.2389371	337.4073806	415.7678008	302.0086343	225.618398	251.684257	254.9942498	55.5670335	"uniprot|Q6C450 Yarrowia lipolytica YALI0E29667g SDH3 Succinate dehydrogenase, putative"	
YALI1_D13226g	Q6C9K1	YALI0D10571g1_1	202.4878456	22.49446388	189.0082073	189.3036187	206.3231371	197.3684051	175.3288281	74.70903632	101.8162227	151.0994363	80.12868832	similar to uniprot|Q03392 Schizosaccharomyces pombe Proliferating cell nuclear antigen (PCNA)	
YALI1_B19668g	Q6CEK4	YALI0B14971g1_1	83.67384156	6.708165489	64.9159976	103.1387382	77.6721401	80.99906459	105.6684402	76.0559071	96.74807979	58.30748939	51.91047219	weakly similar to uniprot|O42854 Schizosaccharomyces pombe Hypothetical 170.5 kDa protein	
YALI1_F23867g	Q6C1A4	YALI0F17974g1_1	60.21152483	NA	42.2310643	48.45351067	67.65773997	92.41151058	67.85064935	81.59447846	44.99961981	36.03944772	36.90144117	similar to uniprot|Q01532 Saccharomyces cerevisiae YNL239w Cysteine proteinase 1  (Bleomycin hydrolase)	
YALI1_D20695g	Q6C8V2	YALI0D16775g1_1	85.22148201	NA	45.59982748	49.10294783	100.4358658	75.69237759	73.34621865	77.68130937	75.02364316	66.36408099	62.07226251	similar to uniprot|P38884 Saccharomyces cerevisiae YHR198c	
YALI1_B22598g	Q6CE98	YALI0B17380g1_1	310.4910653	51.27001465	205.7997422	228.2691961	295.634483	254.2138273	215.2084036	192.5844131	183.1834008	201.9832074	216.3708826	"similar to uniprot|P38328 Saccharomyces cerevisiae YBR234c ARC40 ARP2/3 protein complex subunit, 40 kilodalton"	
YALI1_C30130g	Q6CB54	YALI0C21824g1_1	157.3040057	45.8287917	48.49010687	187.4808449	169.4700933	65.12954552	99.95991388	23.29810308	138.0158563	98.68447089	23.51372919	similar to uniprot|P20606 Saccharomyces cerevisiae YPL218w SAR1 GTP-binding protein of the ARF family	3.6.5.-
YALI1_E29930g			776.5272832	81.91021687	233.9125852	660.7806502	518.3685354	547.6462851	392.9655184	1026.995705	969.0448325	1256.321993	925.7227918	No description in CLIB122	
YALI1_D30540g	Q6C815	YALI0D23617g1_1	166.6135841	56.45057982	126.4746294	83.42813704	282.3832188	151.5595074	109.2747373	55.89132607	52.3300782	49.18623573	58.80287244	weakly similar to uniprot|Q12164 Saccharomyces cerevisiae YLL023C Protein of unknown function	
YALI1_C11862g	Q6CCK5	YALI0C08635g1_1	162.7493755	2.42836437	89.10335934	231.2587765	172.8116725	115.9513843	201.2925812	181.2755695	194.6860857	162.1250532	102.8287779	similar to uniprot|P87216 Schizosaccharomyces pombe VIP1 protein (P53 antigen homolog)	
YALI1_D11063g	Q6C9T1	YALI0D08602g1_1	92.07617271	3.372191397	82.99352937	92.60570155	101.2616303	95.51993461	18.78129799	49.45229744	67.19440707	93.06955727	31.11445184	some similarities with uniprot|Q08023 Saccharomyces cerevisiae YLR077w	
YALI1_D08360g	Q6CA23	YALI0D06523g1_1	69.32983818	31.07611104	77.11768148	71.76767174	67.83618166	79.93097265	81.71927988	86.49708446	71.47857662	77.11107121	86.44846254	highly similar to uniprot|P23724 Saccharomyces cerevisiae YBL041w PRE7 20S proteasome subunit(beta6)	
YALI1_F06544g	Q6C2X7	YALI0F04268g1_1	62.7248893	NA	13.59263229	24.62406415	32.9939154	9.648268519	11.01165707	19.82638634	13.18733996	15.29923833	15.36588681	some similarities with uniprot|P38845 Saccharomyces cerevisiae YHR146W (ohnolog of YNL173C) Hypothetical 51.1 kDa protein in DCD1- MRPL6 intergenic region	
YALI1_A06453g	Q6CHP1	YALI0A06787g1_1	200.8353231	39.22100076	156.0021921	148.6813938	199.6398233	160.1498834	120.9809426	90.84109354	115.0088015	107.7039032	84.85187564	similar to uniprot|P38286 Saccharomyces cerevisiae YBR159W Microsomal beta-keto-reductase	1.1.1.330
YALI1_F29424g	Q6C0S1	YALI0F22209g1_1	35.45946118	2.116571039	46.36224626	24.18783024	35.06438073	30.8129359	43.49745704	32.10411254	29.57159611	25.50612243	31.62821457	some similarities with uniprot|P40011 Saccharomyces cerevisiae YER010c	
YALI1_D13963g	Q6C9H7	YALI0D11110g1_1	82.27124349	2.103320877	47.96504454	40.65978566	99.51289325	73.59470861	36.95662022	38.70570022	39.86637967	64.16848962	53.90380816	similar to uniprot|P00937 Saccharomyces cerevisiae YKL211C TRP3 Bifunctional enzyme exhibiting both indole-3- glycerol-phosphate synthase and anthranilate synthase activities	
YALI1_B18811g	Q6CEN6	YALI0B14267g1_1	93.05131958	9.461696091	97.0932044	186.7090735	65.32350612	92.46613516	199.3331865	204.1048547	173.6315969	67.27394924	140.1752467	highly similar to uniprot|P40303 Saccharomyces cerevisiae YOL038w PRE6 20S proteasome subunit (alpha4)	3.4.25.1
YALI1_C17782g	Q6CC44	YALI0C12595g1_1	17.88545593	1.334905567	13.79907968	36.24925727	6.496829903	8.318433768	4.446189627	17.29031183	23.35097685	9.351536222	14.62575304	similar to uniprot|Q02895 Saccharomyces cerevisiae YPL088w putative aryl-alcohol dehydrogenase	
YALI1_F22750g	Q6C1E8	YALI0F16940g1_1	172.5507382	45.41463687	74.34987628	134.5404749	166.8093432	148.8820166	96.88994368	91.6079769	100.6045077	32.26307369	77.59716925	some similarities with uniprot|P35845 Saccharomyces cerevisiae YAR042W SWH1 (ohnolog of YDL019C) Protein similar to mammalian oxysterol-binding protein	
YALI1_F13170g	Q6C297	YALI0F09603g1_1	339.7994443	35.92066744	198.4603349	184.8158085	312.08872	263.2534826	201.2801593	164.1924227	121.0871814	204.9345501	171.2844248	similar to uniprot|P32771 Saccharomyces cerevisiae YDL168w SFA1 long-chain alcohol dehydrogenase	1.1.1.284
YALI1_F06018g	Q6C2Y8	YALI0F04015g1_1	221.7205987	22.83632177	216.5447973	183.2379064	233.8427851	286.2862701	259.8247508	249.9355867	100.2776267	81.22835697	157.3724127	similar to uniprot|P15496 Saccharomyces cerevisiae YPL117c IDI1 isopentenyl-diphosphate delta-isomerase	
YALI1_E25400g			25.14072842	2.692076656	19.97595567	27.75864289	42.92294318	49.48144867	33.60355601	29.2388957	9.295744589	18.7052766	29.10891929	No description in CLIB122	
YALI1_B06809g	Q6CFQ1	YALI0B04906g1_1	81.09334118	2.119993837	31.34074081	73.76682238	48.15037488	49.26106522	57.34593753	20.97830898	75.06322528	50.40215304	32.25636783	"uniprot|Q6CFQ1 Yarrowia lipolytica YALI0B04906g ACD4 Acyl CoA dehydrogenase, putative"	
YALI1_E25866g	Q6C516	YALI0E21868g1_1	24.11166335	7.262681333	19.71944889	11.40710099	28.65724768	29.82836283	50.46221355	27.76390604	27.61018932	7.18624657	16.11145591	highly similar to uniprot|P53549 Saccharomyces cerevisiae YOR259c CRL13 26S proteasome regulatory subunit	
YALI1_D21167g	Q6C8T1	YALI0D17204g1_1	46.59403217	13.3932035	22.96853299	32.84734706	48.83562732	39.66619608	37.28117099	10.45279092	36.1031473	30.79396247	13.75406926	highly similar to uniprot|Q01939 Saccharomyces cerevisiae YGL048c SUG1 26S proteasome regulatory subunit	
YALI1_D24997g	Q6C8H0	YALI0D19734g1_1	49.09113962	18.68457	81.19506865	49.14920708	38.83165504	78.01208901	120.6804098	35.85900306	4.88960731	3.801003761	30.20875544	similar to uniprot|G7XQE8 Aspergillus kawachii arsenate reductase	
YALI1_D35809g	Q6C7L1	YALI0D27192g1_1	13.22701416	NA	0.974950762	22.92564998	35.31615539	25.51687009	12.74174358	12.63060172	26.99236061	38.96968955	5.291272079	similar to uniprot|P38817 Saccharomyces cerevisiae YHR108W GGA2 (ohnolog of YDR358W) Golgi-localized protein with homology to gamma-adaptin	
YALI1_F25908g	Q6C141	YALI0F19448g1_1	85.33953277	NA	89.95627204	47.85838651	84.68310026	73.83687915	101.5911927	5.765494778	4.584413107	NA	6.208480653	similar to uniprot|P33317 Saccharomyces cerevisiae YBR252w DUT1 dUTP pyrophosphatase precursor	3.6.1.23
YALI1_F09003g	Q6C2Q1	YALI0F06050g1_1	242.2286474	169.6103671	392.4381494	254.4201167	232.0773576	291.4326123	242.6880606	294.9543602	289.0471679	232.6686873	326.5623194	uniprot|Q6C2Q1 Yarrowia lipolytica YALI0F06050g NUKM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I)	
YALI1_E04859g	Q6C735	YALI0E04092g1_1	83.27446332	11.56892226	106.9987319	35.17679886	67.25098444	101.3788026	63.9639036	109.5013277	45.31913013	58.83014279	75.10050263	weakly similar to uniprot|P40850 Saccharomyces cerevisiae YNL085w MKT1 required for propagation of M2 dsRNA satellite of L-A virus	
YALI1_A06672g	Q6CHN0	YALI0A07018g1_1	44.87091723	3.833891377	26.31412223	20.42590494	34.66254856	39.19816248	29.78003636	39.85280687	12.68799729	26.76864387	27.83420829	similar to uniprot|P32790 Saccharomyces cerevisiae YBL007c SLA1 cytoskeleton assembly control protein	
YALI1_D08884g	Q6CA04	YALI0D06930g1_1	76.70302416	9.303062407	44.72373681	41.36386205	100.2012243	108.5309046	93.55831443	29.27487606	6.800472097	12.90556064	28.60201948	"similar to uniprot|Q06408 Saccharomyces cerevisiae YDR380W ARO10 phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde"	
YALI1_F01897g	Q6C3B0	YALI0F01166g1_1	44.94906642	2.376296864	17.18576112	21.36041963	46.80858757	46.74466529	33.01511706	21.08337962	10.8016533	27.17001365	13.75776109	weakly similar to uniprot|M2S9F3 Bipolaris sorokiniana hypothetical protein COCSADRAFT_164759	3.6.5.-
YALI1_D14300g	Q6C9G4	YALI0D11418g1_1	265.8975801	12.55037485	167.876827	113.7102568	242.1786725	257.3020126	172.1124198	183.8343949	154.7188908	167.792758	150.9669281	similar to uniprot|P33299 Saccharomyces cerevisiae YKL145W RPT1 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates	
YALI1_E07121g	Q6C6V5	YALI0E05929g1_1	9.876517486	NA	7.72884187	2.964361158	10.00988103	6.597921066	10.53580404	6.940719942	3.918712948	9.694631675	5.670717367	similar to uniprot|P46971 Saccharomyces cerevisiae YJR143c PMT4 dolichyl-phosphate-mannose--protein O- mannosyl transferase	
YALI1_D33105g	Q6C7V8	YALI0D24970g1_1	123.2613496	NA	73.68570519	88.13200641	79.07280112	122.2412112	88.42075211	141.3350471	66.20733802	73.908046	72.91865637	similar to uniprot|Q9P7T6 Schizosaccharomyces pombe Hypothetical protein C694.04c in chromosome I	
YALI1_E06109g	Q6C6Y6	YALI0E05247g1_1	91.60756927	NA	96.3943132	68.07888302	91.75881293	89.74765488	85.17691171	73.43955725	54.84067083	58.42203204	54.05896882	similar to uniprot|P32319 Saccharomyces cerevisiae YBL017c PEP1 vacuolar protein sorting/targeting protein	
YALI1_D12091g	Q6C9P1	YALI0D09493g1_1	145.8848559	2.715921631	82.44065476	244.0950194	226.3196783	112.6377248	268.0387857	84.5252718	224.5087282	105.9950189	71.60464316	"uniprot|Q6C9P1 Yarrowia lipolytica YALI0D09493g ISO2 Enoyl-CoA hydratase/isomerase family protein, putative"	
YALI1_D30097g	Q6C828	YALI0D23287g1_1	2.145965008	NA	0.76776043	0.551417129	0.588592321	1.996898385	0.684027068	NA	NA	0.682040444	NA	similar to uniprot|P22082 Saccharomyces cerevisiae YOR290C SNF2 Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation	
YALI1_C01789g	Q6CDE1	YALI0C01243g1_1	11.93385302	3.990669097	13.46872244	16.36458525	7.159355286	13.16275875	11.43082065	5.602818806	3.47633702	6.51321031	2.218003475	similar to uniprot|P32597 Saccharomyces cerevisiae YIL126W STH1 ATPase component of the RSC chromatin remodeling complex	
YALI1_D04680g	Q6CAD6	YALI0D03718g1_1	54.69456448	1.219384819	64.56219538	41.0678294	73.84941224	83.25791627	47.41197332	52.22682957	20.22121156	40.11372717	45.65637354	"highly similar to uniprot|P08518 Saccharomyces cerevisiae YOR151c RPB2 DNA-directed RNA polymerase II, 140 kDa chain"	2.7.7.6
YALI1_F27101g	Q6C100	YALI0F20416g1_1	565.2471638	120.0962331	447.3496785	1059.865905	601.5736292	600.349179	933.7956777	520.1403773	462.033275	384.1052847	384.5199008	highly similar to uniprot|P39078 Saccharomyces cerevisiae YDL143w CCT4 component of chaperonin-containing T-complex	
YALI1_F00288g	Q6C3F1	YALI0F00264g1_1	258.0132934	11.8299995	229.5983172	309.8780686	272.4861371	272.3027009	266.1437575	329.4855615	210.0951512	269.473238	309.2524452	uniprot|Q6C3F1 Yarrowia lipolytica YALI0F00264g MPC1 Subunit of the mitochondrial pyruvate carrier 1	
YALI1_D07162g	Q6CA64	YALI0D05547g1_1	208.5496521	23.18005873	137.6355395	174.2210435	74.00996449	74.37639939	18.99976505	81.40992107	127.6415528	154.9153024	72.25769038	weakly similar to uniprot|P78814 Schizosaccharomyces pombe Pre-mRNA splicing factor srp2	
YALI1_B16022g	Q6CEX3	YALI0B12188g1_1	7.329455137	NA	NA	NA	0.707899336	4.220518388	NA	22.09018664	16.97395511	23.99364759	9.445100394	weakly similar to uniprot|P12866 Saccharomyces cerevisiae YKL209c STE6 ATP-binding cassette transporter protein	
YALI1_B07366g	Q6CFN6	YALI0B05368g1_1	52.32483484	1.866323877	59.47661505	45.29215684	59.41493353	67.33072337	58.92034219	85.2056825	48.35857823	51.34126434	79.51625411	"highly similar to uniprot|P28274 Saccharomyces cerevisiae YBL039C URA7 (ohnolog of YJR103W) Major CTP synthase isozyme (see also URA8), catalyzes the ATP- dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines"	6.3.4.2
YALI1_C00230g	Q6CDI7	YALI0C00209g1_1	108.3845592	14.14125717	77.05149428	59.75426715	85.08765031	74.75624394	104.1090159	102.1777782	109.5194903	147.5952794	124.2279499	"uniprot|Q6CDI7 Yarrowia lipolytica YALI0C00209g SCT1 Glycerol-3-phosphate O-acyltransferase, putative"	
YALI1_F27686g	Q6C0Y3	YALI0F20790g1_1	160.3423738	48.63715577	149.2715909	154.238605	157.0116205	147.0055633	201.501318	137.5927023	126.7463451	122.4073156	97.50399712	"similar to uniprot|P05373 Saccharomyces cerevisiae YGL040C HEM2 Delta-aminolevulinic acid dehydratase, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis"	4.2.1.24
YALI1_C32223g	B5FVD6	YALI0C23379g1_1	38.15841787	1.749096428	35.2929878	24.81280882	43.31844946	44.29342843	27.43683729	7.684725174	6.929222297	6.374290986	2.344380075	similar to uniprot|Q8TGE9 Aspergillus fumigatus (Sartorya fumigata) Hypothetical protein AfA14E5.29b	
YALI1_F26039g	Q6C134	YALI0F19602g1_1	101.5363834	26.39545778	113.1005764	92.37061415	100.1059507	110.6694416	96.74559376	90.38185811	76.0566342	73.55721228	74.74958304	highly similar to uniprot|Q9C2L8 Neurospora crassa Probable GTPase Rab7 protein	
YALI1_D16609g	Q6C975	YALI0D13442g1_1	41.71416065	NA	36.12706037	18.45528878	32.08687008	36.65024969	39.11233438	43.7388621	48.65392351	54.03183166	45.54012405	similar to uniprot|P47160 Saccharomyces cerevisiae YJR125c ENT3 cytoskeletal adaptor	
YALI1_F17431g	Q6C1V9	YALI0F12991g1_1	5.48474329	1.828332712	7.308262632	17.3471364	1.161475547	4.602336437	5.771813894	7.854585258	20.30769145	19.69369831	8.483570238	"some similarities with uniprot|P32902 Saccharomyces cerevisiae YHL004w MRP4 ribosomal protein of the small subunit, mitochondrial"	
YALI1_C30205g	Q6CB51	YALI0C21890g1_1	54.71252424	10.67440647	39.06589923	66.61240598	57.28723381	53.4090459	102.2233943	68.73313324	93.66440109	49.65937281	81.02422788	similar to uniprot|D5G9E6 Tuber melanosporum GSTUM_00003272001 hypothetical protein	
YALI1_D06859g	Q6CA73	YALI0D05313g1_1	26.3963552	NA	22.29543786	24.87534239	76.98705983	98.71039532	111.7624322	107.7479788	39.58965554	35.80339983	47.84037596	similar to uniprot|Q871I8 Neurospora crassa CAD71014 Hypothetical protein 20H10.310	
YALI1_E40361g	Q6C3K7	YALI0E34037g1_1	137.5108829	84.3900284	160.3606518	161.8809891	145.7409623	190.0795525	284.7273282	241.8065459	253.687877	144.861489	125.6568098	similar to uniprot|P00128 Saccharomyces cerevisiae YDR529c QCR7 ubiquinol--cytochrome-c reductase subunit 7	
YALI1_D00581g	Q6CAR5	YALI0D00583g1_1	284.4134698	34.97685389	342.6155521	290.7492297	425.4970246	598.7409891	387.2809931	512.0264859	159.2153771	148.9257732	491.3168455	"highly similar to uniprot|P32610 Saccharomyces cerevisiae YEL051w VMA8 H+-ATPsynthase V1 domain 32 KD subunit, vacuolar"	
YALI1_C28479g	Q6CBB1	YALI0C20405g1_1	413.4691672	80.07395396	286.9267204	353.3645304	515.1546381	497.4030072	467.8908904	369.4661289	330.0986013	413.5643844	193.5319768	similar to uniprot|P10768 Homo sapiens Esterase D	3.1.2.12
YALI1_C26276g	Q6CBG4	YALI0C19085g1_1	21.38456783	7.355562583	9.126227607	93.60215483	32.77356133	57.62594255	107.5030121	6.859371002	36.59453858	1.773362824	NA	similar to uniprot|P37262 Saccharomyces cerevisiae YCR073wa SOL2 multicopy suppressor of LOS1-1	
YALI1_C26377g	Q6CBG3	YALI0C19107g1_1	10.99643176	NA	NA	4.470284153	6.114902362	4.051847963	3.223180981	306.5395454	62.76590045	87.7999322	697.1785634	some similarities with uniprot|Q6CD23 Yarrowia lipolytica YALI0C04389g	
YALI1_E40718g	F2Z620	YALI0E34309g1_1	52.37627519	2.509191141	42.10840279	36.73885236	47.66418374	54.93225351	40.2658669	57.19910111	54.54470344	48.06906605	56.311823	uniprot|Q6H9R9 Yarrowia lipolytica YALI0E34309g SRP72 Signal recognition particle protein	
