"ensembl_gene_id","name_1006"
"YHR195W","cellular protein localization"
"YGL003C","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"YGL003C","negative regulation of spindle pole body separation"
"YGL003C","regulation of cell size"
"YGL003C","positive regulation of mitotic metaphase/anaphase transition"
"YGL003C","cell division"
"YGL003C","cell cycle"
"YGL003C","mitotic nuclear division"
"YGL003C","positive regulation of ubiquitin protein ligase activity"
"YGR237C","biological_process"
"YIL131C","positive regulation of transcription involved in G2/M transition of mitotic cell cycle"
"YIL131C","positive regulation of cell cycle"
"YIL131C","negative regulation of cell cycle"
"YIL131C","negative regulation of transcription elongation from RNA polymerase II promoter"
"YIL131C","regulation of sequence-specific DNA binding transcription factor activity"
"YIL131C","donor selection"
"YIL131C","termination of RNA polymerase II transcription"
"YIL131C","mRNA 3'-end processing"
"YIL131C","cellular response to methylmercury"
"YIL131C","pseudohyphal growth"
"YIL131C","mitochondrion organization"
"YIL131C","negative regulation of transcription from RNA polymerase II promoter"
"YIL131C","chromatin silencing at silent mating-type cassette"
"YIL131C","chromatin remodeling"
"YIL131C","regulation of transcription, DNA-templated"
"YIL131C","negative regulation of transcription involved in G1/S transition of mitotic cell cycle"
"YIL131C","negative regulation of pseudohyphal growth"
"YIL131C","negative regulation of transcription involved in G2/M transition of mitotic cell cycle"
"YIL131C","positive regulation of DNA-dependent DNA replication initiation"
"YIL131C","positive regulation of chromatin silencing at silent mating-type cassette"
"YDR287W","inositol biosynthetic process"
"YDR287W","inositol phosphate dephosphorylation"
"YDR287W","phosphatidylinositol phosphorylation"
"YPR111W","protein phosphorylation"
"YPR111W","phosphorylation"
"YPR111W","cell cycle"
"YPR111W","division septum assembly"
"YPR111W","exit from mitosis"
"YPR111W","mitotic cytokinesis"
"YPR111W","regulation of mRNA catabolic process"
"YMR002W","aerobic respiration"
"YDR122W","protein autophosphorylation"
"YDR122W","protein phosphorylation"
"YDR122W","phosphorylation"
"YDR122W","exocytosis"
"YOR296W","biological_process"
"YBL106C","Golgi to plasma membrane transport"
"YBL106C","exocytosis"
"YOR035C","mating type switching"
"YOR035C","intracellular mRNA localization"
"YOR035C","actin cytoskeleton organization"
"YDR200C","re-entry into mitotic cell cycle after pheromone arrest"
"YDR200C","protein targeting to vacuole"
"YDR200C","protein transport"
"YDR200C","cell cycle"
"YDR200C","transport"
"YIL127C","regulation of transcription, DNA-templated"
"YIL127C","transcription, DNA-templated"
"YBL068W","cellular biosynthetic process"
"YBL068W","fungal-type cell wall organization"
"YBL068W","nucleotide biosynthetic process"
"YBL068W","5-phosphoribose 1-diphosphate biosynthetic process"
"YBL068W","ribonucleoside monophosphate biosynthetic process"
"YIR042C","biological_process"
"YIR042C","metabolic process"
"YMR281W","GPI anchor biosynthetic process"
"YPR055W","Golgi to plasma membrane transport"
"YPR055W","protein transport"
"YPR055W","endoplasmic reticulum inheritance"
"YPR055W","vesicle tethering involved in exocytosis"
"YPR055W","vesicle docking involved in exocytosis"
"YPR055W","exocytosis"
"YPR055W","Golgi inheritance"
"YBR019C","galactose catabolic process via UDP-galactose"
"YBR019C","galactose metabolic process"
"YBR019C","cellular metabolic process"
"YBR019C","carbohydrate metabolic process"
"YBR019C","metabolic process"
"YOR239W","actin filament bundle assembly"
"YOR239W","tRNA methylation"
"YOR239W","methylation"
"YBR001C","trehalose catabolic process"
"YBR001C","metabolic process"
"YBR001C","trehalose metabolic process"
"YOR256C","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"YER139C","transcription from RNA polymerase II promoter"
"YER139C","dephosphorylation of RNA polymerase II C-terminal domain"
"YBR160W","negative regulation of meiotic cell cycle"
"YBR160W","positive regulation of meiotic cell cycle"
"YBR160W","positive regulation of mitotic cell cycle"
"YBR160W","negative regulation of mitotic cell cycle"
"YBR160W","regulation of budding cell apical bud growth"
"YBR160W","regulation of double-strand break repair via homologous recombination"
"YBR160W","regulation of filamentous growth"
"YBR160W","positive regulation of nuclear cell cycle DNA replication"
"YBR160W","negative regulation of transcription, DNA-templated"
"YBR160W","positive regulation of triglyceride catabolic process"
"YBR160W","positive regulation of spindle pole body separation"
"YBR160W","protein phosphorylation"
"YBR160W","positive regulation of transcription, DNA-templated"
"YBR160W","phosphorylation"
"YBR160W","cell division"
"YBR160W","cell cycle"
"YBR160W","mitotic nuclear division"
"YBR160W","chromatin remodeling"
"YBR160W","synaptonemal complex assembly"
"YBR160W","positive regulation of transcription from RNA polymerase II promoter"
"YBR160W","vesicle-mediated transport"
"YBR160W","7-methylguanosine mRNA capping"
"YBR160W","phosphorylation of RNA polymerase II C-terminal domain"
"YBR160W","regulation of protein localization"
"YBR160W","meiotic DNA double-strand break processing"
"YBR160W","peptidyl-serine phosphorylation"
"YBR160W","negative regulation of sister chromatid cohesion"
"YBR160W","negative regulation of double-strand break repair via nonhomologous end joining"
"YGR232W","proteolysis"
"YGR232W","proteasome regulatory particle assembly"
"YMR006C","metabolic process"
"YMR006C","phospholipid catabolic process"
"YMR006C","glycerophospholipid metabolic process"
"YHR064C","rRNA processing"
"YHR064C","cytoplasmic translation"
"YHR064C","regulation of translational fidelity"
"YHR064C","translational frameshifting"
"YMR174C","protein catabolic process in the vacuole"
"YMR174C","negative regulation of endopeptidase activity"
"YKR002W","RNA 3'-end processing"
"YKR002W","snoRNA polyadenylation"
"YKR002W","mRNA polyadenylation"
"YKR002W","RNA polyadenylation"
"YOR151C","transcription, DNA-templated"
"YOR151C","transcription from RNA polymerase II promoter"
"YOR151C","transcription, RNA-templated"
"YPL120W","phosphatidylinositol biosynthetic process"
"YPL120W","retrograde transport, endosome to Golgi"
"YPL120W","late endosome to vacuole transport"
"YPL120W","autophagy of peroxisome"
"YPL120W","piecemeal microautophagy of nucleus"
"YPL120W","protein localization by the Cvt pathway"
"YPL120W","macroautophagy"
"YPL120W","autophagy"
"YPL120W","protein transport"
"YPL120W","ubiquitin-dependent ERAD pathway"
"YPL120W","transport"
"YPL120W","protein targeting to vacuole"
"YOL053W","biological_process"
"YPR025C","regulation of cyclin-dependent protein serine/threonine kinase activity"
"YPR025C","phosphorylation of RNA polymerase II C-terminal domain"
"YPR025C","transcription, DNA-templated"
"YPR025C","regulation of transcription, DNA-templated"
"YPR025C","transcription from RNA polymerase II promoter"
"YLL064C","response to stress"
"YKR088C","vesicle-mediated transport"
"YKR088C","mitotic spindle elongation"
"YOL123W","response to DNA damage checkpoint signaling"
"YOL123W","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"YOL123W","mRNA cleavage"
"YOL123W","mRNA polyadenylation"
"YGL094C","mRNA processing"
"YGL094C","nuclear-transcribed mRNA poly(A) tail shortening"
"YGL094C","postreplication repair"
"YGL094C","RNA phosphodiester bond hydrolysis, exonucleolytic"
"YLR121C","cellular protein metabolic process"
"YLR121C","fungal-type cell wall organization"
"YLR121C","proteolysis"
"YDR081C","positive regulation of transcription from RNA polymerase II promoter"
"YDR081C","positive regulation of thiamine biosynthetic process"
"YDR081C","positive regulation of glycolytic fermentation to ethanol"
"YCR012W","gluconeogenesis"
"YCR012W","glycolytic process"
"YKR044W","biological_process"
"YNL220W","purine nucleotide biosynthetic process"
"YNL220W","'de novo' AMP biosynthetic process"
"YGR263C","sterol metabolic process"
"YGR263C","sterol deacetylation"
"YGR263C","response to toxic substance"
"YJL186W","protein glycosylation"
"YJL186W","mannosylation"
"YIL024C","biological_process"
"YPR070W","regulation of transcription from RNA polymerase II promoter"
"YPR070W","negative regulation of transcription from RNA polymerase II promoter"
"YPR070W","positive regulation of transcription from RNA polymerase II promoter"
"YPR070W","transcription, DNA-templated"
"YPR070W","regulation of transcription, DNA-templated"
"YJR084W","mRNA splicing, via spliceosome"
"YJR084W","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"YJR084W","transcription, DNA-templated"
"YER050C","mitochondrial translation"
"YER050C","translation"
"YLR019W","dephosphorylation"
"YLR019W","response to stress"
"YLR019W","cellular response to salt stress"
"YLR019W","response to heat"
"YLR019W","response to salt stress"
"YMR087W","tRNA splicing, via endonucleolytic cleavage and ligation"
"YMR087W","dephosphorylation"
"YDR068W","biological_process"
"YGR059W","ascospore formation"
"YGR059W","cell cycle"
"YLR067C","tRNA 3'-end processing"
"YLR067C","mitochondrial respiratory chain complex IV biogenesis"
"YLR067C","positive regulation of mitochondrial translational initiation"
"YKL080W","vacuolar acidification"
"YKL080W","ATP hydrolysis coupled proton transport"
"YKL080W","proton transport"
"YKL080W","ion transport"
"YKL080W","transport"
"YIL137C","proteolysis"
"YIL137C","ribosome biogenesis"
"YBL075C","obsolete ATP catabolic process"
"YBL075C","protein folding"
"YBL075C","protein quality control for misfolded or incompletely synthesized proteins"
"YBL075C","SRP-dependent cotranslational protein targeting to membrane, translocation"
"YGL246C","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGL246C","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGL246C","regulation of transcription, DNA-templated"
"YGL246C","nuclear polyadenylation-dependent rRNA catabolic process"
"YGL246C","mRNA processing"
"YGL246C","deadenylation-independent decapping of nuclear-transcribed mRNA"
"YGL246C","regulation of catalytic activity"
"YGL246C","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YGL246C","nuclear-transcribed mRNA catabolic process"
"YGL246C","termination of RNA polymerase II transcription, poly(A)-coupled"
"YER035W","positive regulation of translation in response to stress"
"YER035W","deadenylation-dependent decapping of nuclear-transcribed mRNA"
"YER035W","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"YER035W","mRNA processing"
"YHR108W","Golgi to endosome transport"
"YHR108W","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"YHR108W","Golgi to vacuole transport"
"YHR108W","intracellular protein transport"
"YHR108W","vesicle-mediated transport"
"YHR108W","protein transport"
"YHR108W","transport"
"YML093W","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YML093W","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YML093W","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YML093W","rRNA processing"
"YML093W","ribosome biogenesis"
"YMR299C","nuclear migration along microtubule"
"YMR299C","metabolic process"
"YNL146W","biological_process"
"YOR155C","dephosphorylation"
"YOR155C","nicotinic acid riboside biosynthetic process"
"YOR155C","nicotinamide riboside biosynthetic process"
"YOR155C","nucleotide metabolic process"
"YOR155C","inosine salvage"
"YGL143C","mitochondrial translational termination"
"YGL143C","mitochondrial translation"
"YGL143C","translational termination"
"YGL143C","translation"
"YNL239W","homocysteine catabolic process"
"YNL239W","response to antibiotic"
"YNL239W","negative regulation of transcription from RNA polymerase II promoter"
"YNL239W","proteolysis"
"YLL018C-A","mitochondrial respiratory chain complex IV assembly"
"YLL018C-A","metal ion transport"
"YNR073C","biological_process"
"YNR073C","oxidation-reduction process"
"YNR073C","metabolic process"
"YNR073C","mannitol metabolic process"
"YJL095W","response to acid chemical"
"YJL095W","response to nutrient"
"YJL095W","endoplasmic reticulum unfolded protein response"
"YJL095W","autophagy of peroxisome"
"YJL095W","protein phosphorylation"
"YJL095W","phosphorylation"
"YJL095W","establishment of cell polarity"
"YJL095W","response to acidic pH"
"YJL095W","regulation of fungal-type cell wall organization"
"YJL095W","intracellular signal transduction"
"YJL095W","MAPK cascade"
"YJL095W","activation of MAPKK activity"
"YDL117W","cytokinesis"
"YDL117W","cell division"
"YDL117W","cell cycle"
"YDL117W","regulation of catalytic activity"
"YDL117W","division septum assembly"
"YGR271C-A","mitotic G1 phase"
"YGR271C-A","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGR271C-A","rRNA processing"
"YGR271C-A","re-entry into mitotic cell cycle after pheromone arrest"
"YMR030W","regulation of transcription, DNA-templated"
"YMR030W","aerobic respiration"
"YMR030W","transcription from RNA polymerase II promoter"
"YMR030W","transcription from mitochondrial promoter"
"YMR030W","calcium-mediated signaling"
"YMR030W","cellular respiration"
"YOL075C","obsolete ATP catabolic process"
"YOL075C","transport"
"YOL075C","transmembrane transport"
"YOL056W","glycolytic process"
"YOL056W","biological_process"
"YOL056W","metabolic process"
"YML053C","biological_process"
"YIL022W","protein import into mitochondrial matrix"
"YBL005W-A","transposition, RNA-mediated"
"YDR224C","negative regulation of transcription from RNA polymerase II promoter"
"YDR224C","chromatin assembly or disassembly"
"YDR224C","postreplication repair"
"YHL048C-A","biological_process"
"YER171W","regulation of transposition, RNA-mediated"
"YER171W","transcription from RNA polymerase II promoter"
"YER171W","phosphorylation of RNA polymerase II C-terminal domain"
"YER171W","nucleotide-excision repair"
"YER171W","DNA duplex unwinding"
"YER171W","nucleobase-containing compound metabolic process"
"YER171W","regulation of mitotic recombination"
"YER171W","nucleotide-excision repair, DNA incision"
"YER171W","positive regulation of mitotic recombination"
"YDL010W","cell redox homeostasis"
"YDL010W","cellular response to oxidative stress"
"YDL010W","oxidation-reduction process"
"YNL141W","hypoxanthine salvage"
"YNL141W","purine ribonucleoside monophosphate biosynthetic process"
"YNL141W","nucleotide metabolic process"
"YNL141W","purine-containing compound salvage"
"YNL141W","adenine catabolic process"
"YDR106W","mitotic nuclear division"
"YHR078W","biological_process"
"YDR270W","copper ion export"
"YDR270W","copper ion transport"
"YDR270W","ATP biosynthetic process"
"YDR270W","metal ion transport"
"YDR270W","cation transport"
"YDR270W","cellular iron ion homeostasis"
"YDR270W","ion transport"
"YDR270W","metabolic process"
"YDR270W","transmembrane transport"
"YDR270W","transport"
"YDR067C","peptidyl-tyrosine dephosphorylation"
"YDR067C","biological_process"
"YIL026C","fungal-type cell wall organization"
"YIL026C","cell division"
"YIL026C","mitotic sister chromatid cohesion"
"YIL026C","cytogamy"
"YIL026C","protein acetylation"
"YIL026C","spore germination"
"YOR098C","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery"
"YOR098C","poly(A)+ mRNA export from nucleus"
"YOR098C","NLS-bearing protein import into nucleus"
"YOR098C","ribosomal large subunit export from nucleus"
"YOR098C","nucleocytoplasmic transport"
"YOR098C","mRNA transport"
"YOR098C","protein transport"
"YOR098C","protein import into nucleus"
"YOR098C","transport"
"YGR009C","Golgi to plasma membrane transport"
"YGR009C","protein transport"
"YGR009C","exocytosis"
"YGR009C","vesicle fusion"
"YCR003W","mitochondrial translation"
"YCR003W","translation"
"YGR204C-A","biological_process"
"YGL122C","regulation of mRNA stability"
"YGL122C","poly(A)+ mRNA export from nucleus"
"YGL122C","mRNA polyadenylation"
"YEL013W","vacuole fusion, non-autophagic"
"YEL013W","piecemeal microautophagy of nucleus"
"YEL013W","macroautophagy"
"YEL013W","vacuole inheritance"
"YEL013W","nucleus-vacuole junction assembly"
"YEL013W","Cvt vesicle assembly"
"YMR128W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YMR128W","rRNA processing"
"YMR128W","ribosome biogenesis"
"YLR268W","protein transport"
"YLR268W","vesicle fusion with Golgi apparatus"
"YLR268W","ER to Golgi vesicle-mediated transport"
"YLR268W","retrograde vesicle-mediated transport, Golgi to ER"
"YLR268W","vesicle fusion with endoplasmic reticulum"
"YLR268W","vesicle-mediated transport"
"YLR268W","transport"
"YLR268W","vesicle fusion"
"YER160C","transposition, RNA-mediated"
"YER160C","DNA recombination"
"YER160C","metabolic process"
"YER160C","proteolysis"
"YER160C","DNA integration"
"YER160C","transposition"
"YER160C","viral procapsid maturation"
"YER160C","DNA biosynthetic process"
"YER160C","viral release from host cell"
"YER160C","RNA-dependent DNA biosynthetic process"
"YER160C","RNA phosphodiester bond hydrolysis"
"YEL055C","DNA biosynthetic process"
"YEL055C","transcription, DNA-templated"
"YEL055C","rRNA transcription"
"YDL069C","mitochondrial respiratory chain complex III biogenesis"
"YDL069C","positive regulation of mitochondrial translation"
"YDL069C","regulation of translation"
"YMR065W","karyogamy"
"YMR065W","karyogamy involved in conjugation with cellular fusion"
"YMR169C","polyamine catabolic process"
"YMR169C","beta-alanine biosynthetic process"
"YMR169C","metabolic process"
"YMR169C","oxidation-reduction process"
"YMR169C","pantothenate biosynthetic process"
"YIL068C","Golgi to plasma membrane transport"
"YIL068C","protein transport"
"YIL068C","vesicle tethering involved in exocytosis"
"YIL068C","exocyst localization"
"YIL068C","negative regulation of SNARE complex assembly"
"YIL068C","exocytosis"
"YLR125W","biological_process"
"YLR387C","ribosomal large subunit biogenesis"
"YPR183W","protein O-linked glycosylation"
"YPR183W","GPI anchor biosynthetic process"
"YPR183W","protein N-linked glycosylation"
"YPR183W","mannosylation"
"YGR012W","cysteine biosynthetic process from serine"
"YGR012W","cysteine biosynthetic process"
"YGR012W","cellular amino acid biosynthetic process"
"YGR012W","metabolic process"
"YOL024W","biological_process"
"YKL092C","filamentous growth"
"YKL092C","regulation of small GTPase mediated signal transduction"
"YKL092C","signal transduction"
"YKL092C","axial cellular bud site selection"
"YKL092C","negative regulation of Ras protein signal transduction"
"YKL092C","bipolar cellular bud site selection"
"YKL092C","small GTPase mediated signal transduction"
"YKL092C","positive regulation of GTPase activity"
"YKL092C","cellular bud site selection"
"YKL092C","establishment or maintenance of cell polarity"
"YKL092C","mitotic spindle orientation checkpoint"
"YKL092C","regulation of GTPase activity"
"YKL092C","invasive filamentous growth"
"YNL095C","biological_process"
"YNL095C","transmembrane transport"
"YNL095C","transport"
"YBR007C","biological_process"
"YAL015C","positive regulation of mitochondrial DNA replication"
"YAL015C","base-excision repair, AP site formation"
"YAL015C","base-excision repair"
"YAL015C","cellular response to oxidative stress"
"YAL015C","metabolic process"
"YAL015C","cellular response to DNA damage stimulus"
"YAL015C","DNA repair"
"YAL015C","DNA catabolic process, endonucleolytic"
"YGL253W","cellular glucose homeostasis"
"YGL253W","carbohydrate metabolic process"
"YGL253W","fructose metabolic process"
"YGL253W","glucose metabolic process"
"YGL253W","replicative cell aging"
"YGL253W","mannose metabolic process"
"YGL253W","glycolytic process"
"YGL253W","carbohydrate phosphorylation"
"YGL253W","glucose import"
"YGL253W","regulation of transcription by glucose"
"YGL253W","fructose import"
"YPL124W","microtubule nucleation"
"YPL124W","spindle pole body duplication"
"YDR233C","endoplasmic reticulum tubular network maintenance"
"YDR233C","nuclear pore complex assembly"
"YDR233C","endoplasmic reticulum organization"
"YDR233C","endoplasmic reticulum tubular network organization"
"YOL076W","N-terminal peptidyl-methionine acetylation"
"YOL076W","cytoskeleton organization"
"YOL076W","mitochondrion inheritance"
"YOR196C","protein lipoylation"
"YOR196C","lipoate biosynthetic process"
"YOR196C","metabolic process"
"YEL040W","cell wall chitin metabolic process"
"YEL040W","carbohydrate metabolic process"
"YEL040W","fungal-type cell wall organization"
"YEL040W","cell wall organization"
"YCR075W-A","biological_process"
"YNL250W","telomere maintenance"
"YNL250W","DNA repair"
"YNL250W","obsolete ATP catabolic process"
"YNL250W","meiotic nuclear division"
"YNL250W","double-strand break repair via nonhomologous end joining"
"YNL250W","telomere maintenance via recombination"
"YNL250W","double-strand break repair via break-induced replication"
"YNL250W","nucleotide phosphorylation"
"YNL250W","base-excision repair"
"YNL250W","meiotic DNA double-strand break formation"
"YNL250W","mitochondrial double-strand break repair via homologous recombination"
"YNL250W","meiotic DNA double-strand break processing"
"YNL250W","negative regulation of endodeoxyribonuclease activity"
"YMR252C","biological_process"
"YER074W","cytoplasmic translation"
"YER074W","translation"
"YER074W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGR206W","negative regulation of protein complex assembly"
"YGR206W","endosome transport via multivesicular body sorting pathway"
"YGR206W","protein targeting to vacuole"
"YGR206W","protein transport"
"YGR206W","transport"
"YLR312W-A","mitochondrial translation"
"YLR312W-A","RNA processing"
"YJL106W","sporulation resulting in formation of a cellular spore"
"YJL106W","protein phosphorylation"
"YJL106W","regulation of meiotic nuclear division"
"YJL106W","meiotic cell cycle"
"YKL189W","regulation of transcription, DNA-templated"
"YKL189W","regulation of cell shape"
"YKL189W","budding cell apical bud growth"
"YKL189W","obsolete cytokinesis, completion of separation"
"YER152C","biological_process"
"YER152C","biosynthetic process"
"YCL033C","cellular response to oxidative stress"
"YCL033C","electron transport chain"
"YCL033C","oxidation-reduction process"
"YCL033C","transport"
"YCL033C","response to oxidative stress"
"YCL033C","protein repair"
"YGR006W","RNA splicing"
"YGR006W","mRNA splicing, via spliceosome"
"YGR006W","generation of catalytic spliceosome for second transesterification step"
"YGR006W","nuclear retention of unspliced pre-mRNA at the site of transcription"
"YCR045C","proteolysis"
"YCR045C","ascospore wall assembly"
"YLR088W","attachment of GPI anchor to protein"
"YLR088W","GPI anchor biosynthetic process"
"YOL131W","biological_process"
"YPL041C","biological_process"
"YKL163W","fungal-type cell wall organization"
"YCR079W","macroautophagy"
"YCR079W","protein dephosphorylation"
"YCR079W","autophagy of mitochondrion"
"YCR079W","positive regulation of catalytic activity"
"YNL306W","mitochondrial translation"
"YNL306W","translation"
"YPR149W","eisosome assembly"
"YPR149W","establishment of protein localization to plasma membrane"
"YPR149W","protein transport"
"YPR149W","protein secretion"
"YPR149W","transport"
"YPR149W","plasma membrane organization"
"YPR149W","negative regulation of protein phosphorylation"
"YLR040C","biological_process"
"YLR040C","response to stress"
"YLR040C","response to pheromone involved in conjugation with cellular fusion"
"YBR034C","mRNA export from nucleus"
"YBR034C","positive regulation of transcription elongation from RNA polymerase II promoter"
"YBR034C","protein methylation"
"YBR034C","negative regulation of DNA-templated transcription, termination"
"YBR034C","peptidyl-arginine methylation"
"YBR034C","peptidyl-arginine methylation, to asymmetrical-dimethyl arginine"
"YBR034C","peptidyl-arginine omega-N-methylation"
"YPL187W","mating"
"YPL187W","sexual reproduction"
"YPL187W","pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"YHR030C","response to acidic pH"
"YHR030C","signal transduction"
"YHR030C","division septum assembly"
"YHR030C","regulation of fungal-type cell wall organization"
"YHR030C","autophagy of peroxisome"
"YHR030C","endoplasmic reticulum unfolded protein response"
"YHR030C","protein phosphorylation"
"YHR030C","fungal-type cell wall biogenesis"
"YHR030C","regulation of cell size"
"YHR030C","mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response"
"YHR030C","regulation of transcription factor import into nucleus"
"YHR030C","MAPK cascade"
"YDR384C","nitrogen utilization"
"YDR384C","ion transport"
"YDR384C","ammonium transport"
"YDR384C","transmembrane transport"
"YDR384C","transport"
"YDR384C","ammonium transmembrane transport"
"YPR108W-A","biological_process"
"YMR052W","re-entry into mitotic cell cycle after pheromone arrest"
"YMR052W","cell cycle"
"YCR031C","cytoplasmic translation"
"YCR031C","ribosomal small subunit assembly"
"YCR031C","translation"
"YCR031C","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGR124W","asparagine biosynthetic process"
"YGR124W","cellular amino acid biosynthetic process"
"YGR124W","glutamine metabolic process"
"YGR124W","L-asparagine biosynthetic process"
"YIL123W","fungal-type cell wall organization"
"YIL123W","polysaccharide catabolic process"
"YJL178C","vesicle organization"
"YJL178C","protein localization to pre-autophagosomal structure"
"YJL178C","autophagy of peroxisome"
"YJL178C","autophagosome assembly"
"YJL178C","protein localization by the Cvt pathway"
"YJL178C","autophagy"
"YJL178C","protein transport"
"YJL178C","transport"
"YOR163W","polyphosphate catabolic process"
"YOR163W","inositol phosphate dephosphorylation"
"YOR163W","diadenosine polyphosphate catabolic process"
"YOR163W","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YOR051C","translational termination"
"YOR051C","regulation of translation"
"YOR051C","transcription, DNA-templated"
"YOR051C","regulation of transcription, DNA-templated"
"YLR352W","biological_process"
"YLR352W","protein ubiquitination"
"YOL105C","response to heat"
"YOL105C","Rho protein signal transduction"
"YOL105C","autophagy of peroxisome"
"YOL105C","fungal-type cell wall organization"
"YOL105C","actin cytoskeleton organization"
"YOL105C","cell wall organization"
"YHR214C-B","transposition, RNA-mediated"
"YHR214C-B","DNA recombination"
"YHR214C-B","metabolic process"
"YHR214C-B","proteolysis"
"YHR214C-B","DNA integration"
"YHR214C-B","transposition"
"YHR214C-B","viral procapsid maturation"
"YHR214C-B","DNA biosynthetic process"
"YHR214C-B","viral release from host cell"
"YHR214C-B","RNA-dependent DNA biosynthetic process"
"YHR214C-B","RNA phosphodiester bond hydrolysis"
"YKL018C-A","biological_process"
"YPR112C","small-subunit processome assembly"
"YPR112C","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YPR112C","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YPR112C","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YPR112C","rRNA processing"
"YNR038W","ribosomal large subunit assembly"
"YNR038W","rRNA processing"
"YNR038W","ribosome biogenesis"
"YNR038W","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YNR038W","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YNR038W","obsolete ATP catabolic process"
"YDL192W","small GTPase mediated signal transduction"
"YDL192W","Golgi to plasma membrane transport"
"YDL192W","macroautophagy"
"YDL192W","vesicle-mediated transport"
"YDL192W","protein transport"
"YDL192W","intra-Golgi vesicle-mediated transport"
"YDL192W","ER to Golgi vesicle-mediated transport"
"YDL192W","transport"
"YDL192W","obsolete GTP catabolic process"
"YGR121W-A","biological_process"
"YPR157W","protein transport"
"YIL109C","intracellular protein transport"
"YIL109C","ER to Golgi vesicle-mediated transport"
"YIL109C","cargo loading into COPII-coated vesicle"
"YGL257C","protein O-linked glycosylation"
"YGL257C","protein glycosylation"
"YGL257C","mannosylation"
"YFL066C","biological_process"
"YER099C","cellular biosynthetic process"
"YER099C","fungal-type cell wall organization"
"YER099C","nucleotide biosynthetic process"
"YER099C","5-phosphoribose 1-diphosphate biosynthetic process"
"YER099C","ribonucleoside monophosphate biosynthetic process"
"YDR316W-B","transposition, RNA-mediated"
"YDR316W-B","DNA recombination"
"YDR316W-B","metabolic process"
"YDR316W-B","proteolysis"
"YDR316W-B","DNA integration"
"YDR316W-B","transposition"
"YDR316W-B","viral procapsid maturation"
"YDR316W-B","DNA biosynthetic process"
"YDR316W-B","viral release from host cell"
"YDR316W-B","RNA-dependent DNA biosynthetic process"
"YDR316W-B","RNA phosphodiester bond hydrolysis"
"YGR161C-D","transposition, RNA-mediated"
"YGR161C-D","DNA recombination"
"YGR161C-D","metabolic process"
"YGR161C-D","proteolysis"
"YGR161C-D","DNA integration"
"YGR161C-D","transposition"
"YGR161C-D","viral procapsid maturation"
"YGR161C-D","DNA biosynthetic process"
"YGR161C-D","viral release from host cell"
"YGR161C-D","RNA-dependent DNA biosynthetic process"
"YGR161C-D","RNA phosphodiester bond hydrolysis"
"YBR299W","sucrose catabolic process"
"YBR299W","maltose catabolic process"
"YBR299W","maltose metabolic process"
"YBR299W","carbohydrate metabolic process"
"YBR299W","metabolic process"
"YNL182C","rRNA processing"
"YNL182C","ribosomal large subunit assembly"
