genes	Goterm
KMXK_0A07230	nuclear mRNA surveillance
KMXK_0B03880	nuclear mRNA surveillance
KMXK_0B06300	nuclear mRNA surveillance
KMXK_0B07040	nuclear mRNA surveillance
KMXK_0D01270	nuclear mRNA surveillance
KMXK_0A04460	nuclear mRNA surveillance of mRNA 3'-end processing
KMXK_0F00850	nuclear mRNA surveillance of mRNA 3'-end processing
KMXK_0D02160	nuclear mRNA surveillance of mRNP export
KMXK_0A04460	nuclear polyadenylation-dependent antisense transcript catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent antisense transcript catabolic process
KMXK_0A03080	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0B07040	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0D01270	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0F00850	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0F04680	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent CUT catabolic process
KMXK_0A03080	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0A06970	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0B06370	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0B07040	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0C03970	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0D01270	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0E00630	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0E04330	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0E06180	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0F03390	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0G01000	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0H03690	nuclear polyadenylation-dependent mRNA catabolic process
KMXK_0A03080	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0A06970	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0B03880	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0B06370	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0C03970	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0D01270	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0E00630	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0E04330	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0E06180	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0F00850	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0F04680	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0H03690	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0H03760	nuclear polyadenylation-dependent rRNA catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent snoRNA catabolic process
KMXK_0F00850	nuclear polyadenylation-dependent snoRNA catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent snoRNA catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent snRNA catabolic process
KMXK_0F00850	nuclear polyadenylation-dependent snRNA catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent snRNA catabolic process
KMXK_0A03080	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0A04460	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0A06970	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0B06370	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0B07040	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0C03970	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0D01270	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0E00630	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0E04330	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0E06180	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0F00850	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0G00510	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0G01000	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0H03690	nuclear polyadenylation-dependent tRNA catabolic process
KMXK_0C05220	nuclear pore complex assembly
KMXK_0D06420	nuclear pore complex assembly
KMXK_0E01960	nuclear pore complex assembly
KMXK_0F01120	nuclear pore complex assembly
KMXK_0G03770	nuclear pore complex assembly
KMXK_0H01360	nuclear pore complex assembly
KMXK_0A00330	nuclear pore distribution
KMXK_0A01220	nuclear pore distribution
KMXK_0G01060	nuclear pore distribution
KMXK_0G03810	nuclear pore distribution
KMXK_0H02500	nuclear pore distribution
KMXK_0B01070	nuclear pore organization
KMXK_0B04690	nuclear pore organization
KMXK_0D00830	nuclear pore organization
KMXK_0D03260	nuclear pore organization
KMXK_0H04410	nuclear pore organization
KMXK_0B01930	nuclear protein quality control by the ubiquitin-proteasome system
KMXK_0B04910	nuclear protein quality control by the ubiquitin-proteasome system
KMXK_0E04670	nuclear protein quality control by the ubiquitin-proteasome system
KMXK_0F00780	nuclear protein quality control by the ubiquitin-proteasome system
KMXK_0E05090	nuclear retention of pre-mRNA at the site of transcription
KMXK_0F04680	nuclear retention of pre-mRNA at the site of transcription
KMXK_0G03060	nuclear retention of pre-mRNA at the site of transcription
KMXK_0E00630	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
KMXK_0G00510	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
KMXK_0H03690	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
KMXK_0C07200	nuclear retention of unspliced pre-mRNA at the site of transcription
KMXK_0D00550	nuclear retention of unspliced pre-mRNA at the site of transcription
KMXK_0A01060	nuclear-transcribed mRNA catabolic process
KMXK_0B00370	nuclear-transcribed mRNA catabolic process
KMXK_0C00640	nuclear-transcribed mRNA catabolic process
KMXK_0G03860	nuclear-transcribed mRNA catabolic process
KMXK_0H03310	nuclear-transcribed mRNA catabolic process
KMXK_0H03760	nuclear-transcribed mRNA catabolic process
KMXK_0A01760	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0A03080	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0A06970	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0B06370	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0B07040	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0C03970	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0C06740	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0D01270	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0D05000	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0E02230	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0E03580	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0E04330	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0E06180	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0G01000	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0H03690	"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KMXK_0A05110	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
KMXK_0B05270	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
KMXK_0C02170	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
KMXK_0H01090	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
KMXK_0D02100	"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay"
KMXK_0A03930	"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay"
KMXK_0A05630	"nuclear-transcribed mRNA catabolic process, exonucleolytic"
KMXK_0A03930	"nuclear-transcribed mRNA catabolic process, no-go decay"
KMXK_0A04260	"nuclear-transcribed mRNA catabolic process, no-go decay"
KMXK_0A03080	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0A03930	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0A06000	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0A06970	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0B06370	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0B07040	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0C02200	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0C03970	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0C06740	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0D01270	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0D05000	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0E04330	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0E06180	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0F01780	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0G01000	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0H03690	"nuclear-transcribed mRNA catabolic process, non-stop decay"
KMXK_0B06490	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0C03230	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0D00900	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0D02980	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0E02890	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0F03390	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0G03960	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KMXK_0B05350	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0C05870	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0D00270	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0E03230	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0G03100	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0H01750	nuclear-transcribed mRNA poly(A) tail shortening
KMXK_0D00650	nucleic acid metabolic process
KMXK_0E01690	nucleic acid metabolic process
KMXK_0A00640	nucleic acid phosphodiester bond hydrolysis
KMXK_0A03380	nucleic acid phosphodiester bond hydrolysis
KMXK_0A05850	nucleic acid phosphodiester bond hydrolysis
KMXK_0A06960	nucleic acid phosphodiester bond hydrolysis
KMXK_0B00490	nucleic acid phosphodiester bond hydrolysis
KMXK_0B00920	nucleic acid phosphodiester bond hydrolysis
KMXK_0B03770	nucleic acid phosphodiester bond hydrolysis
KMXK_0B05950	nucleic acid phosphodiester bond hydrolysis
KMXK_0B06300	nucleic acid phosphodiester bond hydrolysis
KMXK_0B06590	nucleic acid phosphodiester bond hydrolysis
KMXK_0C06880	nucleic acid phosphodiester bond hydrolysis
KMXK_0D02980	nucleic acid phosphodiester bond hydrolysis
KMXK_0E04950	nucleic acid phosphodiester bond hydrolysis
KMXK_0F02120	nucleic acid phosphodiester bond hydrolysis
KMXK_0F04080	nucleic acid phosphodiester bond hydrolysis
KMXK_0F04280	nucleic acid phosphodiester bond hydrolysis
KMXK_0G02130	nucleic acid phosphodiester bond hydrolysis
KMXK_0G02420	nucleic acid phosphodiester bond hydrolysis
KMXK_0H03760	nucleic acid phosphodiester bond hydrolysis
KMXK_0B02360	nucleobase transport
KMXK_0B04730	nucleobase transport
KMXK_0B05030	nucleobase transport
KMXK_0D00120	nucleobase transport
KMXK_0E00550	nucleobase transport
KMXK_0G00230	nucleobase transport
KMXK_0G04280	nucleobase transport
KMXK_0H00810	nucleobase transport
KMXK_0B06350	nucleobase-containing compound transport
KMXK_0A06330	nucleocytoplasmic transport
KMXK_0B01070	nucleocytoplasmic transport
KMXK_0B04200	nucleocytoplasmic transport
KMXK_0C00410	nucleocytoplasmic transport
KMXK_0D05960	nucleocytoplasmic transport
KMXK_0D06470	nucleocytoplasmic transport
KMXK_0E00800	nucleocytoplasmic transport
KMXK_0E01350	nucleocytoplasmic transport
KMXK_0E01420	nucleocytoplasmic transport
KMXK_0G01040	nucleocytoplasmic transport
KMXK_0G02360	nucleocytoplasmic transport
KMXK_0G03770	nucleocytoplasmic transport
KMXK_0A00670	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0A05020	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0A06030	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0A07200	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0B00310	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0C00530	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0C01410	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0E01080	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0E02180	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0E05060	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0F03620	nucleolar large rRNA transcription by RNA polymerase I
KMXK_0H00210	nucleologenesis
KMXK_0A08140	nucleoside catabolic process
KMXK_0C04390	nucleoside catabolic process
KMXK_0A01770	nucleoside diphosphate phosphorylation
KMXK_0A03360	nucleoside metabolic process
KMXK_0D05260	nucleoside metabolic process
KMXK_0C02340	nucleoside transmembrane transport
KMXK_0A06000	nucleosome assembly
KMXK_0A07160	nucleosome assembly
KMXK_0B01810	nucleosome assembly
KMXK_0B01820	nucleosome assembly
KMXK_0B02800	nucleosome assembly
KMXK_0B08220	nucleosome assembly
KMXK_0C05450	nucleosome assembly
KMXK_0D04660	nucleosome assembly
KMXK_0F04390	nucleosome assembly
KMXK_0F04410	nucleosome assembly
KMXK_0F04530	nucleosome assembly
KMXK_0F04540	nucleosome assembly
KMXK_0F05570	nucleosome assembly
KMXK_0G01260	nucleosome assembly
KMXK_0G01270	nucleosome assembly
KMXK_0G02740	nucleosome assembly
KMXK_0H03040	nucleosome assembly
KMXK_0A01500	nucleosome disassembly
KMXK_0B01620	nucleosome disassembly
KMXK_0B05450	nucleosome disassembly
KMXK_0C00800	nucleosome disassembly
KMXK_0C06190	nucleosome disassembly
KMXK_0D00430	nucleosome disassembly
KMXK_0D00850	nucleosome disassembly
KMXK_0F01160	nucleosome disassembly
KMXK_0F05650	nucleosome disassembly
KMXK_0G02750	nucleosome disassembly
KMXK_0B08180	nucleosome mobilization
KMXK_0C02960	nucleosome mobilization
KMXK_0D01750	nucleosome mobilization
KMXK_0F02720	nucleosome mobilization
KMXK_0F04510	nucleosome mobilization
KMXK_0G01100	nucleosome mobilization
KMXK_0G01780	nucleosome mobilization
KMXK_0G02750	nucleosome mobilization
KMXK_0A00800	nucleosome organization
KMXK_0B04220	nucleosome positioning
KMXK_0C02960	nucleosome positioning
KMXK_0F02910	nucleosome positioning
KMXK_0G01100	nucleosome positioning
KMXK_0G02750	nucleosome positioning
KMXK_0G03070	nucleosome positioning
KMXK_0A06790	nucleotide biosynthetic process
KMXK_0A08140	nucleotide biosynthetic process
KMXK_0B07920	nucleotide biosynthetic process
KMXK_0D05500	nucleotide biosynthetic process
KMXK_0F02520	nucleotide biosynthetic process
KMXK_0G03670	nucleotide biosynthetic process
KMXK_0D05060	nucleotide catabolic process
KMXK_0A00920	nucleotide metabolic process
KMXK_0C00440	nucleotide metabolic process
KMXK_0C06420	nucleotide metabolic process
KMXK_0B01790	nucleotide phosphorylation
KMXK_0C02880	nucleotide phosphorylation
KMXK_0D03890	nucleotide phosphorylation
KMXK_0D06000	nucleotide phosphorylation
KMXK_0E02290	nucleotide phosphorylation
KMXK_0E03220	nucleotide phosphorylation
KMXK_0C06860	nucleotide transmembrane transport
KMXK_0D04850	nucleotide transmembrane transport
KMXK_0A00470	nucleotide-excision repair
KMXK_0A01340	nucleotide-excision repair
KMXK_0A03850	nucleotide-excision repair
KMXK_0A04830	nucleotide-excision repair
KMXK_0C01750	nucleotide-excision repair
KMXK_0C01970	nucleotide-excision repair
KMXK_0C02850	nucleotide-excision repair
KMXK_0C03680	nucleotide-excision repair
KMXK_0C04640	nucleotide-excision repair
KMXK_0C05320	nucleotide-excision repair
KMXK_0C05430	nucleotide-excision repair
KMXK_0D04200	nucleotide-excision repair
KMXK_0E00480	nucleotide-excision repair
KMXK_0E01500	nucleotide-excision repair
KMXK_0E01800	nucleotide-excision repair
KMXK_0E03260	nucleotide-excision repair
KMXK_0E05060	nucleotide-excision repair
KMXK_0G00820	nucleotide-excision repair
KMXK_0G03360	nucleotide-excision repair
KMXK_0H03340	nucleotide-excision repair
KMXK_0A04170	"nucleotide-excision repair, DNA damage recognition"
KMXK_0B04350	"nucleotide-excision repair, DNA damage recognition"
KMXK_0G03080	"nucleotide-excision repair, DNA damage recognition"
KMXK_0A07370	"nucleotide-excision repair, DNA gap filling"
KMXK_0B06590	"nucleotide-excision repair, DNA gap filling"
KMXK_0G02420	"nucleotide-excision repair, DNA gap filling"
KMXK_0C02870	"nucleotide-excision repair, DNA incision"
KMXK_0H03840	"nucleotide-excision repair, DNA incision"
KMXK_0A03650	"nucleotide-excision repair, DNA incision, 3'-to lesion"
KMXK_0B06790	"nucleotide-excision repair, DNA incision, 5'-to lesion"
KMXK_0F01950	"nucleotide-excision repair, DNA incision, 5'-to lesion"
KMXK_0A06330	nucleus organization
KMXK_0D05960	nucleus organization
KMXK_0E01420	nucleus organization
KMXK_0A02850	nucleus-vacuole junction assembly
KMXK_0A00910	obsolete ATP catabolic process
KMXK_0A01300	obsolete ATP catabolic process
KMXK_0A01420	obsolete ATP catabolic process
KMXK_0A01620	obsolete ATP catabolic process
KMXK_0A01810	obsolete ATP catabolic process
KMXK_0A01850	obsolete ATP catabolic process
KMXK_0A01870	obsolete ATP catabolic process
KMXK_0A02000	obsolete ATP catabolic process
KMXK_0A02390	obsolete ATP catabolic process
KMXK_0A03070	obsolete ATP catabolic process
KMXK_0A03140	obsolete ATP catabolic process
KMXK_0A03270	obsolete ATP catabolic process
KMXK_0A03350	obsolete ATP catabolic process
KMXK_0A03460	obsolete ATP catabolic process
KMXK_0A03550	obsolete ATP catabolic process
KMXK_0A03800	obsolete ATP catabolic process
KMXK_0A04290	obsolete ATP catabolic process
KMXK_0A05140	obsolete ATP catabolic process
KMXK_0A05200	obsolete ATP catabolic process
KMXK_0A05340	obsolete ATP catabolic process
KMXK_0A05910	obsolete ATP catabolic process
KMXK_0A06490	obsolete ATP catabolic process
KMXK_0A06530	obsolete ATP catabolic process
KMXK_0A06820	obsolete ATP catabolic process
KMXK_0A07640	obsolete ATP catabolic process
KMXK_0B00460	obsolete ATP catabolic process
KMXK_0B01530	obsolete ATP catabolic process
KMXK_0B01870	obsolete ATP catabolic process
KMXK_0B02070	obsolete ATP catabolic process
KMXK_0B02520	obsolete ATP catabolic process
KMXK_0B03250	obsolete ATP catabolic process
KMXK_0B04120	obsolete ATP catabolic process
KMXK_0B04390	obsolete ATP catabolic process
KMXK_0B04820	obsolete ATP catabolic process
KMXK_0B06160	obsolete ATP catabolic process
KMXK_0B06630	obsolete ATP catabolic process
KMXK_0B06900	obsolete ATP catabolic process
KMXK_0B07070	obsolete ATP catabolic process
KMXK_0B07090	obsolete ATP catabolic process
KMXK_0B08150	obsolete ATP catabolic process
KMXK_0C00360	obsolete ATP catabolic process
KMXK_0C00410	obsolete ATP catabolic process
KMXK_0C01560	obsolete ATP catabolic process
KMXK_0C01890	obsolete ATP catabolic process
KMXK_0C02290	obsolete ATP catabolic process
KMXK_0C02380	obsolete ATP catabolic process
KMXK_0C02860	obsolete ATP catabolic process
KMXK_0C02870	obsolete ATP catabolic process
KMXK_0C02890	obsolete ATP catabolic process
KMXK_0C02970	obsolete ATP catabolic process
KMXK_0C02990	obsolete ATP catabolic process
KMXK_0C03020	obsolete ATP catabolic process
KMXK_0C03560	obsolete ATP catabolic process
KMXK_0C03570	obsolete ATP catabolic process
KMXK_0C03870	obsolete ATP catabolic process
KMXK_0C03900	obsolete ATP catabolic process
KMXK_0C04130	obsolete ATP catabolic process
KMXK_0C05060	obsolete ATP catabolic process
KMXK_0C05090	obsolete ATP catabolic process
KMXK_0C05440	obsolete ATP catabolic process
KMXK_0C05780	obsolete ATP catabolic process
KMXK_0C06820	obsolete ATP catabolic process
KMXK_0D00370	obsolete ATP catabolic process
KMXK_0D00860	obsolete ATP catabolic process
KMXK_0D01960	obsolete ATP catabolic process
KMXK_0D02040	obsolete ATP catabolic process
KMXK_0D02670	obsolete ATP catabolic process
KMXK_0D02680	obsolete ATP catabolic process
KMXK_0D02690	obsolete ATP catabolic process
KMXK_0D02720	obsolete ATP catabolic process
KMXK_0D03450	obsolete ATP catabolic process
KMXK_0D04520	obsolete ATP catabolic process
KMXK_0D04860	obsolete ATP catabolic process
KMXK_0D05600	obsolete ATP catabolic process
KMXK_0D05710	obsolete ATP catabolic process
KMXK_0D05910	obsolete ATP catabolic process
KMXK_0D06520	obsolete ATP catabolic process
KMXK_0E00470	obsolete ATP catabolic process
KMXK_0E00630	obsolete ATP catabolic process
KMXK_0E02270	obsolete ATP catabolic process
KMXK_0E02950	obsolete ATP catabolic process
KMXK_0E03220	obsolete ATP catabolic process
KMXK_0E03350	obsolete ATP catabolic process
KMXK_0E03800	obsolete ATP catabolic process
KMXK_0E05720	obsolete ATP catabolic process
KMXK_0F00780	obsolete ATP catabolic process
KMXK_0F01000	obsolete ATP catabolic process
KMXK_0F01270	obsolete ATP catabolic process
KMXK_0F01630	obsolete ATP catabolic process
KMXK_0F02980	obsolete ATP catabolic process
KMXK_0F03390	obsolete ATP catabolic process
KMXK_0F03900	obsolete ATP catabolic process
KMXK_0F04170	obsolete ATP catabolic process
KMXK_0F04450	obsolete ATP catabolic process
KMXK_0G00290	obsolete ATP catabolic process
KMXK_0G01990	obsolete ATP catabolic process
KMXK_0G02170	obsolete ATP catabolic process
KMXK_0G03620	obsolete ATP catabolic process
KMXK_0G04190	obsolete ATP catabolic process
KMXK_0H01380	obsolete ATP catabolic process
KMXK_0H02260	obsolete ATP catabolic process
KMXK_0H02480	obsolete ATP catabolic process
KMXK_0H03150	obsolete ATP catabolic process
KMXK_0H04480	obsolete ATP catabolic process
KMXK_0H02830	obsolete cellular process involved in reproduction
KMXK_0A02600	obsolete cytokinesis after mitosis checkpoint
KMXK_0B01700	obsolete cytokinesis after mitosis checkpoint
KMXK_0B03150	obsolete cytokinesis after mitosis checkpoint
KMXK_0A07790	obsolete cytokinesis checkpoint
KMXK_0B01700	obsolete cytokinesis checkpoint
KMXK_0A06420	"obsolete cytokinesis, completion of separation"
KMXK_0B00600	"obsolete cytokinesis, completion of separation"
KMXK_0B01000	"obsolete cytokinesis, completion of separation"
KMXK_0B01970	"obsolete cytokinesis, completion of separation"
KMXK_0C04900	"obsolete cytokinesis, completion of separation"
KMXK_0D02410	"obsolete cytokinesis, completion of separation"
KMXK_0D05620	"obsolete cytokinesis, completion of separation"
KMXK_0G03900	"obsolete cytokinesis, completion of separation"
KMXK_0H03670	obsolete deoxyhypusine biosynthetic process from spermidine
KMXK_0A00490	obsolete GTP catabolic process
KMXK_0A01590	obsolete GTP catabolic process
KMXK_0A02830	obsolete GTP catabolic process
KMXK_0A03050	obsolete GTP catabolic process
KMXK_0A04260	obsolete GTP catabolic process
KMXK_0A04750	obsolete GTP catabolic process
KMXK_0A05190	obsolete GTP catabolic process
KMXK_0A05390	obsolete GTP catabolic process
KMXK_0A05800	obsolete GTP catabolic process
KMXK_0A06290	obsolete GTP catabolic process
KMXK_0A06330	obsolete GTP catabolic process
KMXK_0A06360	obsolete GTP catabolic process
KMXK_0B01020	obsolete GTP catabolic process
KMXK_0B01210	obsolete GTP catabolic process
KMXK_0B01220	obsolete GTP catabolic process
KMXK_0B01500	obsolete GTP catabolic process
KMXK_0B04240	obsolete GTP catabolic process
KMXK_0B05960	obsolete GTP catabolic process
KMXK_0B06990	obsolete GTP catabolic process
KMXK_0B07560	obsolete GTP catabolic process
KMXK_0B07730	obsolete GTP catabolic process
KMXK_0B08230	obsolete GTP catabolic process
KMXK_0C00410	obsolete GTP catabolic process
KMXK_0C00770	obsolete GTP catabolic process
KMXK_0C05950	obsolete GTP catabolic process
KMXK_0D00260	obsolete GTP catabolic process
KMXK_0D02140	obsolete GTP catabolic process
KMXK_0D04070	obsolete GTP catabolic process
KMXK_0D05820	obsolete GTP catabolic process
KMXK_0D06470	obsolete GTP catabolic process
KMXK_0E01350	obsolete GTP catabolic process
KMXK_0E01420	obsolete GTP catabolic process
KMXK_0E01440	obsolete GTP catabolic process
KMXK_0E03830	obsolete GTP catabolic process
KMXK_0E05400	obsolete GTP catabolic process
KMXK_0F00590	obsolete GTP catabolic process
KMXK_0F01210	obsolete GTP catabolic process
KMXK_0F01380	obsolete GTP catabolic process
KMXK_0F03610	obsolete GTP catabolic process
KMXK_0F03740	obsolete GTP catabolic process
KMXK_0G01770	obsolete GTP catabolic process
KMXK_0G02360	obsolete GTP catabolic process
KMXK_0G03180	obsolete GTP catabolic process
KMXK_0H00440	obsolete GTP catabolic process
KMXK_0H00530	obsolete GTP catabolic process
KMXK_0H02320	obsolete GTP catabolic process
KMXK_0H02600	obsolete GTP catabolic process
KMXK_0B08200	obsolete heterotrimeric G-protein complex cycle
KMXK_0F04030	obsolete heterotrimeric G-protein complex cycle
KMXK_0H01160	obsolete heterotrimeric G-protein complex cycle
KMXK_0F05440	obsolete MAPK import into nucleus involved in osmosensory signaling pathway
KMXK_0A00620	obsolete mitochondrial respiratory chain complex III biogenesis
KMXK_0H03190	obsolete mitochondrial respiratory chain complex III biogenesis
KMXK_0A00620	obsolete mitochondrial respiratory chain complex IV biogenesis
KMXK_0E03240	obsolete mitochondrial respiratory chain complex IV biogenesis
KMXK_0H03190	obsolete mitochondrial respiratory chain complex IV biogenesis
KMXK_0C01720	obsolete mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response
KMXK_0C06090	obsolete mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response
KMXK_0H03260	obsolete mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response
KMXK_0A06640	obsolete mRNA-binding (hnRNP) protein import into nucleus
KMXK_0C06440	obsolete mRNA-binding (hnRNP) protein import into nucleus
KMXK_0D03340	obsolete negative regulation of cAMP biosynthetic process
KMXK_0H01470	obsolete negative regulation of transcription factor import into nucleus
KMXK_0C05400	obsolete negative regulation of transcription from RNA polymerase II promoter during mitotic cell cycle
KMXK_0G03070	obsolete negative regulation of transcription from RNA polymerase II promoter during mitotic cell cycle
KMXK_0A05710	obsolete negative regulation of tRNA transcription from RNA polymerase III promoter
KMXK_0B01430	obsolete negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
KMXK_0B02390	obsolete positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
KMXK_0D04170	obsolete protein phosphorylation involved in cellular protein catabolic process
KMXK_0G00850	obsolete protein phosphorylation involved in cellular protein catabolic process
KMXK_0H03260	obsolete regulation of transcription factor import into nucleus
KMXK_0B07360	obsolete RNA polymerase II complex import to nucleus
KMXK_0C00410	obsolete RNA polymerase II complex import to nucleus
